 frequency                ir                       ii                       vr                       vi                      
 2.13796208950222999e+00  2.77012299817330776e-15  2.85878242115938209e-14  1.39881538157593521e-03  1.40418895742211220e-06 
 2.18776162394955032e+00  2.76163911617360869e-15  2.92537202086340834e-14  1.39881538166375385e-03  1.43689671996796005e-06 
 2.23872113856833721e+00  2.76147648584773586e-15  2.99351268612462298e-14  1.39881538175534725e-03  1.47036634417431729e-06 
 2.29086765276777049e+00  2.77393125830416309e-15  3.06324055613311621e-14  1.39881538185149257e-03  1.50461557607893090e-06 
 2.34422881531991933e+00  2.76543382377730795e-15  3.13459259461261282e-14  1.39881538195152366e-03  1.53966257507791362e-06 
 2.39883291901948770e+00  2.76070399179983994e-15  3.20760663614258650e-14  1.39881538205666178e-03  1.57552592355403356e-06 
 2.45470891568502747e+00  2.75975531489891512e-15  3.28232139277570472e-14  1.39881538216679591e-03  1.61222463672935911e-06 
 2.51188643150957702e+00  2.76257424054737744e-15  3.35877648050760837e-14  1.39881538228192603e-03  1.64977817274737834e-06 
 2.57039578276886038e+00  2.75227431990876514e-15  3.43701243383529050e-14  1.39881538240282932e-03  1.68820644298997173e-06 
 2.63026799189537819e+00  2.75230142496307728e-15  3.51707073884432086e-14  1.39881538252895066e-03  1.72752982263467835e-06 
 2.69153480392691202e+00  2.75005170545516986e-15  3.59899384247326873e-14  1.39881538266173333e-03  1.76776916145788556e-06 
 2.75422870333816272e+00  2.75586573960512338e-15  3.68282517898348253e-14  1.39881538280051121e-03  1.80894579488967348e-06 
 2.81838293126444972e+00  2.74930631646158607e-15  3.76860919775235840e-14  1.39881538294472918e-03  1.85108155532612087e-06 
 2.88403150312660150e+00  2.74979420743920455e-15  3.85639138312567493e-14  1.39881538309716280e-03  1.89419878370515423e-06 
 2.95120922666638119e+00  2.73260960300530931e-15  3.94621827691690578e-14  1.39881538325670185e-03  1.93832034135195672e-06 
 3.01995172040201165e+00  2.74090374962482342e-15  4.03813751414142216e-14  1.39881538342312428e-03  1.98346962210042451e-06 
 3.09029543251358563e+00  2.73580799941414154e-15  4.13219781507555896e-14  1.39881538359742930e-03  2.02967056469682751e-06 
 3.16227766016837419e+00  2.72892331561885859e-15  4.22844906731293150e-14  1.39881538378050507e-03  2.07694766549247171e-06 
 3.23593656929627738e+00  2.72758161543040778e-15  4.32694229929465592e-14  1.39881538397201854e-03  2.12532599143198188e-06 
 3.31131121482590540e+00  2.71940944155529829e-15  4.42772973589588637e-14  1.39881538417174767e-03  2.17483119334413370e-06 
 3.38844156139201980e+00  2.71070871912110212e-15  4.53086481166070480e-14  1.39881538438169084e-03  2.22548951954225515e-06 
 3.46736850452531042e+00  2.71916549606648905e-15  4.63640221315376832e-14  1.39881538460107091e-03  2.27732782974146155e-06 
 3.54813389233574838e+00  2.71321593664497485e-15  4.74439789219519898e-14  1.39881538483044299e-03  2.33037360929993695e-06 
 3.63078054770100689e+00  2.70799821368988836e-15  4.85490911615316507e-14  1.39881538507202752e-03  2.38465498379215758e-06 
 3.71535229097171849e+00  2.70805242379851263e-15  4.96799448117877086e-14  1.39881538532415917e-03  2.44020073392138038e-06 
 3.80189396320560480e+00  2.70456942431940295e-15  5.08371393867583624e-14  1.39881538558761509e-03  2.49704031077955818e-06 
 3.89045144994279868e+00  2.69500134014721837e-15  5.20212884824045588e-14  1.39881538586494880e-03  2.55520385146271568e-06 
 3.98107170553496470e+00  2.70004288024927597e-15  5.32330199618984503e-14  1.39881538615438394e-03  2.61472219504996338e-06 
 4.07380277804111923e+00  2.68589404189834013e-15  5.44729763262003088e-14  1.39881538645747483e-03  2.67562689895490662e-06 
 4.16869383470334576e+00  2.68685627132642102e-15  5.57418149787563221e-14  1.39881538677455453e-03  2.73795025565772527e-06 
 4.26579518801591817e+00  2.68223485956620156e-15  5.70402086225452876e-14  1.39881538710739939e-03  2.80172530982708067e-06 
 4.36515832240165125e+00  2.67278874813842160e-15  5.83688457894742047e-14  1.39881538745600942e-03  2.86698587584087411e-06 
 4.46683592150962205e+00  2.67089139433657197e-15  5.97284308403782746e-14  1.39881538782049564e-03  2.93376655571498315e-06 
 4.57088189614874096e+00  2.65962924426987879e-15  6.11196848120538474e-14  1.39881538820207929e-03  3.00210275744984286e-06 
 4.67735141287197198e+00  2.64832643662171741e-15  6.25433451790304061e-14  1.39881538860187060e-03  3.07203071380416451e-06 
 4.78630092322637335e+00  2.64355594706278119e-15  6.40001668064826319e-14  1.39881538902031366e-03  3.14358750150595707e-06 
 4.89778819368445184e+00  2.63194143129003022e-15  6.54909222149282003e-14  1.39881538945896278e-03  3.21681106091124709e-06 
 5.01187233627271223e+00  2.62962394914634245e-15  6.70164018184557975e-14  1.39881538991726284e-03  3.29174021612048022e-06 
 5.12861383991363784e+00  2.61868705973139493e-15  6.85774144011811534e-14  1.39881539039843350e-03  3.36841469556348640e-06 
 5.24807460249771474e+00  2.61756219997744122e-15  7.01747875937030742e-14  1.39881539090114249e-03  3.44687515306419277e-06 
 5.37031796370251602e+00  2.60175995331346499e-15  7.18093684289688143e-14  1.39881539142838740e-03  3.52716318939573725e-06 
 5.49540873857623335e+00  2.59398080272588150e-15  7.34820235275625332e-14  1.39881539197983518e-03  3.60932137433764696e-06 
 5.62341325190347785e+00  2.58514455502012463e-15  7.51936397329800062e-14  1.39881539255803933e-03  3.69339326924712410e-06 
 5.75439937337155616e+00  2.58105169181899186e-15  7.69451246674939958e-14  1.39881539316333292e-03  3.77942345015559775e-06 
 5.88843655355587625e+00  2.57287951794388237e-15  7.87374069439124888e-14  1.39881539379627107e-03  3.86745753140375437e-06 
 6.02559586074356357e+00  2.54927101563801051e-15  8.05714367743836269e-14  1.39881539446007341e-03  3.95754218982674424e-06 
 6.16595001861480707e+00  2.54679090316844992e-15  8.24481866586099764e-14  1.39881539515429587e-03  4.04972518950282010e-06 
 6.30957344480191740e+00  2.52861696425216165e-15  8.43686517014858835e-14  1.39881539588160297e-03  4.14405540707863047e-06 
 6.45654229034653948e+00  2.51795112538033550e-15  8.63338501954326256e-14  1.39881539664332699e-03  4.24058285768410073e-06 
 6.60693448007594419e+00  2.50443925580573490e-15  8.83448238321566477e-14  1.39881539744057815e-03  4.33935872145117463e-06 
 6.76082975391980145e+00  2.48481519648374727e-15  9.04026392908363391e-14  1.39881539827613199e-03  4.44043537065033163e-06 
 6.91830970918934796e+00  2.47570789823486903e-15  9.25083873381495265e-14  1.39881539915132080e-03  4.54386639746044859e-06 
 7.07945784384136179e+00  2.46174879526411816e-15  9.46631845223393686e-14  1.39881540006658867e-03  4.64970664237779013e-06 
 7.24435960074988294e+00  2.44240933901240798e-15  9.68681734908517116e-14  1.39881540102615443e-03  4.75801222330274566e-06 
 7.41310241300915695e+00  2.42198568058821229e-15  9.91245232020933256e-14  1.39881540203057320e-03  4.86884056528787384e-06 
 7.58577575029181883e+00  2.40398792452495291e-15  1.01433430037162648e-13  1.39881540308139929e-03  4.98225043098702092e-06 
 7.76247116628689771e+00  2.38138230922863015e-15  1.03796118223366257e-13  1.39881540418218542e-03  5.09830195181219781e-06 
 7.94328234724279447e+00  2.36044365477250384e-15  1.06213840469493583e-13  1.39881540533537407e-03  5.21705665981578844e-06 
 8.12830516164097183e+00  2.35631013398990286e-15  1.08687878865789414e-13  1.39881540654285264e-03  5.33857752031585667e-06 
 8.31763771102668947e+00  2.33366386111211188e-15  1.11219544883953895e-13  1.39881540780628644e-03  5.46292896528112830e-06 
 8.51138038202374325e+00  2.30737195842933840e-15  1.13810181018268866e-13  1.39881540912989433e-03  5.59017692749366702e-06 
 8.70963589956078366e+00  2.29032287926700384e-15  1.16461160785597857e-13  1.39881541051589675e-03  5.72038887550732603e-06 
 8.91250938133743098e+00  2.25725471300619596e-15  1.19173889837116838e-13  1.39881541196762438e-03  5.85363384942045998e-06 
 9.12010839355907166e+00  2.23642447876731820e-15  1.21949806487709806e-13  1.39881541348685356e-03  5.98998249748190644e-06 
 9.33254300796988367e+00  2.20613458057350442e-15  1.24790382615941293e-13  1.39881541507802520e-03  6.12950711354961448e-06 
 9.54992586021433176e+00  2.18278357628359787e-15  1.27697124193451957e-13  1.39881541674469201e-03  6.27228167542177390e-06 
 9.77237220955807828e+00  2.15500089561365682e-15  1.30671572555508006e-13  1.39881541848962954e-03  6.41838188406095182e-06 
 9.99999999999996980e+00  2.12607980266260599e-15  1.33715304771578108e-13  1.39881542031639050e-03  6.56788520373147229e-06 
 1.02329299228075108e+01  2.08815983167992547e-15  1.36829934598245461e-13  1.39881542222919375e-03  6.72087090307230984e-06 
 1.04712854805089641e+01  2.05892703060428506e-15  1.40017113432119855e-13  1.39881542423292426e-03  6.87742009712625106e-06 
 1.07151930523760317e+01  2.02346006703685299e-15  1.43278531156870622e-13  1.39881542633002454e-03  7.03761579034798577e-06 
 1.09647819614318163e+01  1.98606864461325916e-15  1.46615917202017819e-13  1.39881542852737795e-03  7.20154292061453029e-06 
 1.12201845430195988e+01  1.95075075884454385e-15  1.50031041019388258e-13  1.39881543082787108e-03  7.36928840426004735e-06 
 1.14815362149687914e+01  1.90818227104733174e-15  1.53525713247785816e-13  1.39881543323627788e-03  7.54094118216026348e-06 
 1.17489755493952579e+01  1.86718587640022360e-15  1.57101786930601288e-13  1.39881543575803846e-03  7.71659226688995428e-06 
 1.20226443461740899e+01  1.81690600065120833e-15  1.60761157939328866e-13  1.39881543839848188e-03  7.89633479097926188e-06 
 1.23026877081237753e+01  1.77623486665584585e-15  1.64505766614692474e-13  1.39881544116426948e-03  8.08026405629347363e-06 
 1.25892541179416302e+01  1.72197054792294635e-15  1.68337598825436948e-13  1.39881544405995317e-03  8.26847758456361626e-06 
 1.28824955169312965e+01  1.67377776135596568e-15  1.72258685544811568e-13  1.39881544709241634e-03  8.46107516909339153e-06 
 1.31825673855640257e+01  1.62506997875705439e-15  1.76271106344580962e-13  1.39881545026721010e-03  8.65815892767141522e-06 
 1.34896288259164887e+01  1.57207959757682536e-15  1.80376988336233921e-13  1.39881545359188397e-03  8.85983335671510306e-06 
 1.38038426460287997e+01  1.51906211134228419e-15  1.84578508817961364e-13  1.39881545707321031e-03  9.06620538667593437e-06 
 1.41253754462274923e+01  1.45262762322323491e-15  1.88877895274656331e-13  1.39881546071896068e-03  9.27738443873580226e-06 
 1.44543977074592220e+01  1.38514959051316833e-15  1.93277427283738122e-13  1.39881546453590744e-03  9.49348248282318009e-06 
 1.47910838816820203e+01  1.32718543186666205e-15  1.97779437679822593e-13  1.39881546853326544e-03  9.71461409698123898e-06 
 1.51356124843620261e+01  1.26537235550783222e-15  2.02386313189996869e-13  1.39881547271880624e-03  9.94089652811861604e-06 
 1.54881661891247564e+01  1.17671172285283010e-15  2.07100496869039069e-13  1.39881547710107856e-03  1.01724497541752986e-05 
 1.58489319246110760e+01  1.09652141967037098e-15  2.11924487993539186e-13  1.39881548169062953e-03  1.04093965477364707e-05 
 1.62181009735892374e+01  1.01343087567651313e-15  2.16860844602997926e-13  1.39881548649645193e-03  1.06518625411283043e-05 
 1.65958690743755426e+01  9.34988848497186886e-16  2.21912183499826715e-13  1.39881549152898188e-03  1.08999762930295268e-05 
 1.69824365246173770e+01  8.37207365066150455e-16  2.27081183319842125e-13  1.39881549679876649e-03  1.11538693566352996e-05 
 1.73780082874936852e+01  7.64985947851459791e-16  2.32370584849903234e-13  1.39881550231557572e-03  1.14136763494083310e-05 
 1.77827941003891574e+01  6.55969419408042320e-16  2.37783192298461046e-13  1.39881550809306532e-03  1.16795350244547641e-05 
 1.81970085860997628e+01  5.54054415194404903e-16  2.43321875624899096e-13  1.39881551414311467e-03  1.19515863435628849e-05 
 1.86208713666286023e+01  4.51881912964802179e-16  2.48989571704203751e-13  1.39881552047793623e-03  1.22299745519427912e-05 
 1.90546071796323986e+01  3.50712297744748547e-16  2.54789285491634513e-13  1.39881552711162982e-03  1.25148472547070062e-05 
 1.94984459975803794e+01  2.31328086026938440e-16  2.60724091928548154e-13  1.39881553405762915e-03  1.28063554951327859e-05 
 1.99526231496887192e+01  1.02036976958042036e-16  2.66797137954101959e-13  1.39881554133192143e-03  1.31046538347474423e-05 
 2.04173794466952145e+01 -1.32137139771670853e-17  2.73011643458165797e-13  1.39881554894805138e-03  1.34099004352783665e-05 
 2.08929613085403147e+01 -1.56098007783600501e-16  2.79370903716541844e-13  1.39881555692389359e-03  1.37222571425132864e-05 
 2.13796208950222386e+01 -2.80212051478878621e-16  2.85878290026239288e-13  1.39881556527476913e-03  1.40418895721122277e-05 
 2.18776162394954419e+01 -4.39074774802317158e-16  2.92537253305364363e-13  1.39881557401988488e-03  1.43689671974197060e-05 
 2.23872113856833082e+01 -5.94630681499674907e-16  2.99351323775482988e-13  1.39881558317722643e-03  1.47036634393216290e-05 
 2.29086765276776383e+01 -7.58751785359668141e-16  3.06324114455631675e-13  1.39881559276611167e-03  1.50461557581990119e-05 
 2.34422881531991258e+01 -9.09022206466159055e-16  3.13459322644625191e-13  1.39881560280663564e-03  1.53966257480029772e-05 
 2.39883291901948077e+01 -1.09268605448520351e-15  3.20760731191605973e-13  1.39881561332055870e-03  1.57552592325650820e-05 
 2.45470891568502019e+01 -1.28528101790009730e-15  3.28232211672417683e-13  1.39881562432919715e-03  1.61222463641049851e-05 
 2.51188643150956956e+01 -1.47298351901165026e-15  3.35877725871912866e-13  1.39881563585719793e-03  1.64977817240564836e-05 
 2.57039578276885301e+01 -1.67399460179046278e-15  3.43701326842744135e-13  1.39881564792798674e-03  1.68820644262374488e-05 
 2.63026799189537073e+01 -1.88281194021117093e-15  3.51707163352287140e-13  1.39881566056865303e-03  1.72752982224220411e-05 
 2.69153480392690412e+01 -2.10983032260247949e-15  3.59899479882640574e-13  1.39881567380428784e-03  1.76776916103728334e-05 
 2.75422870333815446e+01 -2.32053146229788121e-15  3.68282620442274430e-13  1.39881568766386799e-03  1.80894579443891685e-05 
 2.81838293126444164e+01 -2.57704014378079549e-15  3.76861029413062950e-13  1.39881570217725848e-03  1.85108155484305908e-05 
 2.88403150312659342e+01 -2.81782789376266996e-15  3.85639255997207602e-13  1.39881571737365817e-03  1.89419878318745544e-05 
 2.95120922666637284e+01 -3.08940698544313275e-15  3.94621954005478837e-13  1.39881573328681785e-03  1.93832034079716395e-05 
 3.01995172040200295e+01 -3.36656971831189589e-15  4.03813886304139067e-13  1.39881574995004421e-03  1.98346962150587048e-05 
 3.09029543251357701e+01 -3.67034961451517816e-15  4.13219926720766791e-13  1.39881576739786517e-03  2.02967056405967323e-05 
 3.16227766016836540e+01 -3.96370761733544352e-15  4.22845061950080734e-13  1.39881578566869447e-03  2.07694766480966134e-05 
 3.23593656929626832e+01 -4.28556658476492158e-15  4.32694396424379286e-13  1.39881580479983558e-03  2.12532599070025206e-05 
 3.31131121482589634e+01 -4.60445754874722057e-15  4.42773151466507560e-13  1.39881582483325495e-03  2.17483119255998371e-05 
 3.38844156139201047e+01 -4.95401788168370327e-15  4.53086671854362731e-13  1.39881584581114105e-03  2.22548951870194087e-05 
 3.46736850452530092e+01 -5.33003274762883228e-15  4.63640425397377561e-13  1.39881586777701461e-03  2.27732782884091628e-05 
 3.54813389233573844e+01 -5.71846172844892031e-15  4.74440008442234560e-13  1.39881589077783808e-03  2.33037360833488860e-05 
 3.63078054770099712e+01 -6.11659431871275361e-15  4.85491146508140693e-13  1.39881591486346046e-03  2.38465498275798498e-05 
 3.71535229097170827e+01 -6.53641095242629699e-15  4.96799699369025066e-13  1.39881594008428589e-03  2.44020073281314059e-05 
 3.80189396320559467e+01 -6.97621756369504187e-15  5.08371663382879528e-13  1.39881596649260587e-03  2.49704030959198800e-05 
 3.89045144994278829e+01 -7.43232786513253751e-15  5.20213173609341043e-13  1.39881599414837243e-03  2.55520385019126146e-05 
 3.98107170553495422e+01 -7.91189759107718826e-15  5.32330508891889370e-13  1.39881602310454323e-03  2.61472219368744219e-05 
 4.07380277804110875e+01 -8.42213668597602272e-15  5.44730094822462379e-13  1.39881605342628834e-03  2.67562689749472813e-05 
 4.16869383470333474e+01 -8.95605204581650938e-15  5.57418504588489002e-13  1.39881608517655742e-03  2.73795025409291042e-05 
 4.26579518801590680e+01 -9.49713669252255643e-15  5.70402466807943989e-13  1.39881611842407327e-03  2.80172530815014238e-05 
 4.36515832240163917e+01 -1.00962126029294219e-14  5.83688865741106150e-13  1.39881615323800279e-03  2.86698587404372083e-05 
 4.46683592150961033e+01 -1.07001809756396282e-14  5.97284745737481325e-13  1.39881618969284194e-03  2.93376655379080999e-05 
 4.57088189614872888e+01 -1.13258333917995446e-14  6.11197315682725359e-13  1.39881622786663939e-03  3.00210275538812816e-05 
 4.67735141287195972e+01 -1.19856517289199105e-14  6.25433953233808836e-13  1.39881626783810997e-03  3.07203071159459733e-05 
 4.78630092322636074e+01 -1.26967121712173725e-14  6.40002205877808266e-13  1.39881630969362902e-03  3.14358749913795491e-05 
 4.89778819368443834e+01 -1.34200512031182329e-14  6.54909798131686136e-13  1.39881635352168132e-03  3.21681105837348514e-05 
 5.01187233627269819e+01 -1.41830855870592187e-14  6.70164635353939168e-13  1.39881639941552560e-03  3.29174021340077237e-05 
 5.12861383991362345e+01 -1.49859915058933590e-14  6.85774805015147747e-13  1.39881644747275047e-03  3.36841469264888770e-05 
 5.24807460249770017e+01 -1.58226161122917985e-14  7.01748584321272443e-13  1.39881649779349804e-03  3.44687514994087999e-05 
 5.37031796370250092e+01 -1.66982177867910919e-14  7.18094443601785797e-13  1.39881655048679221e-03  3.52716318604845837e-05 
 5.49540873857621861e+01 -1.76137452062921640e-14  7.34821048850771170e-13  1.39881660566321120e-03  3.60932137075039991e-05 
 5.62341325190346311e+01 -1.85822630069734651e-14  7.51937269350219260e-13  1.39881666344188194e-03  3.69339326540534408e-05 
 5.75439937337154106e+01 -1.95822768807654701e-14  7.69452181058159898e-13  1.39881672394115419e-03  3.77942344603875581e-05 
 5.88843655355586080e+01 -2.06458250018651257e-14  7.87375069996793832e-13  1.39881678729214531e-03  3.86745752699170460e-05 
 6.02559586074354741e+01 -2.17453821876184561e-14  8.05715440299305729e-13  1.39881685362919228e-03  3.95754218509829242e-05 
 6.16595001861479091e+01 -2.29147348882255408e-14  8.24483015903930069e-13  1.39881692309229422e-03  4.04972518443558644e-05 
 6.30957344480190088e+01 -2.41205980969910749e-14  8.43687748600764143e-13  1.39881699582855568e-03  4.14405540164789702e-05 
 6.45654229034652190e+01 -2.53862008454605603e-14  8.63339820996383367e-13  1.39881707199307481e-03  4.24058285186443347e-05 
 6.60693448007592536e+01 -2.67216668714195804e-14  8.83449652866588392e-13  1.39881715174738908e-03  4.33935871521537770e-05 
 6.76082975391978209e+01 -2.81030759644376738e-14  9.04027907509152200e-13  1.39881723526169566e-03  4.44043536396842312e-05 
 6.91830970918932877e+01 -2.95625205088204113e-14  9.25085496402501322e-13  1.39881732270974446e-03  4.54386639029754090e-05 
 7.07945784384134242e+01 -3.10803764452458053e-14  9.46633585558462939e-13  1.39881741427949624e-03  4.64970663470100110e-05 
 7.24435960074986269e+01 -3.26817430540068954e-14  9.68683598910396668e-13  1.39881751016490696e-03  4.75801221507516668e-05 
 7.41310241300913617e+01 -3.43429847277434974e-14  9.91247228477589934e-13  1.39881761056892540e-03  4.86884055647012601e-05 
 7.58577575029179769e+01 -3.60909761278060959e-14  1.01433644071800507e-12  1.39881771570671276e-03  4.98225042153860556e-05 
 7.76247116628687621e+01 -3.79306503740794998e-14  1.03796347525772991e-12  1.39881782579931446e-03  5.09830194168796943e-05 
 7.94328234724277280e+01 -3.98689599129947725e-14  1.06214086225515317e-12  1.39881794107854507e-03  5.21705664896508328e-05 
 8.12830516164094945e+01 -4.18672393845756496e-14  1.08688142070689862e-12  1.39881806179176227e-03  5.33857750868714598e-05 
 8.31763771102666567e+01 -4.39645336195587655e-14  1.11219826988276978e-12  1.39881818819420634e-03  5.46292895281950402e-05 
 8.51138038202371945e+01 -4.61772140707486511e-14  1.13810483271388182e-12  1.39881832055288591e-03  5.59017691413764151e-05 
 8.70963589956076021e+01 -4.84782705515232615e-14  1.16461484680408975e-12  1.39881845915101888e-03  5.72038886119674708e-05 
 8.91250938133740789e+01 -5.09103393123155890e-14  1.19174236993570271e-12  1.39881860427948368e-03  5.85363383408253374e-05 
 9.12010839355904892e+01 -5.34293204297597857e-14  1.21950178430464858e-12  1.39881875624903174e-03  5.98998248104493886e-05 
 9.33254300796986058e+01 -5.60814280214580463e-14  1.24790781092003417e-12  1.39881891537996239e-03  6.12950709593363497e-05 
 9.54992586021430867e+01 -5.88571617658739665e-14  1.27697551256876051e-12  1.39881908200956140e-03  6.27228165654076847e-05 
 9.77237220955805412e+01 -6.17700199800549909e-14  1.30672030186233584e-12  1.39881925649520955e-03  6.41838186382756766e-05 
 9.99999999999994600e+01 -6.48072632884744149e-14  1.33715795140127098e-12  1.39881943920172613e-03  6.56788518204852456e-05 
 1.02329299228074859e+02 -6.79892611394478097e-14  1.36830459801024406e-12  1.39881963051913250e-03  6.72087087983168309e-05 
 1.04712854805089378e+02 -7.13182361474287707e-14  1.40017676306689130e-12  1.39881983085110573e-03  6.87742007221585962e-05 
 1.07151930523760043e+02 -7.48259554360711232e-14  1.43279134403147745e-12  1.39882004062763521e-03  7.03761576365196875e-05 
 1.09647819614317882e+02 -7.84884852424172497e-14  1.46616563562271957e-12  1.39882026028925743e-03  7.20154289200240175e-05 
 1.12201845430195704e+02 -8.23172367943325600e-14  1.50031733574701757e-12  1.39882049030326527e-03  7.36928837359452613e-05 
 1.14815362149687616e+02 -8.63271720817973542e-14  1.53526455312175082e-12  1.39882073115993322e-03  7.54094114929566617e-05 
 1.17489755493952273e+02 -9.05277914263480366e-14  1.57102581998077228e-12  1.39882098336430172e-03  7.71659223166258889e-05 
 1.20226443461740587e+02 -9.49167637933137631e-14  1.60762009885067215e-12  1.39882124747536807e-03  7.89633475322764039e-05 
 1.23026877081237430e+02 -9.95273064267540586e-14  1.64506679695033790e-12  1.39882152401304971e-03  8.08026401582955032e-05 
 1.25892541179415971e+02 -1.04352656615618045e-13  1.68338576957908614e-12  1.39882181358341739e-03  8.26847754119231437e-05 
 1.28824955169312631e+02 -1.09406746357822160e-13  1.72259733790435443e-12  1.39882211680097956e-03  8.46107512260420980e-05 
 1.31825673855639934e+02 -1.14691730505184220e-13  1.76272229573796492e-12  1.39882243430899944e-03  8.65815887784500025e-05 
 1.34896288259164550e+02 -1.20226691015939968e-13  1.80378191885348675e-12  1.39882276678204853e-03  8.85983330331021208e-05 
 1.38038426460287639e+02 -1.26028243288382746e-13  1.84579798446799382e-12  1.39882311492267597e-03  9.06620532943258823e-05 
 1.41253754462274571e+02 -1.32097186921614762e-13  1.88879276954799892e-12  1.39882347947151153e-03  9.27738437737935797e-05 
 1.44543977074591879e+02 -1.38452034667731205e-13  1.93278907876154099e-12  1.39882386120082636e-03  9.49348241705532520e-05 
 1.47910838816819847e+02 -1.45116652527053913e-13  1.97781024109005329e-12  1.39882426092075018e-03  9.71461402648925366e-05 
 1.51356124843619909e+02 -1.52066022534452783e-13  2.02388013269825303e-12  1.39882467947849420e-03  9.94089645255543227e-05 
 1.54881661891247205e+02 -1.59378654479742921e-13  2.07102318455743787e-12  1.39882511776101559e-03  1.01724496731725540e-04 
 1.58489319246110398e+02 -1.67015815240312282e-13  2.11926439938614486e-12  1.39882557670101271e-03  1.04093964609110965e-04 
 1.62181009735892019e+02 -1.75015790705376761e-13  2.16862935842641403e-12  1.39882605726948661e-03  1.06518624480585284e-04 
 1.65958690743755056e+02 -1.83401064517488277e-13  2.21914424516071089e-12  1.39882656048795351e-03  1.08999761932659575e-04 
