 frequency                ir                       ii                       vr                       vi                      
 1.00000000000000000e+00  2.51342458131020852e-15  1.27604868336069779e-14  1.25584308663073685e-03  3.93400177258046069e-07 
 1.02329299228075410e+00  2.50838304120815092e-15  1.30577167530693182e-14  1.25584308663628796e-03  4.02563644550158656e-07 
 1.04712854805089939e+00  2.49676852543539995e-15  1.33618700452185519e-14  1.25584308664161703e-03  4.11940556415177725e-07 
 1.07151930523760619e+00  2.50408689009967711e-15  1.36731079804956245e-14  1.25584308664772326e-03  4.21535884615883108e-07 
 1.09647819614318465e+00  2.51872361942823142e-15  1.39915955814327406e-14  1.25584308665371847e-03  4.31354716722297779e-07 
 1.12201845430196312e+00  2.51216419628469412e-15  1.43175017053714242e-14  1.25584308665971367e-03  4.41402258809174923e-07 
 1.14815362149688238e+00  2.50332794857893726e-15  1.46509991668852499e-14  1.25584308666626399e-03  4.51683838216324146e-07 
 1.17489755493952908e+00  2.50382939208371180e-15  1.49922647774845122e-14  1.25584308667414657e-03  4.62204906373245603e-07 
 1.20226443461741250e+00  2.50004823700716861e-15  1.53414794812738457e-14  1.25584308668136302e-03  4.72971041689512768e-07 
 1.23026877081238117e+00  2.50282650507416271e-15  1.56988284475964542e-14  1.25584308668880151e-03  4.83987952512607151e-07 
 1.25892541179416684e+00  2.50484583162041696e-15  1.60645011471347266e-14  1.25584308669635103e-03  4.95261480154458335e-07 
 1.28824955169313360e+00  2.49499314437795494e-15  1.64386914445544658e-14  1.25584308670523281e-03  5.06797601988647901e-07 
 1.31825673855640679e+00  2.51442746831975761e-15  1.68215977507061211e-14  1.25584308671400358e-03  5.18602434619673462e-07 
 1.34896288259165331e+00  2.51038881522724910e-15  1.72134230954166824e-14  1.25584308672321843e-03  5.30682237126048667e-07 
 1.38038426460288455e+00  2.50559122061400075e-15  1.76143752333687987e-14  1.25584308673265532e-03  5.43043414378954779e-07 
 1.41253754462275394e+00  2.51239458924634729e-15  1.80246667367450062e-14  1.25584308674298040e-03  5.55692520438195982e-07 
 1.44543977074592700e+00  2.49801535793375828e-15  1.84445151738987410e-14  1.25584308675319445e-03  5.68636262027226903e-07 
 1.47910838816820678e+00  2.50179651301030148e-15  1.88741431093543391e-14  1.25584308676429668e-03  5.81881502089184750e-07 
 1.51356124843620754e+00  2.49751391442898374e-15  1.93137783751222773e-14  1.25584308677573198e-03  5.95435263425651062e-07 
 1.54881661891248057e+00  2.50405978504536497e-15  1.97636540706991730e-14  1.25584308678816647e-03  6.09304732420311774e-07 
 1.58489319246111271e+00  2.48791872520248702e-15  2.02240087152690170e-14  1.25584308680082302e-03  6.23497262849200252e-07 
 1.62181009735892911e+00  2.49800180540660222e-15  2.06950863932869616e-14  1.25584308681425671e-03  6.38020379779809544e-07 
 1.65958690743755977e+00  2.49926219043211661e-15  2.11771368868282181e-14  1.25584308682813450e-03  6.52881783560978608e-07 
 1.69824365246174347e+00  2.50481872656610483e-15  2.16704157616148409e-14  1.25584308684278945e-03  6.68089353905708539e-07 
 1.73780082874937447e+00  2.49496603932364280e-15  2.21751845986262988e-14  1.25584308685788848e-03  6.83651154069082592e-07 
 1.77827941003892165e+00  2.49598247886034796e-15  2.26917110007169202e-14  1.25584308687376467e-03  6.99575435123534864e-07 
 1.81970085860998210e+00  2.50050902293047494e-15  2.32202688506962439e-14  1.25584308689086210e-03  7.15870640333658252e-07 
 1.86208713666286596e+00  2.49622642434915720e-15  2.37611383907383577e-14  1.25584308690840363e-03  7.32545409632964270e-07 
 1.90546071796324568e+00  2.48890805968488005e-15  2.43146064010529115e-14  1.25584308692672231e-03  7.49608584204833741e-07 
 1.94984459975804381e+00  2.48663123512266049e-15  2.48809663454689044e-14  1.25584308694570712e-03  7.67069211170299834e-07 
 1.99526231496887796e+00  2.50101046643524949e-15  2.54605185170184727e-14  1.25584308696602420e-03  7.84936548384879818e-07 
 2.04173794466952740e+00  2.50579450852134178e-15  2.60535701636683431e-14  1.25584308698700742e-03  8.03220069347288327e-07 
 2.08929613085403743e+00  2.48560124305879926e-15  2.66604357794874082e-14  1.25584308700910086e-03  8.21929468222330139e-07 
 2.13796208950222999e+00  2.48131864447748152e-15  2.72814370980292818e-14  1.25584308703263758e-03  8.41074664980940364e-07 
 2.18776162394955032e+00  2.48786451509386275e-15  2.79169034033522091e-14  1.25584308705728454e-03  8.60665810659863691e-07 
 2.23872113856833721e+00  2.49216066620233656e-15  2.85671716160458501e-14  1.25584308708248660e-03  8.80713292743867120e-07 
 2.29086765276777049e+00  2.49920798032349234e-15  2.92325865314592966e-14  1.25584308710890991e-03  9.01227740673287417e-07 
 2.34422881531991933e+00  2.49516932723098384e-15  2.99135009454325250e-14  1.25584308713655446e-03  9.22220031479985687e-07 
 2.39883291901948770e+00  2.49163211764324988e-15  3.06102758859069676e-14  1.25584308716608639e-03  9.43701295554377769e-07 
 2.45470891568502747e+00  2.47775432983543542e-15  3.13232808114488601e-14  1.25584308719639548e-03  9.65682922547055396e-07 
 2.51188643150957702e+00  2.48127798689601331e-15  3.20528937502155840e-14  1.25584308722803684e-03  9.88176567407556400e-07 
 2.57039578276886038e+00  2.48379875694704211e-15  3.27995015580360183e-14  1.25584308726189864e-03  1.01119415656418930e-06 
 2.63026799189537819e+00  2.48328376091511149e-15  3.35635001036989960e-14  1.25584308729664862e-03  1.03474789424736804e-06 
 2.69153480392691202e+00  2.47746972676515798e-15  3.43452944542417619e-14  1.25584308733284189e-03  1.05885026896057194e-06 
 2.75422870333816272e+00  2.48301271037199012e-15  3.51452991264128786e-14  1.25584308737203276e-03  1.08351406010191464e-06 
 2.81838293126444972e+00  2.48477453890227906e-15  3.59639383249002429e-14  1.25584308741211181e-03  1.10875234473994088e-06 
 2.88403150312660150e+00  2.46660059998599079e-15  3.68016460482102043e-14  1.25584308745396722e-03  1.13457850454721427e-06 
 2.95120922666638119e+00  2.48022088977783994e-15  3.76588665386538179e-14  1.25584308749893125e-03  1.16100623289552212e-06 
 3.01995172040201165e+00  2.47542329516459159e-15  3.85360541897026163e-14  1.25584308754500551e-03  1.18804954211623201e-06 
 3.09029543251358563e+00  2.46455416838542440e-15  3.94336742209679892e-14  1.25584308759285612e-03  1.21572277092984108e-06 
 3.16227766016837419e+00  2.47009715199225655e-15  4.03522024796778363e-14  1.25584308764425945e-03  1.24404059204862408e-06 
 3.23593656929627738e+00  2.47110003900180564e-15  4.12921260362466083e-14  1.25584308769688402e-03  1.27301801995611106e-06 
 3.31131121482590540e+00  2.46806427291884622e-15  4.22539432372148665e-14  1.25584308775272824e-03  1.30267041886816164e-06 
 3.38844156139201980e+00  2.45745264415564435e-15  4.32381639831819681e-14  1.25584308781068188e-03  1.33301351087917898e-06 
