Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0;CTX_L10_1,CTX_L30_1;1.054;
C2;CTX_L10_0,CTX_L30_0;CTX_L10_3,CTX_L30_3;0.046;
C3;CTX_L10_0,CTX_L30_0;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.38;
C4;CTX_L10_0,CTX_L30_0;CTX_L30_17,CTX_L50_1;0.001;
C5;CTX_L10_0,CTX_L30_0;CTX_L8_0;0.08;
C6;CTX_L10_0,CTX_L30_0;FILL_L10_3;0.002;
C7;CTX_L10_0,CTX_L30_0;FILL_L10_8;0.002;
C8;CTX_L10_0,CTX_L30_0;FILL_L126_0;0.016;
C9;CTX_L10_0,CTX_L30_0;FILL_L30_10;0.0;
C10;CTX_L10_0,CTX_L30_0;FILL_L30_9;0.002;
C11;CTX_L10_0,CTX_L30_0;FILL_L50_10;0.003;
C12;CTX_L10_0,CTX_L30_0;FILL_L50_9;0.008;
C13;CTX_L10_0,CTX_L30_0;FILL_L8_12;0.001;
C14;CTX_L10_0,CTX_L30_0;FILL_L8_8;0.0;
C15;CTX_L10_0,CTX_L30_0;P;0.001;
C16;CTX_L10_0,CTX_L30_0;VSUBS;0.353;
C17;CTX_L10_1,CTX_L30_1;CTX_L10_3,CTX_L30_3;1.001;
C18;CTX_L10_1,CTX_L30_1;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.02;
C19;CTX_L10_1,CTX_L30_1;CTX_L134_0;0.002;
C20;CTX_L10_1,CTX_L30_1;CTX_L30_17,CTX_L50_1;0.001;
C21;CTX_L10_1,CTX_L30_1;CTX_L8_0;0.046;
C22;CTX_L10_1,CTX_L30_1;FILL_L10_9;0.004;
C23;CTX_L10_1,CTX_L30_1;FILL_L126_0;0.021;
C24;CTX_L10_1,CTX_L30_1;FILL_L30_10;0.005;
C25;CTX_L10_1,CTX_L30_1;FILL_L30_12;0.0;
C26;CTX_L10_1,CTX_L30_1;FILL_L30_9;0.005;
C27;CTX_L10_1,CTX_L30_1;FILL_L50_10;0.004;
C28;CTX_L10_1,CTX_L30_1;FILL_L8_8;0.001;
C29;CTX_L10_1,CTX_L30_1;VSUBS;0.201;
C30;CTX_L10_2,CTX_L30_2;CTX_L10_7;0.679;
C31;CTX_L10_2,CTX_L30_2;CTX_L126_0,CTX_L30_7,CTX_L50_0,CTX_L67_0;0.057;
C32;CTX_L10_2,CTX_L30_2;CTX_L134_0;0.002;
C33;CTX_L10_2,CTX_L30_2;CTX_L30_19,CTX_L30_5,N;0.0;
C34;CTX_L10_2,CTX_L30_2;CTX_L30_4,CTX_L50_6;0.119;
C35;CTX_L10_2,CTX_L30_2;CTX_L30_8,CTX_L50_5;0.0;
C36;CTX_L10_2,CTX_L30_2;CTX_L50_10;0.001;
C37;CTX_L10_2,CTX_L30_2;FILL_L10_0;0.036;
C38;CTX_L10_2,CTX_L30_2;FILL_L10_2;0.141;
C39;CTX_L10_2,CTX_L30_2;FILL_L10_3;0.001;
C40;CTX_L10_2,CTX_L30_2;FILL_L134_0;0.017;
C41;CTX_L10_2,CTX_L30_2;FILL_L30_0;0.006;
C42;CTX_L10_2,CTX_L30_2;FILL_L30_1;0.048;
C43;CTX_L10_2,CTX_L30_2;FILL_L30_3;0.014;
C44;CTX_L10_2,CTX_L30_2;FILL_L30_4;0.063;
C45;CTX_L10_2,CTX_L30_2;FILL_L30_7;0.001;
C46;CTX_L10_2,CTX_L30_2;FILL_L50_1;0.004;
C47;CTX_L10_2,CTX_L30_2;FILL_L50_2;0.01;
C48;CTX_L10_2,CTX_L30_2;FILL_L50_4;0.082;
C49;CTX_L10_2,CTX_L30_2;FILL_L50_5;0.001;
C50;CTX_L10_2,CTX_L30_2;FILL_L50_6;0.001;
C51;CTX_L10_2,CTX_L30_2;FILL_L8_1;0.18;
C52;CTX_L10_2,CTX_L30_2;FILL_L8_10;0.002;
C53;CTX_L10_2,CTX_L30_2;FILL_L8_19;0.0;
C54;CTX_L10_2,CTX_L30_2;FILL_L8_4;0.002;
C55;CTX_L10_2,CTX_L30_2;FILL_L8_5;0.296;
C56;CTX_L10_2,CTX_L30_2;VSUBS;0.236;
C57;CTX_L10_3,CTX_L30_3;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.013;
C58;CTX_L10_3,CTX_L30_3;CTX_L134_0;0.005;
C59;CTX_L10_3,CTX_L30_3;CTX_L30_17,CTX_L50_1;0.0;
C60;CTX_L10_3,CTX_L30_3;CTX_L8_0;0.081;
C61;CTX_L10_3,CTX_L30_3;FILL_L10_16;0.0;
C62;CTX_L10_3,CTX_L30_3;FILL_L10_9;0.115;
C63;CTX_L10_3,CTX_L30_3;FILL_L126_0;0.023;
C64;CTX_L10_3,CTX_L30_3;FILL_L30_13;0.0;
C65;CTX_L10_3,CTX_L30_3;FILL_L30_9;0.034;
C66;CTX_L10_3,CTX_L30_3;FILL_L50_10;0.008;
C67;CTX_L10_3,CTX_L30_3;FILL_L8_8;0.002;
C68;CTX_L10_3,CTX_L30_3;VSUBS;0.385;
C69;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L10_5,CTX_L10_8,CTX_L30_13;0.052;
C70;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L126_1,CTX_L30_9,CTX_L50_2,CTX_L67_1;0.003;
C71;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L134_0;0.06;
C72;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L134_1;0.016;
C73;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L30_17,CTX_L50_1;1.742;
C74;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L30_19,CTX_L30_5,N;0.022;
C75;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L8_0;0.158;
C76;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L8_2;0.243;
C77;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_1;0.003;
C78;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_10;0.047;
C79;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_11;0.017;
C80;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_12;0.077;
C81;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_14;0.002;
C82;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_15;0.049;
C83;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_16;0.031;
C84;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_23;0.003;
C85;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_3;0.004;
C86;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_4;0.049;
C87;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_6;0.001;
C88;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_7;0.046;
C89;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_8;0.552;
C90;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L10_9;0.015;
C91;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L126_0;0.196;
C92;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L134_0;0.006;
C93;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L30_10;0.03;
C94;CTX_L10_4,CTX_L30_10,CTX_L8_1;FILL_L30_11;0.001;
