22-Sep-2026 23:29:49 | INFO    | KLayout version detected: 0.30.9 (required >= 0.30.5)
22-Sep-2026 23:29:49 | INFO    | Using DRC JSON file: /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
22-Sep-2026 23:29:49 | INFO    | Running IHP-SG13G2 main checks on design <results-root>/bgr-assembly-viaquad-20260922-r2/bank.gds, topcell: g1_bgr
2026-09-22 23:29:52 +0200: Memory Usage (407992K) : Starting running IHP-SG13G2 KLayout DRC runset on <results-root>/bgr-assembly-viaquad-20260922-r2/bank.gds
2026-09-22 23:29:52 +0200: Memory Usage (407992K) : Ruby Version for klayout: 3.2.3
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : Loading database to memory is complete.
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : IHP-SG13G2 KLayout DRC runset output at: <results-root>/bgr-assembly-viaquad-20260922-r2-drc/reports/bank_g1_bgr_main.lyrdb
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : Evaluate switches.
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : tables selected: main
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : deep mode is enabled.
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : FEOL enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : BEOL enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : OFFGRID enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : ANGLE enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : PIN enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : FORBIDDEN enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : RECOMMENDED enabled: true
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : PreCheck DRC enabled: false
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 23:29:52 +0200: Memory Usage (410240K) : Read in polygons from layers.
2026-09-22 23:29:52 +0200: Memory Usage (411964K) : activ_drw has 3157 polygons
2026-09-22 23:29:52 +0200: Memory Usage (411964K) : activ_pin has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (411964K) : activ_mask has 301 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412228K) : activ_filler has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412228K) : activ_nofill has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412228K) : activ_opc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412228K) : activ_iopc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412228K) : activ_noqrc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412492K) : biwind_drw has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412492K) : biwind_opc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412492K) : pemwind_drw has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412492K) : gatpoly_drw has 2238 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412756K) : gatpoly_pin has 336 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412756K) : gatpoly_filler has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412756K) : gatpoly_nofill has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412920K) : gatpoly_opc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412920K) : gatpoly_iopc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (412920K) : gatpoly_noqrc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : cont_drw has 52492 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : cont_opc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : nsd_drw has 60 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : nsd_block has 301 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : metal1_drw has 9205 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : metal1_pin has 3986 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : metal1_mask has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (414764K) : metal1_filler has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_nofill has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_slit has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_text has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_opc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_noqrc has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_res has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_iprobe has 0 polygons
2026-09-22 23:29:52 +0200: Memory Usage (415028K) : metal1_diffprb has 0 polygons
