Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0;CTX_L10_1,CTX_L30_1;1.054;
C2;CTX_L10_0,CTX_L30_0;CTX_L10_3,CTX_L30_3;0.046;
C3;CTX_L10_0,CTX_L30_0;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.38;
C4;CTX_L10_0,CTX_L30_0;CTX_L30_17,CTX_L50_1;0.001;
C5;CTX_L10_0,CTX_L30_0;CTX_L8_0;0.08;
C6;CTX_L10_0,CTX_L30_0;P;0.001;
C7;CTX_L10_0,CTX_L30_0;VSUBS;0.356;
C8;CTX_L10_1,CTX_L30_1;CTX_L10_3,CTX_L30_3;1.001;
C9;CTX_L10_1,CTX_L30_1;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.02;
C10;CTX_L10_1,CTX_L30_1;CTX_L134_0;0.002;
C11;CTX_L10_1,CTX_L30_1;CTX_L30_17,CTX_L50_1;0.001;
C12;CTX_L10_1,CTX_L30_1;CTX_L8_0;0.046;
C13;CTX_L10_1,CTX_L30_1;VSUBS;0.209;
C14;CTX_L10_2,CTX_L30_2;CTX_L10_7;0.679;
C15;CTX_L10_2,CTX_L30_2;CTX_L126_0,CTX_L30_7,CTX_L50_0,CTX_L67_0;0.069;
C16;CTX_L10_2,CTX_L30_2;CTX_L134_0;0.002;
C17;CTX_L10_2,CTX_L30_2;CTX_L30_19,CTX_L30_5,N;0.0;
C18;CTX_L10_2,CTX_L30_2;CTX_L30_4,CTX_L50_6;0.119;
C19;CTX_L10_2,CTX_L30_2;CTX_L30_8,CTX_L50_5;0.0;
C20;CTX_L10_2,CTX_L30_2;CTX_L50_10;0.002;
C21;CTX_L10_2,CTX_L30_2;CTX_L8_2;0.0;
C22;CTX_L10_2,CTX_L30_2;VSUBS;0.536;
C23;CTX_L10_3,CTX_L30_3;CTX_L10_4,CTX_L30_10,CTX_L8_1;0.013;
C24;CTX_L10_3,CTX_L30_3;CTX_L134_0;0.007;
C25;CTX_L10_3,CTX_L30_3;CTX_L30_17,CTX_L50_1;0.0;
C26;CTX_L10_3,CTX_L30_3;CTX_L8_0;0.086;
C27;CTX_L10_3,CTX_L30_3;VSUBS;0.457;
C28;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L10_5,CTX_L10_8,CTX_L30_13;0.053;
C29;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L126_1,CTX_L30_9,CTX_L50_2,CTX_L67_1;0.003;
C30;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L134_0;0.111;
C31;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L134_1;0.035;
C32;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L30_17,CTX_L50_1;1.792;
C33;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L30_19,CTX_L30_5,N;0.03;
C34;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L8_0;0.193;
C35;CTX_L10_4,CTX_L30_10,CTX_L8_1;CTX_L8_2;0.243;
C36;CTX_L10_4,CTX_L30_10,CTX_L8_1;P;0.023;
C37;CTX_L10_4,CTX_L30_10,CTX_L8_1;VSUBS;3.173;
C38;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L10_6,CTX_L30_20;0.036;
C39;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L10_7;0.255;
C40;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L126_1,CTX_L30_9,CTX_L50_2,CTX_L67_1;0.141;
C41;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L126_2,CTX_L134_2;0.048;
C42;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L134_0;0.034;
C43;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L134_1;0.076;
C44;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_11,CTX_L30_21,CTX_L50_4;0.035;
C45;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_12;0.002;
C46;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_17,CTX_L50_1;0.238;
C47;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_18,CTX_L50_9;0.038;
C48;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_19,CTX_L30_5,N;0.091;
C49;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_22,CTX_L50_7;0.003;
C50;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_4,CTX_L50_6;0.008;
C51;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L30_6,CTX_L50_8;0.066;
C52;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L50_10;0.141;
C53;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L50_11;0.081;
C54;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L8_0;0.003;
C55;CTX_L10_5,CTX_L10_8,CTX_L30_13;CTX_L8_2;0.091;
C56;CTX_L10_5,CTX_L10_8,CTX_L30_13;P;0.076;
C57;CTX_L10_5,CTX_L10_8,CTX_L30_13;VSUBS;2.995;
C58;CTX_L10_6,CTX_L30_20;CTX_L10_7;0.199;
C59;CTX_L10_6,CTX_L30_20;CTX_L126_1,CTX_L30_9,CTX_L50_2,CTX_L67_1;0.044;
C60;CTX_L10_6,CTX_L30_20;CTX_L126_2,CTX_L134_2;0.073;
C61;CTX_L10_6,CTX_L30_20;CTX_L30_11,CTX_L30_21,CTX_L50_4;0.345;
C62;CTX_L10_6,CTX_L30_20;CTX_L30_17,CTX_L50_1;0.01;
C63;CTX_L10_6,CTX_L30_20;CTX_L30_18,CTX_L50_9;0.487;
C64;CTX_L10_6,CTX_L30_20;CTX_L30_19,CTX_L30_5,N;0.755;
C65;CTX_L10_6,CTX_L30_20;CTX_L30_22,CTX_L50_7;0.066;
C66;CTX_L10_6,CTX_L30_20;CTX_L30_4,CTX_L50_6;0.03;
C67;CTX_L10_6,CTX_L30_20;CTX_L30_6,CTX_L50_8;0.025;
C68;CTX_L10_6,CTX_L30_20;CTX_L30_8,CTX_L50_5;0.057;
C69;CTX_L10_6,CTX_L30_20;CTX_L50_10;0.028;
C70;CTX_L10_6,CTX_L30_20;CTX_L50_11;0.022;
C71;CTX_L10_6,CTX_L30_20;CTX_L8_2;0.008;
C72;CTX_L10_6,CTX_L30_20;P;0.029;
C73;CTX_L10_6,CTX_L30_20;VSUBS;1.135;
C74;CTX_L10_7;CTX_L126_0,CTX_L30_7,CTX_L50_0,CTX_L67_0;0.067;
C75;CTX_L10_7;CTX_L126_1,CTX_L30_9,CTX_L50_2,CTX_L67_1;0.172;
C76;CTX_L10_7;CTX_L126_2,CTX_L134_2;0.025;
C77;CTX_L10_7;CTX_L134_0;0.03;
C78;CTX_L10_7;CTX_L134_1;0.026;
C79;CTX_L10_7;CTX_L30_11,CTX_L30_21,CTX_L50_4;0.136;
C80;CTX_L10_7;CTX_L30_12;0.012;
C81;CTX_L10_7;CTX_L30_14;0.012;
C82;CTX_L10_7;CTX_L30_15;0.012;
C83;CTX_L10_7;CTX_L30_16;0.012;
C84;CTX_L10_7;CTX_L30_17,CTX_L50_1;0.0;
C85;CTX_L10_7;CTX_L30_18,CTX_L50_9;0.04;
C86;CTX_L10_7;CTX_L30_19,CTX_L30_5,N;0.035;
C87;CTX_L10_7;CTX_L30_22,CTX_L50_7;0.039;
C88;CTX_L10_7;CTX_L30_4,CTX_L50_6;0.187;
