Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L10_1,CTX_L10_2,CTX_L30_3;0.026;
C2;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L126_0,CTX_L67_0;0.003;
C3;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L134_0;0.058;
C4;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L134_1;0.015;
C5;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L30_0,CTX_L30_6,N;0.026;
C6;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L30_4,CTX_L50_0;1.649;
C7;CTX_L10_0,CTX_L30_2,CTX_L8_0;CTX_L8_1;0.243;
C8;CTX_L10_0,CTX_L30_2,CTX_L8_0;P;0.02;
C9;CTX_L10_0,CTX_L30_2,CTX_L8_0;VSUBS;2.765;
C10;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L126_0,CTX_L67_0;0.141;
C11;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L126_1,CTX_L134_2;0.048;
C12;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L134_0;0.02;
C13;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L134_1;0.054;
C14;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_0,CTX_L30_6,N;0.09;
C15;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_1,CTX_L50_3;0.067;
C16;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_4,CTX_L50_0;0.215;
C17;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_5,CTX_L50_4;0.038;
C18;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_7;0.035;
C19;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_8;0.035;
C20;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L30_9,CTX_L50_2;0.003;
C21;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L50_5;0.142;
C22;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L50_6;0.081;
C23;CTX_L10_1,CTX_L10_2,CTX_L30_3;CTX_L8_1;0.091;
C24;CTX_L10_1,CTX_L10_2,CTX_L30_3;P;0.076;
C25;CTX_L10_1,CTX_L10_2,CTX_L30_3;VSUBS;2.73;
C26;CTX_L126_0,CTX_L67_0;CTX_L126_1,CTX_L134_2;0.281;
C27;CTX_L126_0,CTX_L67_0;CTX_L134_0;0.088;
C28;CTX_L126_0,CTX_L67_0;CTX_L134_1;0.263;
C29;CTX_L126_0,CTX_L67_0;CTX_L30_0,CTX_L30_6,N;0.027;
C30;CTX_L126_0,CTX_L67_0;CTX_L30_1,CTX_L50_3;0.471;
C31;CTX_L126_0,CTX_L67_0;CTX_L30_4,CTX_L50_0;0.111;
C32;CTX_L126_0,CTX_L67_0;CTX_L30_5,CTX_L50_4;0.069;
C33;CTX_L126_0,CTX_L67_0;CTX_L30_7;0.031;
C34;CTX_L126_0,CTX_L67_0;CTX_L30_8;0.05;
C35;CTX_L126_0,CTX_L67_0;CTX_L30_9,CTX_L50_2;0.08;
C36;CTX_L126_0,CTX_L67_0;CTX_L50_5;0.057;
C37;CTX_L126_0,CTX_L67_0;CTX_L50_6;0.047;
C38;CTX_L126_0,CTX_L67_0;CTX_L8_1;0.043;
C39;CTX_L126_0,CTX_L67_0;P;0.04;
C40;CTX_L126_0,CTX_L67_0;VSUBS;2.586;
C41;CTX_L126_1,CTX_L134_2;CTX_L30_0,CTX_L30_6,N;0.062;
C42;CTX_L126_1,CTX_L134_2;CTX_L30_1,CTX_L50_3;0.011;
C43;CTX_L126_1,CTX_L134_2;CTX_L30_4,CTX_L50_0;0.13;
C44;CTX_L126_1,CTX_L134_2;CTX_L30_5,CTX_L50_4;0.019;
C45;CTX_L126_1,CTX_L134_2;CTX_L30_7;0.046;
C46;CTX_L126_1,CTX_L134_2;CTX_L30_8;0.057;
C47;CTX_L126_1,CTX_L134_2;CTX_L30_9,CTX_L50_2;0.005;
C48;CTX_L126_1,CTX_L134_2;CTX_L50_5;0.031;
C49;CTX_L126_1,CTX_L134_2;CTX_L50_6;0.026;
C50;CTX_L126_1,CTX_L134_2;CTX_L8_1;0.025;
C51;CTX_L126_1,CTX_L134_2;P;0.053;
C52;CTX_L126_1,CTX_L134_2;VSUBS;1.8;
C53;CTX_L134_0;CTX_L134_1;0.463;
C54;CTX_L134_0;CTX_L30_0,CTX_L30_6,N;0.043;
C55;CTX_L134_0;CTX_L30_1,CTX_L50_3;0.032;
C56;CTX_L134_0;CTX_L30_4,CTX_L50_0;0.116;
C57;CTX_L134_0;CTX_L50_5;0.023;
C58;CTX_L134_0;CTX_L50_6;0.016;
C59;CTX_L134_0;CTX_L8_1;0.014;
C60;CTX_L134_0;P;0.016;
C61;CTX_L134_0;VSUBS;0.588;
C62;CTX_L134_1;CTX_L30_0,CTX_L30_6,N;0.035;
C63;CTX_L134_1;CTX_L30_1,CTX_L50_3;0.014;
C64;CTX_L134_1;CTX_L30_4,CTX_L50_0;0.107;
C65;CTX_L134_1;CTX_L50_5;0.023;
C66;CTX_L134_1;CTX_L50_6;0.016;
C67;CTX_L134_1;CTX_L8_1;0.014;
C68;CTX_L134_1;P;0.016;
C69;CTX_L134_1;VSUBS;0.557;
C70;CTX_L30_0,CTX_L30_6,N;CTX_L30_1,CTX_L50_3;0.068;
C71;CTX_L30_0,CTX_L30_6,N;CTX_L30_4,CTX_L50_0;0.361;
C72;CTX_L30_0,CTX_L30_6,N;CTX_L30_5,CTX_L50_4;0.003;
C73;CTX_L30_0,CTX_L30_6,N;CTX_L30_7;0.375;
C74;CTX_L30_0,CTX_L30_6,N;CTX_L50_5;0.031;
C75;CTX_L30_0,CTX_L30_6,N;CTX_L50_6;0.024;
C76;CTX_L30_0,CTX_L30_6,N;CTX_L8_1;0.064;
C77;CTX_L30_0,CTX_L30_6,N;P;5.203;
C78;CTX_L30_0,CTX_L30_6,N;VSUBS;1.264;
C79;CTX_L30_1,CTX_L50_3;CTX_L30_4,CTX_L50_0;0.004;
C80;CTX_L30_1,CTX_L50_3;CTX_L30_5,CTX_L50_4;1.795;
C81;CTX_L30_1,CTX_L50_3;CTX_L30_7;0.025;
C82;CTX_L30_1,CTX_L50_3;CTX_L30_8;0.028;
C83;CTX_L30_1,CTX_L50_3;CTX_L30_9,CTX_L50_2;0.175;
C84;CTX_L30_1,CTX_L50_3;CTX_L50_5;0.623;
