 v-sweep         ic              ib              beta           
 3.00000000e-01  1.46480565e-10  9.41489991e-13  1.55583774e+02 
 3.01000000e-01  1.51093968e-10  9.62305808e-13  1.57012424e+02 
 3.02000000e-01  1.55854367e-10  9.83622092e-13  1.58449437e+02 
 3.03000000e-01  1.60766450e-10  1.00547181e-12  1.59891555e+02 
 3.04000000e-01  1.65835044e-10  1.02784367e-12  1.61342672e+02 
 3.05000000e-01  1.71065145e-10  1.05076371e-12  1.62800774e+02 
 3.06000000e-01  1.76461891e-10  1.07424406e-12  1.64266108e+02 
 3.07000000e-01  1.82030588e-10  1.09830381e-12  1.65737919e+02 
 3.08000000e-01  1.87776729e-10  1.12295337e-12  1.67216853e+02 
 3.09000000e-01  1.93705957e-10  1.14821182e-12  1.68702285e+02 
 3.10000000e-01  1.99824105e-10  1.17409390e-12  1.70194313e+02 
 3.11000000e-01  2.06137203e-10  1.20061956e-12  1.71692357e+02 
 3.12000000e-01  2.12651448e-10  1.22780269e-12  1.73196761e+02 
 3.13000000e-01  2.19373264e-10  1.25565715e-12  1.74707932e+02 
 3.14000000e-01  2.26309251e-10  1.28420897e-12  1.76224630e+02 
 3.15000000e-01  2.33466247e-10  1.31346943e-12  1.77747759e+02 
 3.16000000e-01  2.40851283e-10  1.34346714e-12  1.79275902e+02 
 3.17000000e-01  2.48471624e-10  1.37421079e-12  1.80810416e+02 
 3.18000000e-01  2.56334784e-10  1.40572725e-12  1.82350298e+02 
 3.19000000e-01  2.64448480e-10  1.43803909e-12  1.83895196e+02 
 3.20000000e-01  2.72820701e-10  1.47116451e-12  1.85445406e+02 
 3.21000000e-01  2.81459693e-10  1.50512174e-12  1.87001281e+02 
 3.22000000e-01  2.90373944e-10  1.53994459e-12  1.88561294e+02 
 3.23000000e-01  2.99572234e-10  1.57564868e-12  1.90126287e+02 
 3.24000000e-01  3.09063605e-10  1.61225830e-12  1.91696086e+02 
 3.25000000e-01  3.18857406e-10  1.64980033e-12  1.93270300e+02 
 3.26000000e-01  3.28963260e-10  1.68829300e-12  1.94849627e+02 
 3.27000000e-01  3.39391123e-10  1.72778139e-12  1.96431750e+02 
 3.28000000e-01  3.50151245e-10  1.76827159e-12  1.98018928e+02 
 3.29000000e-01  3.61254224e-10  1.80980263e-12  1.99609736e+02 
 3.30000000e-01  3.72710965e-10  1.85239792e-12  2.01204591e+02 
 3.31000000e-01  3.84532759e-10  1.89609215e-12  2.02802779e+02 
 3.32000000e-01  3.96731228e-10  1.94091396e-12  2.04404335e+02 
 3.33000000e-01  4.09318382e-10  1.98689110e-12  2.06009470e+02 
 3.34000000e-01  4.22306595e-10  2.03405306e-12  2.07618279e+02 
 3.35000000e-01  4.35708650e-10  2.08244320e-12  2.09229549e+02 
 3.36000000e-01  4.49537736e-10  2.13208581e-12  2.10844110e+02 
 3.37000000e-01  4.63807459e-10  2.18302513e-12  2.12460888e+02 
 3.38000000e-01  4.78531853e-10  2.23528632e-12  2.14080787e+02 
 3.39000000e-01  4.93725412e-10  2.28891620e-12  2.15702704e+02 
 3.40000000e-01  5.09403076e-10  2.34394687e-12  2.17327057e+02 
 3.41000000e-01  5.25580277e-10  2.40041650e-12  2.18953784e+02 
 3.42000000e-01  5.42272937e-10  2.45837019e-12  2.20582294e+02 
 3.43000000e-01  5.59497468e-10  2.51784524e-12  2.22212811e+02 
 3.44000000e-01  5.77270825e-10  2.57888327e-12  2.23845271e+02 
 3.45000000e-01  5.95610489e-10  2.64153721e-12  2.25478743e+02 
 3.46000000e-01  6.14534505e-10  2.70584433e-12  2.27113769e+02 
 3.47000000e-01  6.34061497e-10  2.77185496e-12  2.28749882e+02 
 3.48000000e-01  6.54210669e-10  2.83960639e-12  2.30387800e+02 
