 v-sweep         ic              ib              beta           
 3.00000000e-01  1.07457235e-08  1.99010489e-11  5.39957648e+02 
 3.01000000e-01  1.10131363e-08  2.03507386e-11  5.41166416e+02 
 3.02000000e-01  1.12876646e-08  2.08111610e-11  5.42385146e+02 
 3.03000000e-01  1.15694978e-08  2.12825758e-11  5.43613607e+02 
 3.04000000e-01  1.18588304e-08  2.17652697e-11  5.44851064e+02 
 3.05000000e-01  1.21558617e-08  2.22595133e-11  5.46097374e+02 
 3.06000000e-01  1.24607968e-08  2.27655945e-11  5.47352138e+02 
 3.07000000e-01  1.27738460e-08  2.32838076e-11  5.48614995e+02 
 3.08000000e-01  1.30952251e-08  2.38144439e-11  5.49885823e+02 
 3.09000000e-01  1.34251558e-08  2.43578288e-11  5.51163895e+02 
 3.10000000e-01  1.37638657e-08  2.49142833e-11  5.52448792e+02 
 3.11000000e-01  1.41115884e-08  2.54841101e-11  5.53740677e+02 
 3.12000000e-01  1.44685636e-08  2.60676605e-11  5.55038824e+02 
 3.13000000e-01  1.48350377e-08  2.66652704e-11  5.56343046e+02 
 3.14000000e-01  1.52112634e-08  2.72772892e-11  5.57653046e+02 
 3.15000000e-01  1.55975002e-08  2.79040771e-11  5.58968501e+02 
 3.16000000e-01  1.59940144e-08  2.85460080e-11  5.60289003e+02 
 3.17000000e-01  1.64010795e-08  2.92034462e-11  5.61614522e+02 
 3.18000000e-01  1.68189763e-08  2.98767916e-11  5.62944525e+02 
 3.19000000e-01  1.72479930e-08  3.05664408e-11  5.64278749e+02 
 3.20000000e-01  1.76884254e-08  3.12728014e-11  5.65616914e+02 
 3.21000000e-01  1.81405775e-08  3.19962883e-11  5.66958809e+02 
 3.22000000e-01  1.86047609e-08  3.27373290e-11  5.68304180e+02 
 3.23000000e-01  1.90812959e-08  3.34963635e-11  5.69652759e+02 
 3.24000000e-01  1.95705110e-08  3.42738472e-11  5.71004209e+02 
 3.25000000e-01  2.00727438e-08  3.50702383e-11  5.72358352e+02 
 3.26000000e-01  2.05883406e-08  3.58860104e-11  5.73714947e+02 
 3.27000000e-01  2.11176569e-08  3.67216503e-11  5.75073743e+02 
 3.28000000e-01  2.16610579e-08  3.75776646e-11  5.76434381e+02 
 3.29000000e-01  2.22189182e-08  3.84545506e-11  5.77796852e+02 
 3.30000000e-01  2.27916228e-08  3.93528408e-11  5.79160800e+02 
 3.31000000e-01  2.33795664e-08  4.02730734e-11  5.80526006e+02 
 3.32000000e-01  2.39831547e-08  4.12157991e-11  5.81892264e+02 
 3.33000000e-01  2.46028038e-08  4.21815803e-11  5.83259414e+02 
 3.34000000e-01  2.52389412e-08  4.31709957e-11  5.84627266e+02 
 3.35000000e-01  2.58920055e-08  4.41846466e-11  5.85995532e+02 
 3.36000000e-01  2.65624472e-08  4.52231439e-11  5.87364011e+02 
 3.37000000e-01  2.72507286e-08  4.62871070e-11  5.88732595e+02 
 3.38000000e-01  2.79573244e-08  4.73771789e-11  5.90101079e+02 
 3.39000000e-01  2.86827219e-08  4.84940192e-11  5.91469265e+02 
 3.40000000e-01  2.94274213e-08  4.96383011e-11  5.92836996e+02 
 3.41000000e-01  3.01919363e-08  5.08107214e-11  5.94204047e+02 
 3.42000000e-01  3.09767941e-08  5.20119848e-11  5.95570313e+02 
 3.43000000e-01  3.17825359e-08  5.32428237e-11  5.96935581e+02 
 3.44000000e-01  3.26097175e-08  5.45039773e-11  5.98299777e+02 
 3.45000000e-01  3.34589092e-08  5.57962189e-11  5.99662662e+02 
 3.46000000e-01  3.43306967e-08  5.71203382e-11  6.01024045e+02 
 3.47000000e-01  3.52256812e-08  5.84771282e-11  6.02383910e+02 
 3.48000000e-01  3.61444799e-08  5.98674223e-11  6.03742044e+02 
 3.49000000e-01  3.70877264e-08  6.12920647e-11  6.05098337e+02 
 3.50000000e-01  3.80560713e-08  6.27519328e-11  6.06452576e+02 
 3.51000000e-01  3.90501822e-08  6.42479066e-11  6.07804740e+02 
 3.52000000e-01  4.00707447e-08  6.57809114e-11  6.09154599e+02 
 3.53000000e-01  4.11184627e-08  6.73518792e-11  6.10502085e+02 
 3.54000000e-01  4.21940586e-08  6.89617648e-11  6.11847141e+02 
 3.55000000e-01  4.32982741e-08  7.06115713e-11  6.13189500e+02 
 3.56000000e-01  4.44318707e-08  7.23022988e-11  6.14529157e+02 
 3.57000000e-01  4.55956302e-08  7.40349870e-11  6.15865985e+02 
 3.58000000e-01  4.67903550e-08  7.58107088e-11  6.17199809e+02 
 3.59000000e-01  4.80168690e-08  7.76305421e-11  6.18530641e+02 
 3.60000000e-01  4.92760179e-08  7.94956103e-11  6.19858351e+02 
 3.61000000e-01  5.05686701e-08  8.14070695e-11  6.21182784e+02 
 3.62000000e-01  5.18957168e-08  8.33660968e-11  6.22503858e+02 
 3.63000000e-01  5.32580733e-08  8.53738901e-11  6.23821560e+02 
 3.64000000e-01  5.46566789e-08  8.74316996e-11  6.25135725e+02 
 3.65000000e-01  5.60924980e-08  8.95407908e-11  6.26446310e+02 
 3.66000000e-01  5.75665207e-08  9.17024800e-11  6.27753150e+02 
 3.67000000e-01  5.90797634e-08  9.39180833e-11  6.29056315e+02 
 3.68000000e-01  6.06332695e-08  9.61889879e-11  6.30355623e+02 
 3.69000000e-01  6.22281102e-08  9.85166005e-11  6.31651009e+02 
 3.70000000e-01  6.38653852e-08  1.00902361e-10  6.32942429e+02 
 3.71000000e-01  6.55462235e-08  1.03347748e-10  6.34229821e+02 
 3.72000000e-01  6.72717839e-08  1.05854286e-10  6.35513083e+02 
 3.73000000e-01  6.90432564e-08  1.08423531e-10  6.36792177e+02 
 3.74000000e-01  7.08618623e-08  1.11057078e-10  6.38067052e+02 
 3.75000000e-01  7.27288556e-08  1.13756568e-10  6.39337639e+02 
 3.76000000e-01  7.46455235e-08  1.16523682e-10  6.40603884e+02 
 3.77000000e-01  7.66131875e-08  1.19360148e-10  6.41865723e+02 
 3.78000000e-01  7.86332043e-08  1.22267731e-10  6.43123120e+02 
 3.79000000e-01  8.07069667e-08  1.25248242e-10  6.44376042e+02 
 3.80000000e-01  8.28359045e-08  1.28303549e-10  6.45624421e+02 
 3.81000000e-01  8.50214854e-08  1.31435561e-10  6.46868204e+02 
 3.82000000e-01  8.72652163e-08  1.34646233e-10  6.48107372e+02 
 3.83000000e-01  8.95686442e-08  1.37937582e-10  6.49341845e+02 
 3.84000000e-01  9.19333570e-08  1.41311651e-10  6.50571670e+02 
 3.85000000e-01  9.43609852e-08  1.44770572e-10  6.51796727e+02 
 3.86000000e-01  9.68532023e-08  1.48316507e-10  6.53017014e+02 
 3.87000000e-01  9.94117266e-08  1.51951677e-10  6.54232508e+02 
 3.88000000e-01  1.02038322e-07  1.55678368e-10  6.55443164e+02 
 3.89000000e-01  1.04734799e-07  1.59498915e-10  6.56648973e+02 
 3.90000000e-01  1.07503017e-07  1.63415726e-10  6.57849885e+02 
 3.91000000e-01  1.10344883e-07  1.67431261e-10  6.59045883e+02 
 3.92000000e-01  1.13262358e-07  1.71548039e-10  6.60236974e+02 
