 v-sweep         ic              ib              beta           
 3.00000000e-01  2.96637714e-16  6.05418493e-16  4.89971347e-01 
 3.01000000e-01  2.98372438e-16  6.10622664e-16  4.88636364e-01 
 3.02000000e-01  3.00107161e-16  6.15826834e-16  4.87323944e-01 
 3.03000000e-01  3.01841885e-16  6.00214323e-16  5.02890173e-01 
 3.04000000e-01  3.00107161e-16  6.01949046e-16  4.98559078e-01 
 3.05000000e-01  3.01841885e-16  6.14092110e-16  4.91525424e-01 
 3.06000000e-01  3.03576608e-16  6.12357387e-16  4.95750708e-01 
 3.07000000e-01  3.03576608e-16  6.19296281e-16  4.90196078e-01 
 3.08000000e-01  3.05311332e-16  6.24500451e-16  4.88888889e-01 
 3.09000000e-01  3.05311332e-16  6.24500451e-16  4.88888889e-01 
 3.10000000e-01  3.07046055e-16  6.29704622e-16  4.87603306e-01 
 3.11000000e-01  3.07046055e-16  6.15826834e-16  4.98591549e-01 
 3.12000000e-01  3.10515502e-16  6.26235175e-16  4.95844875e-01 
 3.13000000e-01  3.08780779e-16  6.27969898e-16  4.91712707e-01 
 3.14000000e-01  3.10515502e-16  6.33174069e-16  4.90410959e-01 
 3.15000000e-01  3.12250226e-16  6.31439345e-16  4.94505495e-01 
 3.16000000e-01  3.12250226e-16  6.38378239e-16  4.89130435e-01 
 3.17000000e-01  3.15719673e-16  6.34908792e-16  4.97267760e-01 
 3.18000000e-01  3.13984949e-16  6.43582410e-16  4.87870620e-01 
 3.19000000e-01  3.15719673e-16  6.41847686e-16  4.91891892e-01 
 3.20000000e-01  3.17454396e-16  6.40112963e-16  4.95934959e-01 
 3.21000000e-01  3.19189120e-16  6.38378239e-16  5.00000000e-01 
 3.22000000e-01  3.20923843e-16  6.43582410e-16  4.98652291e-01 
 3.23000000e-01  3.19189120e-16  6.45317133e-16  4.94623656e-01 
 3.24000000e-01  3.20923843e-16  6.50521303e-16  4.93333333e-01 
 3.25000000e-01  3.22658567e-16  6.62664368e-16  4.86910995e-01 
 3.26000000e-01  3.22658567e-16  6.62664368e-16  4.86910995e-01 
 3.27000000e-01  3.26128013e-16  6.66133815e-16  4.89583333e-01 
 3.28000000e-01  3.24393290e-16  6.53990750e-16  4.96021220e-01 
 3.29000000e-01  3.26128013e-16  6.52256027e-16  5.00000000e-01 
 3.30000000e-01  3.27862737e-16  6.57460197e-16  4.98680739e-01 
 3.31000000e-01  3.29597460e-16  6.69603262e-16  4.92227979e-01 
 3.32000000e-01  3.29597460e-16  6.69603262e-16  4.92227979e-01 
 3.33000000e-01  3.29597460e-16  6.69603262e-16  4.92227979e-01 
 3.34000000e-01  3.33066907e-16  6.73072709e-16  4.94845361e-01 
 3.35000000e-01  3.31332184e-16  6.81746326e-16  4.86005089e-01 
 3.36000000e-01  3.34801631e-16  6.64399091e-16  5.03916449e-01 
 3.37000000e-01  3.33066907e-16  6.73072709e-16  4.94845361e-01 
 3.38000000e-01  3.34801631e-16  6.71337985e-16  4.98708010e-01 
 3.39000000e-01  3.34801631e-16  6.78276879e-16  4.93606138e-01 
 3.40000000e-01  3.38271078e-16  6.81746326e-16  4.96183206e-01 
 3.41000000e-01  3.40005801e-16  6.73072709e-16  5.05154639e-01 
 3.42000000e-01  3.38271078e-16  6.95624114e-16  4.86284289e-01 
 3.43000000e-01  3.40005801e-16  6.93889390e-16  4.90000000e-01 
 3.44000000e-01  3.41740525e-16  6.78276879e-16  5.03836317e-01 
 3.45000000e-01  3.43475248e-16  6.83481050e-16  5.02538071e-01 
 3.46000000e-01  3.43475248e-16  6.90419943e-16  4.97487437e-01 
 3.47000000e-01  3.43475248e-16  6.97358837e-16  4.92537313e-01 
 3.48000000e-01  3.45209972e-16  7.02563008e-16  4.91358025e-01 
 3.49000000e-01  3.45209972e-16  7.02563008e-16  4.91358025e-01 
 3.50000000e-01  3.48679419e-16  7.06032455e-16  4.93857494e-01 
 3.51000000e-01  3.45209972e-16  7.09501902e-16  4.86552567e-01 
 3.52000000e-01  3.48679419e-16  7.12971349e-16  4.89051095e-01 
 3.53000000e-01  3.48679419e-16  6.99093561e-16  4.98759305e-01 
 3.54000000e-01  3.52148866e-16  7.09501902e-16  4.96332518e-01 
 3.55000000e-01  3.53883589e-16  7.07767178e-16  5.00000000e-01 
 3.56000000e-01  3.52148866e-16  7.16440796e-16  4.91525424e-01 
 3.57000000e-01  3.53883589e-16  7.21644966e-16  4.90384615e-01 
 3.58000000e-01  3.55618313e-16  7.19910243e-16  4.93975904e-01 
 3.59000000e-01  3.53883589e-16  7.28583860e-16  4.85714286e-01 
 3.60000000e-01  3.59087760e-16  7.30318583e-16  4.91686461e-01 
 3.61000000e-01  3.57353036e-16  7.11236625e-16  5.02439024e-01 
 3.62000000e-01  3.59087760e-16  7.23379689e-16  4.96402878e-01 
 3.63000000e-01  3.57353036e-16  7.32053307e-16  4.88151659e-01 
 3.64000000e-01  3.60822483e-16  7.35522754e-16  4.90566038e-01 
 3.65000000e-01  3.59087760e-16  7.37257477e-16  4.87058824e-01 
 3.66000000e-01  3.62557206e-16  7.33788030e-16  4.94089835e-01 
 3.67000000e-01  3.64291930e-16  7.45931095e-16  4.88372093e-01 
 3.68000000e-01  3.64291930e-16  7.45931095e-16  4.88372093e-01 
 3.69000000e-01  3.67761377e-16  7.28583860e-16  5.04761905e-01 
 3.70000000e-01  3.64291930e-16  7.32053307e-16  4.97630332e-01 
 3.71000000e-01  3.67761377e-16  7.42461648e-16  4.95327103e-01 
 3.72000000e-01  3.67761377e-16  7.42461648e-16  4.95327103e-01 
 3.73000000e-01  3.67761377e-16  7.49400542e-16  4.90740741e-01 
 3.74000000e-01  3.71230824e-16  7.52869989e-16  4.93087558e-01 
 3.75000000e-01  3.71230824e-16  7.59808882e-16  4.88584475e-01 
 3.76000000e-01  3.71230824e-16  7.59808882e-16  4.88584475e-01 
 3.77000000e-01  3.71230824e-16  7.52869989e-16  4.93087558e-01 
 3.78000000e-01  3.74700271e-16  7.49400542e-16  5.00000000e-01 
 3.79000000e-01  3.76434994e-16  7.54604712e-16  4.98850575e-01 
 3.80000000e-01  3.74700271e-16  7.63278329e-16  4.90909091e-01 
 3.81000000e-01  3.78169718e-16  7.59808882e-16  4.97716895e-01 
 3.82000000e-01  3.78169718e-16  7.66747776e-16  4.93212670e-01 
