 v-sweep         ic              ib              beta           
 3.00000000e-01  3.23804092e-08  8.64677873e-11  3.74479447e+02 
 3.01000000e-01  3.30739590e-08  8.84618839e-11  3.73878077e+02 
 3.02000000e-01  3.37848457e-08  9.05032058e-11  3.73299989e+02 
 3.03000000e-01  3.45135027e-08  9.25928837e-11  3.72744658e+02 
 3.04000000e-01  3.52603744e-08  9.47320937e-11  3.72211497e+02 
 3.05000000e-01  3.60259160e-08  9.69220122e-11  3.71700042e+02 
 3.06000000e-01  3.68105946e-08  9.91638789e-11  3.71209708e+02 
 3.07000000e-01  3.76148884e-08  1.01458940e-10  3.70740011e+02 
 3.08000000e-01  3.84392880e-08  1.03808472e-10  3.70290469e+02 
 3.09000000e-01  3.92842960e-08  1.06213799e-10  3.69860569e+02 
 3.10000000e-01  4.01504277e-08  1.08676263e-10  3.69449839e+02 
 3.11000000e-01  4.10382111e-08  1.11197236e-10  3.69057834e+02 
 3.12000000e-01  4.19481877e-08  1.13778140e-10  3.68684070e+02 
 3.13000000e-01  4.28809122e-08  1.16420419e-10  3.68328103e+02 
 3.14000000e-01  4.38369534e-08  1.19125552e-10  3.67989509e+02 
 3.15000000e-01  4.48168942e-08  1.21895055e-10  3.67667860e+02 
 3.16000000e-01  4.58213321e-08  1.24730490e-10  3.67362720e+02 
 3.17000000e-01  4.68508795e-08  1.27633443e-10  3.67073693e+02 
 3.18000000e-01  4.79061642e-08  1.30605554e-10  3.66800361e+02 
 3.19000000e-01  4.89878295e-08  1.33648481e-10  3.66542361e+02 
 3.20000000e-01  5.00965351e-08  1.36763952e-10  3.66299264e+02 
 3.21000000e-01  5.12329569e-08  1.39953710e-10  3.66070731e+02 
 3.22000000e-01  5.23977878e-08  1.43219548e-10  3.65856397e+02 
 3.23000000e-01  5.35917379e-08  1.46563320e-10  3.65655868e+02 
 3.24000000e-01  5.48155352e-08  1.49986895e-10  3.65468832e+02 
 3.25000000e-01  5.60699259e-08  1.53492215e-10  3.65294917e+02 
 3.26000000e-01  5.73556747e-08  1.57081259e-10  3.65133786e+02 
 3.27000000e-01  5.86735656e-08  1.60756047e-10  3.64985123e+02 
 3.28000000e-01  6.00244020e-08  1.64518658e-10  3.64848600e+02 
 3.29000000e-01  6.14090075e-08  1.68371215e-10  3.64723907e+02 
 3.30000000e-01  6.28282263e-08  1.72315894e-10  3.64610744e+02 
 3.31000000e-01  6.42829235e-08  1.76354934e-10  3.64508790e+02 
 3.32000000e-01  6.57739861e-08  1.80490615e-10  3.64417762e+02 
 3.33000000e-01  6.73023231e-08  1.84725286e-10  3.64337361e+02 
 3.34000000e-01  6.88688663e-08  1.89061336e-10  3.64267320e+02 
 3.35000000e-01  7.04745705e-08  1.93501223e-10  3.64207366e+02 
 3.36000000e-01  7.21204149e-08  1.98047472e-10  3.64157211e+02 
 3.37000000e-01  7.38074027e-08  2.02702648e-10  3.64116619e+02 
 3.38000000e-01  7.55365623e-08  2.07469402e-10  3.64085313e+02 
 3.39000000e-01  7.73089479e-08  2.12350440e-10  3.64063045e+02 
 3.40000000e-01  7.91256399e-08  2.17348534e-10  3.64049569e+02 
 3.41000000e-01  8.09877458e-08  2.22466518e-10  3.64044651e+02 
 3.42000000e-01  8.28964008e-08  2.27707298e-10  3.64048064e+02 
 3.43000000e-01  8.48527683e-08  2.33073858e-10  3.64059569e+02 
 3.44000000e-01  8.68580409e-08  2.38569255e-10  3.64078938e+02 
 3.45000000e-01  8.89134410e-08  2.44196613e-10  3.64105955e+02 
 3.46000000e-01  9.10202216e-08  2.49959127e-10  3.64140420e+02 
 3.47000000e-01  9.31796667e-08  2.55860091e-10  3.64182106e+02 
 3.48000000e-01  9.53930927e-08  2.61902855e-10  3.64230824e+02 
 3.49000000e-01  9.76618489e-08  2.68090872e-10  3.64286364e+02 
 3.50000000e-01  9.99873181e-08  2.74427663e-10  3.64348538e+02 
 3.51000000e-01  1.02370918e-07  2.80916847e-10  3.64417153e+02 
 3.52000000e-01  1.04814101e-07  2.87562125e-10  3.64492023e+02 
 3.53000000e-01  1.07318356e-07  2.94367280e-10  3.64572979e+02 
 3.54000000e-01  1.09885210e-07  3.01336210e-10  3.64659828e+02 
 3.55000000e-01  1.12516228e-07  3.08472885e-10  3.64752410e+02 
 3.56000000e-01  1.15213013e-07  3.15781393e-10  3.64850543e+02 
 3.57000000e-01  1.17977208e-07  3.23265904e-10  3.64954072e+02 
 3.58000000e-01  1.20810498e-07  3.30930696e-10  3.65062836e+02 
 3.59000000e-01  1.23714611e-07  3.38780153e-10  3.65176679e+02 
 3.60000000e-01  1.26691316e-07  3.46818766e-10  3.65295446e+02 
 3.61000000e-01  1.29742426e-07  3.55051139e-10  3.65418983e+02 
 3.62000000e-01  1.32869803e-07  3.63481979e-10  3.65547153e+02 
 3.63000000e-01  1.36075350e-07  3.72116117e-10  3.65679809e+02 
 3.64000000e-01  1.39361023e-07  3.80958498e-10  3.65816812e+02 
 3.65000000e-01  1.42728823e-07  3.90014188e-10  3.65958028e+02 
 3.66000000e-01  1.46180803e-07  3.99288382e-10  3.66103321e+02 
 3.67000000e-01  1.49719066e-07  4.08786390e-10  3.66252569e+02 
 3.68000000e-01  1.53345768e-07  4.18513661e-10  3.66405644e+02 
 3.69000000e-01  1.57063119e-07  4.28475778e-10  3.66562422e+02 
 3.70000000e-01  1.60873385e-07  4.38678463e-10  3.66722778e+02 
 3.71000000e-01  1.64778886e-07  4.49127566e-10  3.66886601e+02 
 3.72000000e-01  1.68782004e-07  4.59829086e-10  3.67053780e+02 
 3.73000000e-01  1.72885176e-07  4.70789169e-10  3.67224201e+02 
 3.74000000e-01  1.77090904e-07  4.82014120e-10  3.67397752e+02 
 3.75000000e-01  1.81401749e-07  4.93510387e-10  3.67574327e+02 
 3.76000000e-01  1.85820337e-07  5.05284571e-10  3.67753832e+02 
 3.77000000e-01  1.90349362e-07  5.17343450e-10  3.67936159e+02 
 3.78000000e-01  1.94991582e-07  5.29693959e-10  3.68121211e+02 
 3.79000000e-01  1.99749825e-07  5.42343197e-10  3.68308897e+02 
 3.80000000e-01  2.04626990e-07  5.55298453e-10  3.68499117e+02 
