 v-sweep         ic              ib              beta           
 3.00000000e-01  1.54799001e-09  9.43732219e-12  1.64028522e+02 
 3.01000000e-01  1.58959179e-09  9.66589918e-12  1.64453587e+02 
 3.02000000e-01  1.63237602e-09  9.90031252e-12  1.64881262e+02 
 3.03000000e-01  1.67637633e-09  1.01407195e-11  1.65311380e+02 
 3.04000000e-01  1.72162729e-09  1.03872752e-11  1.65743879e+02 
 3.05000000e-01  1.76816442e-09  1.06401445e-11  1.66178611e+02 
 3.06000000e-01  1.81602431e-09  1.08994964e-11  1.66615433e+02 
 3.07000000e-01  1.86524454e-09  1.11655028e-11  1.67054237e+02 
 3.08000000e-01  1.91586379e-09  1.14383353e-11  1.67494984e+02 
 3.09000000e-01  1.96792181e-09  1.17181770e-11  1.67937539e+02 
 3.10000000e-01  2.02145950e-09  1.20052161e-11  1.68381768e+02 
 3.11000000e-01  2.07651892e-09  1.22996477e-11  1.68827512e+02 
 3.12000000e-01  2.13314334e-09  1.26016575e-11  1.69274823e+02 
 3.13000000e-01  2.19137722e-09  1.29114589e-11  1.69723440e+02 
 3.14000000e-01  2.25126631e-09  1.32292487e-11  1.70173406e+02 
 3.15000000e-01  2.31285767e-09  1.35552498e-11  1.70624496e+02 
 3.16000000e-01  2.37619967e-09  1.38896696e-11  1.71076760e+02 
 3.17000000e-01  2.44134209e-09  1.42327466e-11  1.71529935e+02 
 3.18000000e-01  2.50833609e-09  1.45847036e-11  1.71984029e+02 
 3.19000000e-01  2.57723430e-09  1.49457741e-11  1.72438997e+02 
 3.20000000e-01  2.64809083e-09  1.53162034e-11  1.72894728e+02 
 3.21000000e-01  2.72096137e-09  1.56962493e-11  1.73351055e+02 
 3.22000000e-01  2.79590315e-09  1.60861579e-11  1.73808013e+02 
 3.23000000e-01  2.87297504e-09  1.64861975e-11  1.74265476e+02 
 3.24000000e-01  2.95223760e-09  1.68966428e-11  1.74723325e+02 
 3.25000000e-01  3.03375309e-09  1.73177653e-11  1.75181556e+02 
 3.26000000e-01  3.11758553e-09  1.77498497e-11  1.75640109e+02 
 3.27000000e-01  3.20380079e-09  1.81932012e-11  1.76098794e+02 
 3.28000000e-01  3.29246660e-09  1.86481069e-11  1.76557686e+02 
 3.29000000e-01  3.38365260e-09  1.91148859e-11  1.77016625e+02 
 3.30000000e-01  3.47743044e-09  1.95938576e-11  1.77475539e+02 
 3.31000000e-01  3.57387378e-09  2.00853437e-11  1.77934410e+02 
 3.32000000e-01  3.67305837e-09  2.05896789e-11  1.78393184e+02 
 3.33000000e-01  3.77506215e-09  2.11072077e-11  1.78851803e+02 
 3.34000000e-01  3.87996522e-09  2.16382943e-11  1.79310124e+02 
 3.35000000e-01  3.98785002e-09  2.21832935e-11  1.79768167e+02 
 3.36000000e-01  4.09880127e-09  2.27425809e-11  1.80225863e+02 
