 v-sweep         ic              ib              beta           
 3.00000000e-01  3.95879413e-08  6.18215565e-11  6.40358210e+02 
 3.01000000e-01  4.04617993e-08  6.32092323e-11  6.40124834e+02 
 3.02000000e-01  4.13575021e-08  6.46292288e-11  6.39919473e+02 
 3.03000000e-01  4.22755957e-08  6.60823034e-11  6.39741558e+02 
 3.04000000e-01  4.32166401e-08  6.75692551e-11  6.39590299e+02 
 3.05000000e-01  4.41812091e-08  6.90908834e-11  6.39465106e+02 
 3.06000000e-01  4.51698907e-08  7.06480187e-11  6.39365287e+02 
 3.07000000e-01  4.61832880e-08  7.22415192e-11  6.39290099e+02 
 3.08000000e-01  4.72220187e-08  7.38722442e-11  6.39238989e+02 
 3.09000000e-01  4.82867163e-08  7.55410848e-11  6.39211317e+02 
 3.10000000e-01  4.93780299e-08  7.72489558e-11  6.39206438e+02 
 3.11000000e-01  5.04966250e-08  7.89967849e-11  6.39223800e+02 
 3.12000000e-01  5.16431836e-08  8.07855320e-11  6.39262778e+02 
 3.13000000e-01  5.28184049e-08  8.26161796e-11  6.39322771e+02 
 3.14000000e-01  5.40230054e-08  8.44897241e-11  6.39403265e+02 
 3.15000000e-01  5.52577196e-08  8.64071964e-11  6.39503674e+02 
 3.16000000e-01  5.65233003e-08  8.83696486e-11  6.39623459e+02 
 3.17000000e-01  5.78205192e-08  9.03781543e-11  6.39762116e+02 
 3.18000000e-01  5.91501673e-08  9.24338202e-11  6.39919102e+02 
 3.19000000e-01  6.05130551e-08  9.45377825e-11  6.40093871e+02 
 3.20000000e-01  6.19100138e-08  9.66911921e-11  6.40285971e+02 
 3.21000000e-01  6.33418950e-08  9.88952305e-11  6.40494943e+02 
 3.22000000e-01  6.48095718e-08  1.01151129e-10  6.40720205e+02 
 3.23000000e-01  6.63139390e-08  1.03460117e-10  6.40961376e+02 
 3.24000000e-01  6.78559138e-08  1.05823468e-10  6.41218012e+02 
 3.25000000e-01  6.94364363e-08  1.08242506e-10  6.41489550e+02 
 3.26000000e-01  7.10564702e-08  1.10718547e-10  6.41775677e+02 
 3.27000000e-01  7.27170032e-08  1.13252970e-10  6.42075904e+02 
 3.28000000e-01  7.44190476e-08  1.15847179e-10  6.42389812e+02 
 3.29000000e-01  7.61636411e-08  1.18502605e-10  6.42717019e+02 
 3.30000000e-01  7.79518474e-08  1.21220730e-10  6.43057072e+02 
 3.31000000e-01  7.97847567e-08  1.24003056e-10  6.43409600e+02 
 3.32000000e-01  8.16634864e-08  1.26851119e-10  6.43774269e+02 
