 v-sweep         ic              ib              beta           
 3.00000000e-01  7.48862777e-13  3.68646086e-14  2.03138676e+01 
 3.01000000e-01  7.77078055e-13  3.76261522e-14  2.06526049e+01 
 3.02000000e-01  8.07478216e-13  3.84232576e-14  2.10153502e+01 
 3.03000000e-01  8.38489868e-13  3.92281693e-14  2.13746877e+01 
 3.04000000e-01  8.70697611e-13  4.00512956e-14  2.17395617e+01 
 3.05000000e-01  9.04145682e-13  4.08917691e-14  2.21107010e+01 
 3.06000000e-01  9.38879183e-13  4.17547941e-14  2.24855422e+01 
 3.07000000e-01  9.74951023e-13  4.26325641e-14  2.28686930e+01 
 3.08000000e-01  1.01241324e-12  4.35320183e-14  2.32567495e+01 
 3.09000000e-01  1.05132136e-12  4.44514217e-14  2.36510176e+01 
 3.10000000e-01  1.09172480e-12  4.53916418e-14  2.40512296e+01 
 3.11000000e-01  1.13368256e-12  4.63561481e-14  2.44559267e+01 
 3.12000000e-01  1.17725794e-12  4.73388689e-14  2.48687383e+01 
 3.13000000e-01  1.22251514e-12  4.83450086e-14  2.52873085e+01 
 3.14000000e-01  1.26951141e-12  4.93728322e-14  2.57127523e+01 
 3.15000000e-01  1.31831612e-12  5.04258094e-14  2.61436779e+01 
 3.16000000e-01  1.36900387e-12  5.15039400e-14  2.65805658e+01 
 3.17000000e-01  1.42164058e-12  5.26037547e-14  2.70254584e+01 
 3.18000000e-01  1.47630779e-12  5.37304576e-14  2.74761812e+01 
 3.19000000e-01  1.53307835e-12  5.48805793e-14  2.79348063e+01 
 3.20000000e-01  1.59203987e-12  5.60619259e-14  2.83978804e+01 
 3.21000000e-01  1.65326433e-12  5.72701608e-14  2.88678137e+01 
 3.22000000e-01  1.71685149e-12  5.85026819e-14  2.93465433e+01 
 3.23000000e-01  1.78289068e-12  5.97672953e-14  2.98305397e+01 
 3.24000000e-01  1.85147210e-12  6.10570622e-14  3.03236355e+01 
 3.25000000e-01  1.92269117e-12  6.23823909e-14  3.08210561e+01 
 3.26000000e-01  1.99665198e-12  6.37346079e-14  3.13275949e+01 
 3.27000000e-01  2.07346553e-12  6.51171825e-14  3.18420646e+01 
 3.28000000e-01  2.15323506e-12  6.65379210e-14  3.23610209e+01 
 3.29000000e-01  2.23607678e-12  6.79898846e-14  3.28883743e+01 
 3.30000000e-01  2.32211212e-12  6.94748079e-14  3.34238005e+01 
 3.31000000e-01  2.41145558e-12  7.09944256e-14  3.39668300e+01 
 3.32000000e-01  2.50424681e-12  7.25530747e-14  3.45160673e+01 
 3.33000000e-01  2.60060896e-12  7.41455508e-14  3.50743765e+01 
 3.34000000e-01  2.70068516e-12  7.57796603e-14  3.56386549e+01 
 3.35000000e-01  2.80461158e-12  7.74475970e-14  3.62130226e+01 
 3.36000000e-01  2.91254347e-12  7.91606364e-14  3.67928254e+01 
 3.37000000e-01  3.02462656e-12  8.09135745e-14  3.73809534e+01 
 3.38000000e-01  3.14103344e-12  8.27020744e-14  3.79801047e+01 
 3.39000000e-01  3.26191938e-12  8.45426160e-14  3.85831375e+01 
