 v-sweep         ic              ib              beta           
 3.00000000e-01  2.51729175e-08  1.11114105e-10  2.26550153e+02 
 3.01000000e-01  2.56861612e-08  1.13714620e-10  2.25882663e+02 
 3.02000000e-01  2.62122340e-08  1.16377271e-10  2.25234994e+02 
 3.03000000e-01  2.67514566e-08  1.19103558e-10  2.24606696e+02 
 3.04000000e-01  2.73041579e-08  1.21895023e-10  2.23997316e+02 
 3.05000000e-01  2.78706749e-08  1.24753248e-10  2.23406406e+02 
 3.06000000e-01  2.84513529e-08  1.27679843e-10  2.22833553e+02 
 3.07000000e-01  2.90465462e-08  1.30676469e-10  2.22278321e+02 
 3.08000000e-01  2.96566176e-08  1.33744818e-10  2.21740312e+02 
 3.09000000e-01  3.02819392e-08  1.36886635e-10  2.21219107e+02 
 3.10000000e-01  3.09228921e-08  1.40103699e-10  2.20714316e+02 
 3.11000000e-01  3.15798674e-08  1.43397825e-10  2.20225567e+02 
 3.12000000e-01  3.22532655e-08  1.46770889e-10  2.19752471e+02 
 3.13000000e-01  3.29434970e-08  1.50224810e-10  2.19294649e+02 
 3.14000000e-01  3.36509829e-08  1.53761536e-10  2.18851761e+02 
 3.15000000e-01  3.43761545e-08  1.57383084e-10  2.18423439e+02 
 3.16000000e-01  3.51194540e-08  1.61091513e-10  2.18009338e+02 
 3.17000000e-01  3.58813346e-08  1.64888924e-10  2.17609126e+02 
 3.18000000e-01  3.66622608e-08  1.68777483e-10  2.17222464e+02 
 3.19000000e-01  3.74627088e-08  1.72759398e-10  2.16849036e+02 
 3.20000000e-01  3.82831668e-08  1.76836935e-10  2.16488523e+02 
 3.21000000e-01  3.91241348e-08  1.81012418e-10  2.16140612e+02 
 3.22000000e-01  3.99861257e-08  1.85288217e-10  2.15805011e+02 
 3.23000000e-01  4.08696650e-08  1.89666781e-10  2.15481408e+02 
 3.24000000e-01  4.17752915e-08  1.94150597e-10  2.15169524e+02 
 3.25000000e-01  4.27035573e-08  1.98742223e-10  2.14869074e+02 
 3.26000000e-01  4.36550284e-08  2.03444279e-10  2.14579779e+02 
 3.27000000e-01  4.46302848e-08  2.08259444e-10  2.14301373e+02 
 3.28000000e-01  4.56299213e-08  2.13190470e-10  2.14033589e+02 
 3.29000000e-01  4.66545473e-08  2.18240173e-10  2.13776166e+02 
 3.30000000e-01  4.77047874e-08  2.23411436e-10  2.13528852e+02 
 3.31000000e-01  4.87812820e-08  2.28707214e-10  2.13291400e+02 
 3.32000000e-01  4.98846875e-08  2.34130536e-10  2.13063569e+02 
 3.33000000e-01  5.10156764e-08  2.39684499e-10  2.12845122e+02 
 3.34000000e-01  5.21749384e-08  2.45372284e-10  2.12635827e+02 
 3.35000000e-01  5.33631802e-08  2.51197140e-10  2.12435461e+02 
 3.36000000e-01  5.45811262e-08  2.57162408e-10  2.12243798e+02 
 3.37000000e-01  5.58295190e-08  2.63271495e-10  2.12060629e+02 
 3.38000000e-01  5.71091196e-08  2.69527909e-10  2.11885736e+02 
 3.39000000e-01  5.84207081e-08  2.75935228e-10  2.11718919e+02 
 3.40000000e-01  5.97650841e-08  2.82497130e-10  2.11559969e+02 
 3.41000000e-01  6.11430673e-08  2.89217366e-10  2.11408700e+02 
 3.42000000e-01  6.25554975e-08  2.96099804e-10  2.11264907e+02 
 3.43000000e-01  6.40032359e-08  3.03148381e-10  2.11128411e+02 
 3.44000000e-01  6.54871651e-08  3.10367146e-10  2.10999025e+02 
 3.45000000e-01  6.70081896e-08  3.17760241e-10  2.10876570e+02 
 3.46000000e-01  6.85672367e-08  3.25331911e-10  2.10760870e+02 
 3.47000000e-01  7.01652568e-08  3.33086509e-10  2.10651752e+02 
 3.48000000e-01  7.18032239e-08  3.41028480e-10  2.10549054e+02 
 3.49000000e-01  7.34821365e-08  3.49162409e-10  2.10452599e+02 
 3.50000000e-01  7.52030182e-08  3.57492940e-10  2.10362247e+02 
 3.51000000e-01  7.69669177e-08  3.66024886e-10  2.10277827e+02 
 3.52000000e-01  7.87749105e-08  3.74763146e-10  2.10199192e+02 
 3.53000000e-01  8.06280984e-08  3.83712750e-10  2.10126190e+02 
 3.54000000e-01  8.25276112e-08  3.92878847e-10  2.10058678e+02 
 3.55000000e-01  8.44746065e-08  4.02266715e-10  2.09996511e+02 
 3.56000000e-01  8.64702713e-08  4.11881756e-10  2.09939552e+02 
 3.57000000e-01  8.85158218e-08  4.21729510e-10  2.09887664e+02 
 3.58000000e-01  9.06125049e-08  4.31815644e-10  2.09840718e+02 
 3.59000000e-01  9.27615984e-08  4.42145976e-10  2.09798581e+02 
 3.60000000e-01  9.49644123e-08  4.52726462e-10  2.09761126e+02 
 3.61000000e-01  9.72222891e-08  4.63563193e-10  2.09728232e+02 
 3.62000000e-01  9.95366050e-08  4.74662424e-10  2.09699778e+02 
 3.63000000e-01  1.01908770e-07  4.86030557e-10  2.09675645e+02 
 3.64000000e-01  1.04340231e-07  4.97674150e-10  2.09655717e+02 
 3.65000000e-01  1.06832469e-07  5.09599918e-10  2.09639886e+02 
 3.66000000e-01  1.09387002e-07  5.21814748e-10  2.09628039e+02 
 3.67000000e-01  1.12005389e-07  5.34325690e-10  2.09620071e+02 
 3.68000000e-01  1.14689224e-07  5.47139968e-10  2.09615876e+02 
 3.69000000e-01  1.17440143e-07  5.60264993e-10  2.09615350e+02 
 3.70000000e-01  1.20259822e-07  5.73708331e-10  2.09618399e+02 
 3.71000000e-01  1.23149980e-07  5.87477765e-10  2.09624920e+02 
 3.72000000e-01  1.26112377e-07  6.01581245e-10  2.09634822e+02 
 3.73000000e-01  1.29148820e-07  6.16026929e-10  2.09648011e+02 
 3.74000000e-01  1.32261158e-07  6.30823160e-10  2.09664398e+02 
 3.75000000e-01  1.35451288e-07  6.45978508e-10  2.09683892e+02 
 3.76000000e-01  1.38721153e-07  6.61501734e-10  2.09706409e+02 
 3.77000000e-01  1.42072746e-07  6.77401817e-10  2.09731864e+02 
 3.78000000e-01  1.45508109e-07  6.93687957e-10  2.09760177e+02 
 3.79000000e-01  1.49029335e-07  7.10369591e-10  2.09791265e+02 
 3.80000000e-01  1.52638569e-07  7.27456365e-10  2.09825052e+02 
 3.81000000e-01  1.56338011e-07  7.44958178e-10  2.09861461e+02 
 3.82000000e-01  1.60129915e-07  7.62885165e-10  2.09900417e+02 
 3.83000000e-01  1.64016589e-07  7.81247715e-10  2.09941848e+02 
 3.84000000e-01  1.68000403e-07  8.00056460e-10  2.09985684e+02 
 3.85000000e-01  1.72083783e-07  8.19322301e-10  2.10031855e+02 
 3.86000000e-01  1.76269216e-07  8.39056407e-10  2.10080294e+02 
 3.87000000e-01  1.80559253e-07  8.59270209e-10  2.10130936e+02 
 3.88000000e-01  1.84956506e-07  8.79975435e-10  2.10183715e+02 
 3.89000000e-01  1.89463655e-07  9.01184093e-10  2.10238569e+02 
 3.90000000e-01  1.94083443e-07  9.22908480e-10  2.10295438e+02 
 3.91000000e-01  1.98818686e-07  9.45161191e-10  2.10354263e+02 
 3.92000000e-01  2.03672268e-07  9.67955146e-10  2.10414985e+02 
 3.93000000e-01  2.08647143e-07  9.91303572e-10  2.10477546e+02 
 3.94000000e-01  2.13746344e-07  1.01522002e-09  2.10541892e+02 
 3.95000000e-01  2.18972974e-07  1.03971836e-09  2.10607970e+02 
 3.96000000e-01  2.24330217e-07  1.06481283e-09  2.10675727e+02 
 3.97000000e-01  2.29821335e-07  1.09051799e-09  2.10745112e+02 
 3.98000000e-01  2.35449673e-07  1.11684877e-09  2.10816073e+02 
 3.99000000e-01  2.41218658e-07  1.14382047e-09  2.10888564e+02 
 4.00000000e-01  2.47131801e-07  1.17144876e-09  2.10962536e+02 
 4.01000000e-01  2.53192705e-07  1.19974968e-09  2.11037943e+02 
