 v-sweep         ic              ib              beta           
 3.00000000e-01  2.57622941e-09  6.03038794e-12  4.27207906e+02 
 3.01000000e-01  2.64706446e-09  6.16450283e-12  4.29404371e+02 
 3.02000000e-01  2.71991290e-09  6.30183700e-12  4.31606354e+02 
 3.03000000e-01  2.79483196e-09  6.44247107e-12  4.33813661e+02 
 3.04000000e-01  2.87188049e-09  6.58649049e-12  4.36025907e+02 
 3.05000000e-01  2.95111904e-09  6.73398116e-12  4.38242841e+02 
 3.06000000e-01  3.03260983e-09  6.88503587e-12  4.40463911e+02 
 3.07000000e-01  3.11641689e-09  7.03973271e-12  4.42689662e+02 
 3.08000000e-01  3.20260607e-09  7.19818442e-12  4.44918591e+02 
 3.09000000e-01  3.29124506e-09  7.36046820e-12  4.47151590e+02 
 3.10000000e-01  3.38240349e-09  7.52669249e-12  4.49387762e+02 
 3.11000000e-01  3.47615300e-09  7.69695702e-12  4.51626920e+02 
 3.12000000e-01  3.57256721e-09  7.87136417e-12  4.53868876e+02 
 3.13000000e-01  3.67172187e-09  8.05002234e-12  4.56113252e+02 
 3.14000000e-01  3.77369487e-09  8.23303390e-12  4.58360176e+02 
 3.15000000e-01  3.87856633e-09  8.42052115e-12  4.60608823e+02 
 3.16000000e-01  3.98641862e-09  8.61259078e-12  4.62859403e+02 
 3.17000000e-01  4.09733648e-09  8.80937030e-12  4.65111165e+02 
 3.18000000e-01  4.21140703e-09  9.01096726e-12  4.67364591e+02 
 3.19000000e-01  4.32871989e-09  9.21751613e-12  4.69618911e+02 
 3.20000000e-01  4.44936721e-09  9.42914267e-12  4.71873994e+02 
 3.21000000e-01  4.57344378e-09  9.64598046e-12  4.74129488e+02 
 3.22000000e-01  4.70104705e-09  9.86815615e-12  4.76385556e+02 
 3.23000000e-01  4.83227729e-09  1.00958163e-11  4.78641561e+02 
 3.24000000e-01  4.96723756e-09  1.03290998e-11  4.80897431e+02 
 3.25000000e-01  5.10603391e-09  1.05681575e-11  4.83152708e+02 
 3.26000000e-01  5.24877534e-09  1.08131203e-11  4.85408021e+02 
 3.27000000e-01  5.39557401e-09  1.10641714e-11  4.87661824e+02 
 3.28000000e-01  5.54654523e-09  1.13214478e-11  4.89914835e+02 
 3.29000000e-01  5.70180760e-09  1.15851168e-11  4.92166603e+02 
 3.30000000e-01  5.86148308e-09  1.18553434e-11  4.94416981e+02 
 3.31000000e-01  6.02569711e-09  1.21322983e-11  4.96665755e+02 
 3.32000000e-01  6.19457869e-09  1.24161621e-11  4.98912518e+02 
 3.33000000e-01  6.36826049e-09  1.27071107e-11  5.01157236e+02 
 3.34000000e-01  6.54687894e-09  1.30053343e-11  5.03399513e+02 
 3.35000000e-01  6.73057435e-09  1.33110079e-11  5.05639723e+02 
 3.36000000e-01  6.91949104e-09  1.36243433e-11  5.07877033e+02 
 3.37000000e-01  7.11377739e-09  1.39455339e-11  5.10111514e+02 
 3.38000000e-01  7.31358605e-09  1.42747783e-11  5.12343232e+02 
 3.39000000e-01  7.51907396e-09  1.46123073e-11  5.14571299e+02 
 3.40000000e-01  7.73040253e-09  1.49583092e-11  5.16796547e+02 
 3.41000000e-01  7.94773780e-09  1.53130320e-11  5.19017907e+02 
 3.42000000e-01  8.17125048e-09  1.56766960e-11  5.21235500e+02 
 3.43000000e-01  8.40111614e-09  1.60495295e-11  5.23449374e+02 
 3.44000000e-01  8.63751536e-09  1.64317761e-11  5.25659266e+02 
 3.45000000e-01  8.88063385e-09  1.68236900e-11  5.27864804e+02 
 3.46000000e-01  9.13066256e-09  1.72255238e-11  5.30065888e+02 
 3.47000000e-01  9.38779792e-09  1.76375289e-11  5.32262654e+02 
 3.48000000e-01  9.65224192e-09  1.80599812e-11  5.34454705e+02 
 3.49000000e-01  9.92420228e-09  1.84931566e-11  5.36641879e+02 
 3.50000000e-01  1.02038926e-08  1.89373361e-11  5.38824076e+02 
 3.51000000e-01  1.04915327e-08  1.93928060e-11  5.41001269e+02 
 3.52000000e-01  1.07873484e-08  1.98598735e-11  5.43173067e+02 
 3.53000000e-01  1.10915721e-08  2.03388352e-11  5.45339593e+02 
 3.54000000e-01  1.14044428e-08  2.08300155e-11  5.47500448e+02 
 3.55000000e-01  1.17262063e-08  2.13337251e-11  5.49655827e+02 
 3.56000000e-01  1.20571153e-08  2.18503057e-11  5.51805338e+02 
 3.57000000e-01  1.23974298e-08  2.23800906e-11  5.53949045e+02 
 3.58000000e-01  1.27474170e-08  2.29234370e-11  5.56086640e+02 
 3.59000000e-01  1.31073520e-08  2.34807024e-11  5.58218052e+02 
 3.60000000e-01  1.34775173e-08  2.40522530e-11  5.60343238e+02 
 3.61000000e-01  1.38582039e-08  2.46384600e-11  5.62462258e+02 
 3.62000000e-01  1.42497107e-08  2.52397278e-11  5.64574656e+02 
 3.63000000e-01  1.46523452e-08  2.58564554e-11  5.66680350e+02 
 3.64000000e-01  1.50664238e-08  2.64890402e-11  5.68779528e+02 
 3.65000000e-01  1.54922716e-08  2.71379125e-11  5.70871899e+02 
 3.66000000e-01  1.59302233e-08  2.78035061e-11  5.72957356e+02 
