 v-sweep         ic              ib              beta           
 3.00000000e-01  5.13478149e-16  8.25728375e-16  6.21848739e-01 
 3.01000000e-01  5.26488575e-16  8.33534630e-16  6.31633715e-01 
 3.02000000e-01  5.37764278e-16  8.43075609e-16  6.37860082e-01 
 3.03000000e-01  5.53376789e-16  8.51749227e-16  6.49694501e-01 
 3.04000000e-01  5.67254577e-16  8.55218674e-16  6.63286004e-01 
 3.05000000e-01  5.79397641e-16  8.74300632e-16  6.62698413e-01 
 3.06000000e-01  5.95010152e-16  8.79504802e-16  6.76528600e-01 
 3.07000000e-01  6.08887940e-16  8.79504802e-16  6.92307692e-01 
 3.08000000e-01  6.27969898e-16  8.98586761e-16  6.98841699e-01 
 3.09000000e-01  6.45317133e-16  9.02056208e-16  7.15384615e-01 
 3.10000000e-01  6.62664368e-16  9.15933995e-16  7.23484848e-01 
 3.11000000e-01  6.83481050e-16  9.26342336e-16  7.37827715e-01 
 3.12000000e-01  7.02563008e-16  9.31546507e-16  7.54189944e-01 
 3.13000000e-01  7.19910243e-16  9.38485401e-16  7.67097967e-01 
 3.14000000e-01  7.44196371e-16  9.52363188e-16  7.81420765e-01 
 3.15000000e-01  7.68482500e-16  9.62771529e-16  7.98198198e-01 
 3.16000000e-01  7.92768629e-16  9.73179870e-16  8.14616756e-01 
 3.17000000e-01  8.15320034e-16  9.81853487e-16  8.30388693e-01 
 3.18000000e-01  8.44810333e-16  9.90527105e-16  8.52889667e-01 
 3.19000000e-01  8.72565908e-16  1.00093545e-15  8.71750433e-01 
 3.20000000e-01  8.98586761e-16  1.01654796e-15  8.83959044e-01 
 3.21000000e-01  9.29811783e-16  1.02348685e-15  9.08474576e-01 
 3.22000000e-01  9.61036806e-16  1.04430353e-15  9.20265781e-01 
 3.23000000e-01  9.99200722e-16  1.05471187e-15  9.47368421e-01 
 3.24000000e-01  1.02869102e-15  1.05991604e-15  9.70540098e-01 
 3.25000000e-01  1.06858966e-15  1.07899800e-15  9.90353698e-01 
 3.26000000e-01  1.10848830e-15  1.09461051e-15  1.01267829e+00 
 3.27000000e-01  1.14491749e-15  1.09981468e-15  1.04100946e+00 
 3.28000000e-01  1.19002030e-15  1.11369247e-15  1.06853583e+00 
 3.29000000e-01  1.23512311e-15  1.13103971e-15  1.09202454e+00 
 3.30000000e-01  1.27849120e-15  1.14318277e-15  1.11836115e+00 
 3.31000000e-01  1.32879818e-15  1.15879528e-15  1.14670659e+00 
 3.32000000e-01  1.38257461e-15  1.17093835e-15  1.18074074e+00 
 3.33000000e-01  1.43635104e-15  1.18308141e-15  1.21407625e+00 
 3.34000000e-01  1.49186219e-15  1.19695920e-15  1.24637681e+00 
 3.35000000e-01  1.55084279e-15  1.22124533e-15  1.26988636e+00 
 3.36000000e-01  1.61329283e-15  1.22818422e-15  1.31355932e+00 
 3.37000000e-01  1.67574288e-15  1.24553146e-15  1.34540390e+00 
 3.38000000e-01  1.74686654e-15  1.26808286e-15  1.37756498e+00 
 3.39000000e-01  1.81625548e-15  1.28196065e-15  1.41677943e+00 
 3.40000000e-01  1.89258331e-15  1.29236899e-15  1.46442953e+00 
 3.41000000e-01  1.97411532e-15  1.31838984e-15  1.49736842e+00 
 3.42000000e-01  2.06258621e-15  1.33400235e-15  1.54616385e+00 
 3.43000000e-01  2.14585294e-15  1.35481903e-15  1.58386684e+00 
 3.44000000e-01  2.24126273e-15  1.37043155e-15  1.63544304e+00 
 3.45000000e-01  2.33320308e-15  1.39298295e-15  1.67496887e+00 
 3.46000000e-01  2.43381704e-15  1.41726908e-15  1.71725826e+00 
 3.47000000e-01  2.54310462e-15  1.43288159e-15  1.77481840e+00 
 3.48000000e-01  2.65239219e-15  1.45196355e-15  1.82676225e+00 
 3.49000000e-01  2.77382284e-15  1.46931078e-15  1.88783943e+00 
 3.50000000e-01  2.89004931e-15  1.49186219e-15  1.93720930e+00 
 3.51000000e-01  3.02188830e-15  1.52308721e-15  1.98405467e+00 
 3.52000000e-01  3.16066617e-15  1.54043445e-15  2.05180180e+00 
 3.53000000e-01  3.30117877e-15  1.56645530e-15  2.10741971e+00 
 3.54000000e-01  3.45209972e-15  1.58900670e-15  2.17248908e+00 
 3.55000000e-01  3.61342900e-15  1.60808866e-15  2.24703344e+00 
 3.56000000e-01  3.77128884e-15  1.63757896e-15  2.30296610e+00 
 3.57000000e-01  3.94823063e-15  1.66186509e-15  2.37578288e+00 
 3.58000000e-01  4.12864187e-15  1.67921232e-15  2.45867769e+00 
 3.59000000e-01  4.32293090e-15  1.71737624e-15  2.51717172e+00 
 3.60000000e-01  4.52242410e-15  1.73992765e-15  2.59920239e+00 
 3.61000000e-01  4.73926454e-15  1.77288739e-15  2.67318982e+00 
 3.62000000e-01  4.95783969e-15  1.80411242e-15  2.74807692e+00 
 3.63000000e-01  5.19202736e-15  1.82319437e-15  2.84776403e+00 
 3.64000000e-01  5.43315393e-15  1.85268467e-15  2.93258427e+00 
 3.65000000e-01  5.69162772e-15  1.88217497e-15  3.02396313e+00 
 3.66000000e-01  5.95704042e-15  1.91513472e-15  3.11050725e+00 
 3.67000000e-01  6.24673924e-15  1.95156391e-15  3.20088889e+00 
 3.68000000e-01  6.54164223e-15  1.98278893e-15  3.29921260e+00 
 3.69000000e-01  6.85562718e-15  2.01921813e-15  3.39518900e+00 
 3.70000000e-01  7.18002047e-15  2.04870843e-15  3.50465707e+00 
 3.71000000e-01  7.52523044e-15  2.08860707e-15  3.60299003e+00 
 3.72000000e-01  7.89125709e-15  2.12503626e-15  3.71346939e+00 
 3.73000000e-01  8.26942681e-15  2.15279183e-15  3.84125705e+00 
 3.74000000e-01  8.67014793e-15  2.19962937e-15  3.94164038e+00 
 3.75000000e-01  9.09168574e-15  2.23952801e-15  4.05964369e+00 
 3.76000000e-01  9.53230550e-15  2.27422248e-15  4.19145690e+00 
 3.77000000e-01  9.99547667e-15  2.31759056e-15  4.31287425e+00 
 3.78000000e-01  1.04777298e-14  2.35922393e-15  4.44117647e+00 
 3.79000000e-01  1.09860038e-14  2.39565312e-15  4.58580739e+00 
 3.80000000e-01  1.15272375e-14  2.44769482e-15  4.70942594e+00 
 3.81000000e-01  1.20858185e-14  2.48932819e-15  4.85505226e+00 
 3.82000000e-01  1.26808286e-14  2.53616572e-15  5.00000000e+00 
 3.83000000e-01  1.33001249e-14  2.57953381e-15  5.15601883e+00 
 3.84000000e-01  1.39575851e-14  2.63331024e-15  5.30039526e+00 
 3.85000000e-01  1.46358620e-14  2.67667832e-15  5.46791964e+00 
 3.86000000e-01  1.53592417e-14  2.73045475e-15  5.62515883e+00 
 3.87000000e-01  1.61225200e-14  2.78596590e-15  5.78704857e+00 
 3.88000000e-01  1.69066150e-14  2.83106871e-15  5.97181373e+00 
 3.89000000e-01  1.77444864e-14  2.89178403e-15  6.13617277e+00 
 3.90000000e-01  1.86170523e-14  2.94902991e-15  6.31294118e+00 
 3.91000000e-01  1.95416600e-14  2.99933689e-15  6.51532678e+00 
 3.92000000e-01  2.05079009e-14  3.06005221e-15  6.70181406e+00 
 3.93000000e-01  2.15244489e-14  3.12250226e-15  6.89333333e+00 
 3.94000000e-01  2.25930386e-14  3.18495230e-15  7.09368192e+00 
 3.95000000e-01  2.37102005e-14  3.24046345e-15  7.31691649e+00 
 3.96000000e-01  2.48846083e-14  3.31852601e-15  7.49869315e+00 
 3.97000000e-01  2.61249355e-14  3.37230244e-15  7.74691358e+00 
 3.98000000e-01  2.74277129e-14  3.44342610e-15  7.96523929e+00 
 3.99000000e-01  2.87912055e-14  3.51281504e-15  8.19604938e+00 
 4.00000000e-01  3.02223524e-14  3.58046925e-15  8.44089147e+00 
 4.01000000e-01  3.17228882e-14  3.65853181e-15  8.67093409e+00 
 4.02000000e-01  3.33049560e-14  3.73139020e-15  8.92561599e+00 
 4.03000000e-01  3.49650864e-14  3.80598331e-15  9.18687329e+00 
 4.04000000e-01  3.67119529e-14  3.89098476e-15  9.43513152e+00 
 4.05000000e-01  3.85455556e-14  3.96904731e-15  9.71153846e+00 
 4.06000000e-01  4.04658945e-14  4.04710987e-15  9.99871410e+00 
 4.07000000e-01  4.24903168e-14  4.13211132e-15  1.02829555e+01 
 4.08000000e-01  4.46153531e-14  4.21711277e-15  1.05795969e+01 
 4.09000000e-01  4.68427380e-14  4.30384894e-15  1.08839178e+01 
 4.10000000e-01  4.91846147e-14  4.39752401e-15  1.11846154e+01 
 4.11000000e-01  5.16531262e-14  4.49987270e-15  1.14787972e+01 
 4.12000000e-01  5.42291906e-14  4.58834359e-15  1.18189036e+01 
 4.13000000e-01  5.69509717e-14  4.69763117e-15  1.21233383e+01 
 4.14000000e-01  5.98011224e-14  4.79304096e-15  1.24766558e+01 
 4.15000000e-01  6.27969898e-14  4.89192020e-15  1.28368794e+01 
 4.16000000e-01  6.59437782e-14  4.99947306e-15  1.31901457e+01 
 4.17000000e-01  6.92518959e-14  5.10876064e-15  1.35555178e+01 
 4.18000000e-01  7.27213428e-14  5.21631349e-15  1.39411373e+01 
 4.19000000e-01  7.63729358e-14  5.33600941e-15  1.43127438e+01 
 4.20000000e-01  8.02032052e-14  5.45050116e-15  1.47148313e+01 
 4.21000000e-01  8.42277637e-14  5.56846236e-15  1.51258567e+01 
 4.22000000e-01  8.84500806e-14  5.68989300e-15  1.55451220e+01 
 4.23000000e-01  9.28909727e-14  5.81826254e-15  1.59654144e+01 
 4.24000000e-01  9.75608483e-14  5.94316263e-15  1.64156451e+01 
 4.25000000e-01  1.02456238e-13  6.07847106e-15  1.68555936e+01 
 4.26000000e-01  1.07604897e-13  6.22765728e-15  1.72785515e+01 
 4.27000000e-01  1.13013765e-13  6.35949626e-15  1.77708674e+01 
 4.28000000e-01  1.18691515e-13  6.50000886e-15  1.82602082e+01 
 4.29000000e-01  1.24655494e-13  6.64919508e-15  1.87474563e+01 
 4.30000000e-01  1.30923050e-13  6.80011603e-15  1.92530612e+01 
 4.31000000e-01  1.37504591e-13  6.95624114e-15  1.97670823e+01 
 4.32000000e-01  1.44427872e-13  7.11410098e-15  2.03016337e+01 
 4.33000000e-01  1.51684221e-13  7.27196081e-15  2.08587786e+01 
 4.34000000e-01  1.59315269e-13  7.44022899e-15  2.14126836e+01 
 4.35000000e-01  1.67329692e-13  7.60676244e-15  2.19974914e+01 
 4.36000000e-01  1.75751774e-13  7.78890841e-15  2.25643653e+01 
 4.37000000e-01  1.84590190e-13  7.96758493e-15  2.31676464e+01 
 4.38000000e-01  1.93879635e-13  8.14973089e-15  2.37896977e+01 
 4.39000000e-01  2.03632250e-13  8.34748937e-15  2.43944306e+01 
 4.40000000e-01  2.13882731e-13  8.53657423e-15  2.50548669e+01 
 4.41000000e-01  2.24653629e-13  8.73606743e-15  2.57156473e+01 
 4.42000000e-01  2.35955352e-13  8.94249952e-15  2.63858390e+01 
 4.43000000e-01  2.47834739e-13  9.14719689e-15  2.70940641e+01 
 4.44000000e-01  2.60314340e-13  9.36924149e-15  2.77839289e+01 
 4.45000000e-01  2.73421910e-13  9.58781665e-15  2.85176407e+01 
 4.46000000e-01  2.87193880e-13  9.80812653e-15  2.92812168e+01 
 4.47000000e-01  3.01651065e-13  1.00509878e-14  3.00120815e+01 
 4.48000000e-01  3.16845508e-13  1.02851755e-14  3.08060381e+01 
 4.49000000e-01  3.32801495e-13  1.05245673e-14  3.16213944e+01 
 4.50000000e-01  3.49562393e-13  1.07778370e-14  3.24334460e+01 
 4.51000000e-01  3.67173306e-13  1.10415149e-14  3.32538885e+01 
 4.52000000e-01  3.85667193e-13  1.13069276e-14  3.41089291e+01 
 4.53000000e-01  4.05092626e-13  1.15740750e-14  3.50000000e+01 
 4.54000000e-01  4.25503383e-13  1.18551002e-14  3.58920105e+01 
 4.55000000e-01  4.46939361e-13  1.21413296e-14  3.68114016e+01 
 4.56000000e-01  4.69459541e-13  1.24397020e-14  3.77388091e+01 
 4.57000000e-01  4.93117699e-13  1.27346050e-14  3.87226536e+01 
 4.58000000e-01  5.17962409e-13  1.30468553e-14  3.97001728e+01 
 4.59000000e-01  5.44056120e-13  1.33660444e-14  4.07043478e+01 
 4.60000000e-01  5.71482098e-13  1.36956418e-14  4.17272958e+01 
 4.61000000e-01  6.00273303e-13  1.40304435e-14  4.27836301e+01 
 4.62000000e-01  6.30525146e-13  1.43756534e-14  4.38606251e+01 
 4.63000000e-01  6.62303545e-13  1.47278023e-14  4.49696113e+01 
 4.64000000e-01  6.95688299e-13  1.50903595e-14  4.61015059e+01 
 4.65000000e-01  7.30743591e-13  1.54650598e-14  4.72512619e+01 
 4.66000000e-01  7.67580444e-13  1.58519031e-14  4.84219742e+01 
 4.67000000e-01  8.06266512e-13  1.62422159e-14  4.96401794e+01 
 4.68000000e-01  8.46907613e-13  1.66481412e-14  5.08710013e+01 
 4.69000000e-01  8.89597423e-13  1.70592707e-14  5.21474476e+01 
 4.70000000e-01  9.34436556e-13  1.74860126e-14  5.34390873e+01 
 4.71000000e-01  9.81541237e-13  1.79301019e-14  5.47426470e+01 
 4.72000000e-01  1.03101902e-12  1.83741911e-14  5.61123489e+01 
