 v-sweep         ic              ib              beta           
 3.00000000e-01  2.06210957e-09  7.73385782e-12  2.66634015e+02 
 3.01000000e-01  2.11832797e-09  7.91520148e-12  2.67627801e+02 
 3.02000000e-01  2.17614430e-09  8.10107450e-12  2.68624156e+02 
 3.03000000e-01  2.23560397e-09  8.29159831e-12  2.69622802e+02 
 3.04000000e-01  2.29675371e-09  8.48688220e-12  2.70623964e+02 
 3.05000000e-01  2.35964153e-09  8.68706409e-12  2.71627043e+02 
 3.06000000e-01  2.42431687e-09  8.89226366e-12  2.72632139e+02 
 3.07000000e-01  2.49083050e-09  9.10261796e-12  2.73638915e+02 
 3.08000000e-01  2.55923470e-09  9.31825797e-12  2.74647333e+02 
 3.09000000e-01  2.62958318e-09  9.53932246e-12  2.75657228e+02 
 3.10000000e-01  2.70193124e-09  9.76595541e-12  2.76668398e+02 
 3.11000000e-01  2.77633569e-09  9.99829993e-12  2.77680776e+02 
 3.12000000e-01  2.85285498e-09  1.02365104e-11  2.78694092e+02 
 3.13000000e-01  2.93154924e-09  1.04807395e-11  2.79708242e+02 
 3.14000000e-01  3.01248027e-09  1.07311443e-11  2.80723117e+02 
 3.15000000e-01  3.09571166e-09  1.09878877e-11  2.81738560e+02 
 3.16000000e-01  3.18130878e-09  1.12511337e-11  2.82754509e+02 
 3.17000000e-01  3.26933890e-09  1.15210567e-11  2.83770750e+02 
 3.18000000e-01  3.35987115e-09  1.17978335e-11  2.84787130e+02 
 3.19000000e-01  3.45297665e-09  1.20816482e-11  2.85803444e+02 
 3.20000000e-01  3.54872857e-09  1.23726715e-11  2.86819914e+02 
 3.21000000e-01  3.64720209e-09  1.26711124e-11  2.87835982e+02 
 3.22000000e-01  3.74847459e-09  1.29771567e-11  2.88851764e+02 
 3.23000000e-01  3.85262562e-09  1.32910072e-11  2.89867093e+02 
 3.24000000e-01  3.95973701e-09  1.36128686e-11  2.90881894e+02 
 3.25000000e-01  4.06989289e-09  1.39429596e-11  2.91895910e+02 
 3.26000000e-01  4.18317980e-09  1.42814857e-11  2.92909287e+02 
 3.27000000e-01  4.29968672e-09  1.46286828e-11  2.93921659e+02 
 3.28000000e-01  4.41950519e-09  1.49847773e-11  2.94932991e+02 
 3.29000000e-01  4.54272933e-09  1.53499990e-11  2.95943297e+02 
 3.30000000e-01  4.66945595e-09  1.57245996e-11  2.96952296e+02 
 3.31000000e-01  4.79978458e-09  1.61088200e-11  2.97960036e+02 
 3.32000000e-01  4.93381763e-09  1.65029188e-11  2.98966363e+02 
 3.33000000e-01  5.07166036e-09  1.69071588e-11  2.99971178e+02 
 3.34000000e-01  5.21342107e-09  1.73218115e-11  3.00974356e+02 
 3.35000000e-01  5.35921112e-09  1.77471501e-11  3.01975871e+02 
 3.36000000e-01  5.50914502e-09  1.81834565e-11  3.02975676e+02 
 3.37000000e-01  5.66334056e-09  1.86310299e-11  3.03973565e+02 
 3.38000000e-01  5.82191889e-09  1.90901695e-11  3.04969470e+02 
 3.39000000e-01  5.98500456e-09  1.95611825e-11  3.05963331e+02 
 3.40000000e-01  6.15272568e-09  2.00443776e-11  3.06955187e+02 
 3.41000000e-01  6.32521401e-09  2.05400931e-11  3.07944759e+02 
 3.42000000e-01  6.50260503e-09  2.10486507e-11  3.08932156e+02 
 3.43000000e-01  6.68503811e-09  2.15704008e-11  3.09917194e+02 
 3.44000000e-01  6.87265655e-09  2.21056940e-11  3.10899832e+02 
 3.45000000e-01  7.06560773e-09  2.26548910e-11  3.11880015e+02 
 3.46000000e-01  7.26404323e-09  2.32183656e-11  3.12857647e+02 
