 v-sweep         ic              ib              beta           
 3.00000000e-01  4.25007252e-16  8.27463098e-16  5.13626834e-01 
 3.01000000e-01  4.32813507e-16  8.37004077e-16  5.17098446e-01 
 3.02000000e-01  4.39752401e-16  8.43942971e-16  5.21068859e-01 
 3.03000000e-01  4.47558657e-16  8.55218674e-16  5.23326572e-01 
 3.04000000e-01  4.57099636e-16  8.63024929e-16  5.29648241e-01 
 3.05000000e-01  4.65773253e-16  8.68229100e-16  5.36463536e-01 
 3.06000000e-01  4.76181594e-16  8.73433270e-16  5.45183714e-01 
 3.07000000e-01  4.85722573e-16  8.86443696e-16  5.47945205e-01 
 3.08000000e-01  4.93528829e-16  8.95984675e-16  5.50822846e-01 
 3.09000000e-01  5.03937170e-16  9.06393016e-16  5.55980861e-01 
 3.10000000e-01  5.15212872e-16  9.10729825e-16  5.65714286e-01 
 3.11000000e-01  5.25621213e-16  9.24607613e-16  5.68480300e-01 
 3.12000000e-01  5.40366363e-16  9.30679145e-16  5.80615098e-01 
 3.13000000e-01  5.50774704e-16  9.42822209e-16  5.84176633e-01 
 3.14000000e-01  5.64652491e-16  9.53230550e-16  5.92356688e-01 
 3.15000000e-01  5.77662918e-16  9.62771529e-16  6.00000000e-01 
 3.16000000e-01  5.92408067e-16  9.75781955e-16  6.07111111e-01 
 3.17000000e-01  6.10622664e-16  9.87057658e-16  6.18629174e-01 
 3.18000000e-01  6.26235175e-16  9.97465999e-16  6.27826087e-01 
 3.19000000e-01  6.42715048e-16  1.00180281e-15  6.41558442e-01 
 3.20000000e-01  6.61797006e-16  1.01741532e-15  6.50468883e-01 
 3.21000000e-01  6.78276879e-16  1.03042574e-15  6.58249158e-01 
 3.22000000e-01  6.94756752e-16  1.04170145e-15  6.66944213e-01 
 3.23000000e-01  7.14706072e-16  1.05297715e-15  6.78747941e-01 
 3.24000000e-01  7.37257477e-16  1.06685494e-15  6.91056911e-01 
 3.25000000e-01  7.58941521e-16  1.07639592e-15  7.05076551e-01 
 3.26000000e-01  7.83227649e-16  1.09027370e-15  7.18377088e-01 
 3.27000000e-01  8.04911693e-16  1.10154941e-15  7.30708661e-01 
 3.28000000e-01  8.30065183e-16  1.11629456e-15  7.43589744e-01 
 3.29000000e-01  8.56953397e-16  1.12583554e-15  7.61171032e-01 
 3.30000000e-01  8.86443696e-16  1.14491749e-15  7.74242424e-01 
 3.31000000e-01  9.16801357e-16  1.15619320e-15  7.92948237e-01 
 3.32000000e-01  9.47159018e-16  1.17267307e-15  8.07692308e-01 
 3.33000000e-01  9.80986126e-16  1.18741822e-15  8.26150475e-01 
 3.34000000e-01  1.01221115e-15  1.19956128e-15  8.43817787e-01 
 3.35000000e-01  1.04864034e-15  1.21864324e-15  8.60498221e-01 
 3.36000000e-01  1.08246745e-15  1.23512311e-15  8.76404494e-01 
 3.37000000e-01  1.12149873e-15  1.24986826e-15  8.97293546e-01 
 3.38000000e-01  1.16573418e-15  1.26287869e-15  9.23076923e-01 
 3.39000000e-01  1.20823490e-15  1.28629746e-15  9.39312205e-01 
 3.40000000e-01  1.25507243e-15  1.30190997e-15  9.64023984e-01 
 3.41000000e-01  1.29844052e-15  1.32272665e-15  9.81639344e-01 
 3.42000000e-01  1.34874750e-15  1.33660444e-15  1.00908501e+00 
 3.43000000e-01  1.39818712e-15  1.36002321e-15  1.02806122e+00 
 3.44000000e-01  1.45369827e-15  1.37563572e-15  1.05674653e+00 
 3.45000000e-01  1.51267887e-15  1.39818712e-15  1.08188586e+00 
 3.46000000e-01  1.57079211e-15  1.41466699e-15  1.11036174e+00 
 3.47000000e-01  1.63410951e-15  1.43461631e-15  1.13905683e+00 
 3.48000000e-01  1.69742692e-15  1.45283091e-15  1.16835821e+00 
 3.49000000e-01  1.76681586e-15  1.47711704e-15  1.19612449e+00 
 3.50000000e-01  1.84401105e-15  1.49880108e-15  1.23032407e+00 
 3.51000000e-01  1.91860416e-15  1.52135249e-15  1.26111745e+00 
 3.52000000e-01  2.00187089e-15  1.54390389e-15  1.29662921e+00 
 3.53000000e-01  2.08513762e-15  1.57165947e-15  1.32671082e+00 
 3.54000000e-01  2.17534324e-15  1.59247615e-15  1.36601307e+00 
 3.55000000e-01  2.26554886e-15  1.61329283e-15  1.40430108e+00 
 3.56000000e-01  2.36095865e-15  1.64104841e-15  1.43868922e+00 
 3.57000000e-01  2.46764414e-15  1.66620190e-15  1.48099948e+00 
 3.58000000e-01  2.57259491e-15  1.69482484e-15  1.51791198e+00 
 3.59000000e-01  2.68361722e-15  1.71737624e-15  1.56262626e+00 
 3.60000000e-01  2.80591522e-15  1.74079501e-15  1.61185850e+00 
 3.61000000e-01  2.92908059e-15  1.77548948e-15  1.64973131e+00 
 3.62000000e-01  3.05745013e-15  1.80324505e-15  1.69552670e+00 
 3.63000000e-01  3.19622800e-15  1.83100063e-15  1.74561819e+00 
 3.64000000e-01  3.34194478e-15  1.86569510e-15  1.79125988e+00 
 3.65000000e-01  3.49286572e-15  1.89518540e-15  1.84302059e+00 
 3.66000000e-01  3.65246028e-15  1.92294097e-15  1.89941362e+00 
 3.67000000e-01  3.81899373e-15  1.95763544e-15  1.95081967e+00 
 3.68000000e-01  3.99246608e-15  1.99579936e-15  2.00043459e+00 
 3.69000000e-01  4.17547941e-15  2.02095285e-15  2.06609442e+00 
 3.70000000e-01  4.37237052e-15  2.05998413e-15  2.12252632e+00 
 3.71000000e-01  4.57359844e-15  2.09814804e-15  2.17982637e+00 
 3.72000000e-01  4.78870416e-15  2.13284251e-15  2.24522163e+00 
 3.73000000e-01  5.01335085e-15  2.16840434e-15  2.31200000e+00 
 3.74000000e-01  5.24580379e-15  2.20656826e-15  2.37735849e+00 
 3.75000000e-01  5.48953244e-15  2.24039537e-15  2.45025165e+00 
 3.76000000e-01  5.75147568e-15  2.29070235e-15  2.51079137e+00 
 3.77000000e-01  6.02295991e-15  2.32799890e-15  2.58718331e+00 
 3.78000000e-01  6.30571984e-15  2.37136699e-15  2.65910753e+00 
 3.79000000e-01  6.60669436e-15  2.41733716e-15  2.73304629e+00 
 3.80000000e-01  6.92501612e-15  2.45983789e-15  2.81523272e+00 
 3.81000000e-01  7.25374621e-15  2.50580806e-15  2.89477328e+00 
 3.82000000e-01  7.60155827e-15  2.55004351e-15  2.98095238e+00 
 3.83000000e-01  7.96758493e-15  2.60035049e-15  3.06404270e+00 
 3.84000000e-01  8.35095881e-15  2.64371858e-15  3.15879265e+00 
 3.85000000e-01  8.75601674e-15  2.70009709e-15  3.24285255e+00 
 3.86000000e-01  9.17842191e-15  2.74259782e-15  3.34661607e+00 
 3.87000000e-01  9.62077640e-15  2.80331314e-15  3.43193069e+00 
 3.88000000e-01  1.00908865e-14  2.85362012e-15  3.53617021e+00 
 3.89000000e-01  1.05766090e-14  2.90913127e-15  3.63565891e+00 
