 v-sweep         ic              ib              beta           
 3.00000000e-01  1.01116338e-12  3.60302066e-14  2.80643235e+01 
 3.01000000e-01  1.04929173e-12  3.67613925e-14  2.85433075e+01 
 3.02000000e-01  1.09037692e-12  3.75264056e-14  2.90562579e+01 
 3.03000000e-01  1.13228264e-12  3.83018270e-14  2.95621051e+01 
 3.04000000e-01  1.17580338e-12  3.90859220e-14  3.00825289e+01 
 3.05000000e-01  1.22100247e-12  3.98969052e-14  3.06039393e+01 
 3.06000000e-01  1.26794408e-12  4.07191642e-14  3.11387552e+01 
 3.07000000e-01  1.31668808e-12  4.15605050e-14  3.16812338e+01 
 3.08000000e-01  1.36731598e-12  4.24209279e-14  3.22321093e+01 
 3.09000000e-01  1.41988851e-12  4.32969632e-14  3.27941825e+01 
 3.10000000e-01  1.47448893e-12  4.41938153e-14  3.33641466e+01 
 3.11000000e-01  1.53119011e-12  4.51097493e-14  3.39436625e+01 
 3.12000000e-01  1.59007876e-12  4.60534388e-14  3.45268193e+01 
 3.13000000e-01  1.65123037e-12  4.70084041e-14  3.51262800e+01 
 3.14000000e-01  1.71473859e-12  4.79902576e-14  3.57309729e+01 
 3.15000000e-01  1.78069365e-12  4.89920604e-14  3.63465760e+01 
 3.16000000e-01  1.84918660e-12  5.00129452e-14  3.69741593e+01 
 3.17000000e-01  1.92031981e-12  5.10615855e-14  3.76079157e+01 
 3.18000000e-01  1.99419214e-12  5.21258384e-14  3.82572674e+01 
 3.19000000e-01  2.07091289e-12  5.32265204e-14  3.89075384e+01 
 3.20000000e-01  2.15058527e-12  5.43402129e-14  3.95763128e+01 
 3.21000000e-01  2.23332550e-12  5.54842630e-14  4.02515124e+01 
 3.22000000e-01  2.31925503e-12  5.66552014e-14  4.09363125e+01 
 3.23000000e-01  2.40849181e-12  5.78478238e-14  4.16349597e+01 
 3.24000000e-01  2.50116421e-12  5.90708038e-14  4.23418008e+01 
 3.25000000e-01  2.59740840e-12  6.03198047e-14  4.30606235e+01 
 3.26000000e-01  2.69736230e-12  6.15956938e-14  4.37914103e+01 
 3.27000000e-01  2.80115948e-12  6.29019406e-14  4.45321631e+01 
 3.28000000e-01  2.90895780e-12  6.42385451e-14  4.52836812e+01 
 3.29000000e-01  3.02090731e-12  6.56046398e-14  4.60471594e+01 
 3.30000000e-01  3.13716934e-12  6.70036943e-14  4.68208414e+01 
 3.31000000e-01  3.25790957e-12  6.84348412e-14  4.76060076e+01 
 3.32000000e-01  3.38329365e-12  6.98920089e-14  4.84074460e+01 
 3.33000000e-01  3.51351587e-12  7.13873405e-14  4.92176322e+01 
 3.34000000e-01  3.64875057e-12  7.29217034e-14  5.00365515e+01 
 3.35000000e-01  3.78919292e-12  7.44855567e-14  5.08715124e+01 
 3.36000000e-01  3.93503893e-12  7.60858391e-14  5.17184140e+01 
 3.37000000e-01  4.08651064e-12  7.77277548e-14  5.25746646e+01 
 3.38000000e-01  4.24381537e-12  7.94017630e-14  5.34473695e+01 
 3.39000000e-01  4.40717688e-12  8.11165372e-14  5.43314229e+01 
 3.40000000e-01  4.57682763e-12  8.28686079e-14  5.52299327e+01 
 3.41000000e-01  4.75301135e-12  8.46657814e-14  5.61385163e+01 
 3.42000000e-01  4.93598478e-12  8.65011188e-14  5.70626698e+01 
 3.43000000e-01  5.12600205e-12  8.83893653e-14  5.79934253e+01 
 3.44000000e-01  5.32334333e-12  9.03071022e-14  5.89471171e+01 
 3.45000000e-01  5.52828183e-12  9.22794828e-14  5.99080279e+01 
 3.46000000e-01  5.74111592e-12  9.42960988e-14  6.08839177e+01 
 3.47000000e-01  5.96214050e-12  9.63586850e-14  6.18744486e+01 
 3.48000000e-01  6.19167911e-12  9.84767824e-14  6.28745067e+01 
 3.49000000e-01  6.43006481e-12  1.00636513e-13  6.38939547e+01 
 3.50000000e-01  6.67762373e-12  1.02851755e-13  6.49247427e+01 
 3.51000000e-01  6.93472363e-12  1.05117304e-13  6.59712851e+01 
 3.52000000e-01  7.20172359e-12  1.07438364e-13  6.70312105e+01 
 3.53000000e-01  7.47900613e-12  1.09819272e-13  6.81028566e+01 
 3.54000000e-01  7.76697196e-12  1.12251354e-13  6.91926794e+01 
 3.55000000e-01  8.06602528e-12  1.14743285e-13  7.02962732e+01 
 3.56000000e-01  8.37659542e-12  1.17297665e-13  7.14131474e+01 
 3.57000000e-01  8.69912562e-12  1.19910158e-13  7.25470280e+01 
 3.58000000e-01  9.03408251e-12  1.22587704e-13  7.36948503e+01 
 3.59000000e-01  9.38193620e-12  1.25332037e-13  7.48566484e+01 
 3.60000000e-01  9.74319323e-12  1.28146626e-13  7.60316020e+01 
 3.61000000e-01  1.01183541e-11  1.31018460e-13  7.72284612e+01 
 3.62000000e-01  1.05079738e-11  1.33966623e-13  7.84372526e+01 
 3.63000000e-01  1.09125929e-11  1.36990246e-13  7.96596342e+01 
 3.64000000e-01  1.13327967e-11  1.40086727e-13  8.08984327e+01 
 3.65000000e-01  1.17691837e-11  1.43257802e-13  8.21538762e+01 
 3.66000000e-01  1.22223828e-11  1.46507806e-13  8.34247890e+01 
 3.67000000e-01  1.26930341e-11  1.49836741e-13  8.47124281e+01 
 3.68000000e-01  1.31818089e-11  1.53253279e-13  8.60132263e+01 
 3.69000000e-01  1.36894142e-11  1.56754818e-13  8.73301016e+01 
 3.70000000e-01  1.42165672e-11  1.60337022e-13  8.86667781e+01 
 3.71000000e-01  1.47640242e-11  1.64015503e-13  9.00160284e+01 
 3.72000000e-01  1.53325633e-11  1.67782455e-13  9.13835914e+01 
 3.73000000e-01  1.59230034e-11  1.71641348e-13  9.27690418e+01 
 3.74000000e-01  1.65361787e-11  1.75606058e-13  9.41663336e+01 
 3.75000000e-01  1.71729740e-11  1.79666179e-13  9.55826751e+01 
 3.76000000e-01  1.78342948e-11  1.83828648e-13  9.70158624e+01 
 3.77000000e-01  1.85210848e-11  1.88095200e-13  9.84665468e+01 
 3.78000000e-01  1.92343233e-11  1.92475377e-13  9.99313451e+01 
 3.79000000e-01  1.99750398e-11  1.96966576e-13  1.01413348e+02 
 3.80000000e-01  2.07442787e-11  2.01570533e-13  1.02913250e+02 
 3.81000000e-01  2.15431466e-11  2.06295919e-13  1.04428370e+02 
 3.82000000e-01  2.23727772e-11  2.11140135e-13  1.05961746e+02 
 3.83000000e-01  2.32343658e-11  2.16110118e-13  1.07511699e+02 
 3.84000000e-01  2.41291388e-11  2.21211072e-13  1.09077446e+02 
 3.85000000e-01  2.50583651e-11  2.26445600e-13  1.10659536e+02 
 3.86000000e-01  2.60233874e-11  2.31811968e-13  1.12260759e+02 
 3.87000000e-01  2.70255762e-11  2.37320582e-13  1.13877928e+02 
 3.88000000e-01  2.80663643e-11  2.42969710e-13  1.15513841e+02 
 3.89000000e-01  2.91472350e-11  2.48771492e-13  1.17164691e+02 
 3.90000000e-01  3.02697381e-11  2.54726798e-13  1.18832170e+02 
 3.91000000e-01  3.14354714e-11  2.60839097e-13  1.20516716e+02 
 3.92000000e-01  3.26461054e-11  2.67106653e-13  1.22221237e+02 
 3.93000000e-01  3.39033601e-11  2.73549416e-13  1.23938704e+02 
 3.94000000e-01  3.52090353e-11  2.80152641e-13  1.25678042e+02 
 3.95000000e-01  3.65650036e-11  2.86941482e-13  1.27430176e+02 
 3.96000000e-01  3.79731940e-11  2.93912469e-13  1.29198990e+02 
 3.97000000e-01  3.94356180e-11  3.01066469e-13  1.30986417e+02 
 3.98000000e-01  4.09543718e-11  3.08414758e-13  1.32789923e+02 
 3.99000000e-01  4.25316154e-11  3.15959071e-13  1.34611155e+02 
 4.00000000e-01  4.41696063e-11  3.23703744e-13  1.36450712e+02 
