 v-sweep         ic              ib              beta           
 3.00000000e-01  1.27346311e-12  3.51966720e-14  3.61813500e+01 
 3.01000000e-01  1.32150454e-12  3.59009697e-14  3.68097171e+01 
 3.02000000e-01  1.37327129e-12  3.66304209e-14  3.74899129e+01 
 3.03000000e-01  1.42607887e-12  3.73668110e-14  3.81643184e+01 
 3.04000000e-01  1.48091695e-12  3.81283546e-14  3.88403057e+01 
 3.05000000e-01  1.53786359e-12  3.88994392e-14  3.95343382e+01 
 3.06000000e-01  1.59700638e-12  3.96809322e-14  4.02461912e+01 
 3.07000000e-01  1.65842513e-12  4.04815070e-14  4.09674751e+01 
 3.08000000e-01  1.72221438e-12  4.13055007e-14  4.16945529e+01 
 3.09000000e-01  1.78845740e-12  4.21425048e-14  4.24383271e+01 
 3.10000000e-01  1.85725480e-12  4.29977234e-14  4.31942590e+01 
 3.11000000e-01  1.92869765e-12  4.38702894e-14  4.39636410e+01 
 3.12000000e-01  2.00289438e-12  4.47628046e-14  4.47446132e+01 
 3.13000000e-01  2.07994733e-12  4.56770039e-14  4.55359842e+01 
 3.14000000e-01  2.15996838e-12  4.66050809e-14  4.63461996e+01 
 3.15000000e-01  2.24307378e-12  4.75557094e-14  4.71672868e+01 
 3.16000000e-01  2.32937367e-12  4.85228177e-14  4.80057380e+01 
 3.17000000e-01  2.41900076e-12  4.95194164e-14  4.88495411e+01 
 3.18000000e-01  2.51207735e-12  5.05324949e-14  4.97121181e+01 
 3.19000000e-01  2.60874568e-12  5.15637880e-14  5.05925920e+01 
 3.20000000e-01  2.70913066e-12  5.26219693e-14  5.14828825e+01 
 3.21000000e-01  2.81338494e-12  5.36983652e-14  5.23923760e+01 
 3.22000000e-01  2.92165250e-12  5.48068535e-14  5.33081598e+01 
 3.23000000e-01  3.03409554e-12  5.59292196e-14  5.42488446e+01 
 3.24000000e-01  3.15086152e-12  5.70810760e-14  5.51997568e+01 
 3.25000000e-01  3.27213256e-12  5.82572185e-14  5.61669892e+01 
 3.26000000e-01  3.39806655e-12  5.94576472e-14  5.71510430e+01 
 3.27000000e-01  3.52885429e-12  6.06840967e-14  5.81512206e+01 
 3.28000000e-01  3.66467794e-12  6.19400365e-14  5.91649302e+01 
 3.29000000e-01  3.80573698e-12  6.32254666e-14  6.01931023e+01 
 3.30000000e-01  3.95222570e-12  6.45317134e-14  6.12447043e+01 
 3.31000000e-01  4.10435574e-12  6.58691852e-14  6.23107108e+01 
 3.32000000e-01  4.26234568e-12  6.72378820e-14  6.33920278e+01 
 3.33000000e-01  4.42642104e-12  6.86343344e-14  6.44928092e+01 
 3.34000000e-01  4.59681425e-12  7.00620118e-14  6.56106516e+01 
 3.35000000e-01  4.77377339e-12  7.15191795e-14  6.67481565e+01 
 3.36000000e-01  4.95754826e-12  7.30162459e-14  6.78965099e+01 
 3.37000000e-01  5.14839386e-12  7.45393331e-14  6.90694919e+01 
 3.38000000e-01  5.34659643e-12  7.60988495e-14  7.02585711e+01 
 3.39000000e-01  5.55242831e-12  7.76878562e-14  7.14709940e+01 
 3.40000000e-01  5.76618787e-12  7.93184963e-14  7.26966362e+01 
 3.41000000e-01  5.98818564e-12  8.09820961e-14  7.39445622e+01 
 3.42000000e-01  6.21873039e-12  8.26838599e-14  7.52109348e+01 
 3.43000000e-01  6.45815346e-12  8.44220528e-14  7.64984177e+01 
 3.44000000e-01  6.70680352e-12  8.62053485e-14  7.78003178e+01 
 3.45000000e-01  6.96502231e-12  8.80198693e-14  7.91301142e+01 
 3.46000000e-01  7.23318801e-12  8.98812276e-14  8.04749579e+01 
 3.47000000e-01  7.51169266e-12  9.17790151e-14  8.18454267e+01 
 3.48000000e-01  7.80090749e-12  9.37201707e-14  8.32361639e+01 
 3.49000000e-01  8.10126965e-12  9.57098985e-14  8.46440105e+01 
 3.50000000e-01  8.41319722e-12  9.77412597e-14  8.60762102e+01 
