 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.646421982956555e-10  6.646421982956555e-10  3.229941676809382e-08  5.102961189952322e-09  1.319999999906763e+00  3.599999999858233e+00 -2.835349732777104e-10 -1.864735033052511e-10 
 5.000000000000001e-12  6.646417027855733e-10  6.646421982461096e-10  3.230016301647431e-08  5.102965633385637e-09  1.319999999906763e+00  3.599999999858225e+00 -2.835509604892650e-10 -1.864735033052511e-10 
 1.000000000000000e-11  6.646420497302685e-10  6.646421982312595e-10  3.230045696189787e-08  5.102954003799454e-09  1.319999999906763e+00  3.599999999858217e+00 -2.835669477008196e-10 -1.864735033052511e-10 
 2.000000000000000e-11  6.646430628087785e-10  6.646421983231177e-10  3.230053649549980e-08  5.102940445200765e-09  1.319999999906763e+00  3.599999999858222e+00 -2.835562895597832e-10 -1.864748355728807e-10 
 4.000000000000000e-11  6.646418554412392e-10  6.646421983143148e-10  3.229997135208162e-08  5.102936496970134e-09  1.319999999906764e+00  3.599999999858223e+00 -2.835536250245241e-10 -1.864726151268314e-10 
 8.000000000000001e-11  6.646422093248283e-10  6.646421983125584e-10  3.229907415830402e-08  5.102956283226101e-09  1.319999999906764e+00  3.599999999858223e+00 -2.835536250245241e-10 -1.864730592160413e-10 
 1.600000000000000e-10  6.646418311551106e-10  6.646421979590218e-10  3.229893968254016e-08  5.102970638062865e-09  1.319999999906763e+00  3.599999999858212e+00 -2.835767176634363e-10 -1.864735033052511e-10 
 3.200000000000000e-10  6.646419976885642e-10  6.646421972929523e-10  3.229939656143252e-08  5.102962448433335e-09  1.319999999906763e+00  3.599999999858190e+00 -2.836202384060016e-10 -1.864739473944610e-10 
 6.400000000000001e-10  6.646421624872945e-10  6.646421966289926e-10  3.229950117176333e-08  5.102962667442174e-09  1.319999999906764e+00  3.599999999858160e+00 -2.836797463601215e-10 -1.864730592160413e-10 
 1.140000000000000e-09  6.646421035066963e-10  6.646421956635346e-10  3.229942388105044e-08  5.102959079166663e-09  1.319999999906763e+00  3.599999999858138e+00 -2.837241552811065e-10 -1.864735033052511e-10 
 1.640000000000000e-09  6.646421425379745e-10  6.646421949920216e-10  3.229941430082321e-08  5.102962029931296e-09  1.319999999906763e+00  3.599999999858129e+00 -2.837428070279202e-10 -1.864739473944610e-10 
 2.140000000000000e-09  6.646421789671675e-10  6.646421946635414e-10  3.229941605907387e-08  5.102961038970510e-09  1.319999999906764e+00  3.599999999858127e+00 -2.837454715631793e-10 -1.864726151268314e-10 
 2.640000000000000e-09  6.646421425379745e-10  6.646421942095709e-10  3.229941701187074e-08  5.102960884146440e-09  1.319999999906764e+00  3.599999999858126e+00 -2.837490242768581e-10 -1.864712828592019e-10 
 3.140000000000000e-09  6.646421885081466e-10  6.646421940214917e-10  3.229941690854627e-08  5.102961124839323e-09  1.319999999906765e+00  3.599999999858125e+00 -2.837508006336975e-10 -1.864703946807822e-10 
 3.640000000000000e-09  6.646421642220179e-10  6.646421937618664e-10  3.229941652793710e-08  5.102961071496576e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837534651689566e-10 -1.864703946807822e-10 
 4.140000000000000e-09  6.646421997838492e-10  6.646421937157784e-10  3.229941706906240e-08  5.102961924546845e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837543533473763e-10 -1.864699505915723e-10 
 4.640000000000001e-09  6.646421989164875e-10  6.646421937349591e-10  3.229941651427615e-08  5.102960844681481e-09  1.319999999906765e+00  3.599999999858124e+00 -2.837525769905369e-10 -1.864699505915723e-10 
 5.140000000000001e-09  6.646422145289987e-10  6.646421938790194e-10  3.229941597960185e-08  5.102960445695082e-09  1.319999999906765e+00  3.599999999858125e+00 -2.837508006336975e-10 -1.864695065023625e-10 
 5.640000000000001e-09  6.646422162637222e-10  6.646421940749643e-10  3.229941751228425e-08  5.102961084940683e-09  1.319999999906765e+00  3.599999999858124e+00 -2.837516888121172e-10 -1.864703946807822e-10 
 6.140000000000002e-09  6.646421850386997e-10  6.646421940800040e-10  3.229941622490259e-08  5.102961575000065e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837534651689566e-10 -1.864703946807822e-10 
 6.640000000000002e-09  6.646421529463153e-10  6.646421938092643e-10  3.229941732943355e-08  5.102961122237237e-09  1.319999999906765e+00  3.599999999858125e+00 -2.837508006336975e-10 -1.864703946807822e-10 
 7.140000000000002e-09  6.646421945796788e-10  6.646421937247175e-10  3.229941680793231e-08  5.102960897590547e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837543533473763e-10 -1.864703946807822e-10 
 7.640000000000003e-09  6.646422362130422e-10  6.646421939781015e-10  3.229941686057032e-08  5.102961101420556e-09  1.319999999906765e+00  3.599999999858122e+00 -2.837561297042157e-10 -1.864703946807822e-10 
 8.140000000000002e-09  6.646421642220179e-10  6.646421938649433e-10  3.229941642005898e-08  5.102961572397979e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837534651689566e-10 -1.864703946807822e-10 
 8.640000000000002e-09  6.646422015185727e-10  6.646421938781600e-10  3.229941703328373e-08  5.102960975219423e-09  1.319999999906765e+00  3.599999999858122e+00 -2.837561297042157e-10 -1.864703946807822e-10 
 9.140000000000001e-09  6.646421989164875e-10  6.646421939159028e-10  3.229941640206123e-08  5.102961230657455e-09  1.319999999906765e+00  3.599999999858119e+00 -2.837614587747339e-10 -1.864699505915723e-10 
 9.640000000000001e-09  6.646422474887448e-10  6.646421942831874e-10  3.229941718252416e-08  5.102961005143403e-09  1.319999999906765e+00  3.599999999858119e+00 -2.837614587747339e-10 -1.864695065023625e-10 
 1.014000000000000e-08  6.646422179984457e-10  6.646421945618594e-10  3.229941641713164e-08  5.102961274459222e-09  1.319999999906765e+00  3.599999999858121e+00 -2.837587942394748e-10 -1.864695065023625e-10 
 1.064000000000000e-08  6.646422084574666e-10  6.646421947461587e-10  3.229941637750405e-08  5.102961122237237e-09  1.319999999906765e+00  3.599999999858121e+00 -2.837579060610551e-10 -1.864699505915723e-10 
 1.114000000000000e-08  6.646422162637222e-10  6.646421949496853e-10  3.229941750263485e-08  5.102961066292405e-09  1.319999999906765e+00  3.599999999858121e+00 -2.837587942394748e-10 -1.864699505915723e-10 
 1.164000000000000e-08  6.646422084574666e-10  6.646421951065338e-10  3.229941654924167e-08  5.102960653428218e-09  1.319999999906765e+00  3.599999999858122e+00 -2.837570178826354e-10 -1.864699505915723e-10 
 1.214000000000000e-08  6.646422492234683e-10  6.646421955168605e-10  3.229941690204106e-08  5.102961736763029e-09  1.319999999906765e+00  3.599999999858124e+00 -2.837516888121172e-10 -1.864699505915723e-10 
 1.264000000000000e-08  6.646421685588266e-10  6.646421954742003e-10  3.229941633348544e-08  5.102961480457635e-09  1.319999999906765e+00  3.599999999858123e+00 -2.837534651689566e-10 -1.864695065023625e-10 
 1.314000000000000e-08  6.646422301415100e-10  6.646421956896591e-10  3.229941687770072e-08  5.102960445261401e-09  1.319999999906765e+00  3.599999999858124e+00 -2.837516888121172e-10 -1.864695065023625e-10 
