 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  8.493608009658032e-09  8.493608009658032e-09  1.071005284633717e-07  8.605074279945844e-08  1.079999999477621e+00  2.999999999192353e+00 -1.615293676593410e-09 -1.044758501933529e-09 
 5.000000000000001e-12  8.493608399939845e-09  8.493608009697055e-09  1.071007538211433e-07  8.605079503815061e-08  1.079999999477621e+00  2.999999999192357e+00 -1.615286571166052e-09 -1.044758057844319e-09 
 1.000000000000000e-11  8.493608469328784e-09  8.493608009743014e-09  1.071008366403114e-07  8.605080716039826e-08  1.079999999477621e+00  2.999999999192361e+00 -1.615277689381855e-09 -1.044757169665900e-09 
 2.000000000000000e-11  8.493608288917542e-09  8.493608009813274e-09  1.071007983480254e-07  8.605079206830402e-08  1.079999999477620e+00  2.999999999192367e+00 -1.615266143062399e-09 -1.044760278290369e-09 
 4.000000000000000e-11  8.493608261161967e-09  8.493608009929779e-09  1.071004455573121e-07  8.605072488593324e-08  1.079999999477618e+00  2.999999999192376e+00 -1.615247491315586e-09 -1.044763831004047e-09 
 8.000000000000001e-11  8.493607914217272e-09  8.493608009977020e-09  1.071000385530207e-07  8.605069376846353e-08  1.079999999477618e+00  2.999999999192376e+00 -1.615247491315586e-09 -1.044764719182467e-09 
 1.600000000000000e-10  8.493607431964145e-09  8.493608009460416e-09  1.071002442166319e-07  8.605073768472304e-08  1.079999999477616e+00  2.999999999192352e+00 -1.615295452950249e-09 -1.044767383717726e-09 
 3.200000000000000e-10  8.493607756357435e-09  8.493608008562898e-09  1.071007033853592e-07  8.605075763924719e-08  1.079999999477617e+00  2.999999999192305e+00 -1.615390488041157e-09 -1.044766051450097e-09 
 6.400000000000001e-10  8.493607744214371e-09  8.493608006836417e-09  1.071006518432553e-07  8.605074576333027e-08  1.079999999477619e+00  2.999999999192231e+00 -1.615538813837247e-09 -1.044762498736418e-09 
 1.140000000000000e-09  8.493607908145739e-09  8.493608005211602e-09  1.071005112046695e-07  8.605074114766478e-08  1.079999999477620e+00  2.999999999192174e+00 -1.615651612496549e-09 -1.044760278290369e-09 
 1.640000000000000e-09  8.493607852634588e-09  8.493608003663140e-09  1.071005066369257e-07  8.605074354548631e-08  1.079999999477621e+00  2.999999999192154e+00 -1.615691580525436e-09 -1.044757613755110e-09 
 2.140000000000000e-09  8.493607963656891e-09  8.493608002885461e-09  1.071005268635846e-07  8.605074199941401e-08  1.079999999477622e+00  2.999999999192150e+00 -1.615700462309633e-09 -1.044755837398270e-09 
 2.640000000000000e-09  8.493607886461696e-09  8.493608001856933e-09  1.071005295208557e-07  8.605074143085839e-08  1.079999999477623e+00  2.999999999192149e+00 -1.615701350488052e-09 -1.044754949219850e-09 
 3.140000000000000e-09  8.493608116312557e-09  8.493608002274345e-09  1.071005286340868e-07  8.605074254281614e-08  1.079999999477623e+00  2.999999999192151e+00 -1.615697797774374e-09 -1.044754505130641e-09 
 3.640000000000000e-09  8.493608011361786e-09  8.493608002472743e-09  1.071005295551165e-07  8.605074439983762e-08  1.079999999477623e+00  2.999999999192152e+00 -1.615695133239115e-09 -1.044754505130641e-09 
 4.140000000000000e-09  8.493608026106936e-09  8.493608002694955e-09  1.071005279723982e-07  8.605074116804778e-08  1.079999999477623e+00  2.999999999192153e+00 -1.615694245060695e-09 -1.044754505130641e-09 
 4.640000000000001e-09  8.493607942840209e-09  8.493608002372146e-09  1.071005289639011e-07  8.605074313825997e-08  1.079999999477623e+00  2.999999999192154e+00 -1.615692468703855e-09 -1.044754505130641e-09 
 5.140000000000001e-09  8.493608005290254e-09  8.493608002284581e-09  1.071005280278009e-07  8.605074450088526e-08  1.079999999477623e+00  2.999999999192153e+00 -1.615693356882275e-09 -1.044754505130641e-09 
