 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  5.875504045447247e-10  5.875504045447247e-10  1.713780948043016e-08  2.834923244702295e-09  1.079999999954760e+00  2.999999999895114e+00 -2.097717555216150e-10 -9.047917970406161e-11 
 5.000000000000000e-11  5.875501959962115e-10  5.875504043363846e-10  1.713823295863471e-08  2.834915354945902e-09  1.079999999954760e+00  2.999999999895107e+00 -2.097868545547499e-10 -9.047917970406161e-11 
 1.000000000000000e-10  5.875502306906810e-10  5.875504041629124e-10  1.713787280442570e-08  2.834914410044612e-09  1.079999999954760e+00  2.999999999895100e+00 -2.097992890526257e-10 -9.048006788248131e-11 
 2.000000000000000e-10  5.875501717100828e-10  5.875504037456919e-10  1.713762674476505e-08  2.834924249139603e-09  1.079999999954760e+00  2.999999999895082e+00 -2.098365925462531e-10 -9.048006788248131e-11 
 4.000000000000000e-10  5.875502983448966e-10  5.875504031603583e-10  1.713776777345867e-08  2.834928902064474e-09  1.079999999954760e+00  2.999999999895071e+00 -2.098579088283259e-10 -9.048095606090101e-11 
 8.000000000000000e-10  5.875503382435365e-10  5.875504023842161e-10  1.713784897475705e-08  2.834924016611350e-09  1.079999999954760e+00  2.999999999895057e+00 -2.098854423593366e-10 -9.048051197169116e-11 
 1.600000000000000e-09  5.875503096205992e-10  5.875504008871435e-10  1.713781413387756e-08  2.834922069850971e-09  1.079999999954762e+00  2.999999999895032e+00 -2.099360685292595e-10 -9.047562699038281e-11 
 3.200000000000000e-09  5.875504063314330e-10  5.875503998146083e-10  1.713780755159312e-08  2.834922941097558e-09  1.079999999954763e+00  2.999999999895019e+00 -2.099618257034308e-10 -9.047473881196311e-11 
 6.400000000000000e-09  5.875503865989534e-10  5.875503984995954e-10  1.713780943836043e-08  2.834923092889825e-09  1.079999999954760e+00  2.999999999895037e+00 -2.099262985666428e-10 -9.048095606090101e-11 
 1.140000000000000e-08  5.875503976578156e-10  5.875503977175842e-10  1.713780951411275e-08  2.834923842139431e-09  1.079999999954758e+00  2.999999999895041e+00 -2.099183049608655e-10 -9.048362059616011e-11 
 1.640000000000000e-08  5.875503320635841e-10  5.875503933698307e-10  1.713780929781444e-08  2.834923317097706e-09  1.079999999954763e+00  2.999999999895031e+00 -2.099387330645186e-10 -9.047473881196311e-11 
 2.140000000000000e-08  5.875503609033619e-10  5.875503899820034e-10  1.713780951033310e-08  2.834923267908581e-09  1.079999999954764e+00  2.999999999895029e+00 -2.099413975997777e-10 -9.047296245512371e-11 
 2.640000000000000e-08  5.875503732632667e-10  5.875503878783863e-10  1.713780942758775e-08  2.834923229054830e-09  1.079999999954764e+00  2.999999999895031e+00 -2.099378448860989e-10 -9.047251836591386e-11 
 3.140000000000000e-08  5.875503684927771e-10  5.875503860094055e-10  1.713780955824220e-08  2.834923299432771e-09  1.079999999954763e+00  2.999999999895031e+00 -2.099387330645186e-10 -9.047340654433356e-11 
 3.640000000000000e-08  5.875503720706443e-10  5.875503845541764e-10  1.713780934119079e-08  2.834923167959553e-09  1.079999999954764e+00  2.999999999895031e+00 -2.099378448860989e-10 -9.047296245512371e-11 
 4.139999999999999e-08  5.875503719622241e-10  5.875503833124203e-10  1.713780950030864e-08  2.834923256875727e-09  1.079999999954763e+00  2.999999999895031e+00 -2.099387330645186e-10 -9.047340654433356e-11 
 4.639999999999999e-08  5.875503657822717e-10  5.875503818287372e-10  1.713780940298341e-08  2.834923306843720e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047340654433356e-11 
 5.139999999999999e-08  5.875503681675165e-10  5.875503805112600e-10  1.713780949923235e-08  2.834923239716239e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047340654433356e-11 
 5.639999999999999e-08  5.875503630717663e-10  5.875503790095800e-10  1.713780954699450e-08  2.834923353216786e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047340654433356e-11 
 6.139999999999999e-08  5.875503653485908e-10  5.875503776864931e-10  1.713780943799110e-08  2.834923266356941e-09  1.079999999954763e+00  2.999999999895029e+00 -2.099413975997777e-10 -9.047340654433356e-11 
 6.640000000000000e-08  5.875503601444204e-10  5.875503761766489e-10  1.713780960261764e-08  2.834923149412006e-09  1.079999999954764e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047296245512371e-11 
 7.140000000000000e-08  5.875503140658281e-10  5.875503718228964e-10  1.713780937769135e-08  2.834923235102880e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099396212429383e-10 -9.047340654433356e-11 
 7.640000000000001e-08  5.875503460497922e-10  5.875503688515297e-10  1.713780946609950e-08  2.834923301223860e-09  1.079999999954763e+00  2.999999999895032e+00 -2.099369567076792e-10 -9.047340654433356e-11 
 8.140000000000001e-08  5.875503471339943e-10  5.875503665656317e-10  1.713780947382868e-08  2.834923201002577e-09  1.079999999954763e+00  2.999999999895029e+00 -2.099413975997777e-10 -9.047340654433356e-11 
 8.640000000000002e-08  5.875503511455424e-10  5.875503648875330e-10  1.713780938152872e-08  2.834923266418809e-09  1.079999999954763e+00  2.999999999895029e+00 -2.099413975997777e-10 -9.047340654433356e-11 
 9.140000000000002e-08  5.875503469171539e-10  5.875503632399784e-10  1.713780950428918e-08  2.834923356474953e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099396212429383e-10 -9.047340654433356e-11 
 9.640000000000003e-08  5.875503488687178e-10  5.875503618269138e-10  1.713780948561369e-08  2.834923244733987e-09  1.079999999954764e+00  2.999999999895029e+00 -2.099413975997777e-10 -9.047251836591386e-11 
 1.014000000000000e-07  5.875503485434572e-10  5.875503605551152e-10  1.713780936312359e-08  2.834923295704565e-09  1.079999999954764e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047251836591386e-11 
 1.064000000000000e-07  5.875503434477070e-10  5.875503590884651e-10  1.713780956934387e-08  2.834923190548382e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047340654433356e-11 
 1.114000000000000e-07  5.875503449655900e-10  5.875503577474573e-10  1.713780933329110e-08  2.834923279545552e-09  1.079999999954763e+00  2.999999999895030e+00 -2.099396212429383e-10 -9.047340654433356e-11 
 1.164000000000000e-07  5.875503400866802e-10  5.875503562245937e-10  1.713780945081695e-08  2.834923160433406e-09  1.079999999954764e+00  2.999999999895030e+00 -2.099405094213580e-10 -9.047296245512371e-11 
 1.214000000000000e-07  5.875503422550846e-10  5.875503548756045e-10  1.713780935695789e-08  2.834923066959002e-09  1.079999999954764e+00  2.999999999895030e+00 -2.099396212429383e-10 -9.047296245512371e-11 
