 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  9.431360613922715e-10  9.431360613922715e-10  6.282540626760745e-08  1.151339560630666e-08  1.319999999842021e+00  3.599999999600721e+00 -7.985576644387038e-10 -3.159574823996536e-10 
 5.000000000000001e-12  9.431362774092733e-10  9.431360614138712e-10  6.282545330152378e-08  1.151340438959592e-08  1.319999999842025e+00  3.599999999600727e+00 -7.985452299408280e-10 -3.159508210615058e-10 
 1.000000000000000e-11  9.431365827206051e-10  9.431360614659966e-10  6.282545788813265e-08  1.151340470184614e-08  1.319999999842028e+00  3.599999999600735e+00 -7.985301309076931e-10 -3.159432715449384e-10 
 2.000000000000000e-11  9.431363329204245e-10  9.431360615402630e-10  6.282541975544120e-08  1.151340178057181e-08  1.319999999842034e+00  3.599999999600743e+00 -7.985150318745582e-10 -3.159312811362724e-10 
 4.000000000000000e-11  9.431362288370160e-10  9.431360616398036e-10  6.282532582016498e-08  1.151338788196732e-08  1.319999999842042e+00  3.599999999600759e+00 -7.984830574514490e-10 -3.159152939247178e-10 
 8.000000000000001e-11  9.431365063927721e-10  9.431360619327767e-10  6.282529112743018e-08  1.151338133512092e-08  1.319999999842050e+00  3.599999999600764e+00 -7.984715111319929e-10 -3.158997508023731e-10 
 1.600000000000000e-10  9.431357222977610e-10  9.431360618411940e-10  6.282540680052628e-08  1.151340072065576e-08  1.319999999842055e+00  3.599999999600751e+00 -7.984972683061642e-10 -3.158908690181761e-10 
 3.200000000000000e-10  9.431359859757293e-10  9.431360616226857e-10  6.282545749131466e-08  1.151339771351262e-08  1.319999999842052e+00  3.599999999600732e+00 -7.985363481566310e-10 -3.158961980886943e-10 
 6.400000000000001e-10  9.431358419936808e-10  9.431360606083985e-10  6.282541221665824e-08  1.151339874914253e-08  1.319999999842042e+00  3.599999999600704e+00 -7.985914152186524e-10 -3.159157380139277e-10 
 1.140000000000000e-09  9.431359859757293e-10  9.431360595510280e-10  6.282539945559867e-08  1.151339498435891e-08  1.319999999842031e+00  3.599999999600686e+00 -7.986278305338601e-10 -3.159374983852103e-10 
 1.640000000000000e-09  9.431360067924111e-10  9.431360588515105e-10  6.282540494567321e-08  1.151339618435387e-08  1.319999999842026e+00  3.599999999600671e+00 -7.986589167785496e-10 -3.159490447046664e-10 
 2.140000000000000e-09  9.431359773021120e-10  9.431360580798201e-10  6.282540504254667e-08  1.151339557112913e-08  1.319999999842023e+00  3.599999999600659e+00 -7.986820094174618e-10 -3.159534855967649e-10 
 2.640000000000000e-09  9.431360761813501e-10  9.431360579441709e-10  6.282540611238317e-08  1.151339593715578e-08  1.319999999842023e+00  3.599999999600656e+00 -7.986882266663997e-10 -3.159548178643945e-10 
