 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.646421982956555e-10  6.646421982956555e-10  3.229941676809382e-08  5.102961189952322e-09  1.319999999906763e+00  3.599999999858233e+00 -2.835349732777104e-10 -1.864735033052511e-10 
 5.000000000000000e-10  6.646420323830338e-10  6.646421966529564e-10  3.229944310306049e-08  5.102959569009205e-09  1.319999999906766e+00  3.599999999858182e+00 -2.836353374391365e-10 -1.864677301455231e-10 
 1.000000000000000e-09  6.646421156497606e-10  6.646421958509446e-10  3.229940773402749e-08  5.102961272073978e-09  1.319999999906768e+00  3.599999999858154e+00 -2.836921808579973e-10 -1.864637333426344e-10 
 2.000000000000000e-09  6.646421295275484e-10  6.646421944304997e-10  3.229942104212126e-08  5.102962307703893e-09  1.319999999906767e+00  3.599999999858125e+00 -2.837508006336975e-10 -1.864668419671034e-10 
 4.000000000000000e-09  6.646422388151274e-10  6.646421943610419e-10  3.229941730343981e-08  5.102960358525227e-09  1.319999999906763e+00  3.599999999858125e+00 -2.837508006336975e-10 -1.864735033052511e-10 
 8.000000000000000e-09  6.646421698598692e-10  6.646421931858294e-10  3.229941681926900e-08  5.102961310671575e-09  1.319999999906764e+00  3.599999999858119e+00 -2.837614587747339e-10 -1.864730592160413e-10 
 1.600000000000000e-08  6.646422074816846e-10  6.646421935802016e-10  3.229941682387347e-08  5.102961179456007e-09  1.319999999906762e+00  3.599999999858112e+00 -2.837756696294491e-10 -1.864761678405102e-10 
 3.200000000000000e-08  6.646421713235422e-10  6.646421902599157e-10  3.229941686767524e-08  5.102960968375396e-09  1.319999999906762e+00  3.599999999858114e+00 -2.837730050941900e-10 -1.864770560189299e-10 
 6.400000000000000e-08  6.646421496394987e-10  6.646421770702706e-10  3.229941689377147e-08  5.102961234296308e-09  1.319999999906760e+00  3.599999999858108e+00 -2.837845514136461e-10 -1.864810528218186e-10 
 1.140000000000000e-07  6.646421893212982e-10  6.646421769494446e-10  3.229941674901016e-08  5.102961098364461e-09  1.319999999906761e+00  3.599999999858128e+00 -2.837436952063399e-10 -1.864779441973496e-10 
 1.640000000000000e-07  6.646421467934680e-10  6.646421648628887e-10  3.229941677652348e-08  5.102961139625130e-09  1.319999999906763e+00  3.599999999858127e+00 -2.837454715631793e-10 -1.864748355728807e-10 
 2.140000000000000e-07  6.646421809187314e-10  6.646421688679147e-10  3.229941663616462e-08  5.102961192432552e-09  1.319999999906763e+00  3.599999999858124e+00 -2.837516888121172e-10 -1.864748355728807e-10 
 2.640000000000000e-07  6.646422028467203e-10  6.646421832604421e-10  3.229941666533939e-08  5.102961058957100e-09  1.319999999906763e+00  3.599999999858129e+00 -2.837428070279202e-10 -1.864748355728807e-10 
 3.140000000000000e-07  6.646421583673262e-10  6.646421761817013e-10  3.229941669429140e-08  5.102961113221419e-09  1.319999999906763e+00  3.599999999858129e+00 -2.837419188495005e-10 -1.864743914836708e-10 
