 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  8.759832502431302e-10  8.759832502431302e-10  4.661522237024818e-08  8.752560692392661e-09  1.199999999887958e+00  3.299999999672803e+00 -6.543938724234977e-10 -2.240847507550825e-10 
 5.000000000000000e-11  8.759832928473266e-10  8.759832502856919e-10  4.661521604745061e-08  8.752573214809711e-09  1.199999999887958e+00  3.299999999672799e+00 -6.544018660292750e-10 -2.240834184874529e-10 
 1.000000000000000e-10  8.759831783555772e-10  8.759832502138336e-10  4.661521465099822e-08  8.752563651279188e-09  1.199999999887959e+00  3.299999999672797e+00 -6.544063069213735e-10 -2.240820862198234e-10 
 2.000000000000000e-10  8.759831471305546e-10  8.759832500328642e-10  4.661522719391631e-08  8.752556407073953e-09  1.199999999887958e+00  3.299999999672786e+00 -6.544276232034463e-10 -2.240843066658726e-10 
 4.000000000000000e-10  8.759833552973717e-10  8.759832501404654e-10  4.661523053694529e-08  8.752563873323793e-09  1.199999999887957e+00  3.299999999672796e+00 -6.544080832782129e-10 -2.240860830227120e-10 
 8.000000000000000e-10  8.759831644777893e-10  8.759832498169183e-10  4.661521963203984e-08  8.752559804529880e-09  1.199999999887957e+00  3.299999999672794e+00 -6.544125241703114e-10 -2.240856389335022e-10 
 1.600000000000000e-09  8.759833206029022e-10  8.759832502336256e-10  4.661522348540278e-08  8.752560628089850e-09  1.199999999887958e+00  3.299999999672800e+00 -6.544009778508553e-10 -2.240851948442923e-10 
 3.200000000000000e-09  8.759833206029022e-10  8.759832518863495e-10  4.661522094408710e-08  8.752560738353211e-09  1.199999999887959e+00  3.299999999672807e+00 -6.543858788177204e-10 -2.240825303090332e-10 
 6.400000000000000e-09  8.759831926670458e-10  8.759832509697065e-10  4.661522303075615e-08  8.752561136851720e-09  1.199999999887958e+00  3.299999999672802e+00 -6.543965369587568e-10 -2.240851948442923e-10 
 1.140000000000000e-08  8.759832535992079e-10  8.759832506127107e-10  4.661522205723747e-08  8.752560309442832e-09  1.199999999887957e+00  3.299999999672800e+00 -6.544009778508553e-10 -2.240856389335022e-10 
 1.640000000000000e-08  8.759832609717827e-10  8.759832511485913e-10  4.661522272465538e-08  8.752560791045437e-09  1.199999999887958e+00  3.299999999672800e+00 -6.544009778508553e-10 -2.240834184874529e-10 
 2.140000000000000e-08  8.759832605381018e-10  8.759832519028985e-10  4.661522230195884e-08  8.752560688181756e-09  1.199999999887958e+00  3.299999999672799e+00 -6.544027542076947e-10 -2.240843066658726e-10 
