Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_1;CTX_L30_0;0.004;
C2;CTX_L10_1;CTX_L8_0;0.003;
C3;CTX_L10_1;P,PSEG_L10_0,PSEG_L50_0;0.006;
C4;CTX_L10_1;VSUBS;0.886;
C5;CTX_L30_0;CTX_L30_2;0.015;
C6;CTX_L30_0;CTX_L8_0;0.086;
C7;CTX_L30_0;CTX_L8_1;0.014;
C8;CTX_L30_0;P,PSEG_L10_0,PSEG_L50_0;0.137;
C9;CTX_L30_0;VSUBS;0.731;
C10;CTX_L30_2;CTX_L8_0;0.004;
C11;CTX_L30_2;CTX_L8_1;0.062;
C12;CTX_L30_2;P,PSEG_L10_0,PSEG_L50_0;0.022;
C13;CTX_L30_2;VSUBS;0.402;
C14;CTX_L8_0;CTX_L8_1;0.055;
C15;CTX_L8_0;P,PSEG_L10_0,PSEG_L50_0;0.053;
C16;CTX_L8_0;VSUBS;1.034;
C17;CTX_L8_1;P,PSEG_L10_0,PSEG_L50_0;0.018;
C18;CTX_L8_1;VSUBS;0.615;
C19;P,PSEG_L10_0,PSEG_L50_0;VSUBS;0.9;
