 v-sweep                v(g)                   v(dh)                  v(dl)                  i(vm_g)                i(vm_dh)               i(vm_dl)               i(vg)                  i(vdh)                 i(vdl)                 i(vdd)                 i(vdda)               
-3.000000000000000e-01 -2.999999998532822e-01  1.199999999999977e+00  1.199999999438089e+00 -5.413053685843217e-12  1.640623741657345e-16  6.713161537298977e-12  7.795219754362198e-10 -2.336850130981608e-11 -3.008149427371696e-11  0.000000000000000e+00 -3.721702502585958e-11 
-2.900000000000000e-01 -2.899999998574841e-01  1.199999999999977e+00  1.199999999463449e+00 -5.258035326582977e-12  1.640717975404944e-16  6.410180175812317e-12  4.919469165560815e-10 -2.336850105953099e-11 -2.977852109890558e-11  0.000000000000000e+00 -3.632565484010480e-11 
-2.800000000000000e-01 -2.799999998615892e-01  1.199999999999977e+00  1.199999999487232e+00 -5.106574017810228e-12  1.640842998234336e-16  6.126042014428386e-12  3.157729419689825e-10 -2.336850131395972e-11 -2.949437538269278e-11  0.000000000000000e+00 -3.545239491508377e-11 
-2.700000000000000e-01 -2.699999998655992e-01  1.199999999999977e+00  1.199999999509559e+00 -4.958622054629380e-12  1.641009334978156e-16  5.859305727193154e-12  2.077028057430711e-10 -2.336850131395972e-11 -2.922764603575006e-11  0.000000000000000e+00 -3.459681541894420e-11 
-2.600000000000000e-01 -2.599999998695159e-01  1.199999999999977e+00  1.199999999530540e+00 -4.814116119633560e-12  1.641231234964601e-16  5.608642685030589e-12  1.412696977697510e-10 -2.336850131395972e-11 -2.897698369764184e-11  0.000000000000000e+00 -3.375830560180824e-11 
-2.500000000000000e-01 -2.499999998733408e-01  1.199999999999977e+00  1.199999999550278e+00 -4.673006773203703e-12  1.641528027099927e-16  5.372831177419561e-12  1.002953675981017e-10 -2.336850131054834e-11 -2.874117058905659e-11  0.000000000000000e+00 -3.293697648806089e-11 
-2.400000000000000e-01 -2.399999998770748e-01  1.199999999999977e+00  1.199999999568867e+00 -4.535241106273791e-12  1.641925979433470e-16  5.150751455431680e-12  7.489073951288192e-11 -2.336850130981586e-11 -2.851908435005567e-11  0.000000000000000e+00 -3.213213418413732e-11 
-2.300000000000000e-01 -2.299999998807196e-01  1.199999999999977e+00  1.199999999586392e+00 -4.400765342416069e-12  1.642460854720176e-16  4.941381782824115e-12  5.901107763800435e-11 -2.336850130981586e-11 -2.830971536956960e-11  0.000000000000000e+00 -3.134376481435100e-11 
-2.200000000000000e-01 -2.199999998842769e-01  1.199999999999977e+00  1.199999999602930e+00 -4.269524837841043e-12  1.643181427436241e-16  4.743795802914745e-12  4.896144832125513e-11 -2.336850105953045e-11 -2.811213531954086e-11  0.000000000000000e+00 -3.057128563674576e-11 
-2.100000000000000e-01 -2.099999998877479e-01  1.199999999999977e+00  1.199999999618552e+00 -4.141466683482697e-12  1.644154330615691e-16  4.557161323200726e-12  4.248321421108574e-11 -2.336850130981608e-11 -2.792549320159919e-11  0.000000000000000e+00 -2.981502934280558e-11 
-2.000000000000000e-01 -1.999999998911339e-01  1.199999999999977e+00  1.199999999633319e+00 -4.016538403955883e-12  1.645470744260422e-16  4.380741707469921e-12  3.819564150747017e-11 -2.336850105953045e-11 -2.774908024742410e-11  0.000000000000000e+00 -2.907426091034120e-11 
-1.899999999999999e-01 -1.899999998944367e-01  1.199999999999977e+00  1.199999999647284e+00 -3.894681452343285e-12  1.647255637053238e-16  4.213899993959057e-12  3.525457511967149e-11 -2.336850105953045e-11 -2.758223974767508e-11  0.000000000000000e+00 -2.834906323065605e-11 
-1.799999999999999e-01 -1.799999998976576e-01  1.199999999999977e+00  1.199999999660492e+00 -3.775846822706708e-12  1.649680552286050e-16  4.056106397496019e-12  3.314386388542377e-11 -2.336850279425393e-11 -2.742444583085328e-11  0.000000000000000e+00 -2.763893682853018e-11 
-1.699999999999999e-01 -1.699999999007982e-01  1.199999999999977e+00  1.199999999672977e+00 -3.659979871256658e-12  1.652981319053340e-16  3.906952461968219e-12  3.154783126005603e-11 -2.336850304453934e-11 -2.727528588305683e-11  0.000000000000000e+00 -2.694389545661026e-11 
-1.599999999999999e-01 -1.599999999038597e-01  1.199999999999977e+00  1.199999999684761e+00 -3.547029857331463e-12  1.657482615468077e-16  3.766171376085563e-12  3.027334686458196e-11 -2.336850279425418e-11 -2.713450414907876e-11  0.000000000000000e+00 -2.626338437880742e-11 
