 v-sweep                v(g)                   v(dh)                  v(dl)                  i(vm_g)                i(vm_dh)               i(vm_dl)               i(vg)                  i(vdh)                 i(vdl)                 i(vdd)                 i(vdda)               
-3.000000000000000e-01 -2.999999998129260e-01  1.199999999976968e+00  1.199999999058409e+00 -6.901971182082800e-12  1.619942110389004e-13  1.124919738399797e-11  7.822697113465897e-07  6.723471208840431e-10  6.612599060690659e-10  0.000000000000000e+00 -9.867544952606703e-09 
-2.900000000000000e-01 -2.899999998185984e-01  1.199999999974712e+00  1.199999999051337e+00 -6.692692407217482e-12  1.778610881619489e-13  1.133368963167181e-11  5.876362788359644e-07  6.723312537835141e-10  6.611754150425507e-10  0.000000000000000e+00 -9.860940721763331e-09 
-2.800000000000000e-01 -2.799999998241306e-01  1.199999999971713e+00  1.199999999035949e+00 -6.488585710395789e-12  1.989546819290341e-13  1.151752823798102e-11  4.413151985856959e-07  6.723101595535702e-10  6.609915759949846e-10  0.000000000000000e+00 -9.854379345324925e-09 
-2.700000000000000e-01 -2.699999998295249e-01  1.199999999967885e+00  1.199999999010496e+00 -6.289560885996970e-12  2.258771458631074e-13  1.182161956775802e-11  3.314543790312473e-07  6.722832383799465e-10  6.606874841738163e-10  0.000000000000000e+00 -9.847859158156967e-09 
-2.600000000000000e-01 -2.599999998347841e-01  1.199999999963142e+00  1.199999998972764e+00 -6.095528595762012e-12  2.592347769948143e-13  1.227240810166437e-11  2.490500897849417e-07  6.722498796475035e-10  6.602366954619020e-10  0.000000000000000e+00 -9.841379938218618e-09 
-2.500000000000000e-01 -2.499999998399102e-01  1.199999999957390e+00  1.199999998919958e+00 -5.906400368793641e-12  2.996890094054995e-13  1.290327261638285e-11  1.872877527015514e-07  6.722094258960437e-10  6.596058303101170e-10  0.000000000000000e+00 -9.834940991620488e-09 
-2.400000000000000e-01 -2.399999998449057e-01  1.199999999950520e+00  1.199999998848559e+00 -5.722095540450223e-12  3.480082080188991e-13  1.375628450177894e-11  1.410243255176280e-07  6.721611069083439e-10  6.587528199394454e-10  0.000000000000000e+00 -9.828541291406278e-09 
-2.300000000000000e-01 -2.299999998497732e-01  1.199999999942400e+00  1.199999998754130e+00 -5.542516098855366e-12  4.051168845369847e-13  1.488442172875046e-11  1.063867293497321e-07  6.721039980767912e-10  6.576246806907603e-10  0.000000000000000e+00 -9.822180532264656e-09 
-2.200000000000000e-01 -2.199999998545145e-01  1.199999999932871e+00  1.199999998631092e+00 -5.367583981452650e-12  4.721421872459302e-13  1.635435802570900e-11  8.046310292033451e-08  6.720369735658499e-10  6.561547454061566e-10  0.000000000000000e+00 -9.815857770506052e-09 
-2.100000000000000e-01 -2.099999998591325e-01  1.199999999921735e+00  1.199999998472423e+00 -5.197209849983064e-12  5.504596077325426e-13  1.824997618874780e-11  6.106702823088228e-08  6.719586542703565e-10  6.542591263277830e-10  0.000000000000000e+00 -9.809572409385591e-09 
