 v-sweep                v(g)                   v(dh)                  v(dl)                  i(vm_g)                i(vm_dh)               i(vm_dl)               i(vg)                  i(vdh)                 i(vdl)                 i(vdd)                 i(vdda)               
-3.000000000000000e-01 -2.999999981865774e-01  1.199999999984682e+00  1.199999993322073e+00 -6.690498068756545e-11  1.077416155047858e-13  7.978127065247232e-11  1.658694796889475e-06  5.483384220942277e-10  4.686648881586949e-10  0.000000000000000e+00 -9.468157242909412e-09 
-2.900000000000000e-01 -2.899999982364407e-01  1.199999999980806e+00  1.199999993263701e+00 -6.506530817601552e-11  1.350026145888516e-13  8.047863943349637e-11  1.211195356730761e-06  5.483111617195568e-10  4.679675197177655e-10  0.000000000000000e+00 -9.413024580120062e-09 
-2.800000000000000e-01 -2.799999982852093e-01  1.199999999976183e+00  1.199999993144131e+00 -6.326602696588024e-11  1.675122423388067e-13  8.190713602842691e-11  8.831627759821251e-07  5.482786504621395e-10  4.665390227028018e-10  0.000000000000000e+00 -9.358379098001654e-09 
-2.700000000000000e-01 -2.699999983328985e-01  1.199999999970695e+00  1.199999992949440e+00 -6.150656199632731e-11  2.061144880047730e-13  8.423311845570191e-11  6.434535205722329e-07  5.482400484653827e-10  4.642130386167506e-10  0.000000000000000e+00 -9.304218893437361e-09 
-2.600000000000000e-01 -2.599999983795239e-01  1.199999999964191e+00  1.199999992662091e+00 -5.978634948222705e-11  2.518547508645549e-13  8.766607405032642e-11  4.686990910395441e-07  5.481943099414610e-10  4.607800859725305e-10  0.000000000000000e+00 -9.250540734762522e-09 
-2.500000000000000e-01 -2.499999984251008e-01  1.199999999956490e+00  1.199999992260016e+00 -5.810481869955586e-11  3.060198625179234e-13  9.246966953099950e-11  3.415230624842425e-07  5.481401440056777e-10  4.559764882860859e-10  0.000000000000000e+00 -9.197342205382159e-09 
-2.400000000000000e-01 -2.399999984696448e-01  1.199999999947367e+00  1.199999991715444e+00 -5.646140065901362e-11  3.701861784446417e-13  9.897567263862266e-11  2.490928412063753e-07  5.480759775142707e-10  4.494704886166842e-10  0.000000000000000e+00 -9.144621086710123e-09 
-2.300000000000000e-01 -2.299999985131714e-01  1.199999999936548e+00  1.199999990993438e+00 -5.485551943240630e-11  4.462785557382387e-13  1.076014934546684e-10  1.819800174777473e-07  5.479998864084745e-10  4.408446654080409e-10  0.000000000000000e+00 -9.092373907439561e-09 
-2.200000000000000e-01 -2.199999985556959e-01  1.199999999923700e+00  1.199999990050038e+00 -5.328660603043378e-11  5.366431445525223e-13  1.188722943118098e-10  1.332837490571788e-07  5.479095203884098e-10  4.295738643379806e-10  0.000000000000000e+00 -9.040599128995927e-09 
-2.100000000000000e-01 -2.099999985972338e-01  1.199999999908416e+00  1.199999988829937e+00 -5.175408886171073e-11  6.441374758867298e-13  1.334488651790594e-10  9.796746790171909e-08  5.478020255835281e-10  4.149972925548803e-10  0.000000000000000e+00 -8.989293502116975e-09 
