instance_name	Nx	vc_node	vb_node	ve_node	Vc_V	Vb_V	Ve_V	Vbe_V	Vce_V	ic_A	ie_A	ic_lineage_key	ie_lineage_key	clock_ic_over_tail_ic_pct	vbe_in_line34_range_boolean	vce_in_line34_range_boolean	vce_below_line27_1p6v_ceiling_boolean
XQCLK_TRACK_M	1	e_track_m	CLK_P	e_tail_m	6.58180298468495018e-01	1.19999999999999996e+00	2.69175086735520042e-01	9.30824913264479914e-01	3.89005211732974976e-01	1.95433260614587745e-03	-1.95816883194392579e-03	i(@q.xdiv2.xqclk_track_m.qnpn13g2[ic])	i(@q.xdiv2.xqclk_track_m.qnpn13g2[ie])	99.80387017499068	TRUE	FALSE	TRUE
XQCLK_LATCH_M	1	e_latch_m	CLK_N	e_tail_m	1.68845239194898911e+00	0.00000000000000000e+00	2.69175086735520042e-01	-2.69175086735520042e-01	1.41927730521346906e+00	1.68870912329851884e-12	5.38449670353764069e-13	i(@q.xdiv2.xqclk_latch_m.qnpn13g2[ic])	i(@q.xdiv2.xqclk_latch_m.qnpn13g2[ie])	0.00000008623901	FALSE	TRUE	TRUE
XQS_COMP_M	6	e_tail_m	c_p1_comp_m	e_scomp_m	2.69175086735520042e-01	8.46460141036531777e-01	1.63338838367607549e-02	8.30126257199771067e-01	2.52841202898759276e-01	1.95817316775317128e-03	-1.96070222001743172e-03	i(@q.xdiv2.xqs_comp_m.qnpn13g2[ic])	i(@q.xdiv2.xqs_comp_m.qnpn13g2[ie])	NOT_APPLICABLE	TRUE	FALSE	TRUE
XQCLK_TRACK_S	1	e_track_s	CLK_N	e_tail_s	1.68845257072834198e+00	0.00000000000000000e+00	2.69175086401669927e-01	-2.69175086401669927e-01	1.41927748432667200e+00	1.68870930208090125e-12	5.38449669686060183e-13	i(@q.xdiv2.xqclk_track_s.qnpn13g2[ic])	i(@q.xdiv2.xqclk_track_s.qnpn13g2[ie])	0.00000008623902	FALSE	TRUE	TRUE
XQCLK_LATCH_S	1	e_latch_s	CLK_P	e_tail_s	6.58180288340204811e-01	1.19999999999999996e+00	2.69175086401669927e-01	9.30824913598329973e-01	3.89005201938534884e-01	1.95433260607132207e-03	-1.95816883188757243e-03	i(@q.xdiv2.xqclk_latch_s.qnpn13g2[ic])	i(@q.xdiv2.xqclk_latch_s.qnpn13g2[ie])	99.80387017405691	TRUE	FALSE	TRUE
XQS_COMP_S	6	e_tail_s	c_p1_comp_s	e_scomp_s	2.69175086401669927e-01	8.46460141036486036e-01	1.63338838362906379e-02	8.30126257200195394e-01	2.52841202565379286e-01	1.95817316769679017e-03	-1.96070221996097038e-03	i(@q.xdiv2.xqs_comp_s.qnpn13g2[ic])	i(@q.xdiv2.xqs_comp_s.qnpn13g2[ie])	NOT_APPLICABLE	TRUE	FALSE	TRUE
