 time                   v(vdd)                 v(vdda)                i(vcored)              i(vcorea)              i(vpadd)               i(vpada)              
 5.280000000000000e-09  1.199999999233949e+00  3.299999999165322e+00  8.259918006042518e-10  9.579488087238868e-11  7.061106443079460e-10  1.573561327949748e-09 
 6.280000000000000e-09  1.199999999233949e+00  3.299999999165322e+00  8.259918856009370e-10  9.579512557596599e-11  7.061105593112609e-10  1.573562859603010e-09 
 7.280000000000000e-09  1.199999999233949e+00  3.299999999165322e+00  8.259916783015506e-10  9.579512597157964e-11  7.061107666106473e-10  1.573562859207397e-09 
 8.280000000000000e-09  1.199999999233949e+00  3.299999999165322e+00  8.259914790004330e-10  9.579517008012628e-11  7.061100777333451e-10  1.573562815098850e-09 
 9.280000000000001e-09  1.199999999233949e+00  3.299999999165321e+00  8.259915557917120e-10  9.579511861358257e-11  7.061100009420661e-10  1.573562866565394e-09 
 1.028000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916433633240e-10  9.579501971160618e-11  7.061108015488738e-10  1.573562965467370e-09 
 1.128000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916791721411e-10  9.579519031196080e-11  7.061107657400567e-10  1.573562794867016e-09 
 1.228000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917747966316e-10  9.579516926590237e-11  7.061106701155663e-10  1.573562815913074e-09 
 1.328000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915978267120e-10  9.579514925589205e-11  7.061108470854858e-10  1.573562835923084e-09 
 1.428000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916358052629e-10  9.579504299515738e-11  7.061108091069349e-10  1.573562942183819e-09 
 1.528000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918090583009e-10  9.579513127710191e-11  7.061106358538969e-10  1.573562853901874e-09 
 1.628000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915592298570e-10  9.579515425560931e-11  7.061099975039211e-10  1.573562830923367e-09 
 1.728000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916574891508e-10  9.579517915135785e-11  7.061107874230471e-10  1.573562806027619e-09 
 1.828000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916776547933e-10  9.579520975852455e-11  7.061107672574045e-10  1.573562775420452e-09 
 1.928000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914250070093e-10  9.579523148397511e-11  7.061101317267688e-10  1.573562753695001e-09 
 2.028000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916269165313e-10  9.579517513183295e-11  7.061108179956665e-10  1.573562810047144e-09 
 2.128000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916639625956e-10  9.579520972948961e-11  7.061107809496022e-10  1.573562775449487e-09 
 2.228000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918626190107e-10  9.579499448208025e-11  7.061105822931871e-10  1.573562990696896e-09 
 2.328000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915557885180e-10  9.579506101984345e-11  7.061100009452601e-10  1.573562924159133e-09 
 2.428000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917472318432e-10  9.579507224682633e-11  7.061106976803546e-10  1.573562912932150e-09 
 2.528000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917936648056e-10  9.579530459853309e-11  7.061106512473922e-10  1.573562680580443e-09 
 2.627999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915698535535e-10  9.579502587400312e-11  7.061099868802246e-10  1.573562959304973e-09 
 2.727999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917763166387e-10  9.579508592530224e-11  7.061106685955591e-10  1.573562899253674e-09 
 2.827999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915249964511e-10  9.579509629401404e-11  7.061100317373270e-10  1.573562888884962e-09 
 2.927999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915555417568e-10  9.579506315761870e-11  7.061100011920213e-10  1.573562922021358e-09 
 3.027999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916503310510e-10  9.579508643005861e-11  7.061107945811468e-10  1.573562898748918e-09 
 3.127999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917303437556e-10  9.579500284976823e-11  7.061107145684422e-10  1.573562982329208e-09 
 3.228000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914690229589e-10  9.579516310873477e-11  7.061100877108193e-10  1.573562822070242e-09 
 3.328000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915930876797e-10  9.579506130884455e-11  7.061108518245181e-10  1.573562923870132e-09 
 3.428000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917329473602e-10  9.579515108076917e-11  7.061107119648376e-10  1.573562834098207e-09 
 3.528000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918985832377e-10  9.579507858033316e-11  7.061105463289602e-10  1.573562906598643e-09 
 3.628000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916399247475e-10  9.579509522709988e-11  7.061108049874503e-10  1.573562889951876e-09 
 3.728000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917466107940e-10  9.579512937139157e-11  7.061106983014038e-10  1.573562855807585e-09 
 3.828000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914503749575e-10  9.579502166374674e-11  7.061101063588207e-10  1.573562963515230e-09 
 3.928000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915926577801e-10  9.579520247296659e-11  7.061108522544177e-10  1.573562782706010e-09 
 4.028000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915997779650e-10  9.579503203901641e-11  7.061108451342328e-10  1.573562953139960e-09 
 4.128000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918038580843e-10  9.579505930075233e-11  7.061106410541135e-10  1.573562925878224e-09 
 4.228000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914937735868e-10  9.579515189733507e-11  7.061100629601914e-10  1.573562833281641e-09 
 4.328000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915518574548e-10  9.579505200106800e-11  7.061100048763233e-10  1.573562933177908e-09 
 4.428000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916355907878e-10  9.579516774277264e-11  7.061108093214100e-10  1.573562817436204e-09 
 4.528000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918539158693e-10  9.579501065293331e-11  7.061105909963285e-10  1.573562974526043e-09 
 4.628000000000003e-08  1.199999999233949e+00  3.299999999165322e+00  8.259916377571030e-10  9.579502058455660e-11  7.061108071550948e-10  1.573561188237580e-09 
 4.728000000000003e-08  1.199999999233949e+00  3.299999999165322e+00  8.259916303806952e-10  9.579518661976600e-11  7.061108145315027e-10  1.573562798559210e-09 
 4.828000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918530491467e-10  9.579504941446307e-11  7.061105918630511e-10  1.573562935764513e-09 
 4.928000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915655500669e-10  9.579517273174601e-11  7.061099911837112e-10  1.573562812447230e-09 
 5.028000000000004e-08  1.199999999233949e+00  3.299999999165322e+00  8.259917231617092e-10  9.579502482084911e-11  7.061107217504887e-10  1.573561184001288e-09 
 5.128000000000004e-08  1.199999999233949e+00  3.299999999165322e+00  8.259918643545109e-10  9.579508928086712e-11  7.061105805576869e-10  1.573562895898109e-09 
 5.228000000000004e-08  1.199999999233949e+00  3.299999999165322e+00  8.259915195756993e-10  9.579509160587124e-11  7.061100371580789e-10  1.573561117216266e-09 
 5.328000000000004e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916860807172e-10  9.579502155886226e-11  7.061107588314806e-10  1.573562963620114e-09 
 5.428000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918433221974e-10  9.579510958002553e-11  7.061106015900004e-10  1.573562875598951e-09 
 5.528000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915874459781e-10  9.579505047255089e-11  7.061108574662197e-10  1.573562934706426e-09 
 5.628000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916849955481e-10  9.579513982006667e-11  7.061107599166497e-10  1.573562845358910e-09 
 5.728000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917880242263e-10  9.579506556135136e-11  7.061106568879715e-10  1.573562919617625e-09 
 5.828000000000006e-08  1.199999999233949e+00  3.299999999165322e+00  8.259915763881346e-10  9.579514242124400e-11  7.061108685240632e-10  1.573561066400893e-09 
 5.928000000000006e-08  1.199999999233949e+00  3.299999999165322e+00  8.259916121365058e-10  9.579515619867547e-11  7.061108327756921e-10  1.573562828980301e-09 
 6.028000000000006e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917023740849e-10  9.579510811504910e-11  7.061107425381130e-10  1.573564653420767e-09 
 6.128000000000006e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914588598943e-10  9.579509161569135e-11  7.061100978738838e-10  1.573562893563285e-09 
 6.228000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915468986472e-10  9.579514118684802e-11  7.061100098351309e-10  1.573562843992128e-09 
 6.328000000000005e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915863363961e-10  9.579520440440576e-11  7.061108585758017e-10  1.573562780774571e-09 
 6.428000000000004e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917908485734e-10  9.579508920590245e-11  7.061106540636244e-10  1.573562895973074e-09 
 6.528000000000004e-08  1.199999999233949e+00  3.299999999165321e+00  8.259919295944759e-10  9.579516627498398e-11  7.061105153177219e-10  1.573562818903992e-09 
 6.628000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916234453233e-10  9.579506429377654e-11  7.061108214668745e-10  1.573562920885200e-09 
 6.728000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917862612741e-10  9.579504383348450e-11  7.061106586509237e-10  1.573562941345492e-09 
 6.828000000000003e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915052662161e-10  9.579504752514985e-11  7.061100514675620e-10  1.573562937653826e-09 
 6.928000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916971694482e-10  9.579522065829078e-11  7.061107477427496e-10  1.573562764520686e-09 
 7.028000000000002e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918077287877e-10  9.579509671820795e-11  7.061106371834101e-10  1.573562888460768e-09 
 7.128000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916030624780e-10  9.579509056546110e-11  7.061108418497199e-10  1.573562894613515e-09 
 7.228000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915909168236e-10  9.579519133512626e-11  7.061108539953742e-10  1.573562793843850e-09 
 7.328000000000001e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917641452763e-10  9.579508266270463e-11  7.061106807669215e-10  1.573562902516272e-09 
 7.428000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259913907765904e-10  9.579514357003436e-11  7.061101659571877e-10  1.573562841608942e-09 
 7.528000000000000e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915564127098e-10  9.579513409749211e-11  7.061100003210684e-10  1.573562851081484e-09 
 7.627999999999999e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915805114698e-10  9.579523559557224e-11  7.061108644007280e-10  1.573562749583404e-09 
 7.727999999999999e-08  1.199999999233949e+00  3.299999999165322e+00  8.259918064275205e-10  9.579495371686374e-11  7.061106384846773e-10  1.573561255105273e-09 
 7.827999999999998e-08  1.199999999233949e+00  3.299999999165322e+00  8.259915466806500e-10  9.579500413609318e-11  7.061100100531282e-10  1.573562981042883e-09 
 7.927999999999998e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916112987370e-10  9.579512172264278e-11  7.061108336134608e-10  1.573562863456334e-09 
 8.027999999999998e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917255742329e-10  9.579509458497236e-11  7.061107193379649e-10  1.573562890594004e-09 
 8.127999999999997e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918233417480e-10  9.579505397639819e-11  7.061106215704498e-10  1.573562931202578e-09 
 8.227999999999997e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915338913461e-10  9.579517553371886e-11  7.061100228424320e-10  1.573562809645258e-09 
 8.327999999999996e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917040805450e-10  9.579503689417558e-11  7.061107408316528e-10  1.573562948284801e-09 
 8.427999999999996e-08  1.199999999233949e+00  3.299999999165321e+00  8.259913879565770e-10  9.579505398959622e-11  7.061101687772011e-10  1.573562931189380e-09 
 8.527999999999995e-08  1.199999999233949e+00  3.299999999165321e+00  8.259914655835363e-10  9.579513517041000e-11  7.061100911502418e-10  1.573562850008566e-09 
 8.627999999999995e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915947918957e-10  9.579518740947383e-11  7.061108501203022e-10  1.573562797769502e-09 
 8.727999999999995e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916982570516e-10  9.579511938945431e-11  7.061107466551462e-10  1.573562865789522e-09 
 8.827999999999994e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918886123245e-10  9.579511504353519e-11  7.061105562998733e-10  1.573562870135441e-09 
 8.927999999999994e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915889671764e-10  9.579521813491971e-11  7.061108559450214e-10  1.573562767044057e-09 
 9.027999999999993e-08  1.199999999233949e+00  3.299999999165321e+00  8.259920926882999e-10  9.579504623268992e-11  7.061103522238979e-10  1.573562938946286e-09 
 9.127999999999993e-08  1.199999999233949e+00  3.299999999165321e+00  8.259919467237480e-10  9.579514939705329e-11  7.061104981884499e-10  1.573562835781923e-09 
 9.227999999999992e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917021599032e-10  9.579516370093918e-11  7.061107427522946e-10  1.573562821478037e-09 
 9.327999999999992e-08  1.199999999233949e+00  3.299999999165321e+00  8.259918873109883e-10  9.579511849329136e-11  7.061105576012095e-10  1.573562866685685e-09 
 9.427999999999992e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916783056080e-10  9.579499912196871e-11  7.061107666065898e-10  1.573562986057008e-09 
 9.527999999999991e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917661258977e-10  9.579510556006742e-11  7.061106787863001e-10  1.573562879618909e-09 
 9.627999999999991e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915358127648e-10  9.579502011812394e-11  7.061100209210133e-10  1.573562965060852e-09 
 9.727999999999990e-08  1.199999999233949e+00  3.299999999165321e+00  8.259915406143148e-10  9.579504946029277e-11  7.061100161194634e-10  1.573562935718684e-09 
 9.827999999999990e-08  1.199999999233949e+00  3.299999999165321e+00  8.259916633131792e-10  9.579508184863078e-11  7.061107815990186e-10  1.573562903330346e-09 
 9.927999999999989e-08  1.199999999233949e+00  3.299999999165321e+00  8.259917210224658e-10  9.579503121893106e-11  7.061107238897320e-10  1.573562953960045e-09 
 1.002799999999999e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915388466490e-10  9.579506368646423e-11  7.061100178871291e-10  1.573562921492512e-09 
 1.012799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259917123491245e-10  9.579494779824094e-11  7.061107325630733e-10  1.573561261023896e-09 
 1.022799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259919402475925e-10  9.579502466758471e-11  7.061105046646053e-10  1.573562960511392e-09 
 1.032799999999999e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915937049999e-10  9.579503500515240e-11  7.061108512071979e-10  1.573562950173824e-09 
 1.042799999999999e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918537294678e-10  9.579505361494948e-11  7.061105911827300e-10  1.573562931564027e-09 
 1.052799999999999e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915050461296e-10  9.579510655595230e-11  7.061100516876485e-10  1.573562878623024e-09 
 1.062799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915802624468e-10  9.579495597469708e-11  7.061108646497510e-10  1.573561252847440e-09 
 1.072799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916227928686e-10  9.579500465026844e-11  7.061108221193293e-10  1.573562980528708e-09 
 1.082799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259917498598782e-10  9.579497155139847e-11  7.061106950523196e-10  1.573561237270738e-09 
 1.092799999999999e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915162947088e-10  9.579499104030233e-11  7.061100404390694e-10  1.573561217781835e-09 
 1.102799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915169746673e-10  9.579497931038161e-11  7.061100397591109e-10  1.573563005868595e-09 
 1.112799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915367062836e-10  9.579508088002861e-11  7.061100200274945e-10  1.573562904298948e-09 
 1.122799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259917142704568e-10  9.579496326809354e-11  7.061107306417410e-10  1.573561245554043e-09 
 1.132799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259914376139344e-10  9.579504645164260e-11  7.061101191198437e-10  1.573564715084173e-09 
 1.142799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915310403589e-10  9.579507085149138e-11  7.061100256934193e-10  1.573562914327485e-09 
 1.152799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259914274192051e-10  9.579496034166755e-11  7.061101293145730e-10  1.573561248480470e-09 
 1.162799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916305990205e-10  9.579507234760897e-11  7.061108143131773e-10  1.573562912831367e-09 
 1.172799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916952155534e-10  9.579513587625612e-11  7.061107496966444e-10  1.573561072945881e-09 
 1.182799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918439428151e-10  9.579506167595396e-11  7.061106009693827e-10  1.573562923503022e-09 
 1.192799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916887158999e-10  9.579514734565393e-11  7.061107561962980e-10  1.573561061476483e-09 
 1.202799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259918083791020e-10  9.579501648117059e-11  7.061106365330958e-10  1.573562968697806e-09 
 1.212799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259914707884489e-10  9.579507999860085e-11  7.061100859453292e-10  1.573561128823536e-09 
 1.222799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259914970256237e-10  9.579501788107079e-11  7.061100597081545e-10  1.573562967297906e-09 
 1.232799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915633517935e-10  9.579496013738905e-11  7.061099933819846e-10  1.573561248684748e-09 
 1.242799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259917025941022e-10  9.579521365931147e-11  7.061107423180956e-10  1.573562771519665e-09 
 1.252799999999998e-07  1.199999999233949e+00  3.299999999165322e+00  8.259917990543934e-10  9.579504072792995e-11  7.061106458578044e-10  1.573561168094207e-09 
 1.262799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916351559848e-10  9.579512609421064e-11  7.061108097562131e-10  1.573562859084766e-09 
 1.272799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917112644909e-10  9.579512246459771e-11  7.061107336477070e-10  1.573562862714379e-09 
 1.282799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259919274250184e-10  9.579510848287019e-11  7.061105174871795e-10  1.573562876696106e-09 
 1.292799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916525028568e-10  9.579514310406807e-11  7.061107924093410e-10  1.573562842074908e-09 
 1.302799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259922091003974e-10  9.579504949779086e-11  7.061102358118004e-10  1.573562935681186e-09 
 1.312799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917043261666e-10  9.579503060004521e-11  7.061107405860312e-10  1.573562954578931e-09 
 1.322799999999998e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918404983511e-10  9.579511750898466e-11  7.061106044138467e-10  1.573562867669992e-09 
 1.332799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915709381354e-10  9.579495495135843e-11  7.061099857956427e-10  1.573561253870779e-09 
 1.342799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259919768930217e-10  9.579512081809942e-11  7.061104680191761e-10  1.573562864360877e-09 
 1.352799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918483050729e-10  9.579516938584957e-11  7.061105966071249e-10  1.573562815793127e-09 
 1.362799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915561917256e-10  9.579494719333299e-11  7.061100005420525e-10  1.573561261628804e-09 
 1.372799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916757029533e-10  9.579512700744446e-11  7.061107692092446e-10  1.573562858171532e-09 
 1.382799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917084427508e-10  9.579505058591843e-11  7.061107364694470e-10  1.573562934593058e-09 
 1.392799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259914876705629e-10  9.579500750915027e-11  7.061100690632152e-10  1.573562977669826e-09 
 1.402799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915731379801e-10  9.579503374527535e-11  7.061108717742177e-10  1.573562951433701e-09 
 1.412799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916583537326e-10  9.579517831928623e-11  7.061107865584652e-10  1.573562806859690e-09 
 1.422799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917741172946e-10  9.579502866077891e-11  7.061106707949032e-10  1.573562956518197e-09 
 1.432799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915017973562e-10  9.579511657230603e-11  7.061100549364220e-10  1.573562868606670e-09 
 1.442799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916271279161e-10  9.579500711133908e-11  7.061108177842817e-10  1.573562978067637e-09 
 1.452799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916908482540e-10  9.579508379335262e-11  7.061107540639438e-10  1.573562901385624e-09 
 1.462799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259914412982535e-10  9.579495142500256e-11  7.061101154355246e-10  1.573561257397134e-09 
 1.472799999999997e-07  1.199999999233949e+00  3.299999999165322e+00  8.259915800749404e-10  9.579517433357963e-11  7.061108648372575e-10  1.573562810845397e-09 
 1.482799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916848089736e-10  9.579505920662933e-11  7.061107601032242e-10  1.573562925972347e-09 
 1.492799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918198740622e-10  9.579508094548785e-11  7.061106250381357e-10  1.573562904233488e-09 
 1.502799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915505891472e-10  9.579507920651903e-11  7.061100061446309e-10  1.573562905972457e-09 
 1.512799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916609291258e-10  9.579500451198334e-11  7.061107839830721e-10  1.573562980666993e-09 
 1.522799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917782706025e-10  9.579520514266437e-11  7.061106666415954e-10  1.573562780036312e-09 
 1.532799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915006829224e-10  9.579500169903460e-11  7.061100560508557e-10  1.573562983479942e-09 
 1.542799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915954726483e-10  9.579514301852863e-11  7.061108494395495e-10  1.573562842160448e-09 
 1.552799999999997e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916566205288e-10  9.579510964971340e-11  7.061107882916690e-10  1.573562875529263e-09 
 1.562799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918005732261e-10  9.579505007222691e-11  7.061106443389717e-10  1.573562935106750e-09 
 1.572799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915868001878e-10  9.579509496293833e-11  7.061108581120100e-10  1.573562890216038e-09 
 1.582799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916438268910e-10  9.579510784973153e-11  7.061108010853069e-10  1.573562877329245e-09 
 1.592799999999996e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916672162725e-10  9.579497274568068e-11  7.061107776959253e-10  1.573561236076456e-09 
 1.602799999999996e-07  1.199999999233949e+00  3.299999999165322e+00  8.259918671765444e-10  9.579507369767506e-11  7.061105777356534e-10  1.573562911481301e-09 
 1.612799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259917272831275e-10  9.579518207439636e-11  7.061107176290704e-10  1.573562803104580e-09 
 1.622799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259918838715831e-10  9.579506887855876e-11  7.061105610406147e-10  1.573562916300418e-09 
 1.632799999999996e-07  1.199999999233949e+00  3.299999999165322e+00  8.259916713347214e-10  9.579496038299964e-11  7.061107735774764e-10  1.573561248439137e-09 
 1.642799999999996e-07  1.199999999233949e+00  3.299999999165322e+00  8.259918509105767e-10  9.579506865065618e-11  7.061105940016211e-10  1.573562916528320e-09 
 1.652799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915165394325e-10  9.579502706922786e-11  7.061100401943456e-10  1.573562958109748e-09 
 1.662799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259915607467388e-10  9.579503546953729e-11  7.061099959870393e-10  1.573562949709439e-09 
 1.672799999999996e-07  1.199999999233949e+00  3.299999999165321e+00  8.259916483827159e-10  9.579506704292769e-11  7.061107965294820e-10  1.573562918136049e-09 
