 frequency                ac_re                    ac_im                   
 7.07945784384136179e+00  9.49527554521833351e-11  1.10781561332871315e-11 
 7.24435960074988294e+00  9.49526789998110614e-11  1.13361995389537282e-11 
 7.41310241300915695e+00  9.49525989443489171e-11  1.16002535477030713e-11 
 7.58577575029181883e+00  9.49525151159980739e-11  1.18704581644684758e-11 
 7.76247116628689771e+00  9.49524273369306235e-11  1.21469566553144713e-11 
 7.94328234724279447e+00  9.49523354209535349e-11  1.24298956234075510e-11 
 8.12830516164097183e+00  9.49522391731310985e-11  1.27194250867357098e-11 
 8.31763771102668947e+00  9.49521383892602351e-11  1.30156985576528140e-11 
 8.51138038202374325e+00  9.49520328556175852e-11  1.33188731242833194e-11 
 8.70963589956078366e+00  9.49519223483245446e-11  1.36291095337967148e-11 
 8.91250938133743098e+00  9.49518066329737925e-11  1.39465722776464033e-11 
 9.12010839355907166e+00  9.49516854641298292e-11  1.42714296787870058e-11 
 9.33254300796988367e+00  9.49515585847785913e-11  1.46038539809192520e-11 
 9.54992586021433176e+00  9.49514257257807363e-11  1.49440214398091950e-11 
 9.77237220955807828e+00  9.49512866053363023e-11  1.52921124167568675e-11 
 9.99999999999996980e+00  9.49511409283448835e-11  1.56483114742049446e-11 
 1.02329299228075108e+01  9.49509883858041664e-11  1.60128074736182764e-11 
 1.04712854805089641e+01  9.49508286541665387e-11  1.63857936756097972e-11 
 1.07151930523760317e+01  9.49506613945868715e-11  1.67674678423993680e-11 
 1.09647819614318163e+01  9.49504862523365141e-11  1.71580323427000070e-11 
 1.12201845430195988e+01  9.49503028558512602e-11  1.75576942589780379e-11 
 1.14815362149687914e+01  9.49501108161910960e-11  1.79666654972884709e-11 
 1.17489755493952579e+01  9.49499097259514753e-11  1.83851628996010373e-11 
 1.20226443461740899e+01  9.49496991586441230e-11  1.88134083587848994e-11 
 1.23026877081237753e+01  9.49494786676000385e-11  1.92516289362669114e-11 
 1.25892541179416302e+01  9.49492477851297009e-11  1.97000569824064575e-11 
 1.28824955169312965e+01  9.49490060214838197e-11  2.01589302596983431e-11 
 1.31825673855640257e+01  9.49487528639035762e-11  2.06284920688472176e-11 
 1.34896288259164887e+01  9.49484877753495058e-11  2.11089913777505586e-11 
 1.38038426460287997e+01  9.49482101935656980e-11  2.16006829535154305e-11 
 1.41253754462274923e+01  9.49479195297516026e-11  2.21038274975410854e-11 
 1.44543977074592220e+01  9.49476151673722862e-11  2.26186917837430279e-11 
 1.47910838816820203e+01  9.49472964608527784e-11  2.31455487999998657e-11 
 1.51356124843620261e+01  9.49469627341317988e-11  2.36846778928929983e-11 
 1.54881661891247564e+01  9.49466132793650480e-11  2.42363649158235551e-11 
 1.58489319246110760e+01  9.49462473553160823e-11  2.48009023805837301e-11 
 1.62181009735892374e+01  9.49458641857836890e-11  2.53785896124234068e-11 
 1.65958690743755426e+01  9.49454629580196959e-11  2.59697329087877854e-11 
 1.69824365246173770e+01  9.49450428209946327e-11  2.65746457017160847e-11 
 1.73780082874936852e+01  9.49446028835307322e-11  2.71936487240040978e-11 
 1.77827941003891574e+01  9.49441422124227316e-11  2.78270701792635298e-11 
 1.81970085860997628e+01  9.49436598305664272e-11  2.84752459159830814e-11 
 1.86208713666286023e+01  9.49431547147575476e-11  2.91385196055560178e-11 
 1.90546071796323986e+01  9.49426257935697250e-11  2.98172429245074632e-11 
 1.94984459975803794e+01  9.49420719450887955e-11  3.05117757409623917e-11 
 1.99526231496887192e+01  9.49414919945459773e-11  3.12224863054696547e-11 
 2.04173794466952145e+01  9.49408847117749103e-11  3.19497514462203538e-11 
 2.08929613085403147e+01  9.49402488086448117e-11  3.26939567688707915e-11 
 2.13796208950222386e+01  9.49395829363043614e-11  3.34554968609820472e-11 
 2.18776162394954419e+01  9.49388856824050124e-11  3.42347755012705897e-11 
 2.23872113856833082e+01  9.49381555679199637e-11  3.50322058736317224e-11 
 2.29086765276776383e+01  9.49373910442019827e-11  3.58482107862746685e-11 
 2.34422881531991258e+01  9.49365904895809010e-11  3.66832228958804521e-11 
 2.39883291901948077e+01  9.49357522059947662e-11  3.75376849370119365e-11 
 2.45470891568502019e+01  9.49348744153507127e-11  3.84120499568368179e-11 
 2.51188643150956956e+01  9.49339552556821387e-11  3.93067815553330688e-11 
 2.57039578276885301e+01  9.49329927773298723e-11  4.02223541311345642e-11 
 2.63026799189537073e+01  9.49319849387980996e-11  4.11592531330728281e-11 
 2.69153480392690412e+01  9.49309296022901746e-11  4.21179753174826011e-11 
 2.75422870333815446e+01  9.49298245292920432e-11  4.30990290116799068e-11 
 2.81838293126444164e+01  9.49286673758123359e-11  4.41029343834534109e-11 
 2.88403150312659342e+01  9.49274556873928145e-11  4.51302237168650237e-11 
 2.95120922666637284e+01  9.49261868938556197e-11  4.61814416944472183e-11 
 3.01995172040200295e+01  9.49248583039626832e-11  4.72571456860815137e-11 
 3.09029543251357701e+01  9.49234670994877894e-11  4.83579060443649739e-11 
 3.16227766016836540e+01  9.49220103295875081e-11  4.94843064072253172e-11 
 3.23593656929626832e+01  9.49204849042356032e-11  5.06369440072266497e-11 
 3.31131121482589634e+01  9.49188875877821396e-11  5.18164299882975681e-11 
 3.38844156139201047e+01  9.49172149921251582e-11  5.30233897297460774e-11 
 3.46736850452530092e+01  9.49154635694701066e-11  5.42584631778264350e-11 
 3.54813389233573844e+01  9.49136296048287055e-11  5.55223051851000267e-11 
 3.63078054770099712e+01  9.49117092080592494e-11  5.68155858575585053e-11 
 3.71535229097170827e+01  9.49096983058081089e-11  5.81389909100884771e-11 
 3.80189396320559467e+01  9.49075926326949840e-11  5.94932220298666274e-11 
 3.89045144994278829e+01  9.49053877222183637e-11  6.08789972484499623e-11 
 3.98107170553495422e+01  9.49030788974869673e-11  6.22970513225715049e-11 
 4.07380277804110875e+01  9.49006612612262129e-11  6.37481361236797055e-11 
 4.16869383470333474e+01  9.48981296854141622e-11  6.52330210366334476e-11 
 4.26579518801590680e+01  9.48954787999482665e-11  6.67524933673263662e-11 
 4.36515832240163917e+01  9.48927029821172190e-11  6.83073587606804429e-11 
 4.46683592150961033e+01  9.48897963440105937e-11  6.98984416273937057e-11 
 4.57088189614872888e+01  9.48867527202545490e-11  7.15265855812134398e-11 
 4.67735141287195972e+01  9.48835656549730305e-11  7.31926538862258839e-11 
 4.78630092322636074e+01  9.48802283879196756e-11  7.48975299144936456e-11 
 4.89778819368443834e+01  9.48767338403048999e-11  7.66421176145123806e-11 
 5.01187233627269819e+01  9.48730745997465358e-11  7.84273419905185307e-11 
 5.12861383991362345e+01  9.48692429044694413e-11  8.02541495928479366e-11 
 5.24807460249770017e+01  9.48652306269854338e-11  8.21235090199246608e-11 
 5.37031796370250092e+01  9.48610292566755032e-11  8.40364114317124158e-11 
 5.49540873857621861e+01  9.48566298819004794e-11  8.59938710753701096e-11 
 5.62341325190346311e+01  9.48520231711306654e-11  8.79969258230311728e-11 
 5.75439937337154106e+01  9.48471993526119274e-11  9.00466377216600309e-11 
 5.88843655355586080e+01  9.48421481945233905e-11  9.21440935569143485e-11 
 6.02559586074354741e+01  9.48368589827149060e-11  9.42904054289441091e-11 
 6.16595001861479091e+01  9.48313204980082332e-11  9.64867113419568424e-11 
 6.30957344480190088e+01  9.48255209925634038e-11  9.87341758079238649e-11 
 6.45654229034652190e+01  9.48194481648524237e-11  1.01033990463754986e-10 
 6.60693448007592536e+01  9.48130891335861272e-11  1.03387374703279750e-10 
 6.76082975391978209e+01  9.48064304104234202e-11  1.05795576323699004e-10 
 6.91830970918932877e+01  9.47994578713092651e-11  1.08259872187322934e-10 
 7.07945784384134242e+01  9.47921567265760311e-11  1.10781568898449542e-10 
 7.24435960074986269e+01  9.47845114894771297e-11  1.13362003496171840e-10 
 7.41310241300913617e+01  9.47765059435233072e-11  1.16002544163509963e-10 
 7.58577575029179769e+01  9.47681231077335103e-11  1.18704590952378212e-10 
 7.76247116628687621e+01  9.47593452010699979e-11  1.21469576526494162e-10 
 7.94328234724277280e+01  9.47501536044118136e-11  1.24298966920662217e-10 
 8.12830516164094945e+01  9.47405288212674296e-11  1.27194262318332698e-10 
 8.31763771102666567e+01  9.47304504359792227e-11  1.30156997846465124e-10 
 8.51138038202371945e+01  9.47198970710207926e-11  1.33188744390244768e-10 
 8.70963589956076021e+01  9.47088463412827214e-11  1.36291109425598580e-10 
 8.91250938133740789e+01  9.46972748069340325e-11  1.39465737871912316e-10 
 9.12010839355904892e+01  9.46851579227538109e-11  1.42714312962878428e-10 
 9.33254300796986058e+01  9.46724699874527416e-11  1.46038557140980225e-10 
 9.54992586021430867e+01  9.46591840881576075e-11  1.49440232969379507e-10 
 9.77237220955805412e+01  9.46452720437640472e-11  1.52921144066996164e-10 
 9.99999999999994600e+01  9.46307043449774901e-11  1.56483136064707560e-10 
 1.02329299228074859e+02  9.46154500917006505e-11  1.60128097583862050e-10 
 1.04712854805089378e+02  9.45994769276290798e-11  1.63857961237808270e-10 
 1.07151930523760043e+02  9.45827509714760624e-11  1.67674704656537520e-10 
 1.09647819614317882e+02  9.45652367453559895e-11  1.71580351535615673e-10 
 1.12201845430195704e+02  9.45468970993745429e-11  1.75576972709022062e-10 
 1.14815362149687616e+02  9.45276931323271990e-11  1.79666687246112772e-10 
 1.17489755493952273e+02  9.45075841117150002e-11  1.83851663580153592e-10 
 1.20226443461740587e+02  9.44865273806464102e-11  1.88134120645245857e-10 
 1.23026877081237430e+02  9.44644782765729199e-11  1.92516329070437549e-10 
 1.25892541179415971e+02  9.44413900301984773e-11  1.97000612371586239e-10 
 1.28824955169312631e+02  9.44172136682313267e-11  2.01589348187173017e-10 
 1.31825673855639934e+02  9.43918979096588169e-11  2.06284969539307597e-10 
 1.34896288259164550e+02  9.43653890560622697e-11  2.11089966121913638e-10 
 1.38038426460287639e+02  9.43376308786651055e-11  2.16006885622881933e-10 
 1.41253754462274571e+02  9.43085644989112788e-11  2.21038335074598064e-10 
 1.44543977074591879e+02  9.42781282627649996e-11  2.26186982234513664e-10 
 1.47910838816819847e+02  9.42462576111307190e-11  2.31455557002548113e-10 
 1.51356124843619909e+02  9.42128849422435694e-11  2.36846852866853210e-10 
 1.54881661891247205e+02  9.41779394678255509e-11  2.42363728384058676e-10 
 1.58489319246110398e+02  9.41413470639009750e-11  2.48009108697366332e-10 
 1.62181009735892019e+02  9.41030301132057878e-11  2.53785987086759769e-10 
 1.65958690743755056e+02  9.40629073404000609e-11  2.59697426555733222e-10 
 1.69824365246173386e+02  9.40208936396527906e-11  2.65746561455403833e-10 
 1.73780082874936454e+02  9.39768998944631425e-11  2.71936599147580603e-10 
 1.77827941003891169e+02  9.39308327879332911e-11  2.78270821703462712e-10 
 1.81970085860997187e+02  9.38825946058387399e-11  2.84752587646591782e-10 
 1.86208713666285547e+02  9.38320830283612003e-11  2.91385333731414270e-10 
 1.90546071796323474e+02  9.37791909136595757e-11  2.98172576766914460e-10 
 1.94984459975803247e+02  9.37238060704882480e-11  3.05117915481383955e-10 
 1.99526231496886652e+02  9.36658110205051774e-11  3.12225032431497673e-10 
 2.04173794466951591e+02  9.36050827497781092e-11  3.19497695957801067e-10 
 2.08929613085402565e+02  9.35414924423989159e-11  3.26939762164126659e-10 
 2.13796208950221796e+02  9.34749052162918287e-11  3.34555176992864669e-10 
 2.18776162394953815e+02  9.34051798316240518e-11  3.42347978299436869e-10 
 2.23872113856832470e+02  9.33321683907987276e-11  3.50322297991329603e-10 
 2.29086765276775765e+02  9.32557160272667989e-11  3.58482364228620036e-10 
 2.34422881531990640e+02  9.31756605751492107e-11  3.66832503658927183e-10 
 2.39883291901947445e+02  9.30918322263753029e-11  3.75377143716071346e-10 
 2.45470891568501401e+02  9.30040531696868185e-11  3.84120814965010596e-10 
 2.51188643150956324e+02  9.29121372141109241e-11  3.93068153506663460e-10 
 2.57039578276884640e+02  9.28158893934708900e-11  4.02223903434091066e-10 
 2.63026799189536405e+02  9.27151055550062693e-11  4.11592919358190565e-10 
 2.69153480392689744e+02  9.26095719197490977e-11  4.21180168953113310e-10 
 2.75422870333814785e+02  9.24990646379447135e-11  4.30990735629276042e-10 
 2.81838293126443489e+02  9.23833493095652966e-11  4.41029821209217391e-10 
 2.88403150312658624e+02  9.22621804867449623e-11  4.51302748684502340e-10 
 2.95120922666636545e+02  9.21353011540747447e-11  4.61814965042300539e-10 
 3.01995172040199520e+02  9.20024421837855668e-11  4.72572044156749815e-10 
 3.09029543251356870e+02  9.18633217659988490e-11  4.83579689749818152e-10 
 3.16227766016835687e+02  9.17176448044744317e-11  4.94843738384006340e-10 
 3.23593656929625979e+02  9.15651023010445290e-11  5.06370162610044417e-10 
 3.31131121482588753e+02  9.14053706923113989e-11  5.18165074094809392e-10 
 3.38844156139200152e+02  9.12381111665474799e-11  5.30234726879021406e-10 
 3.46736850452529154e+02  9.10629689453806905e-11  5.42585520696657079e-10 
 3.54813389233572877e+02  9.08795725265309482e-11  5.55224004343244264e-10 
 3.63078054770098674e+02  9.06875329027722763e-11  5.68156879186767295e-10 
 3.71535229097169804e+02  9.04864427331312790e-11  5.81391002703877340e-10 
 3.80189396320558387e+02  9.02758754783066434e-11  5.94933392111902261e-10 
 3.89045144994277734e+02  9.00553844991160461e-11  6.08791228111719773e-10 
 3.98107170553494313e+02  8.98245021021409672e-11  6.22971858652265512e-10 
 4.07380277804109710e+02  8.95827385565403830e-11  6.37482802883807440e-10 
 4.16869383470332309e+02  8.93295810516411705e-11  6.52331755125187604e-10 
 4.26579518801589472e+02  8.90644926039776427e-11  6.67526588908815160e-10 
 4.36515832240162695e+02  8.87869109273168205e-11  6.83075361218597197e-10 
 4.46683592150959782e+02  8.84962472345137846e-11  6.98986316727764102e-10 
 4.57088189614871624e+02  8.81918849910652123e-11  7.15267892189901592e-10 
 4.67735141287194722e+02  8.78731786021887156e-11  7.31928720875781258e-10 
 4.78630092322634766e+02  8.75394520525963916e-11  7.48977637222938236e-10 
 4.89778819368442498e+02  8.71899974611035636e-11  7.66423681434652729e-10 
 5.01187233627268483e+02  8.68240735921612646e-11  7.84276104378449068e-10 
 5.12861383991360981e+02  8.64409042704582487e-11  8.02544372389898321e-10 
 5.24807460249768610e+02  8.60396767453797279e-11  8.21238172381523982e-10 
 5.37031796370248685e+02  8.56195399600321096e-11  8.40367416927776499e-10 
 5.49540873857620340e+02  8.51796027516240999e-11  8.59942249570510169e-10 
 5.62341325190344719e+02  8.47189319535656702e-11  8.79973050135016506e-10 
 5.75439937337152401e+02  8.42365504250451003e-11  9.00470440318362988e-10 
 5.88843655355584360e+02  8.37314349704895166e-11  9.21445289254734531e-10 
 6.02559586074352978e+02  8.32025141766909727e-11  9.42908719351735338e-10 
 6.16595001861477272e+02  8.26486661331506549e-11  9.64872112129355929e-10 
 6.30957344480188226e+02  8.20687160550734940e-11  9.87347114282677635e-10 
 6.45654229034650371e+02  8.14614337964118613e-11  1.01034564391685317e-09 
 6.60693448007590746e+02  8.08255312320025572e-11  1.03387989678520238e-09 
 6.76082975391976333e+02  8.01596595305551454e-11  1.05796235281535291e-09 
 6.91830970918930916e+02  7.94624062917905547e-11  1.08260578271800306e-09 
 7.07945784384132139e+02  7.87322925555213169e-11  1.10782325482157769e-09 
 7.24435960074984109e+02  7.79677696552265537e-11  1.13362814190160172e-09 
 7.41310241300911343e+02  7.71672159409575529e-11  1.16003412837769757e-09 
 7.58577575029177410e+02  7.63289333361810459e-11  1.18705521753068062e-09 
 7.76247116628685148e+02  7.54511437382965168e-11  1.21470573897689203e-09 
 7.94328234724274694e+02  7.45319852436591830e-11  1.24300035622586179e-09 
 8.12830516164092273e+02  7.35695082018355701e-11  1.27195407452268328e-09 
 8.31763771102663895e+02  7.25616710797616090e-11  1.30158224880941978e-09 
 8.51138038202369216e+02  7.15063361261762163e-11  1.33190059181151713e-09 
 8.70963589956073179e+02  7.04012648446550000e-11  1.36292518248424920e-09 
 8.91250938133737918e+02  6.92441132433156950e-11  1.39467247452946706e-09 
 9.12010839355901908e+02  6.80324268580842495e-11  1.42715930506855215e-09 
 9.33254300796982989e+02  6.67636355547177058e-11  1.46040290370327906e-09 
 9.54992586021427655e+02  6.54350480691586259e-11  1.49442090156341869e-09 
 9.77237220955802172e+02  6.40438463075567407e-11  1.52923134079467766e-09 
 9.99999999999991246e+02  6.25870793579835688e-11  1.56485268398486565e-09 
 1.02329299228074512e+03  6.10616572449097880e-11  1.60130382420526164e-09 
 1.04712854805089023e+03  5.94643443621442161e-11  1.63860409483086747e-09 
 1.07151930523759688e+03  5.77917526183528100e-11  1.67677327997994575e-09 
 1.09647819614317518e+03  5.60403342460567058e-11  1.71583162494423475e-09 
 1.12201845430195340e+03  5.42063742801128238e-11  1.75579984703633018e-09 
 1.14815362149687235e+03  5.22859826756635633e-11  1.79669914655312220e-09 
 1.17489755493951884e+03  5.02750860573340856e-11  1.83855121807978094e-09 
 1.20226443461740200e+03  4.81694190777810410e-11  1.88137826198999728e-09 
 1.23026877081237035e+03  4.59645153772101445e-11  1.92520299640503258e-09 
 1.25892541179415571e+03  4.36556981001245448e-11  1.97004866910071561e-09 
 1.28824955169312216e+03  4.12380699847138463e-11  2.01593907004642692e-09 
 1.31825673855639502e+03  3.87065029688171703e-11  2.06289854397044387e-09 
 1.34896288259164112e+03  3.60556273155098647e-11  2.11095200336327444e-09 
 1.38038426460287201e+03  3.32798202262162552e-11  2.16012494181536724e-09 
 1.41253754462274105e+03  3.03731939097132261e-11  2.21044344750846368e-09 
 1.44543977074591385e+03  2.73295830942681611e-11  2.26193421710428474e-09 
 1.47910838816819341e+03  2.41425319594922106e-11  2.31462457020818927e-09 
 1.51356124843619386e+03  2.08052804301722980e-11  2.36854246361251773e-09 
 1.54881661891246677e+03  1.73107498474708382e-11  2.42371650645741658e-09 
 1.58489319246109858e+03  1.36515279517535043e-11  2.48017597540308260e-09 
 1.62181009735891462e+03  9.81985316468303648e-12  2.53795083037959451e-09 
 1.65958690743754482e+03  5.80759811815889901e-12  2.59707173033398333e-09 
 1.69824365246172806e+03  1.60625242367404133e-12  2.65757004980369429e-09 
 1.73780082874935874e+03 -2.79309537891963253e-12  2.71947789572275282e-09 
 1.77827941003890555e+03 -7.39977672465640453e-12  2.78282812440976136e-09 
 1.81970085860996574e+03 -1.22235628127788928e-11  2.84765435934742705e-09 
 1.86208713666284916e+03 -1.72746853347437788e-11  2.91399100901296750e-09 
 1.90546071796322849e+03 -2.25638581724397719e-11  2.98187328530104268e-09 
 1.94984459975802611e+03 -2.81023001222261152e-11  3.05133722252324824e-09 
 1.99526231496885998e+03 -3.39017586886428534e-11  3.12241969663478397e-09 
 2.04173794466950926e+03 -3.99745350023130096e-11  3.19515844494651032e-09 
 2.08929613085401888e+03 -4.63335099098834352e-11  3.26959208635278002e-09 
 2.13796208950221080e+03 -5.29921712924503604e-11  3.34576014215428565e-09 
 2.18776162394953053e+03 -5.99646426676536066e-11  3.42370305736245361e-09 
 2.23872113856831720e+03 -6.72657131518351708e-11  3.50346222216158153e-09 
 2.29086765276774986e+03 -7.49108688186595794e-11  3.58507999442461841e-09 
 2.34422881531989833e+03 -8.29163255541721599e-11  3.66859972217010247e-09 
 2.39883291901946586e+03 -9.12990634335367516e-11  3.75406576730697291e-09 
 2.45470891568500519e+03 -1.00076862745472942e-10  3.84152352922705472e-09 
 2.51188643150955431e+03 -1.09268341695716145e-10  3.93101946942344255e-09 
 2.57039578276883731e+03 -1.18892995893755979e-10  4.02260113645905348e-09 
 2.63026799189535450e+03 -1.28971239701830612e-10  4.11631719167281625e-09 
 2.69153480392688743e+03 -1.39524449520551457e-10  4.21221743567924268e-09 
 2.75422870333813762e+03 -1.50575009139534066e-10  4.31035283482466131e-09 
 2.81838293126442431e+03 -1.62146357191250608e-10  4.41077554926410639e-09 
 2.88403150312657544e+03 -1.74263036872176701e-10  4.51353896092666979e-09 
 2.95120922666635443e+03 -1.86950747980096073e-10  4.61869770265821549e-09 
 3.01995172040198395e+03 -2.00236401425043664e-10  4.72630768767419749e-09 
 3.09029543251355744e+03 -2.14148176292172870e-10  4.83642614029208304e-09 
 3.16227766016834539e+03 -2.28715579608829927e-10  4.94911162662466356e-09 
 3.23593656929624785e+03 -2.43969508908954847e-10  5.06442408681501508e-09 
 3.31131121482587514e+03 -2.59942317756573454e-10  5.18242486787085030e-09 
 3.38844156139198867e+03 -2.76667884360877892e-10  5.30317675640733821e-09 
 3.46736850452527869e+03 -2.94181683412821527e-10  5.42674401405593341e-09 
 3.54813389233571570e+03 -3.12520861305988813e-10  5.55319241200921852e-09 
 3.63078054770097333e+03 -3.31724314922532683e-10  5.68258926725694726e-09 
 3.71535229097168440e+03 -3.51832774090882825e-10  5.81500347929198889e-09 
 3.80189396320556989e+03 -3.72888887969180771e-10  5.95050556875669612e-09 
 3.89045144994276279e+03 -3.94937315464633104e-10  6.08916771562448355e-09 
 3.98107170553492824e+03 -4.18024819952105142e-10  6.23106379916855957e-09 
 4.07380277804108209e+03 -4.42200368395531391e-10  6.37626943955996590e-09 
 4.16869383470330740e+03 -4.67515235205850436e-10  6.52486203853828142e-09 
 4.26579518801587892e+03 -4.94023110936591704e-10  6.67692082345922142e-09 
 4.36515832240161035e+03 -5.21780216121255477e-10  6.83252689122757964e-09 
 4.46683592150958066e+03 -5.50845420486621548e-10  6.99176325302052162e-09 
