 frequency                ac_re                    ac_im                   
 4.57088189614869862e+03 -5.81280367751446999e-10  7.15471488130115575e-09 
 4.67735141287192891e+03 -6.13149606327554154e-10  7.32146875722046904e-09 
 4.78630092322632936e+03 -6.46520726154066240e-10  7.49211391937297371e-09 
 4.89778819368440691e+03 -6.81464502005291907e-10  7.66674151431649835e-09 
 5.01187233627266596e+03 -7.18055043522029201e-10  7.84544484789794427e-09 
 5.12861383991358980e+03 -7.56369952307359034e-10  8.02831943787344710e-09 
 5.24807460249766609e+03 -7.96490486439349683e-10  8.21546306885836203e-09 
 5.37031796370246593e+03 -8.38501732748252167e-10  8.40697584730665048e-09 
 5.49540873857618226e+03 -8.82492787107142437e-10  8.60296025939259854e-09 
 5.62341325190342559e+03 -9.28556943353951925e-10  8.80352122983299359e-09 
 5.75439937337150241e+03 -9.76791891017658633e-10  9.00876618157339353e-09 
 5.88843655355582086e+03 -1.02729992233647381e-09  9.21880509903286748e-09 
 6.02559586074350682e+03 -1.08018814911439355e-09  9.43375059077681727e-09 
 6.16595001861474884e+03 -1.13556872968931444e-09  9.65371795619421980e-09 
 6.30957344480185748e+03 -1.19355910665466377e-09  9.87882525252528980e-09 
 6.45654229034647778e+03 -1.25428225572906639e-09  1.01091933639872430e-08 
 6.60693448007588086e+03 -1.31786694635452486e-09  1.03449460732382144e-08 
 6.76082975391973650e+03 -1.38444801456332769e-09  1.05862101354969427e-08 
 6.91830970918928142e+03 -1.45416664868873377e-09  1.08331153530706248e-08 
 7.07945784384129365e+03 -1.52717068852336368e-09  1.10857946536114034e-08 
 7.24435960074981267e+03 -1.60361493850905543e-09  1.13443841707101555e-08 
 7.41310241300908456e+03 -1.68366149576385714e-09  1.16090233251966865e-08 
 7.58577575029174477e+03 -1.76748009344397348e-09  1.18798549108753931e-08 
 7.76247116628682215e+03 -1.85524846028133213e-09  1.21570251820681362e-08 
 7.94328234724271715e+03 -1.94715269708462248e-09  1.24406839428625229e-08 
 8.12830516164089204e+03 -2.04338767094397859e-09  1.27309846413187188e-08 
 8.31763771102660758e+03 -2.14415742786717031e-09  1.30280844646469935e-08 
 8.51138038202365897e+03 -2.24967562499053693e-09  1.33321444377710681e-08 
 8.70963589956069882e+03 -2.36016598298995228e-09  1.36433295256759800e-08 
 8.91250938133734417e+03 -2.47586275979999978e-09  1.39618087386761330e-08 
 9.12010839355898315e+03 -2.59701124663462260e-09  1.42877552414420299e-08 
 9.33254300796979260e+03 -2.72386828734554521e-09  1.46213464638228079e-08 
 9.54992586021423813e+03 -2.85670282207076066e-09  1.49627642189156691e-08 
 9.77237220955798148e+03 -2.99579645655260846e-09  1.53121948205807443e-08 
 9.99999999999987085e+03 -3.14144405820020528e-09  1.56698292087840750e-08 
 1.02329299228074087e+04 -3.29395438018850563e-09  1.60358630779988749e-08 
 1.04712854805088591e+04 -3.45365071471881023e-09  1.64104970080432419e-08 
 1.07151930523759238e+04 -3.62087157710648224e-09  1.67939366024900661e-08 
 1.09647819614317068e+04 -3.79597142215712676e-09  1.71863926299780795e-08 
 1.12201845430194880e+04 -3.97932139370936123e-09  1.75880811726824640e-08 
 1.14815362149686771e+04 -4.17131010995050649e-09  1.79992237758601067e-08 
 1.17489755493951416e+04 -4.37234448517878128e-09  1.84200476092740156e-08 
 1.20226443461739709e+04 -4.58285058932318686e-09  1.88507856958787420e-08 
 1.23026877081236526e+04 -4.80327455273866339e-09  1.92916768135239013e-08 
 1.25892541179415057e+04 -5.03408350361206192e-09  1.97429660731414961e-08 
 1.28824955169311688e+04 -5.27576655909176174e-09  2.02049048345898186e-08 
 1.31825673855638961e+04 -5.52883585815684873e-09  2.06777509650162472e-08 
 1.34896288259163575e+04 -5.79382764383046442e-09  2.11617690346597911e-08 
 1.38038426460286646e+04 -6.07130339601404179e-09  2.16572305225634711e-08 
 1.41253754462273537e+04 -6.36185101762034810e-09  2.21644140314350127e-08 
 1.44543977074590803e+04 -6.66608607638129781e-09  2.26836055086701149e-08 
 1.47910838816818741e+04 -6.98465310448820634e-09  2.32150984802963590e-08 
 1.51356124843618763e+04 -7.31822695939339865e-09  2.37591942885003848e-08 
 1.54881661891246022e+04 -7.66751424822957979e-09  2.43162023467353282e-08 
 1.58489319246109189e+04 -8.03325481923468227e-09  2.48864404001539781e-08 
 1.62181009735890784e+04 -8.41622332259512410e-09  2.54702347992047861e-08 
 1.65958690743753796e+04 -8.81723084425341460e-09  2.60679207838961105e-08 
 1.69824365246172092e+04 -9.23712661693865642e-09  2.66798427847875737e-08 
 1.73780082874935142e+04 -9.67679981014076639e-09  2.73063547300989704e-08 
 1.77827941003889828e+04 -1.01371814049766742e-08  2.79478203747704839e-08 
 1.81970085860995823e+04 -1.06192461553516837e-08  2.86046136380807547e-08 
 1.86208713666284166e+04 -1.11240146422988506e-08  2.92771189599836088e-08 
 1.90546071796322067e+04 -1.16525554228352629e-08  2.99657316738448541e-08 
 1.94984459975801801e+04 -1.22059872803807626e-08  3.06708583949505636e-08 
 1.99526231496885157e+04 -1.27854815792315922e-08  3.13929174295612832e-08 
 2.04173794466950058e+04 -1.33922647302318881e-08  3.21323392048223853e-08 
 2.08929613085400997e+04 -1.40276207673354464e-08  3.28895668311517273e-08 
 2.13796208950220171e+04 -1.46928940579958584e-08  3.36650561055317773e-08 
 2.18776162394952153e+04 -1.53894921148341569e-08  3.44592767070131068e-08 
 2.23872113856830765e+04 -1.61188885636389678e-08  3.52727122482207173e-08 
 2.29086765276774022e+04 -1.68826262357111436e-08  3.61058609356569334e-08 
 2.34422881531988860e+04 -1.76823204084625295e-08  3.69592361437855263e-08 
 2.39883291901945595e+04 -1.85196621961944874e-08  3.78333670137924491e-08 
 2.45470891568499501e+04 -1.93964220983358129e-08  3.87287990870180118e-08 
 2.51188643150954376e+04 -2.03144537137243225e-08  3.96460949689202803e-08 
 2.57039578276882639e+04 -2.12756976263255335e-08  4.05858350323576121e-08 
 2.63026799189534358e+04 -2.22821854734336836e-08  4.15486181504169456e-08 
 2.69153480392687634e+04 -2.33360441974290785e-08  4.25350626266166738e-08 
 2.75422870333812607e+04 -2.44395005139388374e-08  4.35458064085927285e-08 
 2.81838293126441240e+04 -2.55948855501139335e-08  4.45815088449614327e-08 
 2.88403150312656362e+04 -2.68046397441131981e-08  4.56428510166088033e-08 
 2.95120922666634215e+04 -2.80713179317071969e-08  4.67305368141078313e-08 
 3.01995172040197140e+04 -2.93975946968209740e-08  4.78452939707762222e-08 
 3.09029543251354444e+04 -3.07862699557082520e-08  4.89878751196822464e-08 
 3.16227766016833193e+04 -3.22402748052654127e-08  5.01590589243310213e-08 
 3.23593656929623394e+04 -3.37626776365870579e-08  5.13596514485031607e-08 
 3.31131121482586095e+04 -3.53566905550619252e-08  5.25904866843974722e-08 
 3.38844156139197439e+04 -3.70256760521403169e-08  5.38524289712495238e-08 
 3.46736850452526414e+04 -3.87731540311697424e-08  5.51463736704944854e-08 
 3.54813389233570124e+04 -4.06028091362581519e-08  5.64732488345831033e-08 
 3.63078054770095841e+04 -4.25184984200723687e-08  5.78340169962662216e-08 
 3.71535229097166884e+04 -4.45242593971588088e-08  5.92296759348998776e-08 
 3.80189396320555388e+04 -4.66243184045830273e-08  6.06612617661989885e-08 
 3.89045144994274669e+04 -4.88230994174738282e-08  6.21298499198089288e-08 
 3.98107170553491160e+04 -5.11252332289960333e-08  6.36365575418591628e-08 
 4.07380277804106518e+04 -5.35355671003945483e-08  6.51825446907621669e-08 
 4.16869383470329049e+04 -5.60591747870359245e-08  6.67690178770482374e-08 
 4.26579518801586164e+04 -5.87013670947070700e-08  6.83972315111694194e-08 
 4.36515832240159289e+04 -6.14677028876972082e-08  7.00684908509049663e-08 
 4.46683592150956247e+04 -6.43640006468548881e-08  7.17841536417496439e-08 
 4.57088189614867952e+04 -6.73963504888494508e-08  7.35456343677579471e-08 
 4.67735141287190927e+04 -7.05711268074583215e-08  7.53544064933614784e-08 
 4.78630092322630881e+04 -7.38950015101842938e-08  7.72120047855691179e-08 
 4.89778819368438562e+04 -7.73749577745414250e-08  7.91200301969998385e-08 
 5.01187233627264432e+04 -8.10183045562332442e-08  8.10801526618559320e-08 
 5.12861383991356779e+04 -8.48326917165841626e-08  8.30941139360099226e-08 
 5.24807460249764335e+04 -8.88261257945206443e-08  8.51637335659407145e-08 
 5.37031796370244265e+04 -9.30069866602905670e-08  8.72909108199665934e-08 
 5.49540873857615879e+04 -9.73840447452099201e-08  8.94776315168831291e-08 
 5.62341325190340212e+04 -1.01966479278928815e-07  9.17259703989691749e-08 
 5.75439937337147858e+04 -1.06763897161524272e-07  9.40380986479179440e-08 
 5.88843655355579685e+04 -1.11786352926105378e-07  9.64162867790897212e-08 
 6.02559586074348263e+04 -1.17044369405668683e-07  9.88629129406095490e-08 
 6.16595001861472410e+04 -1.22548959589663632e-07  1.01380466386871838e-07 
 6.30957344480183237e+04 -1.28311649238705599e-07  1.03971556700134224e-07 
 6.45654229034645250e+04 -1.34344500857870935e-07  1.06638918218798563e-07 
 6.60693448007585539e+04 -1.40660138478746107e-07  1.09385418555977925e-07 
 6.76082975391970976e+04 -1.47271773720534341e-07  1.12214067501955913e-07 
 6.91830970918925450e+04 -1.54193233166489019e-07  1.15128023215437617e-07 
 7.07945784384126600e+04 -1.61438986840613466e-07  1.18130602212230060e-07 
 7.24435960074978502e+04 -1.69024178014823185e-07  1.21225290122320288e-07 
 7.41310241300905618e+04 -1.76964654565715530e-07  1.24415749487628698e-07 
 7.58577575029171567e+04 -1.85277001569752982e-07  1.27705832161513557e-07 
 7.76247116628679214e+04 -1.93978575575888211e-07  1.31099590556054787e-07 
 7.94328234724268696e+04 -2.03087540290954862e-07  1.34601289941422770e-07 
 8.12830516164086148e+04 -2.12622904027503113e-07  1.38215422215802230e-07 
 8.31763771102657629e+04 -2.22604558983965708e-07  1.41946717527788055e-07 
 8.51138038202362804e+04 -2.33053321858770034e-07  1.45800164234539408e-07 
 8.70963589956066571e+04 -2.43990977034363915e-07  1.49781020307539031e-07 
 8.91250938133731106e+04 -2.55440321049271287e-07  1.53894833372001431e-07 
 9.12010839355895005e+04 -2.67425209632113945e-07  1.58147456744694856e-07 
 9.33254300796975876e+04 -2.79970606401857113e-07  1.62545072126614962e-07 
 9.54992586021420429e+04 -2.93102634186597887e-07  1.67094209422112534e-07 
 9.77237220955794764e+04 -3.06848628470661663e-07  1.71801767368430368e-07 
 9.99999999999983702e+04 -3.21237193053299461e-07  1.76675041886980744e-07 
 1.02329299228073738e+05 -3.36298258672829605e-07  1.81721747362235016e-07 
 1.04712854805088238e+05 -3.52063143762530515e-07  1.86950048928803422e-07 
 1.07151930523758885e+05 -3.68564618217294215e-07  1.92368588105398038e-07 
 1.09647819614316701e+05 -3.85836969787485931e-07  1.97986516917057111e-07 
 1.12201845430194502e+05 -4.03916073652663319e-07  2.03813531128568716e-07 
 1.14815362149686393e+05 -4.22839464604581103e-07  2.09859906929104647e-07 
 1.17489755493951030e+05 -4.42646412787097231e-07  2.16136539706560282e-07 
 1.20226443461739313e+05 -4.63378002637300829e-07  2.22654985940135503e-07 
 1.23026877081236133e+05 -4.85077214848249027e-07  2.29427508113254152e-07 
 1.25892541179414649e+05 -5.07789012660342319e-07  2.36467120387643498e-07 
 1.28824955169311273e+05 -5.31560430583783526e-07  2.43787644111819749e-07 
 1.31825673855638539e+05 -5.56440668367455081e-07  2.51403757319730385e-07 
 1.34896288259163121e+05 -5.82481187345053141e-07  2.59331058568541438e-07 
 1.38038426460286195e+05 -6.09735812335636654e-07  2.67586125239130055e-07 
 1.41253754462273093e+05 -6.38260836280075376e-07  2.76186583918076704e-07 
 1.44543977074590366e+05 -6.68115130749159712e-07  2.85151178331563391e-07 
 1.47910838816818286e+05 -6.99360259131418509e-07  2.94499851111838298e-07 
 1.51356124843618309e+05 -7.32060596014552076e-07  3.04253823731469158e-07 
 1.54881661891245574e+05 -7.66283450727359022e-07  3.14435682336363727e-07 
 1.58489319246108731e+05 -8.02099195295435200e-07  3.25069474873940308e-07 
 1.62181009735890315e+05 -8.39581398335145785e-07  3.36180810281053906e-07 
 1.65958690743753308e+05 -8.78806963543913645e-07  3.47796966822877351e-07 
 1.69824365246171597e+05 -9.19856273488186763e-07  3.59947006309431071e-07 
 1.73780082874934626e+05 -9.62813339286296414e-07  3.72661899140180786e-07 
 1.77827941003889282e+05 -1.00776595585585476e-06  3.85974652109601982e-07 
 1.81970085860995285e+05 -1.05480586233093316e-06  3.99920452843417859e-07 
 1.86208713666283613e+05 -1.10402890889094523e-06  4.14536819526585620e-07 
 1.90546071796321514e+05 -1.15553522957687728e-06  4.29863759563050795e-07 
 1.94984459975801234e+05 -1.20942942144133012e-06  4.45943942913541750e-07 
 1.99526231496884575e+05 -1.26582072802466500e-06  4.62822890302106436e-07 
 2.04173794466949475e+05 -1.32482323288971621e-06  4.80549159730996651e-07 
 2.08929613085400400e+05 -1.38655605525384744e-06  4.99174567492908787e-07 
 2.13796208950219559e+05 -1.45114355581207747e-06  5.18754404645009657e-07 
 2.18776162394951505e+05 -1.51871554581368052e-06  5.39347682194312354e-07 
 2.23872113856830110e+05 -1.58940750506302433e-06  5.61017382824735609e-07 
 2.29086765276773367e+05 -1.66336080533873466e-06  5.83830739162565569e-07 
 2.34422881531988183e+05 -1.74072293966905799e-06  6.07859524237495610e-07 
 2.39883291901944904e+05 -1.82164775939435332e-06  6.33180366578707587e-07 
 2.45470891568498802e+05 -1.90629571586677483e-06  6.59875081410567193e-07 
 2.51188643150953663e+05 -1.99483411029974782e-06  6.88031027364943319e-07 
 2.57039578276881919e+05 -2.08743734686788125e-06  7.17741491044852911e-07 
 2.63026799189533631e+05 -2.18428719300250088e-06  7.49106093998190560e-07 
 2.69153480392686906e+05 -2.28557304528389128e-06  7.82231223482470152e-07 
 2.75422870333811850e+05 -2.39149219860899950e-06  8.17230502589348889e-07 
 2.81838293126440491e+05 -2.50225012117949980e-06  8.54225281971950324e-07 
 2.88403150312655605e+05 -2.61806073290364719e-06  8.93345168363266951e-07 
 2.95120922666633443e+05 -2.73914668661657848e-06  9.34728594013755697e-07 
 3.01995172040196368e+05 -2.86573965025306675e-06  9.78523419722266653e-07 
 3.09029543251353665e+05 -2.99808059528282023e-06  1.02488757075229712e-06 
 3.16227766016832436e+05 -3.13642007864404864e-06  1.07398973100118111e-06 
 3.23593656929622637e+05 -3.28101852891499748e-06  1.12601007724501013e-06 
 3.31131121482585324e+05 -3.43214652968987768e-06  1.18114104949775314e-06 
 3.38844156139196653e+05 -3.59008509698972103e-06  1.23958819669851453e-06 
 3.46736850452525599e+05 -3.75512595249827387e-06  1.30157105766506602e-06 
 3.54813389233569265e+05 -3.92757178954315515e-06  1.36732411018552142e-06 
 3.63078054770094983e+05 -4.10773653023732405e-06  1.43709777886832096e-06 
 3.71535229097166040e+05 -4.29594556639394924e-06  1.51115951844998449e-06 
 3.80189396320554544e+05 -4.49253599132692632e-06  1.58979494754769828e-06 
 3.89045144994273782e+05 -4.69785680828689723e-06  1.67330907652166560e-06 
 3.98107170553490287e+05 -4.91226911793482543e-06  1.76202761240109639e-06 
 4.07380277804105601e+05 -5.13614628273328893e-06  1.85629833077187275e-06 
 4.16869383470328117e+05 -5.36987405839068776e-06  1.95649255882528679e-06 
 4.26579518801585189e+05 -5.61385068953714245e-06  2.06300673997321669e-06 
 4.36515832240158285e+05 -5.86848696628176906e-06  2.17626409670604645e-06 
 4.46683592150955228e+05 -6.13420623293967402e-06  2.29671641021903636e-06 
 4.57088189614866918e+05 -6.41144434118923727e-06  2.42484590422093132e-06 
 4.67735141287189908e+05 -6.70064954187921584e-06  2.56116724153885081e-06 
 4.78630092322629876e+05 -7.00228231010730918e-06  2.70622966232237423e-06 
 4.89778819368437515e+05 -7.31681508276973722e-06  2.86061923421020761e-06 
 5.01187233627263398e+05 -7.64473191445474000e-06  3.02496125239769837e-06 
 5.12861383991355775e+05 -7.98652802097001715e-06  3.19992278892291411e-06 
 5.24807460249763331e+05 -8.34270921573850415e-06  3.38621538834422423e-06 
 5.37031796370243188e+05 -8.71379121432494980e-06  3.58459791553589753e-06 
 5.49540873857614817e+05 -9.10029878546808149e-06  3.79587960083959436e-06 
 5.62341325190339121e+05 -9.50276474349524280e-06  4.02092323584547569e-06 
 5.75439937337146723e+05 -9.92172876431178601e-06  4.26064855908988966e-06 
 5.88843655355578521e+05 -1.03577359741695093e-05  4.51603584249301620e-06 
 6.02559586074347026e+05 -1.08113353258689350e-05  4.78812967675716743e-06 
 6.16595001861471217e+05 -1.12830777066230595e-05  5.07804295162003317e-06 
 6.30957344480182044e+05 -1.17735137642996552e-05  5.38696105917525592e-06 
 6.45654229034644086e+05 -1.22831913985698168e-05  5.71614632418510392e-06 
 6.60693448007584317e+05 -1.28126529051304396e-05  6.06694264569591284e-06 
 6.76082975391969783e+05 -1.33624317170963186e-05  6.44078036388074766e-06 
 6.91830970918924198e+05 -1.39330486902601760e-05  6.83918137346435339e-06 
 7.07945784384125262e+05 -1.45250078967884163e-05  7.26376445263955480e-06 
 7.24435960074977134e+05 -1.51387918738570037e-05  7.71625083066826650e-06 
 7.41310241300904308e+05 -1.57748562427715452e-05  8.19846995969810033e-06 
 7.58577575029170257e+05 -1.64336236621603164e-05  8.71236549194427326e-06 
 7.76247116628677933e+05 -1.71154770130112556e-05  9.26000148902202293e-06 
 7.94328234724267386e+05 -1.78207517467826709e-05  9.84356875965578386e-06 
 8.12830516164084780e+05 -1.85497273175845141e-05  1.04653913544688738e-05 
 8.31763771102656145e+05 -1.93026175829872178e-05  1.11279331654658323e-05 
 8.51138038202361204e+05 -2.00795600668301276e-05  1.18338045983362162e-05 
 8.70963589956064941e+05 -2.08806039930911374e-05  1.25857691933046983e-05 
 8.91250938133729389e+05 -2.17056969450219236e-05  1.33867502136395531e-05 
 9.12010839355893200e+05 -2.25546700291619830e-05  1.42398370151844869e-05 
 9.33254300796974101e+05 -2.34272213782977069e-05  1.51482911535785395e-05 
 9.54992586021418567e+05 -2.43228979091107847e-05  1.61155520234939435e-05 
 9.77237220955792814e+05 -2.52410750925402329e-05  1.71452419211500126e-05 
 9.99999999999981723e+05 -2.61809346562761724e-05  1.82411703145290852e-05 
 1.02329299228073540e+06 -2.71414399945337001e-05  1.94073369976202652e-05 
 1.04712854805088032e+06 -2.81213091830861470e-05  2.06479340175711519e-05 
 1.07151930523758661e+06 -2.91189853959224907e-05  2.19673458621485876e-05 
 1.09647819614316477e+06 -3.01326046117228859e-05  2.33701476505409787e-05 
 1.12201845430194261e+06 -3.11599604739305706e-05  2.48611007839940159e-05 
 1.14815362149686133e+06 -3.21984662013704556e-05  2.64451456365069588e-05 
 1.17489755493950751e+06 -3.32451135426216254e-05  2.81273905831711596e-05 
 1.20226443461739039e+06 -3.42964286872235824e-05  2.99130967908158710e-05 
 1.23026877081235847e+06 -3.53484253435371734e-05  3.18076579481571000e-05 
 1.25892541179414350e+06 -3.63965549902572915e-05  3.38165741297360449e-05 
 1.28824955169310956e+06 -3.74356547694289937e-05  3.59454188191699601e-05 
 1.31825673855638201e+06 -3.84598933015466515e-05  3.81997981363781195e-05 
 1.34896288259162800e+06 -3.94627151956199740e-05  4.05853011036419166e-05 
 1.38038426460285857e+06 -4.04367849546841010e-05  4.31074398659531222e-05 
 1.41253754462272744e+06 -4.13739315106100735e-05  4.57715786022274359e-05 
 1.44543977074589999e+06 -4.22650947186070720e-05  4.85828500265824098e-05 
 1.47910838816817920e+06 -4.31002755766009851e-05  5.15460582827091278e-05 
 1.51356124843617924e+06 -4.38684923432549654e-05  5.46655671671202276e-05 
 1.54881661891245167e+06 -4.45577451274497730e-05  5.79451729479383751e-05 
 1.58489319246108318e+06 -4.51549918708832665e-05  6.13879611222459590e-05 
 1.62181009735889896e+06 -4.56461393784102581e-05  6.49961470585126645e-05 
 1.65958690743752895e+06 -4.60160531471830465e-05  6.87709008968746723e-05 
 1.69824365246171178e+06 -4.62485904672592360e-05  7.27121578552292452e-05 
 1.73780082874934212e+06 -4.63266613462401042e-05  7.68184160684066384e-05 
 1.77827941003888869e+06 -4.62323221421906091e-05  8.10865248829956310e-05 
 1.81970085860994854e+06 -4.59469066556608710e-05  8.55114681734434013e-05 
 1.86208713666283176e+06 -4.54511992173521170e-05  9.00861483391800688e-05 
 1.90546071796321054e+06 -4.47256536354354798e-05  9.48011782073419386e-05 
 1.94984459975800780e+06 -4.37506607498110392e-05  9.96446897391436450e-05 
 1.99526231496884115e+06 -4.25068659457795693e-05  1.04602169824252560e-04 
 2.04173794466948998e+06 -4.09755357962300151e-05  1.09656334513452062e-04 
 2.08929613085399917e+06 -3.91389704173140143e-05  1.14787054420615716e-04 
 2.13796208950219071e+06 -3.69809553384939024e-05  1.19971343782606610e-04 
 2.18776162394951005e+06 -3.44872427889736759e-05  1.25183425677377039e-04 
 2.23872113856829610e+06 -3.16460493117285099e-05  1.30394884493071733e-04 
 2.29086765276772855e+06 -2.84485524730256978e-05  1.35574914161432466e-04 
 2.34422881531987665e+06 -2.48893667851404323e-05  1.40690667501482239e-04 
 2.39883291901944391e+06 -2.09669762711614082e-05  1.45707707148702651e-04 
 2.45470891568498267e+06 -1.66840999224758601e-05  1.50590553218661019e-04 
 2.51188643150953110e+06 -1.20479665274169883e-05  1.55303316742008110e-04 
 2.57039578276881343e+06 -7.07047735919188349e-06  1.59810401500219278e-04 
 2.63026799189533014e+06 -1.76823872482920517e-06  1.64077251097834794e-04 
 2.69153480392686278e+06  3.83754769083539311e-06  1.68071113181302435e-04 
 2.75422870333811222e+06  9.72134190454595251e-06  1.71761788913625139e-04 
 2.81838293126439815e+06  1.58536673488918241e-05  1.75122335108831900e-04 
 2.88403150312654907e+06  2.22016458743006699e-05  1.78129686504599710e-04 
 2.95120922666632757e+06  2.87296465818945410e-05  1.80765169620701323e-04 
 3.01995172040195670e+06  3.54000226409232344e-05  1.83014884904584402e-04 
 3.09029543251352943e+06  4.21739043204270926e-05  1.84869941060519951e-04 
 3.16227766016831668e+06  4.90120144458463112e-05  1.86326534121334053e-04 
 3.23593656929621845e+06  5.58754717750769406e-05  1.87385872462150386e-04 
 3.31131121482584532e+06  6.27265496901020797e-05  1.88053957198322378e-04 
 3.38844156139195804e+06  6.95293622030726879e-05  1.88341234903077883e-04 
 3.46736850452524750e+06  7.62504550844681801e-05  1.88262145047250843e-04 
 3.54813389233568404e+06  8.28592861827066564e-05  1.87834587946868875e-04 
 3.63078054770094110e+06  8.93285870492942495e-05  1.87079340961806602e-04 
 3.71535229097165121e+06  9.56346039212685028e-05  1.86019449777615864e-04 
 3.80189396320553590e+06  1.01757223096225706e-04  1.84679619924951798e-04 
 3.89045144994272804e+06  1.07679989666407619e-04  1.83085630150090460e-04 
 3.98107170553489262e+06  1.13390033205393442e-04  1.81263785174397263e-04 
 4.07380277804104565e+06  1.18877915300395312e-04  1.79240420950769168e-04 
 4.16869383470327035e+06  1.24137415546516651e-04  1.77041471116365227e-04 
 4.26579518801584095e+06  1.29165271993378193e-04  1.74692099091758291e-04 
 4.36515832240157202e+06  1.33960891340906572e-04  1.72216396945402755e-04 
 4.46683592150954157e+06  1.38526042540659805e-04  1.69637149101722114e-04 
 4.57088189614865836e+06  1.42864545379142326e-04  1.66975656747496453e-04 
 4.67735141287188791e+06  1.46981963907226790e-04  1.64251617417672486e-04 
 4.78630092322628666e+06  1.50885311745999095e-04  1.61483053177846484e-04 
 4.89778819368436281e+06  1.54582775329442797e-04  1.58686280498728904e-04 
 5.01187233627262153e+06  1.58083458249009564e-04  1.55875914920828858e-04 
 5.12861383991354518e+06  1.61397149406345097e-04  1.53064903865675757e-04 
 5.24807460249761958e+06  1.64534115550006067e-04  1.50264581509707733e-04 
 5.37031796370241791e+06  1.67504918311358285e-04  1.47484740320047859e-04 
 5.49540873857613374e+06  1.70320254984893506e-04  1.44733714458951363e-04 
 5.62341325190337654e+06  1.72990821684363192e-04  1.42018471077809270e-04 
 5.75439937337145209e+06  1.75527197186601223e-04  1.39344706152807302e-04 
 5.88843655355576985e+06  1.77939745669844154e-04  1.36716942273941813e-04 
 6.02559586074345466e+06  1.80238536387588796e-04  1.34138626138169750e-04 
 6.16595001861469541e+06  1.82433278278654914e-04  1.31612224297759483e-04 
 6.30957344480180275e+06  1.84533267784823358e-04  1.29139315931038259e-04 
 6.45654229034642223e+06  1.86547348033600543e-04  1.26720681827312580e-04 
 6.60693448007582407e+06  1.88483877889665102e-04  1.24356389088978267e-04 
 6.76082975391967874e+06  1.90350709300792084e-04  1.22045871291587870e-04 
 6.91830970918922219e+06  1.92155171933935953e-04  1.19788003946930130e-04 
 7.07945784384123329e+06  1.93904063703701770e-04  1.17581175347553668e-04 
 7.24435960074975155e+06  1.95603646451216319e-04  1.15423352928402035e-04 
 7.41310241300902236e+06  1.97259645971107147e-04  1.13312145297450722e-04 
 7.58577575029168092e+06  1.98877255580758163e-04  1.11244860208026847e-04 
 7.76247116628675628e+06  2.00461142845034009e-04  1.09218558742777560e-04 
 7.94328234724264964e+06  2.02015458952374799e-04  1.07230105897193739e-04 
 8.12830516164082289e+06  2.03543850289032122e-04  1.05276217930687995e-04 
 8.31763771102653630e+06  2.05049472173611524e-04  1.03353506567242212e-04 
 8.51138038202358596e+06  2.06535004216463618e-04  1.01458520441201098e-04 
 8.70963589956062287e+06  2.08002667477793352e-04  9.95877837509542125e-05 
 8.91250938133726642e+06  2.09454243003468941e-04  9.77378324634461612e-05 
 9.12010839355890453e+06  2.10891091812119347e-04  9.59052480903016362e-05 
 9.33254300796971284e+06  2.12314176280902135e-04  9.40866890766613656e-05 
 9.54992586021415703e+06  2.13724082742250567e-04  9.22789199404587166e-05 
 9.77237220955790021e+06  2.15121045275852541e-04  9.04788382051852297e-05 
 9.99999999999978766e+06  2.16504970790270992e-04  8.86834989162769895e-05 
 1.02329299228073228e+07  2.17875465066375950e-04  8.68901370019610622e-05 
 1.04712854805087708e+07  2.19231859893241859e-04  8.50961872094917508e-05 
 1.07151930523758344e+07  2.20573241128183017e-04  8.32993016328275237e-05 
 1.09647819614316151e+07  2.21898477566037330e-04  8.14973647644453832e-05 
 1.12201845430193935e+07  2.23206250473127120e-04  7.96885059568957647e-05 
 1.14815362149685808e+07  2.24495083640662170e-04  7.78711093001860762e-05 
 1.17489755493950434e+07  2.25763373808766059e-04  7.60438206777089266e-05 
 1.20226443461738713e+07  2.27009421182408036e-04  7.42055521421704028e-05 
 1.23026877081235517e+07  2.28231459877272809e-04  7.23554834014106100e-05 
 1.25892541179414019e+07  2.29427687945962604e-04  7.04930605797670913e-05 
 1.28824955169310626e+07  2.30596296925826224e-04  6.86179919778381122e-05 
 1.31825673855637871e+07  2.31735500377630718e-04  6.67302412219080012e-05 
 1.34896288259162456e+07  2.32843561338190875e-04  6.48300175578797795e-05 
 1.38038426460285503e+07  2.33918818270883240e-04  6.29177636953182957e-05 
 1.41253754462272376e+07  2.34959709342638906e-04  6.09941410948843172e-05 
 1.44543977074589618e+07  2.35964794694245813e-04  5.90600130712038893e-05 
 1.47910838816817533e+07  2.36932776495494207e-04  5.71164258728799163e-05 
 1.51356124843617529e+07  2.37862516595966180e-04  5.51645880052149354e-05 
 1.54881661891244762e+07  2.38753051519396465e-04  5.32058481620454286e-05 
 1.58489319246107899e+07  2.39603604786829818e-04  5.12416719802759004e-05 
 1.62181009735889453e+07  2.40413596376130531e-04  4.92736180849228029e-05 
 1.65958690743752439e+07  2.41182649340967141e-04  4.73033137540556183e-05 
 1.69824365246170722e+07  2.41910593619510013e-04  4.53324304601568102e-05 
 1.73780082874933742e+07  2.42597467068498347e-04  4.33626598906080476e-05 
 1.77827941003888398e+07  2.43243513972698605e-04  4.13956904236028711e-05 
