 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  6.190214247338190e-01  6.225625131388487e-01  7.600000008769657e-01  7.400000009865384e-01  0.000000000000000e+00 
 2.000000000000000e-12  6.190214247338128e-01  6.225625131388559e-01  7.600000008769657e-01  7.400000009865384e-01  0.000000000000000e+00 
 4.000000000000001e-12  6.190214247338053e-01  6.225625131388570e-01  7.600000008769657e-01  7.400000009865384e-01  0.000000000000000e+00 
 8.000000000000001e-12  6.190214247337850e-01  6.225625131388615e-01  7.600000008769661e-01  7.400000009865383e-01  0.000000000000000e+00 
 1.600000000000000e-11  6.190214247337206e-01  6.225625131388738e-01  7.600000008769663e-01  7.400000009865381e-01  0.000000000000000e+00 
 3.200000000000001e-11  6.190214247336097e-01  6.225625131389025e-01  7.600000008769666e-01  7.400000009865380e-01  0.000000000000000e+00 
 6.400000000000001e-11  6.190214247334138e-01  6.225625131391043e-01  7.600000008769674e-01  7.400000009865372e-01  0.000000000000000e+00 
 1.280000000000000e-10  6.190214247326520e-01  6.225625131398704e-01  7.600000008769681e-01  7.400000009865357e-01  0.000000000000000e+00 
 2.560000000000000e-10  6.190214246599334e-01  6.225625132133115e-01  7.600000008769735e-01  7.400000009865417e-01  0.000000000000000e+00 
 4.560000000000001e-10  6.190214249387064e-01  6.225625129318157e-01  7.600000008769549e-01  7.400000009865121e-01  0.000000000000000e+00 
 6.560000000000001e-10  6.190214243009420e-01  6.225625135758472e-01  7.600000008770071e-01  7.400000009865786e-01  0.000000000000000e+00 
 8.560000000000001e-10  6.190214256724854e-01  6.225625121901076e-01  7.600000008769054e-01  7.400000009864375e-01  0.000000000000000e+00 
 1.056000000000000e-09  6.190214227039114e-01  6.225625151891057e-01  7.600000008771371e-01  7.400000009867425e-01  0.000000000000000e+00 
 1.256000000000000e-09  6.190214291258451e-01  6.225625087015447e-01  7.600000008766512e-01  7.400000009860783e-01  0.000000000000000e+00 
 1.456000000000000e-09  6.190214152329245e-01  6.225625227369868e-01  7.600000008777149e-01  7.400000009875166e-01  0.000000000000000e+00 
 1.656000000000000e-09  6.190214452881130e-01  6.225624923733415e-01  7.600000008754215e-01  7.400000009844127e-01  0.000000000000000e+00 
 1.856000000000000e-09  6.190213802680437e-01  6.225625580613188e-01  7.600000008803968e-01  7.400000009911395e-01  0.000000000000000e+00 
 2.056000000000000e-09  6.190215209308521e-01  6.225624159536831e-01  7.600000008696579e-01  7.400000009765941e-01  0.000000000000000e+00 
 2.256000000000000e-09  6.190212166238678e-01  6.225627233861095e-01  7.600000008929154e-01  7.400000010080710e-01  0.000000000000000e+00 
 2.456000000000000e-09  6.190218749546083e-01  6.225620582939448e-01  7.600000008426155e-01  7.400000009399840e-01  0.000000000000000e+00 
 2.656000000000000e-09  6.190204507383573e-01  6.225634971391100e-01  7.600000009514338e-01  7.400000010872883e-01  0.000000000000000e+00 
 2.856000000000000e-09  6.190235318572413e-01  6.225603843790841e-01  7.600000007160187e-01  7.400000007686198e-01  0.000000000000000e+00 
 3.056000000000001e-09  6.190168662518937e-01  6.225671184670896e-01  7.600000012253157e-01  7.400000014580242e-01  0.000000000000000e+00 
 3.256000000000001e-09  6.190312865371191e-01  6.225525501746337e-01  7.600000001235184e-01  7.399999999665934e-01  0.000000000000000e+00 
 3.456000000000001e-09  6.190000903597780e-01  6.225840672314110e-01  7.600000025071584e-01  7.400000031931661e-01  0.000000000000000e+00 
 3.656000000000001e-09  6.190675809852797e-01  6.225158856237946e-01  7.599999973506739e-01  7.399999962130844e-01  0.000000000000000e+00 
 3.856000000000001e-09  6.189215696424507e-01  6.226633838250138e-01  7.600000085054102e-01  7.400000113130003e-01  0.000000000000000e+00 
 4.056000000000001e-09  6.192374127668621e-01  6.223442529586891e-01  7.599999843683328e-01  7.399999786414357e-01  0.000000000000000e+00 
 4.256000000000001e-09  6.185539841539895e-01  6.230345025642092e-01  7.600000365655775e-01  7.400000493036761e-01  0.000000000000000e+00 
 4.317148001698552e-09  6.176611701606172e-01  6.239351720163429e-01  7.600001046146710e-01  7.400001414683021e-01  0.000000000000000e+00 
 4.346766495243484e-09  6.169764899621312e-01  6.246252181478467e-01  7.600001567060267e-01  7.400002120492161e-01  0.000000000000000e+00 
 4.406003482333346e-09  6.143042809864221e-01  6.273108852280199e-01  7.600003590600003e-01  7.400004865171338e-01  0.000000000000000e+00 
 4.446709884741437e-09  6.107311692493315e-01  6.308856073257458e-01  7.600006274697836e-01  7.400008512482406e-01  0.000000000000000e+00 
