2026-09-23 03:59:53 +0200: Memory Usage (407604K) : Starting running IHP-SG13G2 KLayout DRC runset on ${BULK}/t2f-vdda-build-20260923-r1/candidate_core.gds
2026-09-23 03:59:53 +0200: Memory Usage (407604K) : Ruby Version for klayout: 3.2.3
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : Loading database to memory is complete.
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : IHP-SG13G2 KLayout DRC runset output at: ${BULK}/t2f-vdda-core-drc-20260923-r1/reports/candidate_core_placed_core_NOT_CONNECTED_FULLCHIP_main.lyrdb
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : Evaluate switches.
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : tables selected: main
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : KLayout will use 1 thread(s) in tiling mode.
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : deep mode is enabled.
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : FEOL enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : BEOL enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : OFFGRID enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : ANGLE enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : PIN enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : FORBIDDEN enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : RECOMMENDED enabled: true
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : PreCheck DRC enabled: false
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : CONNECTIVITY_RULES enabled: true.
2026-09-23 03:59:53 +0200: Memory Usage (417088K) : Read in polygons from layers.
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_drw has 72882 polygons
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_pin has 0 polygons
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_mask has 308 polygons
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_filler has 859 polygons
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_nofill has 18 polygons
2026-09-23 03:59:53 +0200: Memory Usage (421600K) : activ_opc has 0 polygons
