 time                   v(gate)                v(gfet,source)         i(vfet)                i(Lload)               v(dfet,source)         i(vig)                 v(fault_n)             v(tripped)            
 0.000000000000000e+00  2.093351062585796e-09  2.139610007137619e-09  3.169919882139993e-10  3.169837725636171e-10  4.999999998403979e+00 -5.736079855733429e-12  3.299999743125452e+00  4.583660644151191e-08 
 1.000000000000000e-11  2.087670619710380e-09  2.131520877073977e-09  3.247606628065114e-10  3.169839668526464e-10  4.999999998402108e+00 -5.488181090140820e-12  3.299999743125455e+00  4.583660376603071e-08 
 1.125000000000000e-11  2.088174966274892e-09  2.132771997228278e-09  3.228564082746743e-10  3.169839917892964e-10  4.999999998402038e+00 -5.565516797423342e-12  3.299999743125453e+00  4.583660599688510e-08 
 1.375000000000000e-11  2.088001438416143e-09  2.132163502214834e-09  3.243059154556249e-10  3.169840478018911e-10  4.999999998401642e+00 -5.520077450693606e-12  3.299999743125453e+00  4.583660815488111e-08 
 1.875000000000000e-11  2.088765993502051e-09  2.133611054023768e-09  3.229203571208927e-10  3.169841813620462e-10  4.999999998401078e+00 -5.587981466437242e-12  3.299999743125455e+00  4.583660823120894e-08 
 2.000000000000000e-11  2.091064987830293e-09  2.137670054016419e-09  3.181526153639425e-10  3.169842157177026e-10  4.999999998401246e+00 -5.768836797148680e-12  3.299999743125453e+00  4.583660965368219e-08 
 2.250000000000000e-11  2.090535577981001e-09  2.135076597358018e-09  3.238156409679505e-10  3.169842920726406e-10  4.999999998400786e+00 -5.553998233542856e-12  3.299999743125453e+00  4.583661096513314e-08 
 2.750000000000000e-11  2.089220740852937e-09  2.133792326624688e-09  3.237801138311625e-10  3.169844685400967e-10  4.999999998400202e+00 -5.560912841318100e-12  3.299999743125454e+00  4.583661049328835e-08 
 3.750000000000000e-11  2.089036527097576e-09  2.133899535232891e-09  3.232614176340576e-10  3.169849120601004e-10  4.999999998399008e+00 -5.589015361628924e-12  3.299999743125456e+00  4.583661327231536e-08 
 5.750000000000000e-11  2.091255751901500e-09  2.136997448211157e-09  3.201954257292527e-10  3.169860628322863e-10  4.999999998397402e+00 -5.677618097887915e-12  3.299999743125458e+00  4.583660663873279e-08 
 9.750000000000000e-11  2.093124118474066e-09  2.139404998727647e-09  3.151008343138528e-10  3.169886295725094e-10  4.999999998397162e+00 -5.731665576186318e-12  3.299999743125461e+00  4.583661025389651e-08 
 1.775000000000000e-10  2.088329301153102e-09  2.132868511807022e-09  3.170139706298869e-10  3.169942038895590e-10  4.999999998396766e+00 -5.546683338325531e-12  3.299999743125463e+00  4.583660297846626e-08 
 2.775000000000000e-10  2.089585920961312e-09  2.134803920891044e-09  3.151687799629599e-10  3.169999306454341e-10  4.999999998399103e+00 -5.607786587522035e-12  3.299999743125463e+00  4.583660779926280e-08 
 3.775000000000000e-10  2.092849560320076e-09  2.139236378661797e-09  3.140696591685810e-10  3.170020621869052e-10  4.999999998403796e+00 -5.724586386521291e-12  3.299999743125461e+00  4.583660516421784e-08 
 3.900000000000000e-10  2.093592049723370e-09  2.140246861347117e-09  3.137010651244054e-10  3.170019984358174e-10  4.999999998404632e+00 -5.752245034462700e-12  3.299999743125462e+00  4.583659699713971e-08 
 4.150000000000001e-10  2.093503523314943e-09  2.140040384771834e-09  3.151576777327136e-10  3.170017006054807e-10  4.999999998405769e+00 -5.740545191978974e-12  3.299999743125461e+00  4.583660741588891e-08 
 4.212500000000001e-10  2.093464374075538e-09  2.140008321962177e-09  3.155200545279513e-10  3.170015875231941e-10  4.999999998405932e+00 -5.741476738485574e-12  3.299999743125460e+00  4.583660341214713e-08 
 4.337500000000001e-10  2.095173062821587e-09  2.142484488915317e-09  3.139604132229579e-10  3.170013104553289e-10  4.999999998406588e+00 -5.820313848936554e-12  3.299999743125456e+00  4.583660757548347e-08 
 4.587500000000001e-10  2.093858045282282e-09  2.140406829346839e-09  3.175042451175614e-10  3.170006933816624e-10  4.999999998406750e+00 -5.743105643829516e-12  3.299999743125452e+00  4.583661565929487e-08 
