[2026-09-23 06:03:33,618] [INFO]    LVSDB input file passed, bypassing LVS
[2026-09-23 06:03:33,635] [INFO]    (29, 0) -> (via2_drw)
[2026-09-23 06:03:33,637] [INFO]    (49, 0) -> (via3_drw)
[2026-09-23 06:03:33,638] [INFO]    (46, 0) -> (pwell pwell_sub)
[2026-09-23 06:03:33,639] [INFO]    (8, 0) -> (metal1_con)
[2026-09-23 06:03:33,641] [INFO]    (10, 0) -> (metal2_con)
[2026-09-23 06:03:33,642] [INFO]    (30, 0) -> (metal3_con)
[2026-09-23 06:03:33,644] [INFO]    (50, 0) -> (metal4_con)
[2026-09-23 06:03:33,645] [INFO]    (134, 0) -> (topmetal2_con)
[2026-09-23 06:03:34,356] [SUBPROCESS]    Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
[2026-09-23 06:03:34,357] [SUBPROCESS]    C1;CTX_L10_0,CTX_L30_7;CTX_L8_1;0.312;
[2026-09-23 06:03:34,358] [SUBPROCESS]    C2;CTX_L10_0,CTX_L30_7;FILL_L10_10;0.008;
[2026-09-23 06:03:34,359] [SUBPROCESS]    C3;CTX_L10_0,CTX_L30_7;FILL_L10_11;0.01;
[2026-09-23 06:03:34,360] [SUBPROCESS]    C4;CTX_L10_0,CTX_L30_7;FILL_L10_12;0.054;
[2026-09-23 06:03:34,361] [SUBPROCESS]    C5;CTX_L10_0,CTX_L30_7;FILL_L10_13;0.402;
[2026-09-23 06:03:34,362] [SUBPROCESS]    C6;CTX_L10_0,CTX_L30_7;FILL_L10_14;0.398;
[2026-09-23 06:03:34,363] [SUBPROCESS]    C7;CTX_L10_0,CTX_L30_7;FILL_L10_15;0.348;
[2026-09-23 06:03:34,364] [SUBPROCESS]    C8;CTX_L10_0,CTX_L30_7;FILL_L10_16;0.031;
[2026-09-23 06:03:34,365] [SUBPROCESS]    C9;CTX_L10_0,CTX_L30_7;FILL_L10_17;0.076;
[2026-09-23 06:03:34,366] [SUBPROCESS]    C10;CTX_L10_0,CTX_L30_7;FILL_L10_18;0.059;
[2026-09-23 06:03:34,367] [SUBPROCESS]    C11;CTX_L10_0,CTX_L30_7;FILL_L10_19;0.059;
[2026-09-23 06:03:34,368] [SUBPROCESS]    C12;CTX_L10_0,CTX_L30_7;FILL_L10_20;0.059;
[2026-09-23 06:03:34,369] [SUBPROCESS]    C13;CTX_L10_0,CTX_L30_7;FILL_L10_21;0.059;
[2026-09-23 06:03:34,370] [SUBPROCESS]    C14;CTX_L10_0,CTX_L30_7;FILL_L10_22;0.039;
[2026-09-23 06:03:34,371] [SUBPROCESS]    C15;CTX_L10_0,CTX_L30_7;FILL_L10_5;0.0;
[2026-09-23 06:03:34,372] [SUBPROCESS]    C16;CTX_L10_0,CTX_L30_7;FILL_L10_6;0.004;
[2026-09-23 06:03:34,373] [SUBPROCESS]    C17;CTX_L10_0,CTX_L30_7;FILL_L10_7;0.002;
[2026-09-23 06:03:34,374] [SUBPROCESS]    C18;CTX_L10_0,CTX_L30_7;FILL_L10_8;0.002;
[2026-09-23 06:03:34,375] [SUBPROCESS]    C19;CTX_L10_0,CTX_L30_7;FILL_L10_9;0.002;
[2026-09-23 06:03:34,376] [SUBPROCESS]    C20;CTX_L10_0,CTX_L30_7;FILL_L50_10;0.619;
[2026-09-23 06:03:34,377] [SUBPROCESS]    C21;CTX_L10_0,CTX_L30_7;FILL_L50_11;0.062;
[2026-09-23 06:03:34,378] [SUBPROCESS]    C22;CTX_L10_0,CTX_L30_7;FILL_L50_4;0.093;
[2026-09-23 06:03:34,379] [SUBPROCESS]    C23;CTX_L10_0,CTX_L30_7;FILL_L50_5;0.091;
[2026-09-23 06:03:34,379] [SUBPROCESS]    C24;CTX_L10_0,CTX_L30_7;FILL_L50_6;0.091;
[2026-09-23 06:03:34,380] [SUBPROCESS]    C25;CTX_L10_0,CTX_L30_7;FILL_L50_7;0.004;
[2026-09-23 06:03:34,381] [SUBPROCESS]    C26;CTX_L10_0,CTX_L30_7;FILL_L50_8;0.717;
[2026-09-23 06:03:34,382] [SUBPROCESS]    C27;CTX_L10_0,CTX_L30_7;FILL_L50_9;0.629;
[2026-09-23 06:03:34,383] [SUBPROCESS]    C28;CTX_L10_0,CTX_L30_7;FILL_L8_1;0.001;
[2026-09-23 06:03:34,384] [SUBPROCESS]    C29;CTX_L10_0,CTX_L30_7;FILL_L8_10;0.001;
[2026-09-23 06:03:34,385] [SUBPROCESS]    C30;CTX_L10_0,CTX_L30_7;FILL_L8_11;0.001;
[2026-09-23 06:03:34,386] [SUBPROCESS]    C31;CTX_L10_0,CTX_L30_7;FILL_L8_12;0.001;
[2026-09-23 06:03:34,387] [SUBPROCESS]    C32;CTX_L10_0,CTX_L30_7;FILL_L8_13;0.0;
[2026-09-23 06:03:34,388] [SUBPROCESS]    C33;CTX_L10_0,CTX_L30_7;FILL_L8_14;0.002;
[2026-09-23 06:03:34,389] [SUBPROCESS]    C34;CTX_L10_0,CTX_L30_7;FILL_L8_15;0.025;
[2026-09-23 06:03:34,389] [SUBPROCESS]    C35;CTX_L10_0,CTX_L30_7;FILL_L8_16;0.062;
[2026-09-23 06:03:34,390] [SUBPROCESS]    C36;CTX_L10_0,CTX_L30_7;FILL_L8_17;0.006;
[2026-09-23 06:03:34,391] [SUBPROCESS]    C37;CTX_L10_0,CTX_L30_7;FILL_L8_18;0.006;
[2026-09-23 06:03:34,392] [SUBPROCESS]    C38;CTX_L10_0,CTX_L30_7;FILL_L8_19;0.006;
[2026-09-23 06:03:34,393] [SUBPROCESS]    C39;CTX_L10_0,CTX_L30_7;FILL_L8_2;0.0;
[2026-09-23 06:03:34,394] [SUBPROCESS]    C40;CTX_L10_0,CTX_L30_7;FILL_L8_20;0.006;
[2026-09-23 06:03:34,395] [SUBPROCESS]    C41;CTX_L10_0,CTX_L30_7;FILL_L8_21;0.006;
[2026-09-23 06:03:34,396] [SUBPROCESS]    C42;CTX_L10_0,CTX_L30_7;FILL_L8_22;0.004;
[2026-09-23 06:03:34,397] [SUBPROCESS]    C43;CTX_L10_0,CTX_L30_7;FILL_L8_3;0.0;
[2026-09-23 06:03:34,398] [SUBPROCESS]    C44;CTX_L10_0,CTX_L30_7;FILL_L8_4;0.0;
[2026-09-23 06:03:34,399] [SUBPROCESS]    C45;CTX_L10_0,CTX_L30_7;FILL_L8_5;0.0;
[2026-09-23 06:03:34,400] [SUBPROCESS]    C46;CTX_L10_0,CTX_L30_7;FILL_L8_6;0.002;
[2026-09-23 06:03:34,401] [SUBPROCESS]    C47;CTX_L10_0,CTX_L30_7;FILL_L8_7;0.002;
[2026-09-23 06:03:34,402] [SUBPROCESS]    C48;CTX_L10_0,CTX_L30_7;FILL_L8_8;0.001;
[2026-09-23 06:03:34,403] [SUBPROCESS]    C49;CTX_L10_0,CTX_L30_7;FILL_L8_9;0.001;
[2026-09-23 06:03:34,403] [SUBPROCESS]    C50;CTX_L10_0,CTX_L30_7;N;0.153;
[2026-09-23 06:03:34,404] [SUBPROCESS]    C51;CTX_L10_0,CTX_L30_7;VSUBS;1.728;
[2026-09-23 06:03:34,405] [SUBPROCESS]    C52;CTX_L134_0;CTX_L30_0,CTX_L50_0;0.362;
[2026-09-23 06:03:34,406] [SUBPROCESS]    C53;CTX_L134_0;CTX_L30_1;0.135;
[2026-09-23 06:03:34,407] [SUBPROCESS]    C54;CTX_L134_0;CTX_L30_2;0.009;
[2026-09-23 06:03:34,408] [SUBPROCESS]    C55;CTX_L134_0;CTX_L30_3;0.018;
[2026-09-23 06:03:34,409] [SUBPROCESS]    C56;CTX_L134_0;CTX_L30_4;0.018;
[2026-09-23 06:03:34,410] [SUBPROCESS]    C57;CTX_L134_0;FILL_L10_0;0.002;
[2026-09-23 06:03:34,411] [SUBPROCESS]    C58;CTX_L134_0;FILL_L10_1;0.005;
[2026-09-23 06:03:34,412] [SUBPROCESS]    C59;CTX_L134_0;FILL_L10_12;0.001;
[2026-09-23 06:03:34,413] [SUBPROCESS]    C60;CTX_L134_0;FILL_L10_13;0.004;
[2026-09-23 06:03:34,414] [SUBPROCESS]    C61;CTX_L134_0;FILL_L10_14;0.008;
[2026-09-23 06:03:34,415] [SUBPROCESS]    C62;CTX_L134_0;FILL_L10_15;0.008;
[2026-09-23 06:03:34,416] [SUBPROCESS]    C63;CTX_L134_0;FILL_L10_2;0.013;
[2026-09-23 06:03:34,417] [SUBPROCESS]    C64;CTX_L134_0;FILL_L10_3;0.015;
[2026-09-23 06:03:34,417] [SUBPROCESS]    C65;CTX_L134_0;FILL_L10_4;0.014;
[2026-09-23 06:03:34,418] [SUBPROCESS]    C66;CTX_L134_0;FILL_L10_5;0.004;
[2026-09-23 06:03:34,419] [SUBPROCESS]    C67;CTX_L134_0;FILL_L10_6;0.019;
[2026-09-23 06:03:34,420] [SUBPROCESS]    C68;CTX_L134_0;FILL_L10_7;0.025;
[2026-09-23 06:03:34,421] [SUBPROCESS]    C69;CTX_L134_0;FILL_L10_8;0.031;
[2026-09-23 06:03:34,422] [SUBPROCESS]    C70;CTX_L134_0;FILL_L10_9;0.03;
[2026-09-23 06:03:34,424] [SUBPROCESS]    C71;CTX_L134_0;FILL_L50_0;0.1;
[2026-09-23 06:03:34,425] [SUBPROCESS]    C72;CTX_L134_0;FILL_L50_1;0.1;
[2026-09-23 06:03:34,426] [SUBPROCESS]    C73;CTX_L134_0;FILL_L50_2;0.1;
[2026-09-23 06:03:34,428] [SUBPROCESS]    C74;CTX_L134_0;FILL_L50_3;0.008;
