Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_1,CTX_L10_4,CTX_L30_2;0.187;
C2;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_10,CTX_L30_21;0.01;
C3;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_11;0.0;
C4;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_12,CTX_L10_8,CTX_L30_14;0.241;
C5;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_2,CTX_L30_0;0.073;
C6;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_3,CTX_L30_1;0.136;
C7;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_6,CTX_L30_4;0.184;
C8;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_7,CTX_L30_11,CTX_L8_1;2.898;
C9;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L126_1,CTX_L30_10,CTX_L50_2,CTX_L67_1;0.111;
C10;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L126_2,CTX_L134_2;0.144;
C11;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L134_0;0.19;
C12;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L134_1;0.161;
C13;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_12,CTX_L30_22,CTX_L50_4;0.0;
C14;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_17;0.003;
C15;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_20,CTX_L30_6,N;0.427;
C16;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_5,CTX_L50_14;0.0;
C17;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_7,CTX_L50_17;0.004;
C18;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_9,CTX_L50_11;0.0;
C19;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L50_21;0.075;
C20;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L50_22;0.137;
C21;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L8_2;0.24;
C22;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;P;0.172;
C23;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;VSUBS;7.518;
C24;CTX_L10_1,CTX_L10_4,CTX_L30_2;CTX_L10_2,CTX_L30_0;0.089;
C25;CTX_L10_1,CTX_L10_4,CTX_L30_2;CTX_L10_3,CTX_L30_1;1.885;
C26;CTX_L10_1,CTX_L10_4,CTX_L30_2;CTX_L10_6,CTX_L30_4;1.89;
C27;CTX_L10_1,CTX_L10_4,CTX_L30_2;CTX_L10_7,CTX_L30_11,CTX_L8_1;0.024;
C28;CTX_L10_1,CTX_L10_4,CTX_L30_2;CTX_L134_0;0.002;
C29;CTX_L10_1,CTX_L10_4,CTX_L30_2;VSUBS;0.582;
C30;CTX_L10_10,CTX_L30_21;CTX_L10_11;0.372;
C31;CTX_L10_10,CTX_L30_21;CTX_L10_12,CTX_L10_8,CTX_L30_14;0.036;
C32;CTX_L10_10,CTX_L30_21;CTX_L126_1,CTX_L30_10,CTX_L50_2,CTX_L67_1;0.051;
C33;CTX_L10_10,CTX_L30_21;CTX_L126_2,CTX_L134_2;0.073;
C34;CTX_L10_10,CTX_L30_21;CTX_L134_3;0.014;
C35;CTX_L10_10,CTX_L30_21;CTX_L30_12,CTX_L30_22,CTX_L50_4;0.345;
C36;CTX_L10_10,CTX_L30_21;CTX_L30_19,CTX_L50_18;0.487;
C37;CTX_L10_10,CTX_L30_21;CTX_L30_20,CTX_L30_6,N;0.757;
C38;CTX_L10_10,CTX_L30_21;CTX_L30_23,CTX_L50_15;0.066;
C39;CTX_L10_10,CTX_L30_21;CTX_L30_24,CTX_L50_10;0.051;
C40;CTX_L10_10,CTX_L30_21;CTX_L30_25,CTX_L50_12,CTX_L50_7,CTX_L67_4;0.036;
C41;CTX_L10_10,CTX_L30_21;CTX_L30_26,CTX_L50_5,CTX_L50_9,CTX_L67_2;0.053;
