22-Sep-2026 19:13:20 | INFO    | KLayout version detected: 0.30.9 (required >= 0.30.5)
22-Sep-2026 19:13:20 | INFO    | Using DRC JSON file: /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
22-Sep-2026 19:13:20 | INFO    | Running IHP-SG13G2 main checks on design /work/designs/g1-guardian/blocks/g1_sense/layout/coordinated_gm4/native-prototypes-20260922-r1/native_prototypes.gds, topcell: g1_sense_contact_prototypes
2026-09-22 19:13:23 +0200: Memory Usage (408436K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/designs/g1-guardian/blocks/g1_sense/layout/coordinated_gm4/native-prototypes-20260922-r1/native_prototypes.gds
2026-09-22 19:13:23 +0200: Memory Usage (408436K) : Ruby Version for klayout: 3.2.3
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : Loading database to memory is complete.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : IHP-SG13G2 KLayout DRC runset output at: /work/designs/g1-guardian/blocks/g1_sense/layout/coordinated_gm4/native-stock-20260922-r1/g1_sense_contact_prototypes-drc/native_prototypes_g1_sense_contact_prototypes_main.lyrdb
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : Evaluate switches.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : tables selected: main
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : deep mode is enabled.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : FEOL enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : BEOL enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : OFFGRID enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : ANGLE enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : PIN enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : FORBIDDEN enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : RECOMMENDED enabled: true
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : PreCheck DRC enabled: false
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : Read in polygons from layers.
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_drw has 398 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_pin has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_mask has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_filler has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_nofill has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_opc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_iopc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : activ_noqrc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : biwind_drw has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (409796K) : biwind_opc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411260K) : pemwind_drw has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411260K) : gatpoly_drw has 668 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411260K) : gatpoly_pin has 10 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411260K) : gatpoly_filler has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411260K) : gatpoly_nofill has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411416K) : gatpoly_opc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411416K) : gatpoly_iopc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411416K) : gatpoly_noqrc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411676K) : cont_drw has 16700 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411940K) : cont_opc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411940K) : nsd_drw has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411940K) : nsd_block has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (411940K) : metal1_drw has 1263 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_pin has 33 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_mask has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_filler has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_nofill has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_slit has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_text has 13 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_opc has 0 polygons
2026-09-22 19:13:23 +0200: Memory Usage (412204K) : metal1_noqrc has 0 polygons
