LVSDB input file passed, bypassing LVS
(133, 0) -> (topvia2_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(30, 0) -> (metal3_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0,CTX_L134_0;CTX_L134_1;0.605;
C2;CTX_L126_0,CTX_L134_0;CTX_L30_0;0.13;
C3;CTX_L126_0,CTX_L134_0;CTX_L30_1;0.06;
C4;CTX_L126_0,CTX_L134_0;CTX_L30_2;0.004;
C5;CTX_L126_0,CTX_L134_0;CTX_L30_5;0.013;
C6;CTX_L126_0,CTX_L134_0;CTX_L30_7;0.007;
C7;CTX_L126_0,CTX_L134_0;CTX_L30_8;0.005;
C8;CTX_L126_0,CTX_L134_0;CTX_L30_9;0.002;
C9;CTX_L126_0,CTX_L134_0;CTX_L67_2;0.219;
C10;CTX_L126_0,CTX_L134_0;CTX_L67_3;0.069;
C11;CTX_L126_0,CTX_L134_0;CTX_L67_4;0.035;
C12;CTX_L126_0,CTX_L134_0;CTX_L67_5;0.027;
C13;CTX_L126_0,CTX_L134_0;CTX_L67_6;0.016;
C14;CTX_L126_0,CTX_L134_0;CTX_L67_7;0.011;
C15;CTX_L126_0,CTX_L134_0;CTX_L8_0;0.107;
C16;CTX_L126_0,CTX_L134_0;N;0.157;
C17;CTX_L126_0,CTX_L134_0;P;0.178;
C18;CTX_L126_0,CTX_L134_0;VSUBS;3.42;
C19;CTX_L134_1;CTX_L30_0;0.082;
C20;CTX_L134_1;CTX_L30_1;0.014;
C21;CTX_L134_1;CTX_L30_2;0.001;
C22;CTX_L134_1;CTX_L30_3;0.001;
C23;CTX_L134_1;CTX_L30_4;0.003;
C24;CTX_L134_1;CTX_L30_5;0.03;
C25;CTX_L134_1;CTX_L30_6;0.023;
C26;CTX_L134_1;CTX_L30_7;0.054;
C27;CTX_L134_1;CTX_L30_8;0.035;
C28;CTX_L134_1;CTX_L30_9;0.02;
C29;CTX_L134_1;CTX_L67_2;0.051;
C30;CTX_L134_1;CTX_L67_3;0.033;
C31;CTX_L134_1;CTX_L67_4;0.036;
C32;CTX_L134_1;CTX_L67_5;0.045;
C33;CTX_L134_1;CTX_L67_6;0.056;
C34;CTX_L134_1;CTX_L67_7;0.079;
C35;CTX_L134_1;CTX_L8_0;0.045;
C36;CTX_L134_1;N;0.095;
C37;CTX_L134_1;P;0.051;
C38;CTX_L134_1;VSUBS;2.691;
C39;CTX_L30_0;CTX_L30_1;0.145;
C40;CTX_L30_0;CTX_L8_0;0.033;
C41;CTX_L30_0;N;0.085;
C42;CTX_L30_0;P;0.031;
C43;CTX_L30_0;VSUBS;1.182;
C44;CTX_L30_1;CTX_L30_2;4.306;
C45;CTX_L30_1;CTX_L67_2;0.092;
C46;CTX_L30_1;N;0.006;
C47;CTX_L30_1;P;0.007;
C48;CTX_L30_1;VSUBS;0.609;
C49;CTX_L30_2;CTX_L30_3;4.306;
C50;CTX_L30_2;CTX_L67_3;0.092;
C51;CTX_L30_2;VSUBS;0.121;
C52;CTX_L30_3;CTX_L30_4;4.306;
C53;CTX_L30_3;CTX_L67_4;0.092;
C54;CTX_L30_3;VSUBS;0.121;
C55;CTX_L30_4;CTX_L30_5;4.306;
C56;CTX_L30_4;CTX_L67_5;0.092;
C57;CTX_L30_4;VSUBS;0.121;
C58;CTX_L30_5;CTX_L30_6;4.306;
C59;CTX_L30_5;CTX_L67_5;0.051;
C60;CTX_L30_5;CTX_L67_6;0.051;
C61;CTX_L30_5;VSUBS;0.121;
C62;CTX_L30_6;CTX_L30_7;0.213;
C63;CTX_L30_6;CTX_L67_6;0.092;
C64;CTX_L30_6;CTX_L67_7;0.031;
C65;CTX_L30_6;VSUBS;0.499;
C66;CTX_L30_7;CTX_L30_8;1.267;
C67;CTX_L30_7;CTX_L67_7;0.032;
C68;CTX_L30_7;VSUBS;0.556;
C69;CTX_L30_8;CTX_L30_9;4.306;
C70;CTX_L30_8;CTX_L67_7;0.013;
C71;CTX_L30_8;VSUBS;0.178;
C72;CTX_L30_9;CTX_L67_7;0.008;
C73;CTX_L30_9;VSUBS;0.697;
C74;CTX_L67_2;CTX_L67_3;4.409;
C75;CTX_L67_2;P;0.239;
C76;CTX_L67_2;VSUBS;0.395;
C77;CTX_L67_3;CTX_L67_4;4.409;
C78;CTX_L67_3;VSUBS;0.052;
C79;CTX_L67_4;CTX_L67_5;4.409;
C80;CTX_L67_4;VSUBS;0.052;
C81;CTX_L67_5;CTX_L67_6;1.608;
C82;CTX_L67_5;VSUBS;0.072;
C83;CTX_L67_6;CTX_L67_7;1.608;
C84;CTX_L67_6;VSUBS;0.11;
C85;CTX_L67_7;VSUBS;0.61;
C86;CTX_L8_0;N;0.026;
C87;CTX_L8_0;P;0.005;
C88;CTX_L8_0;VSUBS;1.786;
C89;N;P;4.409;
C90;N;VSUBS;0.573;
C91;P;VSUBS;0.424;
@RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width24/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
Wrote expanded netlist to: @RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width24/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
