 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  2.222889697332987e-08  1.038214914021150e+00 -5.048914117406567e-05 -7.451870324688518e-11  1.239387636216288e-10  1.239388877460553e-10  1.142434638702060e+00  2.879680798894986e-01  1.299016416847299e+00  1.142434638702051e+00  2.879680798894935e-01  1.299016416847416e+00 
 5.000000000000000e-11  2.222889371722398e-08  1.038214914021150e+00 -5.048914117330332e-05 -7.451882465952905e-11  1.239387618278071e-10  1.239392439589607e-10  1.142434638702106e+00  2.879680798894967e-01  1.299016416847202e+00  1.142434638702085e+00  2.879680798894938e-01  1.299016416847256e+00 
 1.000000000000000e-10  2.222889537919762e-08  1.038214914021138e+00 -5.048914117288439e-05 -7.451882287461887e-11  1.239386670007746e-10  1.239394003009139e-10  1.142434638702136e+00  2.879680798894862e-01  1.299016416847135e+00  1.142434638702117e+00  2.879680798894840e-01  1.299016416847195e+00 
 2.000000000000000e-10  2.222889712571427e-08  1.038214914021163e+00 -5.048914117289187e-05 -7.451883467675245e-11  1.239385572320809e-10  1.239391747326520e-10  1.142434638702278e+00  2.879680798895186e-01  1.299016416847044e+00  1.142434638702231e+00  2.879680798895089e-01  1.299016416847128e+00 
 4.000000000000000e-10  2.222889628250683e-08  1.038214914021210e+00 -5.048914117309291e-05 -7.451891661681394e-11  1.239389419002354e-10  1.239386956237119e-10  1.142434638702517e+00  2.879680798895710e-01  1.299016416846978e+00  1.142434638702446e+00  2.879680798895534e-01  1.299016416847024e+00 
 8.000000000000000e-10  2.222889815979684e-08  1.038214914021229e+00 -5.048914117244587e-05 -7.451881860102002e-11  1.239392238656451e-10  1.239382461507607e-10  1.142434638703028e+00  2.879680798896336e-01  1.299016416847359e+00  1.142434638702893e+00  2.879680798896165e-01  1.299016416847170e+00 
 1.600000000000000e-09  2.222889678042915e-08  1.038214914021151e+00 -5.048914117339699e-05 -7.451879258532949e-11  1.239385174422847e-10  1.239380167098640e-10  1.142434638703045e+00  2.879680798895395e-01  1.299016416847403e+00  1.142434638702992e+00  2.879680798895425e-01  1.299016416846966e+00 
 3.200000000000000e-09  2.222889731582792e-08  1.038214914021295e+00 -5.048914117417874e-05 -7.451870685151330e-11  1.239382835822054e-10  1.239382863916019e-10  1.142434638703095e+00  2.879680798897001e-01  1.299016416846370e+00  1.142434638702918e+00  2.879680798897115e-01  1.299016416846235e+00 
 6.400000000000000e-09  2.222889661074903e-08  1.038214914021917e+00 -5.048914117401707e-05 -7.451882931202957e-11  1.239390668997919e-10  1.239394262675560e-10  1.142434638702959e+00  2.879680798904287e-01  1.299016416846447e+00  1.142434638702662e+00  2.879680798904022e-01  1.299016416845968e+00 
 1.140000000000000e-08  2.222889688917507e-08  1.038214914023394e+00 -5.048914117348800e-05 -7.451878288195827e-11  1.239399896588948e-10  1.239399203723673e-10  1.142434638705351e+00  2.879680798918224e-01  1.299016416850653e+00  1.142434638705511e+00  2.879680798918259e-01  1.299016416849522e+00 
 1.640000000000000e-08  2.222889691035340e-08  1.038214914022648e+00 -5.048914117389802e-05 -7.451881382995805e-11  1.239379219054500e-10  1.239378934835109e-10  1.142434638705350e+00  2.879680798911324e-01  1.299016416847858e+00  1.142434638705367e+00  2.879680798911446e-01  1.299016416847640e+00 
 2.140000000000000e-08  2.222889692683430e-08  1.038214914021444e+00 -5.048914117386750e-05 -7.451879504629438e-11  1.239381513706988e-10  1.239382245785256e-10  1.142434638704876e+00  2.879680798900124e-01  1.299016416847390e+00  1.142434638704765e+00  2.879680798899934e-01  1.299016416847206e+00 
 2.640000000000000e-08  2.222889720916004e-08  1.038214914020149e+00 -5.048914117405575e-05 -7.451874335669111e-11  1.239380670274725e-10  1.239380487277095e-10  1.142434638701557e+00  2.879680798886365e-01  1.299016416844468e+00  1.142434638701532e+00  2.879680798886264e-01  1.299016416844592e+00 
 3.140000000000000e-08  2.222889691469098e-08  1.038214914020120e+00 -5.048914117364116e-05 -7.451882274746136e-11  1.239383435322063e-10  1.239382604994988e-10  1.142434638698517e+00  2.879680798885721e-01  1.299016416841501e+00  1.142434638698484e+00  2.879680798885683e-01  1.299016416841437e+00 
 3.640000000000000e-08  2.222889721582817e-08  1.038214914019584e+00 -5.048914117396656e-05 -7.451877439214373e-11  1.239385240491284e-10  1.239385731563003e-10  1.142434638697881e+00  2.879680798881009e-01  1.299016416840607e+00  1.142434638697748e+00  2.879680798880856e-01  1.299016416840329e+00 
 4.139999999999999e-08  2.222889696076920e-08  1.038214914019920e+00 -5.048914117402315e-05 -7.451883489077385e-11  1.239389193906922e-10  1.239389677449047e-10  1.142434638697848e+00  2.879680798884739e-01  1.299016416840060e+00  1.142434638697841e+00  2.879680798884807e-01  1.299016416839850e+00 
 4.639999999999999e-08  2.222889697985159e-08  1.038214914020587e+00 -5.048914117396971e-05 -7.451882624401006e-11  1.239390635109791e-10  1.239391653475269e-10  1.142434638699232e+00  2.879680798891960e-01  1.299016416841347e+00  1.142434638699174e+00  2.879680798892033e-01  1.299016416841044e+00 
 5.139999999999999e-08  2.222889703270620e-08  1.038214914021218e+00 -5.048914117375934e-05 -7.451878217130755e-11  1.239391501354240e-10  1.239391543903087e-10  1.142434638700240e+00  2.879680798897841e-01  1.299016416842598e+00  1.142434638700202e+00  2.879680798897871e-01  1.299016416842459e+00 
