 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.557525806450766e-08  1.557525806450766e-08  7.054528588147607e-07  4.366274107747351e-07  1.199999996248291e+00  3.299999999323382e+00 -1.353236633860888e-09 -7.503417887022579e-09 
 5.000000000000001e-12  1.557525763917766e-08  1.557525806446513e-08  7.054529343700229e-07  4.366274354165589e-07  1.199999996248293e+00  3.299999999323383e+00 -1.353233969325629e-09 -7.503414778398110e-09 
 1.000000000000000e-11  1.557525765305545e-08  1.557525806442399e-08  7.054529120595777e-07  4.366274350348155e-07  1.199999996248294e+00  3.299999999323387e+00 -1.353225975719852e-09 -7.503412557952061e-09 
 2.000000000000000e-11  1.557525755591094e-08  1.557525806433007e-08  7.054527767816991e-07  4.366274132823522e-07  1.199999996248296e+00  3.299999999323387e+00 -1.353226863898271e-09 -7.503409005238382e-09 
 4.000000000000000e-11  1.557525837470042e-08  1.557525806432942e-08  7.054525697451954e-07  4.366273927376076e-07  1.199999996248298e+00  3.299999999323388e+00 -1.353224199363012e-09 -7.503404564346283e-09 
 8.000000000000001e-11  1.557525791673342e-08  1.557525806425809e-08  7.054526267144237e-07  4.366273984541129e-07  1.199999996248298e+00  3.299999999323369e+00 -1.353263279213479e-09 -7.503403676167864e-09 
 1.600000000000000e-10  1.557525770509716e-08  1.557525806385662e-08  7.054529464048670e-07  4.366274133173750e-07  1.199999996248298e+00  3.299999999323337e+00 -1.353326339881278e-09 -7.503403676167864e-09 
 3.200000000000000e-10  1.557525764611656e-08  1.557525806273554e-08  7.054529837520340e-07  4.366274162781198e-07  1.199999996248298e+00  3.299999999323295e+00 -1.353410716831149e-09 -7.503404120257073e-09 
 6.400000000000001e-10  1.557525779703750e-08  1.557525806082572e-08  7.054528465437249e-07  4.366274069425928e-07  1.199999996248297e+00  3.299999999323234e+00 -1.353533285453068e-09 -7.503405452524703e-09 
 1.140000000000000e-09  1.557525801734738e-08  1.557525805943393e-08  7.054528418544719e-07  4.366274116124818e-07  1.199999996248293e+00  3.299999999323201e+00 -1.353598122477706e-09 -7.503413446130480e-09 
 1.640000000000000e-09  1.557525808673632e-08  1.557525805915389e-08  7.054528586602166e-07  4.366274119762495e-07  1.199999996248294e+00  3.299999999323193e+00 -1.353614997867680e-09 -7.503412113862851e-09 
 2.140000000000000e-09  1.557525811622662e-08  1.557525805943913e-08  7.054528592476346e-07  4.366274117272094e-07  1.199999996248295e+00  3.299999999323191e+00 -1.353619438759779e-09 -7.503410337506011e-09 
 2.640000000000000e-09  1.557525811535926e-08  1.557525805990391e-08  7.054528592827240e-07  4.366274096994749e-07  1.199999996248295e+00  3.299999999323193e+00 -1.353614997867680e-09 -7.503409449327592e-09 
 3.140000000000000e-09  1.557525805984811e-08  1.557525806005743e-08  7.054528587915845e-07  4.366274112859234e-07  1.199999996248296e+00  3.299999999323194e+00 -1.353612333332421e-09 -7.503409005238382e-09 
 3.640000000000000e-09  1.557525803122517e-08  1.557525805991733e-08  7.054528585604859e-07  4.366274107983371e-07  1.199999996248296e+00  3.299999999323195e+00 -1.353611445154002e-09 -7.503409005238382e-09 
 4.140000000000000e-09  1.557525808066479e-08  1.557525806000833e-08  7.054528590119714e-07  4.366274114580026e-07  1.199999996248296e+00  3.299999999323196e+00 -1.353608780618742e-09 -7.503409005238382e-09 
 4.640000000000001e-09  1.557525810061411e-08  1.557525806030738e-08  7.054528585867985e-07  4.366274104809095e-07  1.199999996248296e+00  3.299999999323195e+00 -1.353610556975582e-09 -7.503409005238382e-09 
 5.140000000000001e-09  1.557525798438764e-08  1.557525805990362e-08  7.054528589089323e-07  4.366274112475582e-07  1.199999996248296e+00  3.299999999323197e+00 -1.353607004261903e-09 -7.503409005238382e-09 
 5.640000000000001e-09  1.557525806938909e-08  1.557525805983275e-08  7.054528583903928e-07  4.366274095047107e-07  1.199999996248296e+00  3.299999999323195e+00 -1.353609668797162e-09 -7.503409005238382e-09 
 6.140000000000002e-09  1.557525805551130e-08  1.557525805978066e-08  7.054528593593805e-07  4.366274118908154e-07  1.199999996248296e+00  3.299999999323196e+00 -1.353608780618742e-09 -7.503409005238382e-09 
 6.640000000000002e-09  1.557525807459326e-08  1.557525805986151e-08  7.054528586279945e-07  4.366274102300835e-07  1.199999996248296e+00  3.299999999323195e+00 -1.353609668797162e-09 -7.503409005238382e-09 
 7.140000000000002e-09  1.557525804683768e-08  1.557525805980203e-08  7.054528587966772e-07  4.366274110362486e-07  1.199999996248296e+00  3.299999999323196e+00 -1.353607892440323e-09 -7.503409005238382e-09 
