 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  4.408919796919226e-09  4.408919796919226e-09  2.148781614974797e-07  5.311835491819944e-08  1.199999999291523e+00  3.299999999765897e+00 -4.682068066585998e-10 -1.416954997779385e-09 
 5.000000000000000e-10  4.408919687670654e-09  4.408919795837558e-09  2.148781690658224e-07  5.311835425103621e-08  1.199999999291522e+00  3.299999999765879e+00 -4.682432219738075e-10 -1.416955885957805e-09 
 1.000000000000000e-09  4.408919761396402e-09  4.408919795496557e-09  2.148781596638844e-07  5.311835480874888e-08  1.199999999291522e+00  3.299999999765868e+00 -4.682645382558803e-10 -1.416955441868595e-09 
 2.000000000000000e-09  4.408919692007462e-09  4.408919793999846e-09  2.148781618228126e-07  5.311835431009416e-08  1.199999999291522e+00  3.299999999765848e+00 -4.683045062847668e-10 -1.416957218225434e-09 
 4.000000000000000e-09  4.408919787417254e-09  4.408919792676260e-09  2.148781620442608e-07  5.311835509861137e-08  1.199999999291522e+00  3.299999999765833e+00 -4.683347043510366e-10 -1.416955885957805e-09 
 8.000000000000000e-09  4.408919765950051e-09  4.408919790441788e-09  2.148781612511993e-07  5.311835450792652e-08  1.199999999291519e+00  3.299999999765836e+00 -4.683293752805184e-10 -1.416961659117533e-09 
 1.600000000000000e-08  4.408919752072263e-09  4.408919785449953e-09  2.148781617322155e-07  5.311835499615141e-08  1.199999999291522e+00  3.299999999765847e+00 -4.683062826416062e-10 -1.416955885957805e-09 
 3.200000000000000e-08  4.408919784598328e-09  4.408919781962553e-09  2.148781614580969e-07  5.311835461567134e-08  1.199999999291521e+00  3.299999999765853e+00 -4.682947363221501e-10 -1.416958106403854e-09 
 6.400000000000000e-08  4.408919740823665e-09  4.408919768532456e-09  2.148781615812365e-07  5.311835490523210e-08  1.199999999291521e+00  3.299999999765841e+00 -4.683178289610623e-10 -1.416958106403854e-09 
 1.140000000000000e-07  4.408919773783411e-09  4.408919765641578e-09  2.148781615378967e-07  5.311835477783325e-08  1.199999999291522e+00  3.299999999765856e+00 -4.682876308947925e-10 -1.416956330047014e-09 
 1.640000000000000e-07  4.408919722419333e-09  4.408919747774505e-09  2.148781614925903e-07  5.311835465096647e-08  1.199999999291521e+00  3.299999999765847e+00 -4.683062826416062e-10 -1.416958994582274e-09 
 2.140000000000000e-07  4.408919687236973e-09  4.408919719986077e-09  2.148781614486776e-07  5.311835493185780e-08  1.199999999291521e+00  3.299999999765848e+00 -4.683036181063471e-10 -1.416958994582274e-09 
 2.640000000000000e-07  4.408919655469849e-09  4.408919688621901e-09  2.148781614082350e-07  5.311835481071274e-08  1.199999999291521e+00  3.299999999765850e+00 -4.683000653926683e-10 -1.416958994582274e-09 
 3.140000000000000e-07  4.408919690001688e-09  4.408919682900981e-09  2.148781615163897e-07  5.311835489309150e-08  1.199999999291521e+00  3.299999999765850e+00 -4.683000653926683e-10 -1.416958106403854e-09 
 3.640000000000000e-07  4.408919639504972e-09  4.408919664398393e-09  2.148781614761650e-07  5.311835476283338e-08  1.199999999291521e+00  3.299999999765848e+00 -4.683036181063471e-10 -1.416958106403854e-09 
 4.140000000000000e-07  4.408919671109466e-09  4.408919663382305e-09  2.148781614299777e-07  5.311835484233052e-08  1.199999999291521e+00  3.299999999765848e+00 -4.683053944631865e-10 -1.416958106403854e-09 
 4.640000000000000e-07  4.408919688646436e-09  4.408919673284740e-09  2.148781615457658e-07  5.311835472491799e-08  1.199999999291521e+00  3.299999999765851e+00 -4.682991772142486e-10 -1.416958994582274e-09 
 5.140000000000001e-07  4.408919636984202e-09  4.408919660745012e-09  2.148781615005005e-07  5.311835479680370e-08  1.199999999291521e+00  3.299999999765852e+00 -4.682974008574092e-10 -1.416958994582274e-09 
 5.640000000000001e-07  4.408919602425258e-09  4.408919634909164e-09  2.148781614570768e-07  5.311835487985142e-08  1.199999999291521e+00  3.299999999765848e+00 -4.683045062847668e-10 -1.416958994582274e-09 
 6.140000000000002e-07  4.408919637065517e-09  4.408919630604536e-09  2.148781614150124e-07  5.311835495832625e-08  1.199999999291520e+00  3.299999999765852e+00 -4.682956245005698e-10 -1.416959438671483e-09 
 6.640000000000002e-07  4.408919654223017e-09  4.408919639191003e-09  2.148781613689382e-07  5.311835483567793e-08  1.199999999291521e+00  3.299999999765848e+00 -4.683036181063471e-10 -1.416958106403854e-09 
