 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  2.511756607160105e-09  2.511756607160105e-09  1.590783190674897e-07  4.060479612167861e-08  1.079999999510135e+00  2.999999999839489e+00 -3.210223198379936e-10 -9.797296307567649e-10 
 5.000000000000000e-10  2.511756587442182e-09  2.511756606964878e-09  1.590783275567640e-07  4.060479611015353e-08  1.079999999510133e+00  2.999999999839469e+00 -3.210613996884604e-10 -9.797340716488634e-10 
 1.000000000000000e-09  2.511756631677631e-09  2.511756607209559e-09  1.590783161762497e-07  4.060479613119846e-08  1.079999999510132e+00  2.999999999839460e+00 -3.210791632568544e-10 -9.797362920949126e-10 
 2.000000000000000e-09  2.511756582238012e-09  2.511756607106878e-09  1.590783202250094e-07  4.060479651468055e-08  1.079999999510133e+00  2.999999999839443e+00 -3.211146903936424e-10 -9.797349598272831e-10 
 4.000000000000000e-09  2.511756647723823e-09  2.511756607978618e-09  1.590783191505144e-07  4.060479500728760e-08  1.079999999510134e+00  2.999999999839435e+00 -3.211297894267773e-10 -9.797314071136043e-10 
 8.000000000000000e-09  2.511756655746919e-09  2.511756610831929e-09  1.590783189641463e-07  4.060479643201895e-08  1.079999999510136e+00  2.999999999839442e+00 -3.211164667504818e-10 -9.797282984891353e-10 
 1.600000000000000e-08  2.511756629617647e-09  2.511756614560101e-09  1.590783190708274e-07  4.060479607375087e-08  1.079999999510137e+00  2.999999999839440e+00 -3.211200194641606e-10 -9.797265221322959e-10 
 3.200000000000000e-08  2.511756615197758e-09  2.511756617164940e-09  1.590783190434377e-07  4.060479615202009e-08  1.079999999510136e+00  2.999999999839440e+00 -3.211200194641606e-10 -9.797274103107156e-10 
 6.400000000000000e-08  2.511756607527027e-09  2.511756615996524e-09  1.590783189745654e-07  4.060479603155955e-08  1.079999999510133e+00  2.999999999839441e+00 -3.211182431073212e-10 -9.797336275596535e-10 
 1.140000000000000e-07  2.511756668106824e-09  2.511756635537468e-09  1.590783190773625e-07  4.060479592521728e-08  1.079999999510138e+00  2.999999999839445e+00 -3.211093613231242e-10 -9.797234135078270e-10 
 1.640000000000000e-07  2.511756643874905e-09  2.511756642780632e-09  1.590783190312309e-07  4.060479623143755e-08  1.079999999510131e+00  2.999999999839451e+00 -3.210978150036681e-10 -9.797380684517520e-10 
 2.140000000000000e-07  2.511756636231280e-09  2.511756641609524e-09  1.590783189799183e-07  4.060479612740996e-08  1.079999999510131e+00  2.999999999839449e+00 -3.211013677173469e-10 -9.797371802733323e-10 
 2.640000000000000e-07  2.511756695564244e-09  2.511756662957190e-09  1.590783190869070e-07  4.060479600557538e-08  1.079999999510131e+00  2.999999999839451e+00 -3.210978150036681e-10 -9.797371802733323e-10 
 3.140000000000000e-07  2.511756671793111e-09  2.511756670761092e-09  1.590783190337817e-07  4.060479610859882e-08  1.079999999510132e+00  2.999999999839449e+00 -3.211013677173469e-10 -9.797362920949126e-10 
 3.640000000000000e-07  2.511756663715805e-09  2.511756669503757e-09  1.590783189822805e-07  4.060479620337284e-08  1.079999999510131e+00  2.999999999839450e+00 -3.210995913605075e-10 -9.797371802733323e-10 
