 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  7.478762400666429e-09  7.478762400666429e-09  2.857586712311364e-07  7.294906138492794e-08  1.319999998980321e+00  3.599999999651557e+00 -6.968852162003714e-10 -2.039358903971333e-09 
 5.000000000000001e-12  7.478762623081003e-09  7.478762400688670e-09  2.857586885882714e-07  7.294906853499723e-08  1.319999998980318e+00  3.599999999651563e+00 -6.968745580593350e-10 -2.039363344863432e-09 
 1.000000000000000e-11  7.478762553692064e-09  7.478762400703969e-09  2.857586942023958e-07  7.294906466984129e-08  1.319999998980316e+00  3.599999999651568e+00 -6.968647880967183e-10 -2.039367341666320e-09 
 2.000000000000000e-11  7.478762401036398e-09  7.478762400716248e-09  2.857586876706630e-07  7.294906651822118e-08  1.319999998980313e+00  3.599999999651576e+00 -6.968479127067440e-10 -2.039374003004468e-09 
 4.000000000000000e-11  7.478762616142109e-09  7.478762400777757e-09  2.857586742244670e-07  7.294906662896024e-08  1.319999998980309e+00  3.599999999651589e+00 -6.968230437109924e-10 -2.039381552521036e-09 
 8.000000000000001e-11  7.478762713286624e-09  7.478762400976873e-09  2.857586620890644e-07  7.294906005434355e-08  1.319999998980305e+00  3.599999999651595e+00 -6.968097210346968e-10 -2.039390878394443e-09 
 1.600000000000000e-10  7.478762453078103e-09  7.478762401185981e-09  2.857586669470707e-07  7.294905654834869e-08  1.319999998980301e+00  3.599999999651605e+00 -6.967901811094634e-10 -2.039397983821800e-09 
 3.200000000000000e-10  7.478762453078103e-09  7.478762401452389e-09  2.857586730369346e-07  7.294906581993766e-08  1.319999998980301e+00  3.599999999651612e+00 -6.967759702547482e-10 -2.039397539732590e-09 
 6.400000000000001e-10  7.478762423587804e-09  7.478762401749375e-09  2.857586727943690e-07  7.294906096778653e-08  1.319999998980305e+00  3.599999999651607e+00 -6.967866283957846e-10 -2.039389546126813e-09 
 1.140000000000000e-09  7.478762329912736e-09  7.478762401480561e-09  2.857586704362722e-07  7.294906074730688e-08  1.319999998980310e+00  3.599999999651584e+00 -6.968319254951894e-10 -2.039380664342616e-09 
 1.640000000000000e-09  7.478762397566951e-09  7.478762401365633e-09  2.857586701305854e-07  7.294906088949393e-08  1.319999998980314e+00  3.599999999651576e+00 -6.968488008851637e-10 -2.039371782558419e-09 
 2.140000000000000e-09  7.478762451343379e-09  7.478762401658556e-09  2.857586713963562e-07  7.294906128706942e-08  1.319999998980316e+00  3.599999999651572e+00 -6.968559063125213e-10 -2.039367341666320e-09 
 2.640000000000000e-09  7.478762418383633e-09  7.478762401866312e-09  2.857586713513814e-07  7.294906107531905e-08  1.319999998980318e+00  3.599999999651571e+00 -6.968576826693607e-10 -2.039364677131061e-09 
 3.140000000000000e-09  7.478762406240569e-09  7.478762401964073e-09  2.857586710364883e-07  7.294906148254994e-08  1.319999998980318e+00  3.599999999651570e+00 -6.968594590262001e-10 -2.039364233041852e-09 
 3.640000000000000e-09  7.478762371546099e-09  7.478762401794999e-09  2.857586710331456e-07  7.294906131381202e-08  1.319999998980318e+00  3.599999999651572e+00 -6.968567944909410e-10 -2.039364233041852e-09 
 4.140000000000000e-09  7.478762465221167e-09  7.478762402159055e-09  2.857586713447756e-07  7.294906175050205e-08  1.319999998980318e+00  3.599999999651572e+00 -6.968559063125213e-10 -2.039364233041852e-09 
 4.640000000000001e-09  7.478762433996144e-09  7.478762402490446e-09  2.857586713134762e-07  7.294906113377076e-08  1.319999998980318e+00  3.599999999651573e+00 -6.968532417772622e-10 -2.039364233041852e-09 
 5.140000000000001e-09  7.478762406240569e-09  7.478762402625014e-09  2.857586713032879e-07  7.294906114970318e-08  1.319999998980318e+00  3.599999999651573e+00 -6.968541299556819e-10 -2.039364233041852e-09 
 5.640000000000001e-09  7.478762406240569e-09  7.478762402693516e-09  2.857586710709435e-07  7.294906095604248e-08  1.319999998980318e+00  3.599999999651574e+00 -6.968523535988425e-10 -2.039364233041852e-09 
 6.140000000000002e-09  7.478762409710016e-09  7.478762402762665e-09  2.857586713137370e-07  7.294906189540611e-08  1.319999998980318e+00  3.599999999651575e+00 -6.968505772420031e-10 -2.039364233041852e-09 
 6.640000000000002e-09  7.478762383689164e-09  7.478762402659247e-09  2.857586711304231e-07  7.294906083816644e-08  1.319999998980318e+00  3.599999999651574e+00 -6.968523535988425e-10 -2.039364233041852e-09 
 7.140000000000002e-09  7.478762409710016e-09  7.478762402671698e-09  2.857586710259132e-07  7.294906155290131e-08  1.319999998980318e+00  3.599999999651576e+00 -6.968488008851637e-10 -2.039364233041852e-09 
