 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  4.994866481224004e-07  4.994866481224004e-07  1.368560665217577e-05  1.569399934357512e-05  1.199999899873531e+00  3.299999986523763e+00 -2.695247491857344e-08 -2.002529377875817e-07 
 5.000000000000000e-10  4.994866480579480e-07  4.994866481217624e-07  1.368560665256145e-05  1.569399934498112e-05  1.199999899873533e+00  3.299999986523762e+00 -2.695247669493028e-08 -2.002529337907788e-07 
 1.000000000000000e-09  4.994866481169286e-07  4.994866481217145e-07  1.368560665277022e-05  1.569399934368138e-05  1.199999899873534e+00  3.299999986523763e+00 -2.695247491857344e-08 -2.002529320144220e-07 
 2.000000000000000e-09  4.994866481394800e-07  4.994866481218874e-07  1.368560665088509e-05  1.569399934526626e-05  1.199999899873532e+00  3.299999986523761e+00 -2.695247847128712e-08 -2.002529368994033e-07 
 4.000000000000000e-09  4.994866481503220e-07  4.994866481226889e-07  1.368560665212730e-05  1.569399934228807e-05  1.199999899873530e+00  3.299999986523760e+00 -2.695248113582238e-08 -2.002529404521169e-07 
 8.000000000000000e-09  4.994866480937266e-07  4.994866481219741e-07  1.368560665259924e-05  1.569399934374599e-05  1.199999899873533e+00  3.299999986523749e+00 -2.695250245210445e-08 -2.002529342348680e-07 
 1.600000000000000e-08  4.994866481276622e-07  4.994866481219505e-07  1.368560665191753e-05  1.569399934379720e-05  1.199999899873532e+00  3.299999986523760e+00 -2.695248024764396e-08 -2.002529373434925e-07 
 3.200000000000000e-08  4.994866481052734e-07  4.994866481192484e-07  1.368560665199993e-05  1.569399934351495e-05  1.199999899873530e+00  3.299999986523766e+00 -2.695246870132451e-08 -2.002529408962062e-07 
 6.400000000000000e-08  4.994866481247348e-07  4.994866481192086e-07  1.368560665225115e-05  1.569399934361711e-05  1.199999899873529e+00  3.299999986523765e+00 -2.695247047768135e-08 -2.002529422284738e-07 
 1.140000000000000e-07  4.994866480973587e-07  4.994866481108217e-07  1.368560665215998e-05  1.569399934377702e-05  1.199999899873532e+00  3.299999986523770e+00 -2.695246070771873e-08 -2.002529373434925e-07 
 1.640000000000000e-07  4.994866480742923e-07  4.994866480945326e-07  1.368560665219702e-05  1.569399934382983e-05  1.199999899873532e+00  3.299999986523758e+00 -2.695248380035764e-08 -2.002529373434925e-07 
 2.140000000000000e-07  4.994866481001234e-07  4.994866480935111e-07  1.368560665211357e-05  1.569399934377562e-05  1.199999899873532e+00  3.299999986523759e+00 -2.695248291217922e-08 -2.002529368994033e-07 
 2.640000000000000e-07  4.994866481092578e-07  4.994866480996055e-07  1.368560665217432e-05  1.569399934387007e-05  1.199999899873532e+00  3.299999986523760e+00 -2.695248024764396e-08 -2.002529373434925e-07 
 3.140000000000000e-07  4.994866480794152e-07  4.994866480927483e-07  1.368560665209388e-05  1.569399934396921e-05  1.199999899873532e+00  3.299999986523761e+00 -2.695247847128712e-08 -2.002529373434925e-07 
 3.640000000000000e-07  4.994866480598453e-07  4.994866480782157e-07  1.368560665215143e-05  1.569399934388136e-05  1.199999899873532e+00  3.299999986523761e+00 -2.695247758310870e-08 -2.002529373434925e-07 
 4.140000000000000e-07  4.994866480841585e-07  4.994866480776864e-07  1.368560665220968e-05  1.569399934382618e-05  1.199999899873532e+00  3.299999986523760e+00 -2.695248024764396e-08 -2.002529373434925e-07 
 4.640000000000000e-07  4.994866480534485e-07  4.994866480678853e-07  1.368560665212557e-05  1.569399934391215e-05  1.199999899873532e+00  3.299999986523761e+00 -2.695247847128712e-08 -2.002529373434925e-07 
 5.140000000000001e-07  4.994866480743194e-07  4.994866480684988e-07  1.368560665217792e-05  1.569399934385532e-05  1.199999899873532e+00  3.299999986523761e+00 -2.695247758310870e-08 -2.002529373434925e-07 
 5.640000000000001e-07  4.994866480835622e-07  4.994866480746469e-07  1.368560665210182e-05  1.569399934377620e-05  1.199999899873531e+00  3.299999986523761e+00 -2.695247758310870e-08 -2.002529377875817e-07 
 6.140000000000002e-07  4.994866480922087e-07  4.994866480829012e-07  1.368560665214507e-05  1.569399934387264e-05  1.199999899873532e+00  3.299999986523763e+00 -2.695247403039502e-08 -2.002529373434925e-07 
 6.640000000000002e-07  4.994866480619866e-07  4.994866480761863e-07  1.368560665220109e-05  1.569399934380724e-05  1.199999899873532e+00  3.299999986523763e+00 -2.695247491857344e-08 -2.002529373434925e-07 
 7.140000000000003e-07  4.994866480847006e-07  4.994866480782490e-07  1.368560665226276e-05  1.569399934383216e-05  1.199999899873532e+00  3.299999986523763e+00 -2.695247403039502e-08 -2.002529373434925e-07 
 7.640000000000003e-07  4.994866480942145e-07  4.994866480850478e-07  1.368560665205568e-05  1.569399934376265e-05  1.199999899873531e+00  3.299999986523763e+00 -2.695247403039502e-08 -2.002529377875817e-07 
 8.140000000000004e-07  4.994866480655103e-07  4.994866480785926e-07  1.368560665210203e-05  1.569399934385817e-05  1.199999899873532e+00  3.299999986523762e+00 -2.695247669493028e-08 -2.002529373434925e-07 
 8.640000000000004e-07  4.994866480466994e-07  4.994866480645442e-07  1.368560665215582e-05  1.569399934393622e-05  1.199999899873532e+00  3.299999986523762e+00 -2.695247669493028e-08 -2.002529373434925e-07 
 9.140000000000005e-07  4.994866480710126e-07  4.994866480643219e-07  1.368560665221658e-05  1.569399934387603e-05  1.199999899873532e+00  3.299999986523763e+00 -2.695247491857344e-08 -2.002529368994033e-07 
 9.640000000000004e-07  4.994866480794423e-07  4.994866480703255e-07  1.368560665215163e-05  1.569399934380973e-05  1.199999899873532e+00  3.299999986523762e+00 -2.695247669493028e-08 -2.002529373434925e-07 
 1.014000000000000e-06  4.994866480493828e-07  4.994866480631492e-07  1.368560665207453e-05  1.569399934389429e-05  1.199999899873532e+00  3.299999986523762e+00 -2.695247669493028e-08 -2.002529373434925e-07 
 1.064000000000000e-06  4.994866480698471e-07  4.994866480643930e-07  1.368560665213152e-05  1.569399934381859e-05  1.199999899873532e+00  3.299999986523763e+00 -2.695247491857344e-08 -2.002529373434925e-07 
 1.114000000000000e-06  4.994866480419018e-07  4.994866480556453e-07  1.368560665219525e-05  1.569399934375336e-05  1.199999899873532e+00  3.299999986523762e+00 -2.695247580675186e-08 -2.002529373434925e-07 
