 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  4.408919796919226e-09  4.408919796919226e-09  2.148781614974797e-07  5.311835491819944e-08  1.199999999291523e+00  3.299999999765897e+00 -4.682068066585998e-10 -1.416954997779385e-09 
 5.000000000000000e-11  4.408919646037290e-09  4.408919796768495e-09  2.148782924245930e-07  5.311835152397406e-08  1.199999999291522e+00  3.299999999765900e+00 -4.682005894096619e-10 -1.416956774136224e-09 
 1.000000000000000e-10  4.408919861143001e-09  4.408919796832806e-09  2.148781668072112e-07  5.311835114872327e-08  1.199999999291521e+00  3.299999999765903e+00 -4.681943721607240e-10 -1.416958106403854e-09 
 2.000000000000000e-10  4.408919750120699e-09  4.408919796828207e-09  2.148781105449160e-07  5.311835995160093e-08  1.199999999291520e+00  3.299999999765899e+00 -4.682032539449210e-10 -1.416961215028323e-09 
 4.000000000000000e-10  4.408919822979085e-09  4.408919796887147e-09  2.148781628239187e-07  5.311835365791870e-08  1.199999999291518e+00  3.299999999765902e+00 -4.681970366959831e-10 -1.416965211831211e-09 
 8.000000000000000e-10  4.408919765733210e-09  4.408919796785251e-09  2.148781707869684e-07  5.311835309339047e-08  1.199999999291518e+00  3.299999999765896e+00 -4.682085830154392e-10 -1.416965211831211e-09 
 1.600000000000000e-09  4.408919685935930e-09  4.408919795650473e-09  2.148781608741520e-07  5.311835716961916e-08  1.199999999291522e+00  3.299999999765872e+00 -4.682574328285227e-10 -1.416956330047014e-09 
 3.200000000000000e-09  4.408919704584208e-09  4.408919793044220e-09  2.148781613495995e-07  5.311835385759447e-08  1.199999999291525e+00  3.299999999765852e+00 -4.682974008574092e-10 -1.416951000976496e-09 
 6.400000000000000e-09  4.408919796524552e-09  4.408919791165023e-09  2.148781614675674e-07  5.311835475792185e-08  1.199999999291522e+00  3.299999999765848e+00 -4.683036181063471e-10 -1.416956330047014e-09 
 1.140000000000000e-08  4.408919765299529e-09  4.408919788605041e-09  2.148781614662029e-07  5.311835489864728e-08  1.199999999291524e+00  3.299999999765858e+00 -4.682849663595334e-10 -1.416953221422546e-09 
 1.640000000000000e-08  4.408919727786134e-09  4.408919784003865e-09  2.148781615134155e-07  5.311835478678623e-08  1.199999999291523e+00  3.299999999765847e+00 -4.683062826416062e-10 -1.416954109600965e-09 
 2.140000000000000e-08  4.408919783947807e-09  4.408919782562493e-09  2.148781614852478e-07  5.311835491082799e-08  1.199999999291523e+00  3.299999999765845e+00 -4.683107235337047e-10 -1.416954109600965e-09 
 2.640000000000000e-08  4.408919748819656e-09  4.408919780003138e-09  2.148781616144990e-07  5.311835477359242e-08  1.199999999291523e+00  3.299999999765845e+00 -4.683098353552850e-10 -1.416954109600965e-09 
 3.140000000000000e-08  4.408919734508188e-09  4.408919776359904e-09  2.148781614176052e-07  5.311835483677322e-08  1.199999999291523e+00  3.299999999765845e+00 -4.683098353552850e-10 -1.416953665511755e-09 
 3.640000000000000e-08  4.408919724750368e-09  4.408919771995798e-09  2.148781615091469e-07  5.311835470617916e-08  1.199999999291524e+00  3.299999999765845e+00 -4.683107235337047e-10 -1.416953221422546e-09 
 4.139999999999999e-08  4.408919722365123e-09  4.408919767530098e-09  2.148781614709564e-07  5.311835479214722e-08  1.199999999291524e+00  3.299999999765847e+00 -4.683071708200259e-10 -1.416953221422546e-09 
 4.639999999999999e-08  4.408919713257825e-09  4.408919762742549e-09  2.148781615997836e-07  5.311835487231047e-08  1.199999999291523e+00  3.299999999765846e+00 -4.683080589984456e-10 -1.416954109600965e-09 
 5.139999999999999e-08  4.408919761396402e-09  4.408919761162306e-09  2.148781613846066e-07  5.311835474697531e-08  1.199999999291524e+00  3.299999999765848e+00 -4.683053944631865e-10 -1.416953221422546e-09 
 5.639999999999999e-08  4.408919725400889e-09  4.408919758433392e-09  2.148781613617018e-07  5.311835483385058e-08  1.199999999291524e+00  3.299999999765845e+00 -4.683098353552850e-10 -1.416952777333336e-09 
 6.139999999999999e-08  4.408919765299529e-09  4.408919758009740e-09  2.148781614418483e-07  5.311835491513194e-08  1.199999999291523e+00  3.299999999765847e+00 -4.683071708200259e-10 -1.416954109600965e-09 
 6.640000000000000e-08  4.408919723449325e-09  4.408919755717323e-09  2.148781616010854e-07  5.311835480218127e-08  1.199999999291523e+00  3.299999999765847e+00 -4.683062826416062e-10 -1.416954109600965e-09 
 7.140000000000000e-08  4.408919710005219e-09  4.408919752143936e-09  2.148781615407774e-07  5.311835489753875e-08  1.199999999291523e+00  3.299999999765844e+00 -4.683116117121244e-10 -1.416954109600965e-09 
