Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
762	7.107000e-10	1.000000e+00	-4.69748e-02	-5.87862e-01	
763	7.115000e-10	1.000000e+00	-4.66244e-02	-6.19792e-01	
764	7.123869e-10	1.000000e+00	-4.62338e-02	-6.35804e-01	
765	7.133869e-10	1.000000e+00	-4.57907e-02	-6.50841e-01	
766	7.143869e-10	1.000000e+00	-4.53448e-02	-6.64325e-01	
767	7.153869e-10	1.000000e+00	-4.48961e-02	-6.71704e-01	
768	7.163869e-10	1.000000e+00	-4.44446e-02	-6.74070e-01	
769	7.173869e-10	1.000000e+00	-4.39904e-02	-6.74225e-01	
770	7.183869e-10	1.000000e+00	-4.35335e-02	-6.73344e-01	
771	7.193869e-10	1.000000e+00	-4.30739e-02	-6.71524e-01	
772	7.203869e-10	1.000000e+00	-4.26116e-02	-6.69292e-01	
773	7.213869e-10	1.000000e+00	-4.21467e-02	-6.66652e-01	
774	7.223869e-10	1.000000e+00	-4.16792e-02	-6.63847e-01	
775	7.233869e-10	1.000000e+00	-4.12091e-02	-6.60869e-01	
776	7.243869e-10	1.000000e+00	-4.07365e-02	-6.57831e-01	
777	7.253869e-10	1.000000e+00	-4.02614e-02	-6.54738e-01	
778	7.263869e-10	1.000000e+00	-3.97838e-02	-6.51637e-01	
779	7.273869e-10	1.000000e+00	-3.93037e-02	-6.48546e-01	
780	7.283869e-10	1.000000e+00	-3.88212e-02	-6.45477e-01	
781	7.293869e-10	1.000000e+00	-3.83363e-02	-6.42459e-01	
782	7.303869e-10	1.000000e+00	-3.78491e-02	-6.39484e-01	
783	7.313869e-10	1.000000e+00	-3.73595e-02	-6.36588e-01	
784	7.323869e-10	1.000000e+00	-3.68676e-02	-6.33755e-01	
785	7.333869e-10	1.000000e+00	-3.63735e-02	-6.31023e-01	
786	7.343869e-10	1.000000e+00	-3.58771e-02	-6.28372e-01	
787	7.353869e-10	1.000000e+00	-3.53784e-02	-6.25838e-01	
788	7.363869e-10	1.000000e+00	-3.48776e-02	-6.23402e-01	
789	7.373869e-10	1.000000e+00	-3.43747e-02	-6.21096e-01	
790	7.383869e-10	1.000000e+00	-3.38696e-02	-6.18902e-01	
791	7.393869e-10	1.000000e+00	-3.33625e-02	-6.16845e-01	
792	7.403869e-10	1.000000e+00	-3.28532e-02	-6.14909e-01	
793	7.413869e-10	1.000000e+00	-3.23420e-02	-6.13114e-01	
794	7.423869e-10	1.000000e+00	-3.18288e-02	-6.11441e-01	
795	7.433869e-10	1.000000e+00	-3.13136e-02	-6.09906e-01	
796	7.443869e-10	1.000000e+00	-3.07964e-02	-6.08490e-01	
797	7.453869e-10	1.000000e+00	-3.02774e-02	-6.07203e-01	
798	7.463869e-10	1.000000e+00	-2.97565e-02	-6.06027e-01	
799	7.473869e-10	1.000000e+00	-2.92337e-02	-6.04967e-01	
800	7.483869e-10	1.000000e+00	-2.87092e-02	-6.04007e-01	
801	7.493869e-10	1.000000e+00	-2.81829e-02	-6.03147e-01	
802	7.503869e-10	1.000000e+00	-2.76548e-02	-6.02373e-01	
803	7.513869e-10	1.000000e+00	-2.71251e-02	-6.01684e-01	
804	7.523869e-10	1.000000e+00	-2.65937e-02	-6.01068e-01	
805	7.533869e-10	1.000000e+00	-2.60606e-02	-6.00522e-01	
806	7.543869e-10	1.000000e+00	-2.55259e-02	-6.00035e-01	
807	7.553869e-10	1.000000e+00	-2.49897e-02	-5.99605e-01	
808	7.563869e-10	1.000000e+00	-2.44519e-02	-5.99223e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
809	7.573869e-10	1.000000e+00	-2.39126e-02	-5.98885e-01	
810	7.583869e-10	1.000000e+00	-2.33718e-02	-5.98586e-01	
811	7.593869e-10	1.000000e+00	-2.28296e-02	-5.98322e-01	
812	7.603869e-10	1.000000e+00	-2.22859e-02	-5.98089e-01	
813	7.613869e-10	1.000000e+00	-2.17409e-02	-5.97882e-01	
814	7.623869e-10	1.000000e+00	-2.11946e-02	-5.97700e-01	
815	7.633869e-10	1.000000e+00	-2.06469e-02	-5.97538e-01	
816	7.643869e-10	1.000000e+00	-2.00980e-02	-5.97395e-01	
817	7.653869e-10	1.000000e+00	-1.95479e-02	-5.97268e-01	
818	7.663869e-10	1.000000e+00	-1.89965e-02	-5.97156e-01	
819	7.673869e-10	1.000000e+00	-1.84439e-02	-5.97056e-01	
820	7.683869e-10	1.000000e+00	-1.78903e-02	-5.96967e-01	
821	7.693869e-10	1.000000e+00	-1.73355e-02	-5.96887e-01	
822	7.703869e-10	1.000000e+00	-1.67796e-02	-5.96816e-01	
823	7.713869e-10	1.000000e+00	-1.62228e-02	-5.96752e-01	
824	7.723869e-10	1.000000e+00	-1.56649e-02	-5.96695e-01	
825	7.733869e-10	1.000000e+00	-1.51060e-02	-5.96643e-01	
826	7.743869e-10	1.000000e+00	-1.45462e-02	-5.96597e-01	
827	7.753869e-10	1.000000e+00	-1.39855e-02	-5.96554e-01	
828	7.763869e-10	1.000000e+00	-1.34240e-02	-5.96516e-01	
829	7.773869e-10	1.000000e+00	-1.28616e-02	-5.96481e-01	
830	7.783869e-10	1.000000e+00	-1.22985e-02	-5.96450e-01	
831	7.793869e-10	1.000000e+00	-1.17345e-02	-5.96420e-01	
832	7.803869e-10	1.000000e+00	-1.11699e-02	-5.96393e-01	
833	7.813869e-10	1.000000e+00	-1.06045e-02	-5.96368e-01	
834	7.823869e-10	1.000000e+00	-1.00385e-02	-5.96345e-01	
835	7.833869e-10	1.000000e+00	-9.47194e-03	-5.96324e-01	
836	7.843869e-10	1.000000e+00	-8.90474e-03	-5.96304e-01	
837	7.853869e-10	1.000000e+00	-8.33700e-03	-5.96285e-01	
838	7.863869e-10	1.000000e+00	-7.76874e-03	-5.96268e-01	
839	7.873869e-10	1.000000e+00	-7.20000e-03	-5.96251e-01	
840	7.883869e-10	1.000000e+00	-6.63082e-03	-5.96235e-01	
841	7.893869e-10	1.000000e+00	-6.06122e-03	-5.96220e-01	
842	7.903869e-10	1.000000e+00	-5.49126e-03	-5.96207e-01	
843	7.913869e-10	1.000000e+00	-4.92095e-03	-5.96193e-01	
844	7.923869e-10	1.000000e+00	-4.35035e-03	-5.96180e-01	
845	7.933869e-10	1.000000e+00	-3.77947e-03	-5.96168e-01	
846	7.943869e-10	1.000000e+00	-3.20836e-03	-5.96156e-01	
847	7.953869e-10	1.000000e+00	-2.63705e-03	-5.96145e-01	
848	7.963869e-10	1.000000e+00	-2.06558e-03	-5.96134e-01	
849	7.973869e-10	1.000000e+00	-1.49398e-03	-5.96124e-01	
850	7.983869e-10	1.000000e+00	-9.22295e-04	-5.96114e-01	
851	7.991935e-10	1.000000e+00	-4.61157e-04	-5.96103e-01	
852	8.000000e-10	1.000000e+00	0.000000e+00	-5.96089e-01	
853	8.001000e-10	1.005000e+00	5.717698e-05	-5.96074e-01	
854	8.003000e-10	1.015000e+00	1.715308e-04	-5.96050e-01	
855	8.007000e-10	1.035000e+00	4.002369e-04	-5.96057e-01	
856	8.015000e-10	1.075000e+00	8.576350e-04	-5.96095e-01	
857	8.025000e-10	1.125000e+00	1.429333e-03	-5.95083e-01	
858	8.035000e-10	1.175000e+00	2.000942e-03	-5.91709e-01	
859	8.045000e-10	1.225000e+00	2.572429e-03	-5.85973e-01	
860	8.055000e-10	1.275000e+00	3.143756e-03	-5.76610e-01	
861	8.065000e-10	1.325000e+00	3.714890e-03	-5.55400e-01	
862	8.075000e-10	1.375000e+00	4.285795e-03	-5.10854e-01	
863	8.085000e-10	1.425000e+00	4.856435e-03	-4.44578e-01	
864	8.092500e-10	1.462500e+00	5.284220e-03	-3.89290e-01	
865	8.100000e-10	1.500000e+00	5.711822e-03	-3.36697e-01	
866	8.101000e-10	1.500000e+00	5.768821e-03	-3.30132e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
867	8.103000e-10	1.500000e+00	5.882808e-03	-3.17206e-01	
868	8.107000e-10	1.500000e+00	6.110739e-03	-2.92592e-01	
869	8.115000e-10	1.500000e+00	6.566417e-03	-2.48080e-01	
870	8.125000e-10	1.500000e+00	7.135648e-03	-2.00494e-01	
871	8.135000e-10	1.500000e+00	7.704439e-03	-1.60702e-01	
872	8.145000e-10	1.500000e+00	8.272754e-03	-1.27450e-01	
873	8.155000e-10	1.500000e+00	8.840559e-03	-9.96335e-02	
874	8.165000e-10	1.500000e+00	9.407819e-03	-7.63106e-02	
875	8.175000e-10	1.500000e+00	9.974498e-03	-5.66945e-02	
876	8.185000e-10	1.500000e+00	1.054056e-02	-4.01307e-02	
877	8.195000e-10	1.500000e+00	1.110598e-02	-2.60798e-02	
878	8.205000e-10	1.500000e+00	1.167071e-02	-1.40961e-02	
879	8.215000e-10	1.500000e+00	1.223471e-02	-3.81348e-03	
880	8.225000e-10	1.500000e+00	1.279797e-02	5.070063e-03	
881	8.235000e-10	1.500000e+00	1.336043e-02	1.280215e-02	
882	8.245000e-10	1.500000e+00	1.392207e-02	1.958685e-02	
883	8.255000e-10	1.500000e+00	1.448286e-02	2.559150e-02	
884	8.265000e-10	1.500000e+00	1.504275e-02	3.095395e-02	
885	8.275000e-10	1.500000e+00	1.560171e-02	3.578721e-02	
886	8.285000e-10	1.500000e+00	1.615970e-02	4.018441e-02	
887	8.295000e-10	1.500000e+00	1.671671e-02	4.422185e-02	
888	8.305000e-10	1.500000e+00	1.727268e-02	4.796245e-02	
889	8.315000e-10	1.500000e+00	1.782758e-02	5.145772e-02	
890	8.325000e-10	1.500000e+00	1.838139e-02	5.475018e-02	
891	8.335000e-10	1.500000e+00	1.893406e-02	5.787459e-02	
892	8.345000e-10	1.500000e+00	1.948556e-02	6.085970e-02	
893	8.355000e-10	1.500000e+00	2.003586e-02	6.372894e-02	
894	8.365000e-10	1.500000e+00	2.058493e-02	6.650175e-02	
895	8.375000e-10	1.500000e+00	2.113272e-02	6.919390e-02	
896	8.385000e-10	1.500000e+00	2.167922e-02	7.181854e-02	
897	8.395000e-10	1.500000e+00	2.222437e-02	7.438626e-02	
898	8.405000e-10	1.500000e+00	2.276816e-02	7.690597e-02	
899	8.415000e-10	1.500000e+00	2.331054e-02	7.938473e-02	
900	8.425000e-10	1.500000e+00	2.385148e-02	8.182856e-02	
901	8.435000e-10	1.500000e+00	2.439095e-02	8.424219e-02	
902	8.445000e-10	1.500000e+00	2.492891e-02	8.662966e-02	
903	8.455000e-10	1.500000e+00	2.546534e-02	8.899410e-02	
904	8.465000e-10	1.500000e+00	2.600020e-02	9.133822e-02	
905	8.475000e-10	1.500000e+00	2.653345e-02	9.366407e-02	
906	8.485000e-10	1.500000e+00	2.706507e-02	9.597347e-02	
907	8.495000e-10	1.500000e+00	2.759502e-02	9.826772e-02	
908	8.505000e-10	1.500000e+00	2.812326e-02	1.005480e-01	
909	8.515000e-10	1.500000e+00	2.864977e-02	1.028152e-01	
910	8.525000e-10	1.500000e+00	2.917452e-02	1.050701e-01	
911	8.535000e-10	1.500000e+00	2.969746e-02	1.073131e-01	
912	8.545000e-10	1.500000e+00	3.021857e-02	1.095448e-01	
913	8.555000e-10	1.500000e+00	3.073782e-02	1.117653e-01	
914	8.565000e-10	1.500000e+00	3.125517e-02	1.139751e-01	
915	8.575000e-10	1.500000e+00	3.177059e-02	1.161743e-01	
916	8.585000e-10	1.500000e+00	3.228406e-02	1.183629e-01	
917	8.595000e-10	1.500000e+00	3.279553e-02	1.205411e-01	
918	8.605000e-10	1.500000e+00	3.330498e-02	1.227089e-01	
919	8.615000e-10	1.500000e+00	3.381237e-02	1.248662e-01	
920	8.625000e-10	1.500000e+00	3.431768e-02	1.270131e-01	
921	8.635000e-10	1.500000e+00	3.482087e-02	1.291495e-01	
922	8.645000e-10	1.500000e+00	3.532192e-02	1.312754e-01	
923	8.655000e-10	1.500000e+00	3.582078e-02	1.333906e-01	
924	8.665000e-10	1.500000e+00	3.631744e-02	1.354951e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
925	8.675000e-10	1.500000e+00	3.681186e-02	1.375887e-01	
926	8.685000e-10	1.500000e+00	3.730400e-02	1.396715e-01	
927	8.695000e-10	1.500000e+00	3.779385e-02	1.417432e-01	
928	8.705000e-10	1.500000e+00	3.828136e-02	1.438037e-01	
929	8.715000e-10	1.500000e+00	3.876651e-02	1.458530e-01	
930	8.725000e-10	1.500000e+00	3.924927e-02	1.478909e-01	
931	8.735000e-10	1.500000e+00	3.972961e-02	1.499173e-01	
932	8.745000e-10	1.500000e+00	4.020750e-02	1.519321e-01	
933	8.755000e-10	1.500000e+00	4.068291e-02	1.539351e-01	
934	8.765000e-10	1.500000e+00	4.115580e-02	1.559263e-01	
935	8.775000e-10	1.500000e+00	4.162616e-02	1.579055e-01	
936	8.785000e-10	1.500000e+00	4.209396e-02	1.598726e-01	
937	8.795000e-10	1.500000e+00	4.255915e-02	1.618274e-01	
938	8.805000e-10	1.500000e+00	4.302172e-02	1.637699e-01	
939	8.815000e-10	1.500000e+00	4.348164e-02	1.657000e-01	
940	8.825000e-10	1.500000e+00	4.393887e-02	1.676174e-01	
941	8.835000e-10	1.500000e+00	4.439340e-02	1.695222e-01	
942	8.845000e-10	1.500000e+00	4.484518e-02	1.714142e-01	
943	8.855000e-10	1.500000e+00	4.529420e-02	1.732933e-01	
944	8.865000e-10	1.500000e+00	4.574043e-02	1.751594e-01	
945	8.875000e-10	1.500000e+00	4.618383e-02	1.770123e-01	
946	8.885000e-10	1.500000e+00	4.662439e-02	1.788520e-01	
947	8.895000e-10	1.500000e+00	4.706207e-02	1.806784e-01	
948	8.905000e-10	1.500000e+00	4.749684e-02	1.824914e-01	
949	8.915000e-10	1.500000e+00	4.792869e-02	1.842908e-01	
950	8.925000e-10	1.500000e+00	4.835758e-02	1.860767e-01	
951	8.935000e-10	1.500000e+00	4.878348e-02	1.878488e-01	
952	8.945000e-10	1.500000e+00	4.920638e-02	1.896071e-01	
953	8.955000e-10	1.500000e+00	4.962624e-02	1.913515e-01	
954	8.965000e-10	1.500000e+00	5.004305e-02	1.930819e-01	
955	8.975000e-10	1.500000e+00	5.045676e-02	1.947983e-01	
956	8.985000e-10	1.500000e+00	5.086736e-02	1.965005e-01	
957	8.992500e-10	1.500000e+00	5.117326e-02	1.977512e-01	
958	9.000000e-10	1.500000e+00	5.147737e-02	1.989560e-01	
959	9.001000e-10	1.495000e+00	5.151779e-02	1.991089e-01	
960	9.003000e-10	1.485000e+00	5.159852e-02	1.994182e-01	
961	9.007000e-10	1.465000e+00	5.175961e-02	2.002264e-01	
962	9.015000e-10	1.425000e+00	5.208024e-02	2.035082e-01	
963	9.025000e-10	1.375000e+00	5.247814e-02	2.109054e-01	
964	9.035000e-10	1.325000e+00	5.287281e-02	2.208854e-01	
965	9.045000e-10	1.275000e+00	5.326421e-02	2.319844e-01	
966	9.055000e-10	1.225000e+00	5.365232e-02	2.428179e-01	
967	9.065000e-10	1.175000e+00	5.403713e-02	2.556484e-01	
968	9.075000e-10	1.125000e+00	5.441861e-02	2.952038e-01	
969	9.085000e-10	1.075000e+00	5.479672e-02	3.898178e-01	
970	9.092500e-10	1.037500e+00	5.507809e-02	4.838444e-01	
971	9.100000e-10	1.000000e+00	5.535755e-02	5.627800e-01	
972	9.101000e-10	1.000000e+00	5.539467e-02	5.708477e-01	
973	9.103000e-10	1.000000e+00	5.546880e-02	5.860720e-01	
974	9.107000e-10	1.000000e+00	5.561665e-02	6.108032e-01	
975	9.115000e-10	1.000000e+00	5.591070e-02	6.382878e-01	
976	9.124166e-10	1.000000e+00	5.624489e-02	6.492413e-01	
977	9.134166e-10	1.000000e+00	5.660617e-02	6.600699e-01	
978	9.144166e-10	1.000000e+00	5.696396e-02	6.722944e-01	
979	9.154166e-10	1.000000e+00	5.731823e-02	6.794459e-01	
980	9.164166e-10	1.000000e+00	5.766897e-02	6.816519e-01	
981	9.174166e-10	1.000000e+00	5.801615e-02	6.816805e-01	
982	9.184166e-10	1.000000e+00	5.835975e-02	6.807770e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
983	9.194166e-10	1.000000e+00	5.869975e-02	6.789330e-01	
984	9.204166e-10	1.000000e+00	5.903613e-02	6.767025e-01	
985	9.214166e-10	1.000000e+00	5.936887e-02	6.740552e-01	
986	9.224166e-10	1.000000e+00	5.969794e-02	6.712447e-01	
987	9.234166e-10	1.000000e+00	6.002334e-02	6.682473e-01	
988	9.244166e-10	1.000000e+00	6.034503e-02	6.651814e-01	
989	9.254166e-10	1.000000e+00	6.066300e-02	6.620463e-01	
990	9.264166e-10	1.000000e+00	6.097722e-02	6.588888e-01	
991	9.274166e-10	1.000000e+00	6.128769e-02	6.557270e-01	
992	9.284166e-10	1.000000e+00	6.159437e-02	6.525703e-01	
993	9.294166e-10	1.000000e+00	6.189726e-02	6.494487e-01	
994	9.304166e-10	1.000000e+00	6.219633e-02	6.463531e-01	
995	9.314166e-10	1.000000e+00	6.249156e-02	6.433197e-01	
996	9.324166e-10	1.000000e+00	6.278293e-02	6.403312e-01	
997	9.334166e-10	1.000000e+00	6.307044e-02	6.374257e-01	
998	9.344166e-10	1.000000e+00	6.335405e-02	6.345843e-01	
999	9.354166e-10	1.000000e+00	6.363375e-02	6.318428e-01	
1000	9.364166e-10	1.000000e+00	6.390953e-02	6.291827e-01	
1001	9.374166e-10	1.000000e+00	6.418137e-02	6.266376e-01	
1002	9.384166e-10	1.000000e+00	6.444925e-02	6.241905e-01	
1003	9.394166e-10	1.000000e+00	6.471315e-02	6.218704e-01	
1004	9.404166e-10	1.000000e+00	6.497306e-02	6.196620e-01	
1005	9.414166e-10	1.000000e+00	6.522897e-02	6.175887e-01	
1006	9.424166e-10	1.000000e+00	6.548085e-02	6.156361e-01	
1007	9.434166e-10	1.000000e+00	6.572869e-02	6.138215e-01	
1008	9.444166e-10	1.000000e+00	6.597247e-02	6.121309e-01	
1009	9.454166e-10	1.000000e+00	6.621219e-02	6.105756e-01	
1010	9.464166e-10	1.000000e+00	6.644782e-02	6.091415e-01	
1011	9.474166e-10	1.000000e+00	6.667936e-02	6.078346e-01	
1012	9.484166e-10	1.000000e+00	6.690678e-02	6.066410e-01	
1013	9.494166e-10	1.000000e+00	6.713007e-02	6.055625e-01	
1014	9.504166e-10	1.000000e+00	6.734922e-02	6.045865e-01	
1015	9.514166e-10	1.000000e+00	6.756422e-02	6.037120e-01	
1016	9.524166e-10	1.000000e+00	6.777505e-02	6.029258e-01	
1017	9.534166e-10	1.000000e+00	6.798170e-02	6.022245e-01	
1018	9.544166e-10	1.000000e+00	6.818416e-02	6.015968e-01	
1019	9.554166e-10	1.000000e+00	6.838241e-02	6.010377e-01	
1020	9.564166e-10	1.000000e+00	6.857644e-02	6.005390e-01	
1021	9.574166e-10	1.000000e+00	6.876624e-02	6.000973e-01	
1022	9.584166e-10	1.000000e+00	6.895180e-02	5.997055e-01	
1023	9.594166e-10	1.000000e+00	6.913311e-02	5.993598e-01	
1024	9.604166e-10	1.000000e+00	6.931015e-02	5.990549e-01	
1025	9.614166e-10	1.000000e+00	6.948292e-02	5.987860e-01	
1026	9.624166e-10	1.000000e+00	6.965140e-02	5.985484e-01	
1027	9.634166e-10	1.000000e+00	6.981558e-02	5.983382e-01	
1028	9.644166e-10	1.000000e+00	6.997546e-02	5.981525e-01	
1029	9.654166e-10	1.000000e+00	7.013102e-02	5.979879e-01	
1030	9.664166e-10	1.000000e+00	7.028226e-02	5.978424e-01	
1031	9.674166e-10	1.000000e+00	7.042916e-02	5.977130e-01	
1032	9.684166e-10	1.000000e+00	7.057171e-02	5.975984e-01	
1033	9.694166e-10	1.000000e+00	7.070992e-02	5.974960e-01	
1034	9.704166e-10	1.000000e+00	7.084376e-02	5.974053e-01	
1035	9.714166e-10	1.000000e+00	7.097323e-02	5.973240e-01	
1036	9.724166e-10	1.000000e+00	7.109832e-02	5.972520e-01	
1037	9.734166e-10	1.000000e+00	7.121903e-02	5.971869e-01	
1038	9.744166e-10	1.000000e+00	7.133534e-02	5.971292e-01	
1039	9.754166e-10	1.000000e+00	7.144726e-02	5.970767e-01	
1040	9.764166e-10	1.000000e+00	7.155476e-02	5.970300e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1041	9.774166e-10	1.000000e+00	7.165785e-02	5.969872e-01	
1042	9.784166e-10	1.000000e+00	7.175653e-02	5.969490e-01	
1043	9.794166e-10	1.000000e+00	7.185077e-02	5.969137e-01	
1044	9.804166e-10	1.000000e+00	7.194059e-02	5.968821e-01	
1045	9.814166e-10	1.000000e+00	7.202596e-02	5.968526e-01	
1046	9.824166e-10	1.000000e+00	7.210690e-02	5.968261e-01	
1047	9.834166e-10	1.000000e+00	7.218338e-02	5.968011e-01	
1048	9.844166e-10	1.000000e+00	7.225542e-02	5.967785e-01	
1049	9.854166e-10	1.000000e+00	7.232299e-02	5.967571e-01	
1050	9.864166e-10	1.000000e+00	7.238611e-02	5.967378e-01	
1051	9.874166e-10	1.000000e+00	7.244476e-02	5.967192e-01	
1052	9.884166e-10	1.000000e+00	7.249894e-02	5.967023e-01	
1053	9.894166e-10	1.000000e+00	7.254865e-02	5.966859e-01	
1054	9.904166e-10	1.000000e+00	7.259388e-02	5.966709e-01	
1055	9.914166e-10	1.000000e+00	7.263464e-02	5.966562e-01	
1056	9.924166e-10	1.000000e+00	7.267091e-02	5.966428e-01	
1057	9.934166e-10	1.000000e+00	7.270271e-02	5.966296e-01	
1058	9.944166e-10	1.000000e+00	7.273001e-02	5.966173e-01	
1059	9.954166e-10	1.000000e+00	7.275284e-02	5.966051e-01	
1060	9.964166e-10	1.000000e+00	7.277117e-02	5.965939e-01	
1061	9.974166e-10	1.000000e+00	7.278502e-02	5.965828e-01	
1062	9.984166e-10	1.000000e+00	7.279437e-02	5.965726e-01	
1063	9.992083e-10	1.000000e+00	7.279859e-02	5.965611e-01	
1064	1.000000e-09	1.000000e+00	7.280000e-02	5.965466e-01	
1065	1.000100e-09	1.005000e+00	7.279998e-02	5.965313e-01	
1066	1.000300e-09	1.015000e+00	7.279980e-02	5.965049e-01	
1067	1.000700e-09	1.035000e+00	7.279890e-02	5.965037e-01	
1068	1.001500e-09	1.075000e+00	7.279495e-02	5.965174e-01	
1069	1.002500e-09	1.125000e+00	7.278597e-02	5.954681e-01	
1070	1.003500e-09	1.175000e+00	7.277250e-02	5.920578e-01	
1071	1.004500e-09	1.225000e+00	7.275454e-02	5.862861e-01	
1072	1.005500e-09	1.275000e+00	7.273209e-02	5.769316e-01	
1073	1.006500e-09	1.325000e+00	7.270516e-02	5.573480e-01	
1074	1.007500e-09	1.375000e+00	7.267374e-02	5.301463e-01	
1075	1.008500e-09	1.425000e+00	7.263783e-02	5.018682e-01	
1076	1.009250e-09	1.462500e+00	7.260797e-02	4.779721e-01	
1077	1.010000e-09	1.500000e+00	7.257558e-02	4.516540e-01	
1078	1.010100e-09	1.500000e+00	7.257107e-02	4.480629e-01	
1079	1.010300e-09	1.500000e+00	7.256192e-02	4.408868e-01	
1080	1.010700e-09	1.500000e+00	7.254308e-02	4.267375e-01	
1081	1.011500e-09	1.500000e+00	7.250326e-02	4.003403e-01	
1082	1.012500e-09	1.500000e+00	7.244945e-02	3.720506e-01	
1083	1.013500e-09	1.500000e+00	7.239117e-02	3.489778e-01	
1084	1.014500e-09	1.500000e+00	7.232843e-02	3.303459e-01	
1085	1.015500e-09	1.500000e+00	7.226122e-02	3.153987e-01	
1086	1.016500e-09	1.500000e+00	7.218956e-02	3.034673e-01	
1087	1.017500e-09	1.500000e+00	7.211345e-02	2.939899e-01	
1088	1.018500e-09	1.500000e+00	7.203289e-02	2.864965e-01	
1089	1.019500e-09	1.500000e+00	7.194788e-02	2.806026e-01	
1090	1.020500e-09	1.500000e+00	7.185843e-02	2.759934e-01	
1091	1.021500e-09	1.500000e+00	7.176456e-02	2.724135e-01	
1092	1.022500e-09	1.500000e+00	7.166625e-02	2.696550e-01	
1093	1.023500e-09	1.500000e+00	7.156353e-02	2.675502e-01	
1094	1.024500e-09	1.500000e+00	7.145639e-02	2.659629e-01	
1095	1.025500e-09	1.500000e+00	7.134484e-02	2.647837e-01	
1096	1.026500e-09	1.500000e+00	7.122890e-02	2.639238e-01	
1097	1.027500e-09	1.500000e+00	7.110856e-02	2.633120e-01	
1098	1.028500e-09	1.500000e+00	7.098383e-02	2.628907e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1099	1.029500e-09	1.500000e+00	7.085472e-02	2.626139e-01	
1100	1.030500e-09	1.500000e+00	7.072125e-02	2.624445e-01	
1101	1.031500e-09	1.500000e+00	7.058341e-02	2.623530e-01	
1102	1.032500e-09	1.500000e+00	7.044121e-02	2.623156e-01	
1103	1.033500e-09	1.500000e+00	7.029468e-02	2.623136e-01	
1104	1.034500e-09	1.500000e+00	7.014380e-02	2.623318e-01	
1105	1.035500e-09	1.500000e+00	6.998860e-02	2.623586e-01	
1106	1.036500e-09	1.500000e+00	6.982908e-02	2.623844e-01	
1107	1.037500e-09	1.500000e+00	6.966526e-02	2.624022e-01	
1108	1.038500e-09	1.500000e+00	6.949713e-02	2.624062e-01	
1109	1.039500e-09	1.500000e+00	6.932472e-02	2.623922e-01	
1110	1.040500e-09	1.500000e+00	6.914804e-02	2.623566e-01	
1111	1.041500e-09	1.500000e+00	6.896709e-02	2.622973e-01	
1112	1.042500e-09	1.500000e+00	6.878188e-02	2.622121e-01	
1113	1.043500e-09	1.500000e+00	6.859243e-02	2.620999e-01	
1114	1.044500e-09	1.500000e+00	6.839875e-02	2.619597e-01	
1115	1.045500e-09	1.500000e+00	6.820085e-02	2.617912e-01	
1116	1.046500e-09	1.500000e+00	6.799875e-02	2.615938e-01	
1117	1.047500e-09	1.500000e+00	6.779245e-02	2.613676e-01	
1118	1.048500e-09	1.500000e+00	6.758197e-02	2.611124e-01	
1119	1.049500e-09	1.500000e+00	6.736731e-02	2.608287e-01	
1120	1.050500e-09	1.500000e+00	6.714851e-02	2.605165e-01	
1121	1.051500e-09	1.500000e+00	6.692556e-02	2.601762e-01	
1122	1.052500e-09	1.500000e+00	6.669848e-02	2.598079e-01	
1123	1.053500e-09	1.500000e+00	6.646729e-02	2.594124e-01	
1124	1.054500e-09	1.500000e+00	6.623200e-02	2.589897e-01	
1125	1.055500e-09	1.500000e+00	6.599263e-02	2.585405e-01	
1126	1.056500e-09	1.500000e+00	6.574918e-02	2.580652e-01	
1127	1.057500e-09	1.500000e+00	6.550168e-02	2.575642e-01	
1128	1.058500e-09	1.500000e+00	6.525013e-02	2.570379e-01	
1129	1.059500e-09	1.500000e+00	6.499456e-02	2.564866e-01	
1130	1.060500e-09	1.500000e+00	6.473499e-02	2.559107e-01	
1131	1.061500e-09	1.500000e+00	6.447142e-02	2.553106e-01	
1132	1.062500e-09	1.500000e+00	6.420387e-02	2.546865e-01	
1133	1.063500e-09	1.500000e+00	6.393236e-02	2.540388e-01	
1134	1.064500e-09	1.500000e+00	6.365691e-02	2.533678e-01	
1135	1.065500e-09	1.500000e+00	6.337753e-02	2.526737e-01	
1136	1.066500e-09	1.500000e+00	6.309424e-02	2.519569e-01	
1137	1.067500e-09	1.500000e+00	6.280706e-02	2.512178e-01	
1138	1.068500e-09	1.500000e+00	6.251601e-02	2.504564e-01	
1139	1.069500e-09	1.500000e+00	6.222110e-02	2.496731e-01	
1140	1.070500e-09	1.500000e+00	6.192235e-02	2.488682e-01	
1141	1.071500e-09	1.500000e+00	6.161978e-02	2.480419e-01	
1142	1.072500e-09	1.500000e+00	6.131341e-02	2.471943e-01	
