Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1514	1.420500e-09	1.500000e+00	-7.18584e-02	-2.75605e-01	
1515	1.421500e-09	1.500000e+00	-7.17646e-02	-2.72026e-01	
1516	1.422500e-09	1.500000e+00	-7.16663e-02	-2.69268e-01	
1517	1.423500e-09	1.500000e+00	-7.15635e-02	-2.67163e-01	
1518	1.424500e-09	1.500000e+00	-7.14564e-02	-2.65575e-01	
1519	1.425500e-09	1.500000e+00	-7.13448e-02	-2.64395e-01	
1520	1.426500e-09	1.500000e+00	-7.12289e-02	-2.63534e-01	
1521	1.427500e-09	1.500000e+00	-7.11086e-02	-2.62921e-01	
1522	1.428500e-09	1.500000e+00	-7.09838e-02	-2.62499e-01	
1523	1.429500e-09	1.500000e+00	-7.08547e-02	-2.62221e-01	
1524	1.430500e-09	1.500000e+00	-7.07212e-02	-2.62050e-01	
1525	1.431500e-09	1.500000e+00	-7.05834e-02	-2.61957e-01	
1526	1.432500e-09	1.500000e+00	-7.04412e-02	-2.61918e-01	
1527	1.433500e-09	1.500000e+00	-7.02947e-02	-2.61914e-01	
1528	1.434500e-09	1.500000e+00	-7.01438e-02	-2.61930e-01	
1529	1.435500e-09	1.500000e+00	-6.99886e-02	-2.61955e-01	
1530	1.436500e-09	1.500000e+00	-6.98291e-02	-2.61979e-01	
1531	1.437500e-09	1.500000e+00	-6.96653e-02	-2.61995e-01	
1532	1.438500e-09	1.500000e+00	-6.94971e-02	-2.61997e-01	
1533	1.439500e-09	1.500000e+00	-6.93247e-02	-2.61981e-01	
1534	1.440500e-09	1.500000e+00	-6.91480e-02	-2.61943e-01	
1535	1.441500e-09	1.500000e+00	-6.89671e-02	-2.61882e-01	
1536	1.442500e-09	1.500000e+00	-6.87819e-02	-2.61794e-01	
1537	1.443500e-09	1.500000e+00	-6.85924e-02	-2.61680e-01	
1538	1.444500e-09	1.500000e+00	-6.83988e-02	-2.61537e-01	
1539	1.445500e-09	1.500000e+00	-6.82009e-02	-2.61367e-01	
1540	1.446500e-09	1.500000e+00	-6.79987e-02	-2.61167e-01	
1541	1.447500e-09	1.500000e+00	-6.77924e-02	-2.60939e-01	
1542	1.448500e-09	1.500000e+00	-6.75820e-02	-2.60682e-01	
1543	1.449500e-09	1.500000e+00	-6.73673e-02	-2.60396e-01	
1544	1.450500e-09	1.500000e+00	-6.71485e-02	-2.60082e-01	
1545	1.451500e-09	1.500000e+00	-6.69256e-02	-2.59740e-01	
1546	1.452500e-09	1.500000e+00	-6.66985e-02	-2.59371e-01	
1547	1.453500e-09	1.500000e+00	-6.64673e-02	-2.58974e-01	
1548	1.454500e-09	1.500000e+00	-6.62320e-02	-2.58550e-01	
1549	1.455500e-09	1.500000e+00	-6.59926e-02	-2.58099e-01	
1550	1.456500e-09	1.500000e+00	-6.57492e-02	-2.57623e-01	
1551	1.457500e-09	1.500000e+00	-6.55017e-02	-2.57120e-01	
1552	1.458500e-09	1.500000e+00	-6.52501e-02	-2.56592e-01	
1553	1.459500e-09	1.500000e+00	-6.49946e-02	-2.56039e-01	
1554	1.460500e-09	1.500000e+00	-6.47350e-02	-2.55462e-01	
1555	1.461500e-09	1.500000e+00	-6.44714e-02	-2.54860e-01	
1556	1.462500e-09	1.500000e+00	-6.42039e-02	-2.54234e-01	
1557	1.463500e-09	1.500000e+00	-6.39324e-02	-2.53585e-01	
1558	1.464500e-09	1.500000e+00	-6.36569e-02	-2.52912e-01	
1559	1.465500e-09	1.500000e+00	-6.33775e-02	-2.52217e-01	
1560	1.466500e-09	1.500000e+00	-6.30942e-02	-2.51498e-01	
1561	1.467500e-09	1.500000e+00	-6.28071e-02	-2.50758e-01	
1562	1.468500e-09	1.500000e+00	-6.25160e-02	-2.49995e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1563	1.469500e-09	1.500000e+00	-6.22211e-02	-2.49210e-01	
1564	1.470500e-09	1.500000e+00	-6.19224e-02	-2.48404e-01	
1565	1.471500e-09	1.500000e+00	-6.16198e-02	-2.47576e-01	
1566	1.472500e-09	1.500000e+00	-6.13134e-02	-2.46727e-01	
1567	1.473500e-09	1.500000e+00	-6.10033e-02	-2.45858e-01	
1568	1.474500e-09	1.500000e+00	-6.06893e-02	-2.44967e-01	
1569	1.475500e-09	1.500000e+00	-6.03717e-02	-2.44056e-01	
1570	1.476500e-09	1.500000e+00	-6.00503e-02	-2.43125e-01	
1571	1.477500e-09	1.500000e+00	-5.97252e-02	-2.42174e-01	
1572	1.478500e-09	1.500000e+00	-5.93965e-02	-2.41202e-01	
1573	1.479500e-09	1.500000e+00	-5.90640e-02	-2.40211e-01	
1574	1.480500e-09	1.500000e+00	-5.87279e-02	-2.39200e-01	
1575	1.481500e-09	1.500000e+00	-5.83882e-02	-2.38170e-01	
1576	1.482500e-09	1.500000e+00	-5.80449e-02	-2.37121e-01	
1577	1.483500e-09	1.500000e+00	-5.76981e-02	-2.36052e-01	
1578	1.484500e-09	1.500000e+00	-5.73476e-02	-2.34964e-01	
1579	1.485500e-09	1.500000e+00	-5.69936e-02	-2.33858e-01	
1580	1.486500e-09	1.500000e+00	-5.66361e-02	-2.32732e-01	
1581	1.487500e-09	1.500000e+00	-5.62752e-02	-2.31588e-01	
1582	1.488500e-09	1.500000e+00	-5.59107e-02	-2.30426e-01	
1583	1.489500e-09	1.500000e+00	-5.55428e-02	-2.29245e-01	
1584	1.490500e-09	1.500000e+00	-5.51715e-02	-2.28046e-01	
1585	1.491500e-09	1.500000e+00	-5.47967e-02	-2.26829e-01	
1586	1.492500e-09	1.500000e+00	-5.44186e-02	-2.25594e-01	
1587	1.493500e-09	1.500000e+00	-5.40371e-02	-2.24341e-01	
1588	1.494500e-09	1.500000e+00	-5.36523e-02	-2.23071e-01	
1589	1.495500e-09	1.500000e+00	-5.32642e-02	-2.21782e-01	
1590	1.496500e-09	1.500000e+00	-5.28728e-02	-2.20477e-01	
1591	1.497500e-09	1.500000e+00	-5.24781e-02	-2.19153e-01	
1592	1.498500e-09	1.500000e+00	-5.20802e-02	-2.17813e-01	
1593	1.499250e-09	1.500000e+00	-5.17797e-02	-2.16779e-01	
1594	1.500000e-09	1.500000e+00	-5.14774e-02	-2.15698e-01	
1595	1.500100e-09	1.495000e+00	-5.14369e-02	-2.15546e-01	
1596	1.500300e-09	1.485000e+00	-5.13559e-02	-2.15245e-01	
1597	1.500700e-09	1.465000e+00	-5.11936e-02	-2.14834e-01	
1598	1.501500e-09	1.425000e+00	-5.08674e-02	-2.15657e-01	
1599	1.502500e-09	1.375000e+00	-5.04568e-02	-2.19867e-01	
1600	1.503500e-09	1.325000e+00	-5.00430e-02	-2.26463e-01	
1601	1.504500e-09	1.275000e+00	-4.96262e-02	-2.33953e-01	
1602	1.505500e-09	1.225000e+00	-4.92064e-02	-2.40964e-01	
1603	1.506500e-09	1.175000e+00	-4.87835e-02	-2.47734e-01	
1604	1.507500e-09	1.125000e+00	-4.83576e-02	-2.75743e-01	
1605	1.508500e-09	1.075000e+00	-4.79287e-02	-3.59194e-01	
1606	1.509250e-09	1.037500e+00	-4.76051e-02	-4.51293e-01	
1607	1.510000e-09	1.000000e+00	-4.72798e-02	-5.34540e-01	
1608	1.510100e-09	1.000000e+00	-4.72363e-02	-5.43465e-01	
1609	1.510300e-09	1.000000e+00	-4.71493e-02	-5.60261e-01	
1610	1.510700e-09	1.000000e+00	-4.69748e-02	-5.87486e-01	
1611	1.511500e-09	1.000000e+00	-4.66244e-02	-6.19499e-01	
1612	1.512388e-09	1.000000e+00	-4.62333e-02	-6.35686e-01	
1613	1.513388e-09	1.000000e+00	-4.57902e-02	-6.50842e-01	
1614	1.514388e-09	1.000000e+00	-4.53443e-02	-6.64252e-01	
1615	1.515388e-09	1.000000e+00	-4.48956e-02	-6.71526e-01	
1616	1.516388e-09	1.000000e+00	-4.44441e-02	-6.73850e-01	
1617	1.517388e-09	1.000000e+00	-4.39899e-02	-6.73995e-01	
1618	1.518388e-09	1.000000e+00	-4.35330e-02	-6.73098e-01	
1619	1.519388e-09	1.000000e+00	-4.30733e-02	-6.71274e-01	
1620	1.520388e-09	1.000000e+00	-4.26111e-02	-6.69035e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1621	1.521388e-09	1.000000e+00	-4.21462e-02	-6.66393e-01	
1622	1.522388e-09	1.000000e+00	-4.16787e-02	-6.63586e-01	
1623	1.523388e-09	1.000000e+00	-4.12086e-02	-6.60606e-01	
1624	1.524388e-09	1.000000e+00	-4.07360e-02	-6.57567e-01	
1625	1.525388e-09	1.000000e+00	-4.02608e-02	-6.54474e-01	
1626	1.526388e-09	1.000000e+00	-3.97832e-02	-6.51373e-01	
1627	1.527388e-09	1.000000e+00	-3.93032e-02	-6.48283e-01	
1628	1.528388e-09	1.000000e+00	-3.88207e-02	-6.45215e-01	
1629	1.529388e-09	1.000000e+00	-3.83358e-02	-6.42198e-01	
1630	1.530388e-09	1.000000e+00	-3.78485e-02	-6.39226e-01	
1631	1.531388e-09	1.000000e+00	-3.73590e-02	-6.36333e-01	
1632	1.532388e-09	1.000000e+00	-3.68671e-02	-6.33503e-01	
1633	1.533388e-09	1.000000e+00	-3.63729e-02	-6.30774e-01	
1634	1.534388e-09	1.000000e+00	-3.58765e-02	-6.28128e-01	
1635	1.535388e-09	1.000000e+00	-3.53779e-02	-6.25599e-01	
1636	1.536388e-09	1.000000e+00	-3.48771e-02	-6.23169e-01	
1637	1.537388e-09	1.000000e+00	-3.43741e-02	-6.20870e-01	
1638	1.538388e-09	1.000000e+00	-3.38691e-02	-6.18684e-01	
1639	1.539388e-09	1.000000e+00	-3.33619e-02	-6.16636e-01	
1640	1.540388e-09	1.000000e+00	-3.28527e-02	-6.14709e-01	
1641	1.541388e-09	1.000000e+00	-3.23414e-02	-6.12924e-01	
1642	1.542388e-09	1.000000e+00	-3.18282e-02	-6.11262e-01	
1643	1.543388e-09	1.000000e+00	-3.13130e-02	-6.09738e-01	
1644	1.544388e-09	1.000000e+00	-3.07958e-02	-6.08334e-01	
1645	1.545388e-09	1.000000e+00	-3.02768e-02	-6.07058e-01	
1646	1.546388e-09	1.000000e+00	-2.97559e-02	-6.05895e-01	
1647	1.547388e-09	1.000000e+00	-2.92332e-02	-6.04846e-01	
1648	1.548388e-09	1.000000e+00	-2.87086e-02	-6.03897e-01	
1649	1.549388e-09	1.000000e+00	-2.81823e-02	-6.03048e-01	
1650	1.550388e-09	1.000000e+00	-2.76542e-02	-6.02285e-01	
1651	1.551388e-09	1.000000e+00	-2.71245e-02	-6.01606e-01	
1652	1.552388e-09	1.000000e+00	-2.65931e-02	-6.01000e-01	
1653	1.553388e-09	1.000000e+00	-2.60600e-02	-6.00462e-01	
1654	1.554388e-09	1.000000e+00	-2.55253e-02	-5.99983e-01	
1655	1.555388e-09	1.000000e+00	-2.49890e-02	-5.99560e-01	
1656	1.556388e-09	1.000000e+00	-2.44513e-02	-5.99185e-01	
1657	1.557388e-09	1.000000e+00	-2.39120e-02	-5.98854e-01	
1658	1.558388e-09	1.000000e+00	-2.33712e-02	-5.98561e-01	
1659	1.559388e-09	1.000000e+00	-2.28290e-02	-5.98303e-01	
1660	1.560388e-09	1.000000e+00	-2.22853e-02	-5.98074e-01	
1661	1.561388e-09	1.000000e+00	-2.17403e-02	-5.97872e-01	
1662	1.562388e-09	1.000000e+00	-2.11940e-02	-5.97693e-01	
1663	1.563388e-09	1.000000e+00	-2.06463e-02	-5.97535e-01	
1664	1.564388e-09	1.000000e+00	-2.00974e-02	-5.97395e-01	
1665	1.565388e-09	1.000000e+00	-1.95472e-02	-5.97271e-01	
1666	1.566388e-09	1.000000e+00	-1.89959e-02	-5.97161e-01	
1667	1.567388e-09	1.000000e+00	-1.84433e-02	-5.97063e-01	
1668	1.568388e-09	1.000000e+00	-1.78896e-02	-5.96976e-01	
1669	1.569388e-09	1.000000e+00	-1.73349e-02	-5.96898e-01	
1670	1.570388e-09	1.000000e+00	-1.67790e-02	-5.96829e-01	
1671	1.571388e-09	1.000000e+00	-1.62221e-02	-5.96766e-01	
1672	1.572388e-09	1.000000e+00	-1.56642e-02	-5.96710e-01	
1673	1.573388e-09	1.000000e+00	-1.51054e-02	-5.96660e-01	
1674	1.574388e-09	1.000000e+00	-1.45456e-02	-5.96614e-01	
1675	1.575388e-09	1.000000e+00	-1.39849e-02	-5.96573e-01	
1676	1.576388e-09	1.000000e+00	-1.34234e-02	-5.96536e-01	
1677	1.577388e-09	1.000000e+00	-1.28610e-02	-5.96501e-01	
1678	1.578388e-09	1.000000e+00	-1.22978e-02	-5.96470e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
1679	1.579388e-09	1.000000e+00	-1.17339e-02	-5.96441e-01	
1680	1.580388e-09	1.000000e+00	-1.11692e-02	-5.96415e-01	
1681	1.581388e-09	1.000000e+00	-1.06039e-02	-5.96390e-01	
1682	1.582388e-09	1.000000e+00	-1.00379e-02	-5.96367e-01	
1683	1.583388e-09	1.000000e+00	-9.47129e-03	-5.96346e-01	
1684	1.584388e-09	1.000000e+00	-8.90410e-03	-5.96327e-01	
1685	1.585388e-09	1.000000e+00	-8.33635e-03	-5.96308e-01	
1686	1.586388e-09	1.000000e+00	-7.76809e-03	-5.96291e-01	
1687	1.587388e-09	1.000000e+00	-7.19935e-03	-5.96274e-01	
1688	1.588388e-09	1.000000e+00	-6.63017e-03	-5.96259e-01	
1689	1.589388e-09	1.000000e+00	-6.06058e-03	-5.96244e-01	
1690	1.590388e-09	1.000000e+00	-5.49061e-03	-5.96230e-01	
1691	1.591388e-09	1.000000e+00	-4.92031e-03	-5.96217e-01	
1692	1.592388e-09	1.000000e+00	-4.34970e-03	-5.96204e-01	
1693	1.593388e-09	1.000000e+00	-3.77882e-03	-5.96192e-01	
1694	1.594388e-09	1.000000e+00	-3.20771e-03	-5.96181e-01	
1695	1.595388e-09	1.000000e+00	-2.63640e-03	-5.96169e-01	
1696	1.596388e-09	1.000000e+00	-2.06493e-03	-5.96159e-01	
1697	1.597388e-09	1.000000e+00	-1.49334e-03	-5.96148e-01	
1698	1.598388e-09	1.000000e+00	-9.21646e-04	-5.96138e-01	
1699	1.599194e-09	1.000000e+00	-4.60832e-04	-5.96127e-01	
1700	1.600000e-09	1.000000e+00	0.000000e+00	-5.96113e-01	

                * p1_comparator formal transient simulation deck
                Transient Analysis  Mon Jul 27 17:07:23  2026
--------------------------------------------------------------------------------
Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
0	0.000000e+00	1.230911e-07	1.200000e+00	
1	1.000000e-14	1.230287e-07	1.200000e+00	
2	2.000000e-14	1.229011e-07	1.200000e+00	
3	4.000000e-14	1.225167e-07	1.200000e+00	
4	8.000000e-14	1.208543e-07	1.200000e+00	
5	1.600000e-13	1.128576e-07	1.200000e+00	
6	3.200000e-13	7.551640e-08	1.200000e+00	
7	6.400000e-13	-4.87604e-08	1.200000e+00	
8	1.280000e-12	-3.24639e-08	1.200000e+00	
9	2.280000e-12	1.422928e-06	1.200001e+00	
10	3.280000e-12	3.579990e-06	1.200002e+00	
11	4.280000e-12	4.433143e-06	1.200002e+00	
12	5.280000e-12	4.205028e-06	1.200001e+00	
13	6.280000e-12	5.748585e-06	1.200002e+00	
14	7.280000e-12	1.015546e-05	1.200004e+00	
15	8.280000e-12	1.050078e-05	1.200003e+00	
16	9.140000e-12	-3.65358e-06	1.199994e+00	
17	1.000000e-11	-3.70014e-05	1.199975e+00	
18	1.010000e-11	-4.20399e-05	1.199973e+00	
19	1.030000e-11	-5.22378e-05	1.199967e+00	
20	1.070000e-11	-7.27547e-05	1.199958e+00	
21	1.150000e-11	-1.11015e-04	1.199943e+00	
22	1.250000e-11	-1.50209e-04	1.199933e+00	
23	1.350000e-11	-1.78096e-04	1.199933e+00	
24	1.450000e-11	-1.94217e-04	1.199940e+00	
25	1.550000e-11	-1.98757e-04	1.199953e+00	
26	1.650000e-11	-1.92551e-04	1.199968e+00	
27	1.750000e-11	-1.76883e-04	1.199986e+00	
28	1.850000e-11	-1.53266e-04	1.200004e+00	
29	1.950000e-11	-1.23282e-04	1.200021e+00	
30	2.050000e-11	-8.84692e-05	1.200036e+00	
31	2.150000e-11	-5.02507e-05	1.200050e+00	
32	2.250000e-11	-9.89991e-06	1.200062e+00	
33	2.350000e-11	3.147621e-05	1.200071e+00	
34	2.450000e-11	7.293806e-05	1.200078e+00	
35	2.550000e-11	1.137055e-04	1.200083e+00	
36	2.650000e-11	1.531455e-04	1.200085e+00	
37	2.750000e-11	1.907567e-04	1.200086e+00	
38	2.850000e-11	2.261542e-04	1.200086e+00	
39	2.950000e-11	2.590538e-04	1.200084e+00	
40	3.050000e-11	2.892572e-04	1.200080e+00	
41	3.150000e-11	3.166387e-04	1.200076e+00	
42	3.250000e-11	3.411331e-04	1.200072e+00	
43	3.350000e-11	3.627249e-04	1.200066e+00	
44	3.450000e-11	3.814385e-04	1.200061e+00	
45	3.550000e-11	3.973302e-04	1.200055e+00	
46	3.650000e-11	4.104813e-04	1.200049e+00	
47	3.750000e-11	4.209917e-04	1.200043e+00	
48	3.850000e-11	4.289746e-04	1.200037e+00	
49	3.950000e-11	4.345530e-04	1.200031e+00	
50	4.050000e-11	4.378550e-04	1.200025e+00	
51	4.150000e-11	4.390117e-04	1.200019e+00	
52	4.250000e-11	4.381547e-04	1.200014e+00	
53	4.350000e-11	4.354135e-04	1.200009e+00	
54	4.450000e-11	4.309150e-04	1.200004e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
55	4.550000e-11	4.247812e-04	1.199999e+00	
56	4.650000e-11	4.171294e-04	1.199995e+00	
57	4.750000e-11	4.080706e-04	1.199991e+00	
58	4.850000e-11	3.977097e-04	1.199987e+00	
59	4.950000e-11	3.861448e-04	1.199983e+00	
60	5.050000e-11	3.734672e-04	1.199980e+00	
61	5.150000e-11	3.597614e-04	1.199977e+00	
62	5.250000e-11	3.451052e-04	1.199974e+00	
63	5.350000e-11	3.295694e-04	1.199971e+00	
64	5.450000e-11	3.132187e-04	1.199969e+00	
65	5.550000e-11	2.961111e-04	1.199966e+00	
66	5.650000e-11	2.782986e-04	1.199964e+00	
67	5.750000e-11	2.598273e-04	1.199962e+00	
68	5.850000e-11	2.407379e-04	1.199960e+00	
69	5.950000e-11	2.210655e-04	1.199959e+00	
70	6.050000e-11	2.008402e-04	1.199957e+00	
71	6.150000e-11	1.800873e-04	1.199955e+00	
72	6.250000e-11	1.588276e-04	1.199954e+00	
73	6.350000e-11	1.370775e-04	1.199953e+00	
74	6.450000e-11	1.148492e-04	1.199951e+00	
75	6.550000e-11	9.215117e-05	1.199950e+00	
76	6.650000e-11	6.898821e-05	1.199949e+00	
77	6.750000e-11	4.536154e-05	1.199948e+00	
78	6.850000e-11	2.126915e-05	1.199946e+00	
79	6.950000e-11	-3.29416e-06	1.199945e+00	
80	7.050000e-11	-2.83365e-05	1.199944e+00	
81	7.150000e-11	-5.38690e-05	1.199943e+00	
82	7.250000e-11	-7.99054e-05	1.199942e+00	
83	7.350000e-11	-1.06462e-04	1.199941e+00	
84	7.450000e-11	-1.33558e-04	1.199939e+00	
85	7.550000e-11	-1.61214e-04	1.199938e+00	
86	7.650000e-11	-1.89455e-04	1.199937e+00	
87	7.750000e-11	-2.18306e-04	1.199936e+00	
88	7.850000e-11	-2.47796e-04	1.199934e+00	
89	7.950000e-11	-2.77955e-04	1.199933e+00	
90	8.050000e-11	-3.08816e-04	1.199931e+00	
91	8.150000e-11	-3.40414e-04	1.199930e+00	
92	8.250000e-11	-3.72786e-04	1.199928e+00	
93	8.350000e-11	-4.05972e-04	1.199927e+00	
94	8.450000e-11	-4.40013e-04	1.199925e+00	
95	8.550000e-11	-4.74952e-04	1.199923e+00	
96	8.650000e-11	-5.10836e-04	1.199921e+00	
97	8.750000e-11	-5.47714e-04	1.199919e+00	
98	8.850000e-11	-5.85634e-04	1.199917e+00	
99	8.950000e-11	-6.24652e-04	1.199914e+00	
100	9.050000e-11	-6.64821e-04	1.199912e+00	
101	9.150000e-11	-7.06200e-04	1.199910e+00	
102	9.250000e-11	-7.48664e-04	1.199907e+00	
103	9.350000e-11	-7.92529e-04	1.199904e+00	
104	9.450000e-11	-8.37821e-04	1.199902e+00	
105	9.550000e-11	-8.84612e-04	1.199898e+00	
106	9.650000e-11	-9.32944e-04	1.199895e+00	
107	9.750000e-11	-9.82912e-04	1.199892e+00	
108	9.850000e-11	-1.03456e-03	1.199888e+00	
109	9.925000e-11	-1.07446e-03	1.199886e+00	
110	1.000000e-10	-1.11558e-03	1.199883e+00	
111	1.001000e-10	-1.12114e-03	1.199882e+00	
112	1.003000e-10	-1.13226e-03	1.199882e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
113	1.007000e-10	-1.15468e-03	1.199880e+00	
114	1.015000e-10	-1.20159e-03	1.199876e+00	
115	1.025000e-10	-1.26621e-03	1.199869e+00	
116	1.035000e-10	-1.33645e-03	1.199860e+00	
117	1.045000e-10	-1.40746e-03	1.199853e+00	
118	1.055000e-10	-1.47423e-03	1.199850e+00	
119	1.065000e-10	-1.53378e-03	1.199852e+00	
120	1.075000e-10	-1.58697e-03	1.199858e+00	
121	1.085000e-10	-1.63534e-03	1.199865e+00	
122	1.092500e-10	-1.66545e-03	1.199873e+00	
123	1.100000e-10	-1.68329e-03	1.199887e+00	
124	1.101000e-10	-1.68427e-03	1.199889e+00	
125	1.103000e-10	-1.68556e-03	1.199894e+00	
126	1.107000e-10	-1.68405e-03	1.199907e+00	
127	1.115000e-10	-1.66697e-03	1.199937e+00	
128	1.124219e-10	-1.63959e-03	1.199969e+00	
129	1.134219e-10	-1.63307e-03	1.199981e+00	
130	1.144219e-10	-1.68161e-03	1.199958e+00	
131	1.154219e-10	-1.80501e-03	1.199895e+00	
132	1.164219e-10	-2.00520e-03	1.199802e+00	
133	1.174219e-10	-2.27030e-03	1.199694e+00	
134	1.184219e-10	-2.58581e-03	1.199582e+00	
135	1.194219e-10	-2.93872e-03	1.199477e+00	
136	1.204219e-10	-3.31866e-03	1.199381e+00	
137	1.214219e-10	-3.71820e-03	1.199299e+00	
138	1.224219e-10	-4.13253e-03	1.199229e+00	
139	1.234219e-10	-4.55890e-03	1.199169e+00	
140	1.244219e-10	-4.99617e-03	1.199119e+00	
141	1.254219e-10	-5.44432e-03	1.199074e+00	
142	1.264219e-10	-5.90410e-03	1.199035e+00	
143	1.274219e-10	-6.37675e-03	1.198998e+00	
144	1.284219e-10	-6.86384e-03	1.198962e+00	
145	1.294219e-10	-7.36710e-03	1.198925e+00	
146	1.304219e-10	-7.88841e-03	1.198887e+00	
147	1.314219e-10	-8.42972e-03	1.198847e+00	
148	1.324219e-10	-8.99304e-03	1.198805e+00	
149	1.334219e-10	-9.58049e-03	1.198758e+00	
150	1.344219e-10	-1.01906e-02	1.198711e+00	
151	1.354219e-10	-1.08306e-02	1.198658e+00	
152	1.364219e-10	-1.15018e-02	1.198599e+00	
153	1.374219e-10	-1.22073e-02	1.198536e+00	
154	1.384219e-10	-1.29490e-02	1.198467e+00	
155	1.394219e-10	-1.37307e-02	1.198393e+00	
156	1.404219e-10	-1.45545e-02	1.198312e+00	
157	1.414219e-10	-1.54247e-02	1.198225e+00	
158	1.424219e-10	-1.63435e-02	1.198131e+00	
159	1.434219e-10	-1.73160e-02	1.198030e+00	
160	1.444219e-10	-1.83435e-02	1.197923e+00	
161	1.454219e-10	-1.94315e-02	1.197807e+00	
162	1.464219e-10	-2.05789e-02	1.197686e+00	
163	1.474219e-10	-2.17893e-02	1.197560e+00	
164	1.484219e-10	-2.30658e-02	1.197427e+00	
165	1.494219e-10	-2.43917e-02	1.197299e+00	
166	1.504219e-10	-2.57596e-02	1.197180e+00	
167	1.514219e-10	-2.71524e-02	1.197078e+00	
168	1.524219e-10	-2.85520e-02	1.196999e+00	
169	1.534219e-10	-2.99337e-02	1.196952e+00	
170	1.544219e-10	-3.12706e-02	1.196945e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
171	1.554219e-10	-3.25328e-02	1.196986e+00	
172	1.564219e-10	-3.36838e-02	1.197083e+00	
173	1.574219e-10	-3.46848e-02	1.197245e+00	
174	1.584219e-10	-3.54959e-02	1.197479e+00	
175	1.594219e-10	-3.60422e-02	1.197809e+00	
176	1.604219e-10	-3.62768e-02	1.198240e+00	
177	1.614219e-10	-3.61240e-02	1.198789e+00	
178	1.624219e-10	-3.55108e-02	1.199470e+00	
179	1.634219e-10	-3.43356e-02	1.200307e+00	
180	1.644219e-10	-3.24642e-02	1.201340e+00	
181	1.654219e-10	-2.98103e-02	1.202572e+00	
182	1.664219e-10	-2.62440e-02	1.204028e+00	
183	1.674219e-10	-2.16185e-02	1.205740e+00	
184	1.684219e-10	-1.57774e-02	1.207740e+00	
185	1.694219e-10	-8.55922e-03	1.210056e+00	
186	1.704219e-10	1.811462e-04	1.212704e+00	
187	1.714219e-10	1.054639e-02	1.215673e+00	
188	1.724219e-10	2.258652e-02	1.218931e+00	
189	1.734219e-10	3.631913e-02	1.222439e+00	
190	1.744219e-10	5.172841e-02	1.226148e+00	
191	1.754219e-10	6.884345e-02	1.230067e+00	
192	1.764219e-10	8.767259e-02	1.234193e+00	
193	1.774219e-10	1.081970e-01	1.238520e+00	
194	1.784219e-10	1.303966e-01	1.243046e+00	
195	1.794219e-10	1.542354e-01	1.247778e+00	
196	1.804219e-10	1.796668e-01	1.252720e+00	
197	1.814219e-10	2.066281e-01	1.257887e+00	
198	1.824219e-10	2.350457e-01	1.263286e+00	
199	1.834219e-10	2.648281e-01	1.268937e+00	
200	1.844219e-10	2.958756e-01	1.274853e+00	
201	1.854219e-10	3.280586e-01	1.281039e+00	
202	1.864219e-10	3.612463e-01	1.287495e+00	
203	1.874219e-10	3.952030e-01	1.294104e+00	
204	1.884219e-10	4.296174e-01	1.300698e+00	
205	1.894219e-10	4.641980e-01	1.307015e+00	
206	1.904219e-10	4.986951e-01	1.312787e+00	
207	1.914219e-10	5.329115e-01	1.317721e+00	
208	1.924219e-10	5.666670e-01	1.321436e+00	
209	1.934219e-10	5.997515e-01	1.323468e+00	
210	1.944219e-10	6.319328e-01	1.323282e+00	
211	1.954219e-10	6.629679e-01	1.320310e+00	
212	1.964219e-10	6.926245e-01	1.313969e+00	
213	1.974219e-10	7.206967e-01	1.303668e+00	
214	1.984219e-10	7.470748e-01	1.289199e+00	
215	1.992109e-10	7.666172e-01	1.274082e+00	
216	2.000000e-10	7.848969e-01	1.255313e+00	
217	2.001000e-10	7.871426e-01	1.252577e+00	
218	2.003000e-10	7.915927e-01	1.246979e+00	
219	2.007000e-10	8.002336e-01	1.235043e+00	
220	2.015000e-10	8.169274e-01	1.207328e+00	
221	2.025000e-10	8.366093e-01	1.164947e+00	
222	2.035000e-10	8.543602e-01	1.115048e+00	
223	2.045000e-10	8.700742e-01	1.058778e+00	
224	2.055000e-10	8.838901e-01	9.970318e-01	
225	2.065000e-10	8.960629e-01	9.305817e-01	
226	2.075000e-10	9.068177e-01	8.601753e-01	
227	2.085000e-10	9.163744e-01	7.865160e-01	
228	2.092500e-10	9.228699e-01	7.295398e-01	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
229	2.100000e-10	9.288910e-01	6.714266e-01	
230	2.101000e-10	9.296579e-01	6.636003e-01	
231	2.103000e-10	9.311797e-01	6.479178e-01	
232	2.107000e-10	9.341472e-01	6.164139e-01	
233	2.115000e-10	9.398227e-01	5.530436e-01	
