time v(gate) v(gfet) v(tripped) v(isense) v(cmp_soft) v(cmp_hard) v(trip_d) v(clr_d) v(fast_en) v(osc_clk) v(cmp_clk) v(vref) v(en_core) v(shp) v(shn) v(fault_n) v(gate_core) v(vdda) v(vdd) v(iovdd) v(iprof) v(osc_en_g) v(icmp) v(vth_soft) v(vth_hard) v(dig_trip) v(cause1) v(cause0) v(sclk_pad) v(sdi_pad) v(soft0) v(soft1) v(soft2) v(soft3) v(soft4) v(soft5) v(soft6) v(soft7) v(hard0) v(hard1) v(hard2) v(hard3) v(hard4) v(hard5) v(hard6) v(hard7) v(sp0) v(sp1) v(sp2) v(sp3) v(sp4) v(sp5) v(sp6) v(sp7) v(sp8) v(sp9) v(sp10) v(sp11) v(sp12) v(sp13) v(sp14) v(sp15) v(inrush_active) v(soft_armed) i(vim) i(vma) i(vmi) i(v12) i(vm_bgr) i(vm_sense) i(vm_tripa) i(vm_tripd) i(vm_osc) i(vm_gatea) i(vm_gated)
1.3236849999999999e-06 1.9289772088676438e-09 1.9289772486628059e-09 4.5836612482777967e-08 0.99920000007626353 0 0 0 0 0 0.77999999997073965 0 1.04 0 7.6228633259128128e-11 2.2428538688842245e-11 3.2999997367507512 1.6733316789696014e-07 3.2999999997068121 1.1999999992141281 3.2999999988896271 1 1.2000000000000002 0.49959998754813251 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240467245637774e-09 -1.5729439972744785e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.5986732395499139e-12 2.3999999984282561e-12 2.4006036368602398e-12 5.6327436440844444e-10 8.5483057988196963e-10
1.3240349999999999e-06 1.9289773077468819e-09 1.9289772489410004e-09 4.5836606978738797e-08 0.99920000007626308 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633212969808e-11 2.2428538695740068e-11 3.2999997367507503 1.6733316670744899e-07 3.2999999997068117 1.1999999992141277 3.2999999988896302 1 1.2000000000000002 0.49959998754813234 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967764005046774e-10 2.2240405073148395e-09 -1.5729448854528982e-09 6.5999999994136236e-12 6.5999999994136236e-12 6.6022296782275332e-12 2.3999999984282553e-12 2.4009146155633167e-12 5.6327436068344562e-10 8.5483147693149153e-10
1.3241049999999999e-06 1.9289772071329203e-09 1.9289772488825245e-09 4.5836620040780514e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633415807148e-11 2.2428538844017224e-11 3.2999997367507512 1.6733317151987464e-07 3.2999999997068121 1.1999999992141279 3.2999999988896347 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240316255306425e-09 -1.5729444413636884e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6022075705304013e-12 2.3999999984282557e-12 2.4058324730274912e-12 5.6327438279114275e-10 8.5483118397895145e-10
1.3242449999999997e-06 1.9289775020359112e-09 1.9289772492603744e-09 4.5836609642812079e-08 0.99920000007626342 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228634015865471e-11 2.2428538971186023e-11 3.2999997367507534 1.6733316518430748e-07 3.299999999706813 1.1999999992141281 3.299999998889644 1 1.2000000000000002 0.49959998754813212 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967497551520864e-10 2.2240129737838288e-09 -1.5729439972744785e-09 6.599999999413626e-12 6.599999999413626e-12 6.5952259223310804e-12 2.3999999984282561e-12 2.4068575216998489e-12 5.6327425901198447e-10 8.5483101534157514e-10
1.3245249999999996e-06 1.9289770752939361e-09 1.9289772489790077e-09 4.5836605219937146e-08 0.99920000007626364 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633360728331e-11 2.242853868998324e-11 3.2999997367507521 1.6733316616293571e-07 3.2999999997068135 1.1999999992141281 3.2999999988896422 1 1.2000000000000002 0.49959998754813201 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967408733678894e-10 2.2240165264975076e-09 -1.5729439972744785e-09 6.5999999994136268e-12 6.5999999994136268e-12 6.5987290701107349e-12 2.3999999984282561e-12 2.3991013520949893e-12 5.6327430857788362e-10 8.5483068326810557e-10
1.3250849999999994e-06 1.928977304277435e-09 1.9289772491244128e-09 4.5836611130870555e-08 0.99920000007626364 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633227439679e-11 2.2428538715992684e-11 3.2999997367507534 1.673331678614989e-07 3.299999999706813 1.1999999992141275 3.2999999988896334 1 1.2000000000000002 0.49959998754813184 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967497551520864e-10 2.2240342900659016e-09 -1.5729453295421081e-09 6.599999999413626e-12 6.599999999413626e-12 6.6022360592539782e-12 2.3999999984282549e-12 2.4000075278502347e-12 5.6327435430241917e-10 8.54831026015326e-10
1.3262049999999988e-06 1.9289772253475168e-09 1.9289772489236151e-09 4.5836610995902227e-08 0.99920000007626364 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228632996959191e-11 2.2428538609854455e-11 3.299999736750757 1.6733316910985987e-07 3.2999999997068121 1.1999999992141279 3.2999999988896294 1 1.2000000000000002 0.49959998754813173 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240422836716789e-09 -1.5729444413636884e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6020795418847526e-12 2.3999999984282557e-12 2.3997203880104755e-12 5.632745108197884e-10 8.548307111214163e-10
1.3284449999999975e-06 1.9289772275159212e-09 1.9289772482063007e-09 4.5836609350332145e-08 0.99920000007626375 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633521958331e-11 2.242853883491521e-11 3.299999736750761 1.6733316753801799e-07 3.2999999997068121 1.1999999992141288 3.2999999988896405 1 1.2000000000000002 0.49959998754813156 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240200792111864e-09 -1.572942665006849e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6007533636838344e-12 2.3999999984282578e-12 2.3992670178171954e-12 5.6327406064114992e-10 8.5483119822554373e-10
1.3329249999999952e-06 1.9289772316358894e-09 1.928977246815363e-09 4.5836610635115432e-08 0.99920000007626364 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633318602362e-11 2.2428538740316567e-11 3.2999997367507654 1.6733316777671222e-07 3.2999999997068121 1.1999999992141288 3.2999999988896378 1 1.2000000000000002 0.49959998754813145 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240254082817046e-09 -1.572942665006849e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6010136682071925e-12 2.3999999984282578e-12 2.400481721253853e-12 5.6327468851504626e-10 8.5483087459102671e-10
1.3379249999999951e-06 1.9289772708840081e-09 1.92897724779001e-09 4.5836610482989321e-08 0.99920000007626353 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633290067823e-11 2.2428538718861369e-11 3.2999997367507685 1.6733316841598451e-07 3.2999999997068117 1.1999999992141279 3.2999999988896396 1 1.2000000000000002 0.49959998754813156 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967764005046774e-10 2.2240218555680258e-09 -1.5729444413636884e-09 6.5999999994136236e-12 6.5999999994136236e-12 6.6007609099640544e-12 2.3999999984282557e-12 2.3993244617408615e-12 5.632740530948697e-10 8.5483023927556046e-10
1.3429249999999951e-06 1.9289772927848919e-09 1.9289772509055614e-09 4.5836610038903042e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633681441222e-11 2.2428538896402395e-11 3.2999997367507623 1.673331676638287e-07 3.2999999997068121 1.1999999992141286 3.2999999988896302 1 1.2000000000000002 0.49959998754813179 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676741e-09 5.8967675187204804e-10 2.2240405073148395e-09 -1.5729431090960588e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6009662387660558e-12 2.3999999984282569e-12 2.3993279920386315e-12 5.632738477660677e-10 8.548303886457211e-10
1.347924999999995e-06 1.9289772450799963e-09 1.9289772515138675e-09 4.5836610462446654e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.622863345114875e-11 2.2428538811463286e-11 3.299999736750757 1.673331681906595e-07 3.2999999997068126 1.1999999992141286 3.2999999988896285 1 1.2000000000000002 0.49959998754813195 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240440600285183e-09 -1.5729431090960588e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6009876518578105e-12 2.3999999984282569e-12 2.3994611014707936e-12 5.6327382635297594e-10 8.5483025572221267e-10
1.352924999999995e-06 1.9289772309853681e-09 1.9289772504197264e-09 4.5836610307188817e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633410008185e-11 2.242853877335997e-11 3.2999997367507525 1.6733316799169321e-07 3.2999999997068126 1.1999999992141288 3.2999999988896285 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240440600285183e-09 -1.572942665006849e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6009735512222724e-12 2.3999999984282578e-12 2.399206474439192e-12 5.6327384045361148e-10 8.5483006663823463e-10
1.3579249999999949e-06 1.9289772292506446e-09 1.928977248753534e-09 4.5836610437184743e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633334556828e-11 2.242853875599225e-11 3.2999997367507508 1.6733316803825405e-07 3.2999999997068126 1.199999999214129 3.2999999988896285 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240440600285183e-09 -1.5729422209176391e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6009844971585617e-12 2.3999999984282582e-12 2.399377988880265e-12 5.6327382950767519e-10 8.5482989555027465e-10
1.3629249999999949e-06 1.9289772266485594e-09 1.9289772468500822e-09 4.5836610403357616e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633435359617e-11 2.2428538785453845e-11 3.2999997367507508 1.6733316805022694e-07 3.2999999997068126 1.199999999214129 3.2999999988896294 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240422836716789e-09 -1.5729422209176391e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6009542797444472e-12 2.3999999984282582e-12 2.3990593691927496e-12 5.632738597250893e-10 8.5483021322170878e-10
1.3679249999999948e-06 1.9289772220949103e-09 1.9289772447068498e-09 4.5836610339986032e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633339782037e-11 2.2428538757282345e-11 3.2999997367507508 1.6733316803963308e-07 3.299999999706813 1.199999999214129 3.2999999988896294 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967497551520864e-10 2.2240422836716789e-09 -1.5729422209176391e-09 6.599999999413626e-12 6.599999999413626e-12 6.6002094274927498e-12 2.3999999984282582e-12 2.3992037331893185e-12 5.632737163989213e-10 8.5483006945614099e-10
1.3729249999999948e-06 1.9289772231791125e-09 1.9289772426904006e-09 4.5836610326053948e-08 0.99920000007626331 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633430208918e-11 2.2428538783223714e-11 3.2999997367507508 1.6733316802194563e-07 3.299999999706813 1.1999999992141288 3.2999999988896289 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967497551520864e-10 2.2240431718500986e-09 -1.572942665006849e-09 6.599999999413626e-12 6.599999999413626e-12 6.6001900445639176e-12 2.3999999984282578e-12 2.3992076473070611e-12 5.6327373578185013e-10 8.5483050834204895e-10
1.3757762999999973e-06 1.9289772669808802e-09 1.9289772433709353e-09 4.5836610547654469e-08 0.99920000007626353 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633185981438e-11 2.2428538683662398e-11 3.2999997367507534 1.6733316816853161e-07 3.2999999997068126 1.199999999214129 3.2999999988896405 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240200792111864e-09 -1.5729422209176391e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6009506890119311e-12 2.3999999984282582e-12 2.3999453219319477e-12 5.6327386331582182e-10 8.5483058094337657e-10
1.3786275999999998e-06 1.9289772496336455e-09 1.9289772438181369e-09 4.5836610581560623e-08 0.99920000007626364 0 0 0 0 0 1.1999999999546984 0 1.04 0 7.6228633222804378e-11 2.2428538694300858e-11 3.299999736750757 1.6733316787644707e-07 3.299999999706813 1.1999999992141293 3.2999999988896298 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967497551520864e-10 2.2240413954932592e-09 -1.5729417768284293e-09 6.599999999413626e-12 6.599999999413626e-12 6.5998511202811146e-12 2.3999999984282586e-12 2.4003916933380709e-12 5.6327318652771324e-10 8.5483034905087709e-10
1.3787275999999998e-06 1.9289771967245795e-09 1.9289772437240988e-09 4.5836603089621457e-08 0.99920000007626375 0 0 0 0 0 1.0799999999592353 0 1.04 0 7.6228633607908781e-11 2.2428538910817145e-11 3.2999997367507574 1.6733316686396598e-07 3.2999999997068135 1.1999999992141297 3.2999999988896285 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967408733678894e-10 2.2240440600285183e-09 -1.5729408886500096e-09 6.5999999994136268e-12 6.5999999994136268e-12 6.5956462785614875e-12 2.3999999984282594e-12 2.396714984114161e-12 5.6327383865575406e-10 8.5483125785294101e-10
1.3789275999999998e-06 1.9289772869302002e-09 1.9289772437524484e-09 4.5836610248741816e-08 0.99920000007626397 0 0 0 0 0 0.83999999996827779 0 1.04 0 7.6228633342679897e-11 2.2428538823271906e-11 3.299999736750757 1.6733317367191892e-07 3.2999999997068135 1.1999999992141295 3.2999999988896231 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967408733678894e-10 2.2240547181695547e-09 -1.5729413327392194e-09 6.5999999994136268e-12 6.5999999994136268e-12 6.595422433221592e-12 2.399999998428259e-12 2.4026528372197082e-12 5.6327406250109396e-10 8.5483149829881032e-10
1.3792775999999999e-06 1.9289770735592127e-09 1.9289772430466297e-09 4.5836616270968333e-08 0.99920000007626419 0 0 0 0 0 0.41999999998422882 0 1.04 0 7.6228633329195444e-11 2.2428538701030121e-11 3.2999997367507561 1.6733316669261998e-07 3.299999999706813 1.1999999992141288 3.2999999988896223 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967497551520864e-10 2.2240564945263941e-09 -1.572942665006849e-09 6.599999999413626e-12 6.599999999413626e-12 6.5990766549584214e-12 2.3999999984282578e-12 2.4004033257544457e-12 5.6327396099303593e-10 8.5483073830899025e-10
1.3796276000000001e-06 1.9289772765218594e-09 1.9289772429678523e-09 4.583660793110548e-08 0.99920000007626408 0 0 0 0 0 0 0 1.04 0 7.6228633323334895e-11 2.24285387654962e-11 3.2999997367507543 1.6733316752908251e-07 3.2999999997068126 1.1999999992141281 3.2999999988896271 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967586369362834e-10 2.2240467245637774e-09 -1.5729439972744785e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6024995166829473e-12 2.3999999984282561e-12 2.4012194775658236e-12 5.632740908449902e-10 8.5483116269114024e-10
1.3796976000000001e-06 1.9289772834607533e-09 1.9289772430244364e-09 4.5836609759081394e-08 0.99920000007626419 0 0 0 0 0 0 0 1.04 0 7.6228634454940113e-11 2.2428539280291259e-11 3.2999997367507552 1.6733316998317619e-07 3.2999999997068126 1.1999999992141281 3.2999999988896338 1 1.2000000000000002 0.49959998754813223 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967586369362834e-10 2.2240334018874819e-09 -1.5729439972744785e-09 6.5999999994136252e-12 6.5999999994136252e-12 6.6024161559573635e-12 2.3999999984282561e-12 2.4053509456189811e-12 5.6327417420571579e-10 8.5483155078421759e-10
1.3798376000000001e-06 1.9289773493802453e-09 1.9289772432479733e-09 4.5836609417301177e-08 0.99920000007626431 0 0 0 0 0 0 0 1.04 0 7.6228633467463e-11 2.2428538701808075e-11 3.299999736750757 1.6733316601792311e-07 3.2999999997068121 1.1999999992141281 3.2999999988896418 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8967675187204804e-10 2.2240174146759273e-09 -1.5729439972744785e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.5953952193396762e-12 2.3999999984282561e-12 2.406355778466076e-12 5.6327408971497587e-10 8.5483139629113437e-10
1.3801176000000002e-06 1.9289772695829654e-09 1.9289772435143287e-09 4.5836608515035991e-08 0.99920000007626431 0 0 0 0 0 0 0 1.04 0 7.6228633290142373e-11 2.242853873147387e-11 3.2999997367507574 1.6733316683557842e-07 3.2999999997068121 1.1999999992141277 3.29999999888964 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967675187204804e-10 2.2240209673896061e-09 -1.5729448854528982e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.5990026188797201e-12 2.3999999984282553e-12 2.4016814750062894e-12 5.6327403502911463e-10 8.5483157240918711e-10
1.3806776000000005e-06 1.9289772262148785e-09 1.9289772436103859e-09 4.5836613075932859e-08 0.99920000007626419 0 0 0 0 0 0 0 1.04 0 7.6228633265247985e-11 2.2428538705957129e-11 3.2999997367507579 1.6733316845919462e-07 3.2999999997068121 1.1999999992141273 3.2999999988896307 1 1.2000000000000002 0.49959998754813217 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8967675187204804e-10 2.2240396191364198e-09 -1.5729457736313179e-09 6.5999999994136244e-12 6.5999999994136244e-12 6.6025869091889934e-12 2.3999999984282545e-12 2.3996921418134624e-12 5.6327400345248416e-10 8.5483131263951201e-10
