 time                   v(xreceiver.sense)     v(padres)              v(gate_core)           v(vdda)                v(vdd)                 i(vdda)                i(vdd)                
 3.014000000000002e-07  4.513324349805075e-17 -1.295936054703740e-20  2.082851919343906e-17 -2.207325594279007e-21 -9.958049124562929e-24 -4.414651188558013e-21 -1.991609824912586e-23 
 3.064000000000002e-07  4.514535548287867e-17 -1.263892701314190e-20  2.098491166816081e-17 -2.099194654487213e-21 -8.340552685738565e-24 -4.198389308974426e-21 -1.668110537147713e-23 
 3.114000000000002e-07  4.515169956702841e-17 -1.273595274304098e-20  2.125700168151518e-17 -2.182941297144309e-21 -5.986733462314944e-24 -4.365882594288618e-21 -1.197346692462989e-23 
 3.164000000000002e-07  4.516392120117244e-17 -1.269632969365839e-20  2.176574170613954e-17 -2.086793473469565e-21 -6.654916113068286e-24 -4.173586946939131e-21 -1.330983222613657e-23 
 3.214000000000002e-07  4.513234503769689e-17 -1.292972327638516e-20  2.087895705481728e-17 -2.211213119032800e-21 -8.787260587384971e-24 -4.422426238065599e-21 -1.757452117476994e-23 
 3.264000000000002e-07  4.514405501646587e-17 -1.263378941654171e-20  2.095993574151153e-17 -2.104799310049573e-21 -4.181856233221525e-24 -4.209598620099147e-21 -8.363712466443050e-24 
 3.314000000000002e-07  4.515072555287346e-17 -1.272854044440229e-20  2.121640920965201e-17 -2.187750656667779e-21 -1.094588380480641e-23 -4.375501313335558e-21 -2.189176760961283e-23 
 3.364000000000002e-07  4.516375356530098e-17 -1.268756118649914e-20  2.174682865931747e-17 -2.085047486372310e-21 -6.902711006297104e-24 -4.170094972744620e-21 -1.380542201259421e-23 
 3.414000000000002e-07  4.513275851098450e-17 -1.292303881500799e-20  2.088746031721157e-17 -2.213523713200859e-21 -1.482782514497495e-23 -4.427047426401718e-21 -2.965565028994989e-23 
 3.464000000000002e-07  4.514409048242499e-17 -1.263155632986416e-20  2.096515696807160e-17 -2.096227569073277e-21 -6.284408369215141e-24 -4.192455138146554e-21 -1.256881673843028e-23 
 3.514000000000002e-07  4.514952136254888e-17 -1.272926602887472e-20  2.117866858428268e-17 -2.190175123903412e-21 -7.160529032567390e-24 -4.380350247806823e-21 -1.432105806513478e-23 
 3.564000000000003e-07  4.516397862528165e-17 -1.267308744543433e-20  2.174222001472510e-17 -2.084027477175959e-21 -3.063340735244243e-24 -4.168054954351917e-21 -6.126681470488485e-24 
 3.614000000000003e-07  4.511533426560963e-17 -1.301055178776283e-20  2.029708858490309e-17 -2.216356619659996e-21 -5.159812546425550e-24 -4.432713239319993e-21 -1.031962509285110e-23 
 3.664000000000003e-07  4.514460989413953e-17 -1.250578104935560e-20  2.077499695119561e-17 -2.101263201541285e-21  9.393908408256273e-26 -4.202526403082569e-21  1.878781681651255e-25 
 3.714000000000003e-07  4.515011253081820e-17 -1.275242201011557e-20  2.113268084977872e-17 -2.188125447039780e-21 -1.140073194721370e-23 -4.376250894079560e-21 -2.280146389442741e-23 
 3.764000000000003e-07  4.516328282365739e-17 -1.267573485766368e-20  2.170364608026606e-17 -2.089204320679495e-21 -1.056246965030033e-23 -4.178408641358990e-21 -2.112493930060066e-23 
 3.814000000000003e-07  4.513182306328489e-17 -1.291537482677176e-20  2.084283668261454e-17 -2.214913388803749e-21 -1.151626949663966e-23 -4.429826777607499e-21 -2.303253899327932e-23 
 3.864000000000003e-07  4.514416900070546e-17 -1.261546525712898e-20  2.095439998500389e-17 -2.100841312327464e-21 -5.799975507308222e-24 -4.201682624654927e-21 -1.159995101461644e-23 
 3.914000000000003e-07  4.515038291902575e-17 -1.271665860402533e-20  2.120630334154910e-17 -2.188055424212686e-21 -1.138506586916278e-23 -4.376110848425371e-21 -2.277013173832556e-23 
 3.964000000000003e-07  4.516373743612911e-17 -1.266993370310691e-20  2.174616486561550e-17 -2.086012549451113e-21 -1.025959630793952e-23 -4.172025098902226e-21 -2.051919261587904e-23 
 4.014000000000003e-07  4.513044493929590e-17 -1.292007822383477e-20  2.081242206450072e-17 -2.218596990169029e-21 -1.195141555557132e-23 -4.437193980338058e-21 -2.390283111114265e-23 
 4.064000000000003e-07  4.514512082572198e-17 -1.259535209976504e-20  2.097683540313957e-17 -2.090878200231385e-21 -6.677991083237217e-24 -4.181756400462771e-21 -1.335598216647443e-23 
 4.114000000000003e-07  4.514882962914452e-17 -1.272824140102011e-20  2.116281244670768e-17 -2.188016861052262e-21 -1.229269006724713e-23 -4.376033722104524e-21 -2.458538013449426e-23 
 4.164000000000003e-07  4.516597786641037e-17 -1.264140077813058e-20  2.180766143890506e-17 -2.079854973656420e-21 -9.030962773010784e-24 -4.159709947312839e-21 -1.806192554602157e-23 
 4.214000000000003e-07  4.512935526768458e-17 -1.293818432612983e-20  2.079850268657324e-17 -2.221441405148601e-21 -1.159380207741716e-23 -4.442882810297202e-21 -2.318760415483432e-23 
 4.264000000000003e-07  4.514617191870536e-17 -1.257403552466887e-20  2.100868105586606e-17 -2.094681290016774e-21 -5.682957700740091e-24 -4.189362580033548e-21 -1.136591540148018e-23 
 4.314000000000003e-07  4.514714963970326e-17 -1.274044896574338e-20  2.111848060176048e-17 -2.195499557036605e-21 -1.312633560112548e-23 -4.390999114073210e-21 -2.625267120225096e-23 
 4.364000000000003e-07  4.516609283051677e-17 -1.262272250671041e-20  2.179703422158557e-17 -2.081981319644284e-21 -5.640131844032371e-24 -4.163962639288569e-21 -1.128026368806474e-23 
 4.414000000000003e-07  4.512915860019344e-17 -1.293751363340831e-20  2.078931911548600e-17 -2.225764883972646e-21 -1.507763351815264e-23 -4.451529767945292e-21 -3.015526703630529e-23 
 4.464000000000003e-07  4.514641280694979e-17 -1.256632541514577e-20  2.101477099090485e-17 -2.096683541925639e-21 -6.010354923456042e-24 -4.193367083851278e-21 -1.202070984691208e-23 
 4.514000000000003e-07  4.514717869356101e-17 -1.273716941039123e-20  2.112280919848755e-17 -2.197740606373624e-21 -1.284923755556615e-23 -4.395481212747248e-21 -2.569847511113230e-23 
 4.564000000000004e-07  4.516575749080277e-17 -1.261919300277865e-20  2.178839416676282e-17 -2.084164459817001e-21 -5.741616522453132e-24 -4.168328919634002e-21 -1.148323304490626e-23 
 4.614000000000004e-07  4.512906098351727e-17 -1.293057874074199e-20  2.078407517118075e-17 -2.224124666429732e-21 -1.511196310832361e-23 -4.448249332859464e-21 -3.022392621664722e-23 
 4.664000000000004e-07  4.514608040757395e-17 -1.256285866338499e-20  2.100281331088536e-17 -2.096823217691003e-21 -6.635855675129966e-24 -4.193646435382006e-21 -1.327171135025993e-23 
 4.714000000000004e-07  4.514745370150650e-17 -1.272861743022084e-20  2.112903321590156e-17 -2.197677248512879e-21 -1.269828125239689e-23 -4.395354497025759e-21 -2.539656250479377e-23 
 4.764000000000004e-07  4.516580249862098e-17 -1.261624413746790e-20  2.179326646116650e-17 -2.083909841391203e-21 -9.244015251487088e-24 -4.167819682782406e-21 -1.848803050297418e-23 
 4.814000000000004e-07  4.512914269012844e-17 -1.292495947085609e-20  2.078970581834321e-17 -2.223857338968484e-21 -1.179837730115885e-23 -4.447714677936968e-21 -2.359675460231770e-23 
 4.864000000000003e-07  4.514592142598442e-17 -1.255903427993806e-20  2.100057004228115e-17 -2.096875771981978e-21 -5.910929074400795e-24 -4.193751543963955e-21 -1.182185814880159e-23 
 4.914000000000003e-07  4.514690792492447e-17 -1.272513702316268e-20  2.111091390706337e-17 -2.198125309284919e-21 -1.334255716136736e-23 -4.396250618569838e-21 -2.668511432273473e-23 
 4.964000000000002e-07  4.516582617816156e-17 -1.260761777881153e-20  2.178880651203324e-17 -2.084108247430059e-21 -5.886571350346958e-24 -4.168216494860118e-21 -1.177314270069392e-23 
 5.014000000000002e-07  4.512907123972663e-17 -1.292128793117714e-20  2.078686405762087e-17 -2.224051367045686e-21 -1.512798251370749e-23 -4.448102734091371e-21 -3.025596502741498e-23 
 5.064000000000001e-07  4.514631771714380e-17 -1.255144353184411e-20  2.101412068819820e-17 -2.096313843860362e-21 -6.008886780369041e-24 -4.192627687720725e-21 -1.201777356073808e-23 
 5.114000000000001e-07  4.514707814134686e-17 -1.272196942122342e-20  2.112261714805408e-17 -2.197753776211564e-21 -1.284536547066900e-23 -4.395507552423128e-21 -2.569073094133801e-23 
 5.164000000000000e-07  4.516565598122198e-17 -1.260396112461923e-20  2.178833339547626e-17 -2.084183173017169e-21 -5.741065723286435e-24 -4.168366346034339e-21 -1.148213144657287e-23 
 5.214000000000000e-07  4.512895930022461e-17 -1.291535062332129e-20  2.078405415338596e-17 -2.224127387275603e-21 -1.511202168486084e-23 -4.448254774551206e-21 -3.022404336972168e-23 
 5.263999999999999e-07  4.514597841946545e-17 -1.254760236514731e-20  2.100279513017781e-17 -2.096823125282963e-21 -6.634753969743338e-24 -4.193646250565926e-21 -1.326950793948668e-23 
 5.313999999999999e-07  4.514691331276704e-17 -1.271563597961512e-20  2.111417949919298e-17 -2.198064048704179e-21 -1.332744869722428e-23 -4.396128097408357e-21 -2.665489739444857e-23 
 5.363999999999999e-07  4.516606294407674e-17 -1.259624819435946e-20  2.180026427100542e-17 -2.083601659858003e-21 -5.228865783583597e-24 -4.167203319716006e-21 -1.045773156716719e-23 
 5.413999999999998e-07  4.512913436908759e-17 -1.291240323150356e-20  2.079534656594635e-17 -2.223741019104496e-21 -1.464152299793659e-23 -4.447482038208993e-21 -2.928304599587319e-23 
 5.463999999999998e-07  4.514580931776590e-17 -1.254393754941468e-20  2.100220919969011e-17 -2.096895227882360e-21 -6.521691931689697e-24 -4.193790455764720e-21 -1.304338386337939e-23 
 5.513999999999997e-07  4.514680159420286e-17 -1.270967154066801e-20  2.111133426774528e-17 -2.198140129250331e-21 -1.331617288766411e-23 -4.396280258500663e-21 -2.663234577532822e-23 
 5.563999999999997e-07  4.516572356997183e-17 -1.259241096471611e-20  2.178892210672111e-17 -2.084111069698072e-21 -5.854172762403054e-24 -4.168222139396143e-21 -1.170834552480611e-23 
 5.613999999999996e-07  4.512896934329099e-17 -1.290607107686458e-20  2.078689580305993e-17 -2.224051645721368e-21 -1.512221525295009e-23 -4.448103291442736e-21 -3.024443050590018e-23 
 5.663999999999996e-07  4.514621604459583e-17 -1.253622748687541e-20  2.101412882439405e-17 -2.096314057406415e-21 -6.008132675396662e-24 -4.192628114812830e-21 -1.201626535079332e-23 
 5.713999999999995e-07  4.514697646369817e-17 -1.270675707216440e-20  2.112261622753793e-17 -2.197753943680162e-21 -1.284486540063097e-23 -4.395507887360325e-21 -2.568973080126194e-23 
 5.763999999999995e-07  4.516555444569573e-17 -1.258874858156252e-20  2.178833279397753e-17 -2.084183192407940e-21 -5.741030377289372e-24 -4.168366384815880e-21 -1.148206075457874e-23 
 5.813999999999994e-07  4.512885776680977e-17 -1.290014154037217e-20  2.078405369514332e-17 -2.224127384637215e-21 -1.511206405495012e-23 -4.448254769274431e-21 -3.022412810990025e-23 
 5.863999999999994e-07  4.514587679360080e-17 -1.253239522740478e-20  2.100279283797463e-17 -2.096823159743231e-21 -6.634792985816550e-24 -4.193646319486462e-21 -1.326958597163310e-23 
 5.913999999999993e-07  4.514681156083395e-17 -1.270043052573020e-20  2.111417355946677e-17 -2.198064254728356e-21 -1.332687245244075e-23 -4.396128509456713e-21 -2.665374490488150e-23 
 5.963999999999993e-07  4.516596130190399e-17 -1.258101255863709e-20  2.180026179114989e-17 -2.083601684622022e-21 -5.228775563290351e-24 -4.167203369244044e-21 -1.045755112658070e-23 
 6.013999999999992e-07  4.512903276032879e-17 -1.289719639751002e-20  2.079534545725228e-17 -2.223741013013147e-21 -1.464153396436700e-23 -4.447482026026293e-21 -2.928306792873400e-23 
 6.063999999999992e-07  4.514570768815748e-17 -1.252876579611050e-20  2.100220893046578e-17 -2.096895223619992e-21 -6.521702605689483e-24 -4.193790447239983e-21 -1.304340521137897e-23 
 6.113999999999991e-07  4.514669981721093e-17 -1.269447080004320e-20  2.111133007831784e-17 -2.198140266507831e-21 -1.331554080120234e-23 -4.396280533015661e-21 -2.663108160240467e-23 
 6.163999999999991e-07  4.516562105852887e-17 -1.257721737883764e-20  2.178889366912709e-17 -2.084111471830744e-21 -5.852260339545006e-24 -4.168222943661488e-21 -1.170452067909001e-23 
 6.213999999999990e-07  4.512886750480279e-17 -1.289086906929744e-20  2.078688280009282e-17 -2.224051698764117e-21 -1.512194952658735e-23 -4.448103397528234e-21 -3.024389905317471e-23 
 6.263999999999990e-07  4.514611428205084e-17 -1.252103476107123e-20  2.101412381783049e-17 -2.096314038816346e-21 -6.008180662958414e-24 -4.192628077632693e-21 -1.201636132591683e-23 
 6.313999999999989e-07  4.514687469143435e-17 -1.269156169816831e-20  2.112261411174211e-17 -2.197753936339783e-21 -1.284490976020416e-23 -4.395507872679566e-21 -2.568981952040832e-23 
 6.363999999999989e-07  4.516545201181150e-17 -1.257355992791555e-20  2.178830958367660e-17 -2.084183311647904e-21 -5.740377341936567e-24 -4.168366623295807e-21 -1.148075468387313e-23 
 6.413999999999988e-07  4.512875591199930e-17 -1.288494718194412e-20  2.078404278603141e-17 -2.224127398048765e-21 -1.511195618670321e-23 -4.448254796097530e-21 -3.022391237340642e-23 
 6.463999999999988e-07  4.514577487164633e-17 -1.251720768848755e-20  2.100278439027734e-17 -2.096823426632262e-21 -6.633668532014346e-24 -4.193646853264524e-21 -1.326733706402869e-23 
 6.513999999999988e-07  4.514670968491006e-17 -1.268523993267958e-20  2.111416663125447e-17 -2.198064546467880e-21 -1.332554685442680e-23 -4.396129092935760e-21 -2.665109370885361e-23 
 6.563999999999987e-07  4.516574944752705e-17 -1.256638896166205e-20  2.179653416955419e-17 -2.083738961443330e-21 -5.559921759088074e-24 -4.167477922886661e-21 -1.111984351817615e-23 
 6.613999999999987e-07  4.512892263149526e-17 -1.288131228712425e-20  2.079374255649871e-17 -2.223772010813765e-21 -1.477384737578496e-23 -4.447544021627531e-21 -2.954769475156992e-23 
 6.663999999999986e-07  4.514560638040157e-17 -1.251370725399551e-20  2.100165842529195e-17 -2.096894917041902e-21 -6.549392845896802e-24 -4.193789834083804e-21 -1.309878569179360e-23 
 6.713999999999986e-07  4.514659848543818e-17 -1.267930287159287e-20  2.111114864975414e-17 -2.198138782257033e-21 -1.331948263424449e-23 -4.396277564514066e-21 -2.663896526848897e-23 
 6.763999999999985e-07  4.516551965715149e-17 -1.256203475262394e-20  2.178883951080050e-17 -2.084110956217936e-21 -5.854193810125180e-24 -4.168221912435873e-21 -1.170838762025036e-23 
 6.813999999999985e-07  4.512876594165080e-17 -1.287566221874150e-20  2.078686470136271e-17 -2.224051656265037e-21 -1.512242349392185e-23 -4.448103312530074e-21 -3.024484698784370e-23 
 6.863999999999984e-07  4.514601266808609e-17 -1.250585316956197e-20  2.101411760299071e-17 -2.096314052379660e-21 -6.008257773641138e-24 -4.192628104759320e-21 -1.201651554728228e-23 
 6.913999999999984e-07  4.514677309086327e-17 -1.267638759048554e-20  2.112261223914307e-17 -2.197753925334244e-21 -1.284491245851021e-23 -4.395507850668488e-21 -2.568982491702042e-23 
