Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0;CTX_L134_0;0.797;
C2;CTX_L126_0;FILL_L10_0;0.031;
C3;CTX_L126_0;FILL_L10_1;0.097;
C4;CTX_L126_0;FILL_L10_2;0.011;
C5;CTX_L126_0;FILL_L10_3;0.045;
C6;CTX_L126_0;FILL_L10_4;0.151;
C7;CTX_L126_0;FILL_L10_5;0.083;
C8;CTX_L126_0;FILL_L10_6;0.037;
C9;CTX_L126_0;FILL_L10_7;0.118;
C10;CTX_L126_0;FILL_L10_8;0.081;
C11;CTX_L126_0;FILL_L30_0;0.024;
C12;CTX_L126_0;FILL_L30_1;0.041;
C13;CTX_L126_0;FILL_L30_2;0.094;
C14;CTX_L126_0;FILL_L30_3;0.028;
C15;CTX_L126_0;FILL_L30_4;0.033;
C16;CTX_L126_0;FILL_L30_5;0.126;
C17;CTX_L126_0;FILL_L50_0;0.06;
C18;CTX_L126_0;FILL_L50_1;0.073;
C19;CTX_L126_0;FILL_L50_2;0.414;
C20;CTX_L126_0;FILL_L50_3;0.076;
C21;CTX_L126_0;FILL_L50_4;0.068;
C22;CTX_L126_0;FILL_L50_5;0.082;
C23;CTX_L126_0;FILL_L50_6;0.509;
C24;CTX_L126_0;FILL_L8_0;0.005;
C25;CTX_L126_0;FILL_L8_1;0.014;
C26;CTX_L126_0;FILL_L8_2;0.006;
C27;CTX_L126_0;FILL_L8_3;0.009;
C28;CTX_L126_0;FILL_L8_4;0.025;
C29;CTX_L126_0;FILL_L8_5;0.01;
C30;CTX_L126_0;FILL_L8_6;0.006;
C31;CTX_L126_0;FILL_L8_7;0.017;
C32;CTX_L126_0;FILL_L8_8;0.009;
C33;CTX_L126_0;P,PSEG_L50_0;0.427;
C34;CTX_L126_0;VSUBS;2.093;
C35;CTX_L134_0;VSUBS;0.478;
C36;FILL_L10_0;FILL_L10_1;0.07;
C37;FILL_L10_0;FILL_L10_3;0.026;
C38;FILL_L10_0;FILL_L30_0;0.03;
C39;FILL_L10_0;FILL_L30_2;0.001;
C40;FILL_L10_0;FILL_L50_0;0.01;
C41;FILL_L10_0;FILL_L8_0;0.158;
C42;FILL_L10_0;P,PSEG_L50_0;0.005;
C43;FILL_L10_0;VSUBS;0.168;
C44;FILL_L10_1;FILL_L10_2;0.07;
C45;FILL_L10_1;FILL_L10_4;0.098;
C46;FILL_L10_1;FILL_L30_0;0.064;
C47;FILL_L10_1;FILL_L30_1;0.165;
C48;FILL_L10_1;FILL_L30_2;0.019;
C49;FILL_L10_1;FILL_L50_0;0.023;
C50;FILL_L10_1;FILL_L50_5;0.002;
C51;FILL_L10_1;FILL_L8_1;0.588;
C52;FILL_L10_1;P,PSEG_L50_0;0.075;
C53;FILL_L10_1;VSUBS;0.241;
C54;FILL_L10_2;FILL_L10_5;0.098;
C55;FILL_L10_2;FILL_L30_2;0.722;
C56;FILL_L10_2;FILL_L8_2;0.588;
C57;FILL_L10_2;P,PSEG_L50_0;0.002;
C58;FILL_L10_2;VSUBS;0.293;
C59;FILL_L10_3;FILL_L10_4;0.098;
C60;FILL_L10_3;FILL_L10_6;0.026;
C61;FILL_L10_3;FILL_L30_5;0.001;
C62;FILL_L10_3;FILL_L50_3;0.015;
C63;FILL_L10_3;FILL_L50_6;0.001;
C64;FILL_L10_3;FILL_L8_3;0.221;
C65;FILL_L10_3;P,PSEG_L50_0;0.093;
C66;FILL_L10_3;VSUBS;0.197;
C67;FILL_L10_4;FILL_L10_5;0.098;
C68;FILL_L10_4;FILL_L10_7;0.098;
C69;FILL_L10_4;FILL_L30_1;0.003;
C70;FILL_L10_4;FILL_L30_4;0.007;
C71;FILL_L10_4;FILL_L30_5;0.015;
C72;FILL_L10_4;FILL_L50_3;0.032;
C73;FILL_L10_4;FILL_L50_5;0.015;
C74;FILL_L10_4;FILL_L50_6;0.021;
C75;FILL_L10_4;FILL_L8_4;0.824;
C76;FILL_L10_4;P,PSEG_L50_0;0.382;
C77;FILL_L10_4;VSUBS;0.196;
C78;FILL_L10_5;FILL_L10_8;0.098;
C79;FILL_L10_5;FILL_L30_2;0.24;
C80;FILL_L10_5;FILL_L30_5;0.615;
C81;FILL_L10_5;FILL_L50_2;0.073;
C82;FILL_L10_5;FILL_L50_6;0.073;
