 temp-sweep             v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
-4.000000000000000e+01  1.042079186950329e+00  3.241604045858124e-06 -1.740727056493733e-05  7.813338893883687e-01  4.253933008604194e-02  2.311117776887162e+00  1.895469388454650e+00  8.489780072747161e-01  7.793896754029233e-01  1.566150153968201e+00  7.830892299957000e-01 
-3.500000000000000e+01  1.042202018596305e+00  3.311806391015739e-06 -1.777138335235736e-05  7.756857884157783e-01  4.348646916651248e-02  2.310226852353508e+00  1.885344762117431e+00  8.441235165459949e-01  7.736974142348136e-01  1.554934337460452e+00  7.774816373720034e-01 
-3.000000000000000e+01  1.042310755377616e+00  3.381965778398389e-06 -1.813545508724663e-05  7.700153871076599e-01  4.443508108026661e-02  2.309365425131274e+00  1.875236303337143e+00  8.392813540585219e-01  7.679828144252713e-01  1.543674160738127e+00  7.718518651694383e-01 
-2.500000000000000e+01  1.042405628493794e+00  3.452078477587473e-06 -1.849946986673538e-05  7.643228680957407e-01  4.538516940512225e-02  2.308533332456591e+00  1.865143791406237e+00  8.344509391181395e-01  7.622460584403444e-01  1.532369986509765e+00  7.662000947425291e-01 
-2.000000000000000e+01  1.042486860271933e+00  3.522140789166008e-06 -1.886341191918711e-05  7.586084052549212e-01  4.633673773072369e-02  2.307730431616302e+00  1.855067024006043e+00  8.296317438056841e-01  7.564873196503299e-01  1.521022160012563e+00  7.605264987104255e-01 
-1.500000000000000e+01  1.042554663743167e+00  3.592149030886077e-06 -1.922726553652457e-05  7.528721640127624e-01  4.728978950826956e-02  2.306956598964553e+00  1.845005817842047e+00  8.248232891017516e-01  7.507067629942572e-01  1.509631009670626e+00  7.548312412872014e-01 
-1.000000000000000e+01  1.042609245026052e+00  3.662099557773436e-06 -1.959101517395818e-05  7.471143021702552e-01  4.824432827907474e-02  2.306211727622504e+00  1.834960004251392e+00  8.200251426972871e-01  7.449045457063310e-01  1.498196848248413e+00  7.491144788558385e-01 
-5.000000000000000e+00  1.042650803540465e+00  3.731988759183574e-06 -1.995464543463980e-05  7.413349703668465e-01  4.920035768681618e-02  2.305495726293648e+00  1.824929428052367e+00  8.152369163257490e-01  7.390808177489733e-01  1.486719974081261e+00  7.433763605844192e-01 
 0.000000000000000e+00  1.042679532540319e+00  3.801813059953524e-06 -2.031814107716855e-05  7.355343124963466e-01  5.015788147895417e-02  2.304808518029083e+00  1.814913946437474e+00  8.104582631380476e-01  7.332357222361079e-01  1.475200671933605e+00  7.376170288556234e-01 
 5.000000000000000e+00  1.042695619447803e+00  3.871568919620836e-06 -2.068148700848206e-05  7.297124660751794e-01  5.111690349666775e-02  2.304150039168912e+00  1.804913428095726e+00  8.056888751317165e-01  7.273693958148707e-01  1.463639213749062e+00  7.318366196416450e-01 
 1.000000000000000e+01  1.042699246077087e+00  3.941252830827002e-06 -2.104466827601077e-05  7.238695625819865e-01  5.207742766409029e-02  2.303520238424470e+00  1.794927752544679e+00  8.009284806575662e-01  7.214819690125110e-01  1.452035859338802e+00  7.260352628483590e-01 
 1.500000000000000e+01  1.042690588882105e+00  4.010861318328154e-06 -2.140767006084612e-05  7.180057277766977e-01  5.303945798040925e-02  2.302919076020294e+00  1.784956809416576e+00  7.961768420698423e-01  7.155735665618951e-01  1.440390857022555e+00  7.202130826361055e-01 
 2.000000000000000e+01  1.042669819591187e+00  4.080390942740516e-06 -2.177047769518671e-05  7.121210820198862e-01  5.400299852810582e-02  2.302346522706281e+00  1.775000497451064e+00  7.914337537512421e-01  7.096443077340823e-01  1.428704444288944e+00  7.143701977491226e-01 
 2.500000000000000e+01  1.042637104973688e+00  4.149838294521571e-06 -2.213307662922549e-05  7.062157405163642e-01  5.496805344364013e-02  2.301802559268447e+00  1.765058724436610e+00  7.866990397723569e-01  7.036943065876324e-01  1.416976848284988e+00  7.085067217612031e-01 
 3.000000000000000e+01  1.042592607792654e+00  4.219200001936611e-06 -2.249545246963219e-05  7.002898136269503e-01  5.593462694766987e-02  2.301287175493555e+00  1.755131405782415e+00  7.819725523229336e-01  6.977236722856527e-01  1.405208286444953e+00  7.026227633888341e-01 
 3.500000000000000e+01  1.042536487028464e+00  4.288472730799286e-06 -2.285759097445321e-05  6.943434071097353e-01  5.690272333922743e-02  2.300800369551943e+00  1.745218464012083e+00  7.772541698912162e-01  6.917325093442360e-01  1.393398966982563e+00  6.967184267380057e-01 
 4.000000000000000e+01  1.042468898666467e+00  4.357653190816932e-06 -2.321947808178233e-05  6.883766223823821e-01  5.787234701496272e-02  2.300342147148077e+00  1.735319827562285e+00  7.725437958252407e-01  6.857209179052552e-01  1.381549089430024e+00  6.907938115725455e-01 
 4.500000000000000e+01  1.042389996502662e+00  4.426738142477589e-06 -2.358109993924495e-05  6.823895567764223e-01  5.884350249332720e-02  2.299912520690417e+00  1.725435429436112e+00  7.678413570125922e-01  6.796889939963512e-01  1.369658845148561e+00  6.848490135686992e-01 
 5.000000000000000e+01  1.042299933729661e+00  4.495724412623017e-06 -2.394244297661825e-05  6.763823038314203e-01  5.981619447454280e-02  2.299511508123431e+00  1.715565204950912e+00  7.631468030924866e-01  6.736368298323868e-01  1.357728417935903e+00  6.788841246175191e-01 
 5.500000000000000e+01  1.042198864844460e+00  4.564608914154971e-06 -2.430349399552180e-05  6.703549535947206e-01  6.079042791332318e-02  2.299139131623630e+00  1.705709088827951e+00  7.584601058657958e-01  6.675645141272023e-01  1.345757984630405e+00  6.728992331238337e-01 
 6.000000000000000e+01  1.042086948955491e+00  4.633388681282453e-06 -2.466424033617011e-05  6.643075930070169e-01  6.176620815708528e-02  2.298795415631762e+00  1.695867010226977e+00  7.537812595087680e-01  6.614721324905473e-01  1.333747715906159e+00  6.668944243996389e-01 
 6.500000000000000e+01  1.041964354790734e+00  4.702060924252104e-06 -2.502467013498511e-05  6.582403063862986e-01  6.274354115834403e-02  2.298480384058867e+00  1.686038885283047e+00  7.491102817009385e-01  6.553597679324767e-01  1.321697777265907e+00  6.608697811531528e-01 
 7.000000000000000e+01  1.041831268097905e+00  4.770623110784172e-06 -2.538477270885007e-05  6.521531760561898e-01  6.372243379154063e-02  2.298194056326349e+00  1.676224605746531e+00  7.444472159343322e-01  6.492275015208281e-01  1.309608330342812e+00  6.548253841272906e-01 
 7.500000000000000e+01  1.041687903209715e+00  4.839073094584488e-06 -2.574453916754705e-05  6.460462832420233e-01  6.470289435699071e-02  2.297936441325681e+00  1.666424021028913e+00  7.397921358928947e-01  6.430754133156701e-01  1.297479534744507e+00  6.487613130025977e-01 
 8.000000000000000e+01  1.041534520382635e+00  4.907409307981320e-06 -2.610396333262040e-05  6.399197093238498e-01  6.568493333268476e-02  2.297707528501567e+00  1.656636910906156e+00  7.351451525965524e-01  6.369035836881974e-01  1.285311550658490e+00  6.426776476689567e-01 
 8.500000000000000e+01  1.041371450830303e+00  4.975631041052975e-06 -2.646304307517123e-05  6.337735375699621e-01  6.666856445650791e-02  2.297507275059035e+00  1.646862944963283e+00  7.305064251170346e-01  6.307120951523000e-01  1.273104542460310e+00  6.365744699815342e-01 
 9.000000000000000e+01  1.041199132567847e+00  5.043738840686100e-06 -2.682178224594146e-05  6.276078555428525e-01  6.765380626865818e-02  2.297335587718591e+00  1.637101622579484e+00  7.258761762061742e-01  6.245010349115778e-01  1.260858683724052e+00  6.304518661914942e-01 
 9.500000000000000e+01  1.041018158657897e+00  5.111735047699640e-06 -2.718019329892436e-05  6.214227582206182e-01  6.864068414322759e-02  2.297192298167788e+00  1.627352188022502e+00  7.212547132988146e-01  6.182704982150928e-01  1.248574163812380e+00  6.243099301277268e-01 
 1.000000000000000e+02  1.040829340035206e+00  5.179624495041832e-06 -2.753830076449770e-05  6.152183519476913e-01  6.962923288575029e-02  2.297077131089645e+00  1.617613512106666e+00  7.166424553661698e-01  6.120205926339897e-01  1.236251196236922e+00  6.181487672064452e-01 
 1.050000000000000e+02  1.040633783899371e+00  5.247415377900152e-06 -2.789614567484055e-05  6.089947591486660e-01  7.061949985104707e-02  2.296989664205576e+00  1.607883931006649e+00  7.120399653430903e-01  6.057514432761443e-01  1.223890028798775e+00  6.119684992477118e-01 
 1.100000000000000e+02  1.040432994093905e+00  5.315120366601275e-06 -2.825379134491528e-05  6.027521241254395e-01  7.161154879940182e-02  2.296929277064798e+00  1.598161024001946e+00  7.074479903696141e-01  5.994631993224182e-01  1.211490956240651e+00  6.057692704285041e-01 
 1.150000000000000e+02  1.040229010698864e+00  5.382758154418081e-06 -2.861133146105203e-05  5.964906209945311e-01  7.260546520490480e-02  2.296895079789311e+00  1.588441296571848e+00  7.028675172726168e-01  5.931560430187934e-01  1.199054337611001e+00  5.995512554228243e-01 
 1.200000000000000e+02  1.040024624295079e+00  5.450355833554310e-06 -2.896890235156750e-05  5.902104660157867e-01  7.360136454183565e-02  2.296885803749922e+00  1.578719711119901e+00  6.982998597248030e-01  5.868302035366084e-01  1.186580623097879e+00  5.933146720394586e-01 
 1.250000000000000e+02  1.039823712733010e+00  5.517952629148086e-06 -2.932670196342791e-05  5.839119374186401e-01  7.459940565140864e-02  2.296899629608917e+00  1.568988987672311e+00  6.937467991167028e-01  5.804859789523558e-01  1.174070396745420e+00  5.870598014722190e-01 
