Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L30_0;CTX_L30_2;0.038;
C2;CTX_L30_0;CTX_L8_0;0.043;
C3;CTX_L30_0;FILL_L10_0;0.139;
C4;CTX_L30_0;FILL_L10_1;0.147;
C5;CTX_L30_0;FILL_L10_10;0.003;
C6;CTX_L30_0;FILL_L10_11;0.006;
C7;CTX_L30_0;FILL_L10_12;0.003;
C8;CTX_L30_0;FILL_L10_2;0.147;
C9;CTX_L30_0;FILL_L10_3;0.147;
C10;CTX_L30_0;FILL_L10_4;0.128;
C11;CTX_L30_0;FILL_L10_5;0.012;
C12;CTX_L30_0;FILL_L10_6;0.012;
C13;CTX_L30_0;FILL_L10_7;0.012;
C14;CTX_L30_0;FILL_L10_8;0.012;
C15;CTX_L30_0;FILL_L10_9;0.012;
C16;CTX_L30_0;FILL_L126_0;0.086;
C17;CTX_L30_0;FILL_L126_1;0.136;
C18;CTX_L30_0;FILL_L134_0;0.026;
C19;CTX_L30_0;FILL_L134_1;0.04;
C20;CTX_L30_0;FILL_L30_0;0.053;
C21;CTX_L30_0;FILL_L50_0;0.103;
C22;CTX_L30_0;FILL_L50_1;0.121;
C23;CTX_L30_0;FILL_L50_2;0.121;
C24;CTX_L30_0;FILL_L50_3;0.12;
C25;CTX_L30_0;FILL_L50_4;0.025;
C26;CTX_L30_0;FILL_L50_5;0.014;
C27;CTX_L30_0;FILL_L50_6;0.0;
C28;CTX_L30_0;FILL_L8_0;0.017;
C29;CTX_L30_0;FILL_L8_1;0.021;
C30;CTX_L30_0;FILL_L8_2;0.021;
C31;CTX_L30_0;FILL_L8_3;0.021;
C32;CTX_L30_0;FILL_L8_4;0.015;
C33;CTX_L30_0;P,PSEG_L50_1;0.058;
C34;CTX_L30_0;VSUBS;0.897;
C35;CTX_L30_2;CTX_L30_3,CTX_L50_0;0.086;
C36;CTX_L30_2;CTX_L8_0;0.006;
C37;CTX_L30_2;FILL_L10_10;0.283;
C38;CTX_L30_2;FILL_L10_11;0.309;
C39;CTX_L30_2;FILL_L10_12;0.161;
C40;CTX_L30_2;FILL_L10_14;0.004;
C41;CTX_L30_2;FILL_L10_15;0.003;
C42;CTX_L30_2;FILL_L10_7;0.0;
C43;CTX_L30_2;FILL_L10_8;0.002;
C44;CTX_L30_2;FILL_L10_9;0.002;
C45;CTX_L30_2;FILL_L126_0;0.044;
C46;CTX_L30_2;FILL_L126_1;0.141;
C47;CTX_L30_2;FILL_L134_0;0.003;
C48;CTX_L30_2;FILL_L134_1;0.004;
C49;CTX_L30_2;FILL_L30_0;0.012;
C50;CTX_L30_2;FILL_L30_1;0.024;
C51;CTX_L30_2;FILL_L30_2;0.024;
C52;CTX_L30_2;FILL_L30_5;0.016;
C53;CTX_L30_2;FILL_L50_5;0.0;
C54;CTX_L30_2;FILL_L50_6;0.022;
C55;CTX_L30_2;FILL_L50_7;0.005;
C56;CTX_L30_2;FILL_L8_5;0.002;
C57;CTX_L30_2;FILL_L8_6;0.003;
C58;CTX_L30_2;FILL_L8_7;0.002;
C59;CTX_L30_2;P,PSEG_L50_1;0.423;
C60;CTX_L30_2;VSUBS;0.218;
C61;CTX_L30_3,CTX_L50_0;CTX_L8_0;0.001;
C62;CTX_L30_3,CTX_L50_0;FILL_L10_10;0.141;
C63;CTX_L30_3,CTX_L50_0;FILL_L10_13;0.063;
C64;CTX_L30_3,CTX_L50_0;FILL_L10_14;0.014;
C65;CTX_L30_3,CTX_L50_0;FILL_L126_0;0.091;
C66;CTX_L30_3,CTX_L50_0;FILL_L126_1;0.01;
C67;CTX_L30_3,CTX_L50_0;FILL_L134_0;0.005;
C68;CTX_L30_3,CTX_L50_0;FILL_L134_1;0.005;
C69;CTX_L30_3,CTX_L50_0;FILL_L30_1;0.008;
C70;CTX_L30_3,CTX_L50_0;FILL_L30_3;0.018;
C71;CTX_L30_3,CTX_L50_0;FILL_L30_4;0.025;
C72;CTX_L30_3,CTX_L50_0;FILL_L30_5;0.001;
C73;CTX_L30_3,CTX_L50_0;FILL_L50_7;0.054;
C74;CTX_L30_3,CTX_L50_0;FILL_L50_8;0.006;
C75;CTX_L30_3,CTX_L50_0;FILL_L8_5;0.004;
C76;CTX_L30_3,CTX_L50_0;FILL_L8_8;0.004;
C77;CTX_L30_3,CTX_L50_0;FILL_L8_9;0.001;
C78;CTX_L30_3,CTX_L50_0;P,PSEG_L50_1;0.181;
C79;CTX_L30_3,CTX_L50_0;VSUBS;0.22;
C80;CTX_L8_0;FILL_L10_0;0.001;
C81;CTX_L8_0;FILL_L10_1;0.001;
C82;CTX_L8_0;FILL_L10_10;0.004;
C83;CTX_L8_0;FILL_L10_11;0.004;
C84;CTX_L8_0;FILL_L10_12;0.002;
C85;CTX_L8_0;FILL_L10_2;0.001;
C86;CTX_L8_0;FILL_L10_3;0.001;
C87;CTX_L8_0;FILL_L10_4;0.001;
C88;CTX_L8_0;FILL_L10_5;0.045;
C89;CTX_L8_0;FILL_L10_6;0.051;
C90;CTX_L8_0;FILL_L10_7;0.051;
C91;CTX_L8_0;FILL_L10_8;0.051;
C92;CTX_L8_0;FILL_L10_9;0.048;
C93;CTX_L8_0;FILL_L126_0;0.019;
C94;CTX_L8_0;FILL_L126_1;0.035;
C95;CTX_L8_0;FILL_L134_0;0.002;
C96;CTX_L8_0;FILL_L134_1;0.003;
C97;CTX_L8_0;FILL_L30_0;0.009;
C98;CTX_L8_0;FILL_L30_2;0.001;
C99;CTX_L8_0;FILL_L30_5;0.0;
C100;CTX_L8_0;FILL_L50_1;0.001;
C101;CTX_L8_0;FILL_L50_2;0.001;
C102;CTX_L8_0;FILL_L50_4;0.002;
C103;CTX_L8_0;FILL_L50_5;0.002;
C104;CTX_L8_0;FILL_L8_0;0.013;
C105;CTX_L8_0;FILL_L8_1;0.013;
C106;CTX_L8_0;FILL_L8_2;0.013;
C107;CTX_L8_0;FILL_L8_3;0.013;
C108;CTX_L8_0;FILL_L8_4;0.013;
C109;CTX_L8_0;FILL_L8_5;0.071;
C110;CTX_L8_0;FILL_L8_6;0.071;
C111;CTX_L8_0;FILL_L8_7;0.036;
C112;CTX_L8_0;P,PSEG_L50_1;0.008;
C113;CTX_L8_0;VSUBS;0.877;
C114;FILL_L10_0;FILL_L10_1;0.028;
C115;FILL_L10_0;FILL_L10_10;0.005;
C116;FILL_L10_0;FILL_L10_5;0.014;
C117;FILL_L10_0;FILL_L126_0;0.004;
C118;FILL_L10_0;FILL_L50_4;0.001;
C119;FILL_L10_0;FILL_L8_0;0.067;
C120;FILL_L10_0;VSUBS;0.103;
C121;FILL_L10_1;FILL_L10_2;0.028;
C122;FILL_L10_1;FILL_L10_6;0.014;
C123;FILL_L10_1;FILL_L8_1;0.067;
C124;FILL_L10_1;VSUBS;0.086;
C125;FILL_L10_10;FILL_L10_11;0.098;
C126;FILL_L10_10;FILL_L10_13;0.098;
C127;FILL_L10_10;FILL_L10_5;0.028;
C128;FILL_L10_10;FILL_L10_6;0.028;
C129;FILL_L10_10;FILL_L126_0;0.112;
C130;FILL_L10_10;FILL_L126_1;0.011;
C131;FILL_L10_10;FILL_L134_0;0.008;
C132;FILL_L10_10;FILL_L134_1;0.007;
C133;FILL_L10_10;FILL_L30_1;0.003;
C134;FILL_L10_10;FILL_L50_1;0.002;
C135;FILL_L10_10;FILL_L50_6;0.056;
C136;FILL_L10_10;FILL_L50_7;0.045;
C137;FILL_L10_10;FILL_L8_5;0.824;
C138;FILL_L10_10;P,PSEG_L50_1;0.216;
C139;FILL_L10_10;VSUBS;0.293;
C140;FILL_L10_11;FILL_L10_12;0.098;
C141;FILL_L10_11;FILL_L10_14;0.098;
C142;FILL_L10_11;FILL_L10_2;0.005;
C143;FILL_L10_11;FILL_L10_7;0.028;
C144;FILL_L10_11;FILL_L10_8;0.028;
C145;FILL_L10_11;FILL_L126_0;0.017;
C146;FILL_L10_11;FILL_L126_1;0.124;
C147;FILL_L10_11;FILL_L134_0;0.011;
C148;FILL_L10_11;FILL_L134_1;0.012;
C149;FILL_L10_11;FILL_L30_1;0.121;
C150;FILL_L10_11;FILL_L30_2;0.017;
C151;FILL_L10_11;FILL_L30_5;0.007;
C152;FILL_L10_11;FILL_L50_2;0.004;
C153;FILL_L10_11;FILL_L50_6;0.002;
C154;FILL_L10_11;FILL_L50_7;0.001;
C155;FILL_L10_11;FILL_L8_6;0.824;
C156;FILL_L10_11;P,PSEG_L50_1;0.168;
C157;FILL_L10_11;VSUBS;0.22;
C158;FILL_L10_12;FILL_L10_15;0.049;
C159;FILL_L10_12;FILL_L10_4;0.005;
C160;FILL_L10_12;FILL_L10_9;0.028;
C161;FILL_L10_12;FILL_L126_1;0.068;
C162;FILL_L10_12;FILL_L134_1;0.012;
C163;FILL_L10_12;FILL_L30_2;0.031;
C164;FILL_L10_12;FILL_L8_7;0.414;
