time v(gate) v(gfet) v(tripped) v(isense) v(cmp_soft) v(cmp_hard) v(trip_d) v(clr_d) v(fast_en) v(osc_clk) v(cmp_clk) v(vref) v(iptat) v(en_core) v(shp) v(shn) v(fault_n) v(gate_core) v(vdda) v(vdd) v(iovdd) v(iprof) v(osc_en_g) v(xtrip.icmp) v(xtrip.vth_soft) v(xtrip.vth_hard) v(dig_trip) v(cause1) v(cause0) v(sclk_pad) v(sdi_pad) v(soft0) v(soft1) v(soft2) v(soft3) v(soft4) v(soft5) v(soft6) v(soft7) v(hard0) v(hard1) v(hard2) v(hard3) v(hard4) v(hard5) v(hard6) v(hard7) v(sp0) v(sp1) v(sp2) v(sp3) v(sp4) v(sp5) v(sp6) v(sp7) v(sp8) v(sp9) v(sp10) v(sp11) v(sp12) v(sp13) v(sp14) v(sp15) v(inrush_active) v(soft_armed) i(vim) i(vma) i(vmi) i(v12) i(vm_bgr) i(vm_sense) i(vm_tripa) i(vm_tripd) i(vm_osc) i(vm_gatea) i(vm_gated) v(vref_buf) v(vped)
1.097568962007841e-09 1.245800067697973e-10 1.2457966370912226e-10 5.9524515651864615e-07 0.99843710321448009 0.61690489211994215 7.8634392978930045e-07 0 0 0 0 0 1.0393049254562268 0.75624387320952091 0 2.1542913998442703e-07 9.5695204242957646e-08 3.299999998051502 4.3520879692405097e-07 3.2994834001092803 1.19990928399626 3.2999999998280716 1 0 0.49921734031238862 0.49998275121137359 0.49998356765278151 0 0 0 0 0 0.39027584803136395 0 0 0.39027584803136395 0.39027584803136395 0 0 0.39027584803136395 0 0.39027584803136395 0.39027584803136395 0.39027584803136395 0.39027584803136395 0.39027584803136395 0.39027584803136395 0.39027584803136395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.39027584803136395 0 2.0611536364411697e-09 0.0010331997847403684 3.4715785801608945e-10 -0.00018143200868037113 2.2038941897575826e-05 0.0010138676878412413 -1.9273924285510206e-05 0.00011068445069316527 2.3984919139772437e-12 3.8834229438292036e-09 1.3224713037004823e-08 1.0392039982797068 0.99992806406690438
1.1531262377332037e-09 1.2457985674896954e-10 1.2457966400679835e-10 4.3356495610815018e-07 0.998437261368189 0.61690123926280538 5.504209145309606e-07 0 0 0 0 0 1.0393051014238721 0.75624390508525263 0 2.1543135944132613e-07 9.5696192372267626e-08 3.2999999980515127 2.4925613976165385e-07 3.2994841069073302 1.1999114135582405 3.2999999998288376 1 0 0.49921737600273602 0.49998231532428916 0.49998252668870952 0 0 0 0 0 0.61250495093281465 0 0 0.61250495093281465 0.61250495093281465 0 0 0.61250495093281465 0 0.61250495093281465 0.61250495093281465 0.61250495093281465 0.61250495093281465 0.61250495093281465 0.61250495093281465 0.61250495093281465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.61250495093281465 0 2.0611536364411676e-09 0.0010317861886406376 3.4562575024210673e-10 -0.00017717288471930104 2.2038392859906331e-05 0.001013876734059063 -1.3013350298151962e-05 0.00017123966599278266 2.4004632645773655e-12 3.6526445624764823e-09 5.684779120845681e-09 1.0392045513941179 0.99992854277031629
1.1963886427950214e-09 1.2457956660620031e-10 1.2457966404802648e-10 8.9369504783306119e-08 0.99843711982970729 0.61689236893934718 7.1228466212952478e-08 0 0 0 0 0 1.039302208478341 0.75624371861223405 0 2.154282947838224e-07 9.5694828389856267e-08 3.2999999980515207 -6.1165966457660943e-08 3.2994830955435788 1.1999107362560253 3.2999999998278984 1 0 0.49921730339234699 0.49997850603397159 0.49997520408128932 0 0 0 0 0 0.78555457118008531 0 0 0.78555457118008531 0.78555457118008531 0 0 0.78555457118008531 0 0.78555457118008531 0.78555457118008531 0.78555457118008531 0.78555457118008531 0.78555457118008531 0.78555457118008531 0.78555457118008531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.78555457118008531 0 2.0611536364411701e-09 0.0010338089161434638 3.475042475997725e-10 -0.00017852748914970462 2.2031825748544676e-05 0.0010138764490289706 5.3542737182185761e-05 0.00021576806693690613 2.3788866113528401e-12 -6.4940206811989028e-09 -1.7005688092259801e-09 1.0391982597615057 0.99992772361219562
1.2546824192508087e-09 1.2457880733647845e-10 1.2457966349213707e-10 -6.7103016571390474e-07 0.99843516108204244 0.61685753758890149 -9.2528555130738344e-07 0 0 0 0 0 1.0392852230661092 0.75624245413568936 0 2.1539368832258692e-07 9.567942432854515e-08 3.2999999980514985 -9.1896977538119601e-07 3.2994719627768592 1.1999063128107894 3.2999999998171856 1 0 0.49921693415646007 0.4999597281904703 0.49993963977699002 0 0 0 0 0 1.0187296770032348 0 0 1.0187296770032348 1.0187296770032348 0 0 1.0187296770032348 0 1.0187296770032348 1.0187296770032348 1.0187296770032348 1.0187296770032348 1.0187296770032348 1.0187296770032348 1.0187296770032348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0187296770032348 0 2.0611536364412045e-09 0.0010560744495826668 3.6892977561819862e-10 -0.00018737437962146331 2.200188780483725e-05 0.0010137650819577798 0.00034668371013100725 0.0003019110818346438 2.3943014454755329e-12 -5.7976460906965892e-08 -1.1695696966506114e-08 1.0391599719012379 0.99991948877854775
1.2868164285139983e-09 1.2457838703119854e-10 1.2457966280706122e-10 -1.0593646318005394e-06 0.99843284888701656 0.61681771509207384 -1.4616789059466939e-06 0 0 0 0 0 1.0392699732036903 0.75624123359974493 0 2.1535381966043208e-07 9.5661677732264409e-08 3.2999999980514474 -1.4006233436298637e-06 3.2994593274944743 1.199903596885846 3.2999999998042204 1 0 0.49921669250288692 0.49994477014649502 0.49991132843434061 0 0 0 0 0 1.147265714055993 0 0 1.147265714055993 1.147265714055993 0 0 1.147265714055993 0 1.147265714055993 1.147265714055993 1.147265714055993 1.147265714055993 1.147265714055993 1.147265714055993 1.147265714055993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.147265714055993 0 2.061153636441245e-09 0.0010813450143523085 3.9486014458134377e-10 -0.00019280622950823556 2.1983981812412345e-05 0.0010136126064374 0.00050593601878668555 0.00024732690612189228 2.4093045809282787e-12 -9.403789407002707e-08 -8.2768662579360368e-09 1.0391248125226638 0.99991032687090864
1.321329633960784e-09 1.2457818144759707e-10 1.2457966185581285e-10 -1.1733602885034091e-06 0.99842940560344029 0.61674034023821178 -1.917732399842169e-06 0 0 0 0 0 1.0392519321617339 0.75623969193392082 0 2.1529703068562007e-07 9.563639839500075e-08 3.2999999980513364 -1.6353963588607974e-06 3.2994413267506588 1.1999029514218154 3.2999999997849017 1 0 0.49921653725655546 0.49993105048231251 0.49988592774425994 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364413016e-09 0.0011173465019833628 4.3349768219513862e-10 -0.00019409715756957269 2.1966817572646735e-05 0.0010134532340975756 0.00066508587911004306 0.00017698623716953433 2.4053992575979316e-12 -1.3088854628566784e-07 2.3987835326414595e-09 1.0390824405144397 0.99989743061821479
1.358378810579304e-09 1.2457795763556699e-10 1.2457966067637027e-10 -1.2337476953343312e-06 0.99842479567545916 0.6165802713352746 -3.0970034359821474e-06 0 0 0 0 0 1.0392346200722145 0.75623803916145738 0 2.1522539321365609e-07 9.5604507665199802e-08 3.2999999980511374 -1.90741425579039e-06 3.2994184920776863 1.1999030456597024 3.2999999997611109 1 0 0.49921651201310902 0.49992359878888248 0.49987366342205619 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364413732e-09 0.0011630158479283281 4.8107917649531373e-10 -0.00019390868179547383 2.1954119210160217e-05 0.0010132080260912783 0.00077765381981749471 0.00020592472122595322 2.4023476621632539e-12 -1.6036027877650125e-07 5.2940996501819636e-09 1.0390408518746606 0.99988140564869654
1.3981783899378249e-09 1.2457769904113923e-10 1.2457965921842388e-10 -1.4438155795520577e-06 0.99841896908198102 0.61622845180956265 -6.259192678993679e-06 0 0 0 0 0 1.0392216994073493 0.75623650953836097 0 2.1514129919930344e-07 9.5567069643346918e-08 3.2999999980508314 -2.2129680049331955e-06 3.2993913927359926 1.1999028788360264 3.2999999997371523 1 0 0.49921661593558708 0.49992739200041925 0.49988444809674393 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364414572e-09 0.0012172145313158467 5.2899640223813549e-10 -0.00019424232914744266 2.1942761838290858e-05 0.0010129086762205291 0.00089469944081877004 0.00019059721501161469 2.3995502850329697e-12 -1.8576056574997608e-07 6.9589066118381487e-09 1.0390103265955728 0.99986288429942127
1.4415419015285834e-09 1.2457740989334909e-10 1.2457965739382599e-10 -1.7446648896005534e-06 0.99841142478508127 0.61538813369848144 -1.4050850154920235e-05 0 0 0 0 0 1.0392171404733355 0.75623532416155026 0 2.1503960971850476e-07 9.5521796548515059e-08 3.2999999980504082 -2.5109515389456889e-06 3.2993581342192999 1.1999028267522556 3.2999999997189762 1 0 0.49921686758966982 0.49994845688236855 0.49992984877567859 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364415589e-09 0.0012837315647011849 5.6534865677804191e-10 -0.00019434649668914616 2.1925742405767834e-05 0.0010123291204492861 0.0010714845323149683 0.00020037784606560241 2.3993682474882094e-12 -2.1823647469037828e-07 8.9896658687013228e-09 1.0390060616210783 0.99984113814489561
1.5282689247101005e-09 1.2457676244622993e-10 1.2457965293779633e-10 -2.3955548776180191e-06 0.99839130954556132 0.60525792025584346 -0.00010873513908909621 0 0 0 0 0 1.0392361302294428 0.75623453611371427 0 2.1479340898443332e-07 9.5412185098395758e-08 3.2999999980495001 -3.2640356182319005e-06 3.2992766923322532 1.1999027594415894 3.2999999997215155 1 0 0.49921711030111998 0.50003618169037811 0.50010775196993174 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364418054e-09 0.0014466153387946434 5.602700525741966e-10 -0.00019448111802145007 2.188961368852077e-05 0.0010110760905200542 0.0014702697033751769 0.00018997241195135414 2.3968720075113331e-12 -2.8947634036872041e-07 2.0599481821493378e-08 1.0391100339057269 0.99979038593237024
1.5673446711870071e-09 1.2457643897256957e-10 1.24579650553365e-10 -2.7016243626093557e-06 0.99837978129993554 0.59274782412886518 -0.00022678338903710924 0 0 0 0 0 1.0392576666801803 0.75623495856930667 0 2.1466305084359642e-07 9.5354148195420893e-08 3.2999999980491368 -3.6402382549026665e-06 3.2992331940205686 1.1999028174280923 3.2999999997414045 1 0 0.49921682223037456 0.5000939666394969 0.50022164244332401 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364419357e-09 0.0015336119621638389 5.2049209386950679e-10 -0.00019436514501558477 2.1871627534059135e-05 0.0010103371661670125 0.0016717553379476254 0.00019585261147015513 2.3834935761191112e-12 -3.2419705567978821e-07 3.2728041869953841e-08 1.0392130117475791 0.99976425890573095
1.6135986896046321e-09 1.245760506108254e-10 1.2457964740421714e-10 -3.0623289393118957e-06 0.99836387460457632 0.55773317441150738 -0.00056236697031514281 0 0 0 0 0 1.0392928220125115 0.75623611525150436 0 2.1449411678956993e-07 9.5278937227041992e-08 3.2999999980488455 -4.0782205348430988e-06 3.2991765529268391 1.1999029040187537 3.2999999997804736 1 0 0.49921524362624337 0.50017520037397623 0.500379977177424 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364421044e-09 0.001646894149622824 4.4235370921796857e-10 -0.00019419196369296898 2.1853429042838213e-05 0.0010095596501179371 0.0018949469211093307 0.00018886168246306227 2.3920074363088795e-12 -3.620348704248414e-07 6.5941435011048404e-08 1.0393848403634669 0.99973075335608408
1.6488084494184618e-09 1.2457572371631863e-10 1.2457964475720483e-10 -3.3588038150919839e-06 0.99835004615530598 0.50041407790162251 -0.0011236310181323619 0 0 0 0 0 1.0393274569251623 0.75623754757111505 0 2.1435579845440647e-07 9.5217356832407937e-08 3.2999999980487646 -4.4407138769557357e-06 3.2991298921365177 1.1999027544617111 3.2999999998211238 1 0 0.4992120690001639 0.50024659202711241 0.50051901677625199 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364422422e-09 0.0017402157302655041 3.6105340939229791e-10 -0.0001944910777780251 2.1838139582480709e-05 0.0010088027767097578 0.0020813085122689283 0.00020812989997006864 2.3986688828768477e-12 -3.9114151907216498e-07 1.2071181021332991e-07 1.0395558570183832 0.99970362975499705
1.6888978488223123e-09 1.2457530767516189e-10 1.245796414478986e-10 -3.7777940708676285e-06 0.99833238943518887 0.36904517952958993 -0.0023438590387485831 0 0 0 0 0 1.0393748699041785 0.75623978040209405 0 2.1418884837285444e-07 9.5143029862838112e-08 3.2999999980488699 -4.9137251721703412e-06 3.2990733031360988 1.1999015498560239 3.2999999998785499 1 0 0.49920461849135855 0.50033875044533604 0.50070046035374638 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364424097e-09 0.001853393731103381 2.4620128158403531e-10 -0.00019690028915242408 2.1823829439528153e-05 0.001008030258410007 0.0022757583506624523 0.00024302521084510709 2.3956179379634734e-12 -4.2093291974718867e-07 2.1150548322423442e-07 1.0397956928547691 0.99967111559275823
1.7292030437721221e-09 1.245751752852002e-10 1.2457963790249545e-10 -4.1662981861248724e-06 0.99831251540650046 0.18743884560754728 -0.0032327421309180826 0 0 0 0 0 1.0394328915596807 0.75624281301606999 0 2.1401165773911684e-07 9.5064144321968449e-08 3.2999999980492318 -5.053613403398251e-06 3.2990128643543746 1.1998998732614545 3.2999999999482736 1 0 0.49919867155974001 0.50045001243171816 0.50091776962089607 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536364425871e-09 0.0019742712945518548 1.0675371697743685e-10 -0.00020025347829122353 2.1807365629969433e-05 0.0010070148917092079 0.0024931606363986039 0.0002370432906134811 2.3855420948088596e-12 -4.5272433108753427e-07 6.8712344908086583e-08 1.0400926842671967 0.99963703112216185
