Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;$10;$16;0.192;
C2;$10;$17;0.041;
C3;$10;$18;0.041;
C4;$10;$20;3.059;
C5;$10;$21;0.327;
C6;$10;$I10;6.163;
C7;$10;$I11;0.118;
C8;$10;$I13;0.893;
C9;$10;$I14;0.891;
C10;$10;$I15;0.856;
C11;$10;$I16;0.21;
C12;$10;$I17;0.125;
C13;$10;$I18;0.899;
C14;$10;$I19;0.078;
C15;$10;$I20;0.042;
C16;$10;$I21;0.042;
C17;$10;$I22;0.042;
C18;$10;$I23;0.89;
C19;$10;$I24;0.043;
C20;$10;$I25;0.041;
C21;$10;$I26;0.041;
C22;$10;$I27;0.041;
C23;$10;$I28;0.915;
C24;$10;$I29;0.184;
C25;$10;$I30;0.888;
C26;$10;$I31;0.041;
C27;$10;$I32;0.041;
C28;$10;$I33;0.041;
C29;$10;$I34;0.041;
C30;$10;$I35;0.041;
C31;$10;$I36;0.041;
C32;$10;$I37;0.041;
C33;$10;$I38;0.041;
C34;$10;$I39;0.041;
C35;$10;$I4;0.589;
C36;$10;$I40;0.888;
C37;$10;$I41;0.888;
C38;$10;$I42;0.186;
C39;$10;$I43;0.181;
C40;$10;$I5;0.377;
C41;$10;$I6;17.997;
C42;$10;$I7;1.61;
C43;$10;$I8;29.808;
C44;$10;$I9;0.356;
C45;$10;dvbe;29.081;
C46;$10;iptat;31.482;
C47;$10;pbias;14.656;
C48;$10;pcasc;2.121;
C49;$10;r4;0.12;
C50;$10;vbe;0.373;
C51;$10;vdd;1.309;
C52;$10;vref;0.264;
C53;$10;vss;36.448;
C54;$10;VSUBS;19.108;
C55;$16;$17;23.384;
C56;$16;$18;2.663;
C57;$16;$20;0.183;
C58;$16;$21;34.312;
C59;$16;$I10;0.132;
C60;$16;$I11;22.819;
C61;$16;$I13;59.711;
C62;$16;$I14;0.883;
C63;$16;$I18;0.757;
C64;$16;$I19;0.036;
C65;$16;$I20;0.063;
C66;$16;$I21;0.063;
C67;$16;$I22;0.063;
C68;$16;$I23;1.009;
C69;$16;$I24;1.677;
C70;$16;$I25;0.063;
C71;$16;$I26;0.063;
C72;$16;$I27;0.063;
C73;$16;$I28;0.074;
C74;$16;$I29;0.335;
C75;$16;$I30;0.757;
C76;$16;$I31;0.079;
C77;$16;$I32;0.076;
C78;$16;$I33;0.076;
C79;$16;$I34;1.675;
C80;$16;$I35;1.675;
C81;$16;$I36;1.087;
C82;$16;$I37;1.675;
C83;$16;$I38;1.675;
C84;$16;$I39;0.685;
C85;$16;$I4;0.556;
C86;$16;$I40;0.757;
C87;$16;$I41;0.757;
C88;$16;$I42;0.155;
C89;$16;$I43;0.401;
C90;$16;$I5;0.141;
C91;$16;$I6;0.118;
C92;$16;$I7;42.956;
C93;$16;$I8;4.399;
C94;$16;$I9;0.388;
C95;$16;dvbe;2.728;
C96;$16;iptat;0.104;
C97;$16;pbias;1.567;
C98;$16;pcasc;120.187;
C99;$16;r4;0.096;
C100;$16;vbe;115.042;
C101;$16;vdd;1.157;
C102;$16;vref;3.755;
C103;$16;vss;24.584;
C104;$16;VSUBS;269.168;
C105;$17;$18;33.282;
C106;$17;$20;0.114;
C107;$17;$21;0.15;
C108;$17;$I12;0.169;
C109;$17;$I13;0.759;
C110;$17;$I14;0.874;
C111;$17;$I18;0.757;
C112;$17;$I19;0.036;
C113;$17;$I20;0.063;
C114;$17;$I21;0.063;
C115;$17;$I22;0.064;
C116;$17;$I23;0.759;
C117;$17;$I24;1.677;
C118;$17;$I25;0.063;
C119;$17;$I26;0.063;
C120;$17;$I27;0.063;
C121;$17;$I28;0.808;
C122;$17;$I29;0.126;
C123;$17;$I30;1.185;
C124;$17;$I31;0.329;
C125;$17;$I32;0.077;
C126;$17;$I33;0.076;
C127;$17;$I34;1.675;
C128;$17;$I35;3.741;
C129;$17;$I36;0.265;
C130;$17;$I37;1.658;
C131;$17;$I38;1.675;
C132;$17;$I39;2.354;
C133;$17;$I40;0.757;
C134;$17;$I41;0.757;
C135;$17;$I42;8.566;
C136;$17;$I43;0.143;
C137;$17;dvbe;5.737;
C138;$17;pbias;0.839;
C139;$17;pcasc;0.813;
C140;$17;vbe;34.742;
C141;$17;vref;0.186;
C142;$17;vss;35.222;
C143;$17;VSUBS;17.797;
C144;$18;$20;0.17;
C145;$18;$21;0.284;
C146;$18;$I12;22.803;
C147;$18;$I13;1.822;
C148;$18;$I14;54.721;
C149;$18;$I18;0.757;
C150;$18;$I19;0.036;
C151;$18;$I20;0.063;
C152;$18;$I21;0.063;
C153;$18;$I22;0.063;
C154;$18;$I23;1.153;
C155;$18;$I24;3.492;
C156;$18;$I25;0.063;
C157;$18;$I26;0.063;
C158;$18;$I27;0.063;
C159;$18;$I28;0.074;
C160;$18;$I29;0.126;
C161;$18;$I30;1.486;
C162;$18;$I31;0.076;
C163;$18;$I32;0.076;
C164;$18;$I33;0.076;
C165;$18;$I34;1.675;
C166;$18;$I35;3.8;
C167;$18;$I36;0.281;
C168;$18;$I37;2.354;
C169;$18;$I38;1.675;
C170;$18;$I39;0.279;
C171;$18;$I40;0.757;
C172;$18;$I41;0.757;
C173;$18;$I42;0.13;
C174;$18;$I43;0.143;
C175;$18;$I8;0.021;
C176;$18;dvbe;1.129;
C177;$18;pbias;0.841;
C178;$18;pcasc;2.226;
C179;$18;vbe;47.371;
C180;$18;vref;23.587;
C181;$18;vss;48.267;
C182;$18;VSUBS;52.514;
C183;$20;$21;61.044;
C184;$20;$I10;0.1;
C185;$20;$I11;0.285;
C186;$20;$I12;26.266;
C187;$20;$I24;0.112;
C188;$20;$I35;0.036;
C189;$20;$I38;0.098;
C190;$20;$I4;0.336;
C191;$20;$I5;0.451;
C192;$20;$I6;0.197;
C193;$20;$I7;0.085;
C194;$20;$I8;0.118;
C195;$20;$I9;2.409;
C196;$20;dvbe;1.035;
C197;$20;iptat;0.068;
C198;$20;pbias;0.375;
C199;$20;pcasc;2.927;
C200;$20;r4;0.453;
C201;$20;vbe;32.573;
C202;$20;vdd;0.097;
C203;$20;vref;0.103;
C204;$20;vss;21.852;
C205;$20;VSUBS;51.908;
C206;$21;$I10;0.25;
C207;$21;$I11;0.25;
C208;$21;$I12;1.416;
C209;$21;$I35;0.001;
C210;$21;$I4;39.375;
C211;$21;$I5;0.353;
C212;$21;$I6;0.196;
C213;$21;$I7;28.829;
C214;$21;$I8;1.302;
C215;$21;$I9;0.694;
C216;$21;dvbe;470.177;
C217;$21;iptat;0.194;
C218;$21;pbias;2.012;
C219;$21;pcasc;21.494;
C220;$21;r4;0.251;
C221;$21;vbe;51.326;
C222;$21;vdd;1.541;
C223;$21;vref;0.27;
C224;$21;vss;69.301;
C225;$21;VSUBS;199.399;
C226;$I10;$I11;0.115;
C227;$I10;$I4;0.068;
C228;$I10;$I5;0.099;
C229;$I10;$I6;0.086;
C230;$I10;$I7;23.724;
C231;$I10;$I8;0.072;
C232;$I10;$I9;0.185;
C233;$I10;iptat;31.14;
C234;$I10;pbias;8.604;
C235;$I10;pcasc;1.817;
C236;$I10;r4;0.219;
C237;$I10;vbe;0.251;
C238;$I10;vdd;0.315;
C239;$I10;vref;0.157;
C240;$I10;vss;0.705;
C241;$I10;VSUBS;5.665;
C242;$I11;$I4;0.076;
C243;$I11;$I5;0.073;
C244;$I11;$I6;0.068;
C245;$I11;$I7;0.07;
C246;$I11;$I8;0.112;
C247;$I11;$I9;0.146;
C248;$I11;iptat;0.032;
C249;$I11;pbias;0.156;
C250;$I11;pcasc;0.281;
C251;$I11;r4;38.192;
C252;$I11;vbe;9.405;
C253;$I11;vdd;0.371;
C254;$I11;vref;0.122;
C255;$I11;vss;5.327;
C256;$I11;VSUBS;4.71;
C257;$I12;$I4;0.002;
C258;$I12;$I8;0.001;
C259;$I12;dvbe;46.699;
C260;$I12;pcasc;0.002;
C261;$I12;vbe;28.714;
C262;$I12;vss;159.209;
C263;$I12;VSUBS;44.698;
C264;$I13;$I14;4.375;
C265;$I13;$I15;0.907;
C266;$I13;$I16;0.916;
C267;$I13;$I17;0.916;
C268;$I13;$I18;1.638;
C269;$I13;$I19;0.953;
C270;$I13;$I20;0.979;
C271;$I13;$I21;0.979;
C272;$I13;$I22;0.979;
C273;$I13;$I23;2.453;
C274;$I13;$I24;121.512;
C275;$I13;$I25;0.895;
C276;$I13;$I26;0.895;
C277;$I13;$I27;0.876;
C278;$I13;$I28;0.898;
C279;$I13;$I29;1.496;
C280;$I13;$I30;2.172;
C281;$I13;$I31;0.909;
C282;$I13;$I32;0.908;
C283;$I13;$I33;0.908;
C284;$I13;$I34;3.003;
C285;$I13;$I35;2.507;
C286;$I13;$I36;1.763;
C287;$I13;$I37;3.279;
C288;$I13;$I38;2.512;
C289;$I13;$I39;1.378;
C290;$I13;$I40;1.901;
C291;$I13;$I41;24.899;
C292;$I13;$I42;1.027;
C293;$I13;$I43;24.21;
C294;$I13;dvbe;3.56;
C295;$I13;pbias;0.879;
C296;$I13;pcasc;1.188;
C297;$I13;vref;1.022;
C298;$I13;vss;10.037;
C299;$I13;VSUBS;51.221;
C300;$I14;$I15;0.899;
C301;$I14;$I16;0.918;
C302;$I14;$I17;0.918;
