 time                   v(en_core)             v(inrush_active)       v(dig_trip)            v(fast_en)             v(soft0)               v(soft1)               v(soft2)               v(soft3)               v(soft4)               v(soft5)               v(soft6)               v(soft7)               v(hard0)               v(hard1)               v(hard2)               v(hard3)               v(hard4)               v(hard5)               v(hard6)               v(hard7)              
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000000000000000e-10  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 2.000000000000000e-10  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 4.000000000000000e-10  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 8.000000000000000e-10  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000000000000000e-09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000015487136827e-09  0.000000000000000e+00  6.194854730695815e-05  0.000000000000000e+00  0.000000000000000e+00  6.194854730695815e-05  0.000000000000000e+00  0.000000000000000e+00  6.194854730695815e-05  6.194854730695815e-05  0.000000000000000e+00  0.000000000000000e+00  6.194854730695815e-05  0.000000000000000e+00  6.194854730695815e-05  6.194854730695815e-05  6.194854730695815e-05  6.194854730695815e-05  6.194854730695815e-05  6.194854730695815e-05  6.194854730695815e-05 
 1.000046461410480e-09  0.000000000000000e+00  1.858456419200473e-04  0.000000000000000e+00  0.000000000000000e+00  1.858456419200473e-04  0.000000000000000e+00  0.000000000000000e+00  1.858456419200473e-04  1.858456419200473e-04  0.000000000000000e+00  0.000000000000000e+00  1.858456419200473e-04  0.000000000000000e+00  1.858456419200473e-04  1.858456419200473e-04  1.858456419200473e-04  1.858456419200473e-04  1.858456419200473e-04  1.858456419200473e-04  1.858456419200473e-04 
 1.000108409957787e-09  0.000000000000000e+00  4.336398311462255e-04  0.000000000000000e+00  0.000000000000000e+00  4.336398311462255e-04  0.000000000000000e+00  0.000000000000000e+00  4.336398311462255e-04  4.336398311462255e-04  0.000000000000000e+00  0.000000000000000e+00  4.336398311462255e-04  0.000000000000000e+00  4.336398311462255e-04  4.336398311462255e-04  4.336398311462255e-04  4.336398311462255e-04  4.336398311462255e-04  4.336398311462255e-04  4.336398311462255e-04 
 1.000232307052400e-09  0.000000000000000e+00  9.292282095985820e-04  0.000000000000000e+00  0.000000000000000e+00  9.292282095985820e-04  0.000000000000000e+00  0.000000000000000e+00  9.292282095985820e-04  9.292282095985820e-04  0.000000000000000e+00  0.000000000000000e+00  9.292282095985820e-04  0.000000000000000e+00  9.292282095985820e-04  9.292282095985820e-04  9.292282095985820e-04  9.292282095985820e-04  9.292282095985820e-04  9.292282095985820e-04  9.292282095985820e-04 
 1.000480101241626e-09  0.000000000000000e+00  1.920404966503295e-03  0.000000000000000e+00  0.000000000000000e+00  1.920404966503295e-03  0.000000000000000e+00  0.000000000000000e+00  1.920404966503295e-03  1.920404966503295e-03  0.000000000000000e+00  0.000000000000000e+00  1.920404966503295e-03  0.000000000000000e+00  1.920404966503295e-03  1.920404966503295e-03  1.920404966503295e-03  1.920404966503295e-03  1.920404966503295e-03  1.920404966503295e-03  1.920404966503295e-03 
 1.000975689620078e-09  0.000000000000000e+00  3.902758480313548e-03  0.000000000000000e+00  0.000000000000000e+00  3.902758480313548e-03  0.000000000000000e+00  0.000000000000000e+00  3.902758480313548e-03  3.902758480313548e-03  0.000000000000000e+00  0.000000000000000e+00  3.902758480313548e-03  0.000000000000000e+00  3.902758480313548e-03  3.902758480313548e-03  3.902758480313548e-03  3.902758480313548e-03  3.902758480313548e-03  3.902758480313548e-03  3.902758480313548e-03 
 1.001966866376984e-09  0.000000000000000e+00  7.867465507934055e-03  0.000000000000000e+00  0.000000000000000e+00  7.867465507934055e-03  0.000000000000000e+00  0.000000000000000e+00  7.867465507934055e-03  7.867465507934055e-03  0.000000000000000e+00  0.000000000000000e+00  7.867465507934055e-03  0.000000000000000e+00  7.867465507934055e-03  7.867465507934055e-03  7.867465507934055e-03  7.867465507934055e-03  7.867465507934055e-03  7.867465507934055e-03  7.867465507934055e-03 
 1.003949219890794e-09  0.000000000000000e+00  1.579687956317424e-02  0.000000000000000e+00  0.000000000000000e+00  1.579687956317424e-02  0.000000000000000e+00  0.000000000000000e+00  1.579687956317424e-02  1.579687956317424e-02  0.000000000000000e+00  0.000000000000000e+00  1.579687956317424e-02  0.000000000000000e+00  1.579687956317424e-02  1.579687956317424e-02  1.579687956317424e-02  1.579687956317424e-02  1.579687956317424e-02  1.579687956317424e-02  1.579687956317424e-02 
