 time            v(gate)         v(gfet)         v(tripped)      v(isense)       v(cmp_soft)     v(cmp_hard)     v(cmp_clk)      v(trip_d)       v(osc_clk)      v(vref)         v(en_core)      v(shp)          v(fault_n)      v(vdda)         v(vdd)          v(iprof)        v(icmp)         v(vth_soft)     v(vth_hard)     v(dig_trip)     v(inrush_active) i(vim)          i(vma)          i(vmi)          i(v12)         
 0.00000000e+00  1.92897715e-09  1.92897715e-09  4.58366104e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286334e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  5.00329245e-01  5.00329245e-01  0.00000000e+00  0.00000000e+00  2.06115369e-09  5.89507998e-10  2.22403429e-09 -1.57294222e-09 
 6.00000000e-07  1.92897727e-09  1.92897726e-09  4.58366103e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286333e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  2.06115369e-09  5.89719280e-10  2.22403796e-09 -1.57294423e-09 
 1.20000000e-06  1.92897727e-09  1.92897728e-09  4.58366104e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286334e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  2.06115369e-09  5.89726418e-10  2.22404734e-09 -1.57294413e-09 
 1.80000000e-06  1.92897727e-09  1.92897728e-09  4.58366104e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286334e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  2.06115369e-09  5.89718786e-10  2.22404644e-09 -1.57294444e-09 
 2.40000000e-06  1.92897728e-09  1.92897727e-09  4.58366103e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286334e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  2.06115369e-09  5.89716687e-10  2.22404703e-09 -1.57294429e-09 
 3.00000000e-06  1.92897726e-09  1.92897726e-09  4.58366103e-08  9.99200000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  0.00000000e+00  7.62286334e-11  3.29999974e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  4.99599988e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  2.06115369e-09  5.89716156e-10  2.22404551e-09 -1.57294416e-09 
 3.60000000e-06  2.68566490e+00  2.53901079e+00  4.58366104e-08  1.49811049e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  1.20000000e+00  3.49999670e-02  3.29252881e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.48286219e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  9.99999054e-01  5.89591828e-10  1.46901981e-02 -1.77006696e-09 
 4.20000000e-06  3.25202637e+00  3.23873038e+00  4.58366103e-08  1.49895000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  1.20000000e+00  3.50000000e-02  3.29931788e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.49474980e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  1.00000000e+00  5.89587254e-10  1.33260189e-03 -1.77006985e-09 
 4.80000000e-06  3.29650833e+00  3.29553121e+00  4.58366104e-08  1.49895000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  1.20000000e+00  3.50000000e-02  3.29994961e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.49474980e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  1.00000000e+00  5.89583358e-10  9.79388070e-05 -1.77006897e-09 
 5.40000000e-06  3.29974712e+00  3.29967631e+00  4.58366102e-08  1.49895000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  1.20000000e+00  3.50000000e-02  3.29999610e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.49474980e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  1.00000000e+00  5.89582390e-10  7.09958920e-06 -1.77006714e-09 
 6.00000000e-06  3.29998166e+00  3.29997654e+00  4.58366107e-08  1.49895000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  0.00000000e+00  1.03990000e+00  1.20000000e+00  3.50000000e-02  3.29999947e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.49474980e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  1.00000000e+00  5.89591264e-10  5.16399361e-07 -1.77006733e-09 
 6.60000000e-06  3.29999864e+00  3.29999827e+00  4.58366104e-08  1.49895000e+00  0.00000000e+00  0.00000000e+00  1.20000000e+00  0.00000000e+00  1.20000000e+00  1.03990000e+00  1.20000000e+00  3.50000000e-02  3.29999972e+00  3.30000000e+00  1.20000000e+00  1.00000000e+00  7.49474980e-01  8.00526792e-01  9.98696415e-01  0.00000000e+00  1.20000000e+00  1.00000000e+00  5.89586456e-10  3.98507875e-08 -1.77006970e-09 
