 time                   v(vref)                v(isense)              v(gate)                v(vdd)                 v(vdda)                v(osc_clk)             v(cmp_clk)            
 0.000000000000000e+00  1.039303229612230e+00  9.984368523162361e-01  1.245796632338189e-10  1.199901838988160e+00  3.299482051877127e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000000000000000e-10  1.039303229612272e+00  9.984368523168130e-01  1.245796632338215e-10  1.199901838988160e+00  3.299482051877128e+00  0.000000000000000e+00  0.000000000000000e+00 
 2.000000000000000e-10  1.039303229612283e+00  9.984368523173235e-01  1.245796632338157e-10  1.199901838988160e+00  3.299482051877127e+00  0.000000000000000e+00  0.000000000000000e+00 
 4.000000000000000e-10  1.039303229612268e+00  9.984368523182435e-01  1.245796632338207e-10  1.199901838988160e+00  3.299482051877124e+00  0.000000000000000e+00  0.000000000000000e+00 
 8.000000000000000e-10  1.039303229612064e+00  9.984368523186850e-01  1.245796632338183e-10  1.199901838988160e+00  3.299482051877114e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000000000000000e-09  1.039303229612044e+00  9.984368523188856e-01  1.245796632338182e-10  1.199901838988160e+00  3.299482051877110e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000015487136827e-09  1.039303229962831e+00  9.984368523302124e-01  1.245796632338189e-10  1.199901839552183e+00  3.299482051913103e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000046461410480e-09  1.039303230966703e+00  9.984368523603252e-01  1.245796632338192e-10  1.199901840958125e+00  3.299482052015072e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000108409957787e-09  1.039303234705690e+00  9.984368524526753e-01  1.245796632338192e-10  1.199901844039319e+00  3.299482052352417e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000232307052400e-09  1.039303248068692e+00  9.984368526988513e-01  1.245796632338177e-10  1.199901849952892e+00  3.299482053289139e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000480101241626e-09  1.039303287983648e+00  9.984368532799867e-01  1.245796632338085e-10  1.199901861901715e+00  3.299482055511543e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.000975689620078e-09  1.039303371674719e+00  9.984368546021644e-01  1.245796632337332e-10  1.199901886245863e+00  3.299482060590507e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.001966866376984e-09  1.039303482621943e+00  9.984368574410625e-01  1.245796953714210e-10  1.199901937364658e+00  3.299482072309945e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.003949219890794e-09  1.039303581755847e+00  9.984368627043034e-01  1.245796953682521e-10  1.199902047862675e+00  3.299482097926159e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.006644024600265e-09  1.039303641850054e+00  9.984368688304195e-01  1.245797275032153e-10  1.199902213206195e+00  3.299482132971037e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.010527057612134e-09  1.039303706721734e+00  9.984368769780745e-01  1.245797596565250e-10  1.199902474753446e+00  3.299482181258097e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.016057347956335e-09  1.039303797255944e+00  9.984368884731993e-01  1.245797918048216e-10  1.199902880497417e+00  3.299482247515005e+00  0.000000000000000e+00  0.000000000000000e+00 
 1.025056193104488e-09  1.039303939849384e+00  9.984369074852908e-01  1.245798561047357e-10  1.199903588605443e+00  3.299482355867405e+00  0.000000000000000e+00  0.000000000000000e+00 
