 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 2.000000000000000e-08  2.305318797090890e-03 -6.021121027537074e-06  3.917641164307998e-06  1.595965633283674e-02  5.101062225424021e-04  6.970128288899695e-02  2.109133058650875e-01  1.765014375516226e-02  2.723882120594298e-03  6.583562306059082e-02  2.668245984646811e-02 
 2.000547430091896e-08  2.305285841873114e-03 -4.670504347665578e-06  3.769280497634360e-06  1.595359735305718e-02  5.027313640707901e-04  6.972859084644338e-02  2.109022205683914e-01  1.764360969280394e-02  2.722429902019682e-03  6.585354333589662e-02  2.668964279841967e-02 
 2.001642290275688e-08  2.305088813188456e-03 -4.143845771159350e-06  3.745486312022342e-06  1.594326314610698e-02  4.893864322656065e-04  6.977321628143524e-02  2.108646140253333e-01  1.763302042216960e-02  2.719072029557830e-03  6.588928526720451e-02  2.670386913903032e-02 
 2.003832010643272e-08  2.304527176083554e-03 -4.205263115937128e-06  3.630860958590978e-06  1.592902536332944e-02  4.679084604773047e-04  6.984070901955616e-02  2.107921655293316e-01  1.761975628501076e-02  2.712877320322539e-03  6.596063575835870e-02  2.673206491263221e-02 
 2.008211451378440e-08  2.303471848281691e-03 -4.052631109546523e-06  3.610622983579518e-06  1.590200500298980e-02  4.274680707594649e-04  6.998600239853074e-02  2.106665441779721e-01  1.759426211238234e-02  2.703309369434178e-03  6.610291218442520e-02  2.678816076993183e-02 
 2.015453505116519e-08  2.301903833979980e-03 -4.159071163382186e-06  3.654959696356621e-06  1.586149818166582e-02  3.675706435525784e-04  7.022597680736978e-02  2.104603669097503e-01  1.755602095379046e-02  2.691074962214528e-03  6.633291880313873e-02  2.687811532006246e-02 
 2.029937612592677e-08  2.299185790215753e-03 -4.034612394217505e-06  3.665372175727479e-06  1.579286041058881e-02  2.692120298695968e-04  7.070460953981278e-02  2.100729323114536e-01  1.749078486798177e-02  2.673527834847053e-03  6.675402960388559e-02  2.704158765708886e-02 
 2.058905827544993e-08  2.294803304945137e-03 -4.120509580581901e-06  3.744545017975216e-06  1.568981035826705e-02  1.341484384540790e-04  7.165115728146004e-02  2.093342756063084e-01  1.739129762255363e-02  2.647366116137335e-03  6.740133485022037e-02  2.729328592889745e-02 
 2.116842257449626e-08  2.287995391813865e-03 -3.995819837114437e-06  3.807139471618243e-06  1.556229345226195e-02  4.509256058173017e-06  7.349114935267004e-02  2.079468550753102e-01  1.726368209419244e-02  2.598235361151871e-03  6.809008769143497e-02  2.756910761016212e-02 
 2.210667994659068e-08  2.278156584275360e-03 -4.087153025851701e-06  3.927505262722249e-06  1.544636419347103e-02 -4.757703079831858e-05  7.629218782207477e-02  2.057785907897220e-01  1.714035161399769e-02  2.511157199362293e-03  6.834811723734029e-02  2.769349270161720e-02 
 2.350753948440814e-08  2.261787442834545e-03 -3.991130556491183e-06  3.997399890365068e-06  1.531898965785155e-02 -5.138877938178023e-05  8.004385748753247e-02  2.025657967235501e-01  1.699967236627687e-02  2.393979140237269e-03  6.813725559895775e-02  2.765091893845132e-02 
