 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 2.000000000000000e-08  2.487993763308871e-03 -9.961927913158149e-06  7.638799394578680e-06  1.744465878092288e-02  4.666090349728934e-04  8.516048409122073e-02  2.338076155746764e-01  1.861281718501056e-02  2.910888971797383e-03  6.752428955702983e-02  2.689716368702935e-02 
 2.000606541455738e-08  2.487919108304459e-03 -8.333448375626178e-06  7.435090534893560e-06  1.743732489150995e-02  4.578400102749569e-04  8.518954229108090e-02  2.337885733011411e-01  1.860492506616765e-02  2.908760948114436e-03  6.754460692214767e-02  2.690507336271707e-02 
 2.001819624367215e-08  2.487602325698778e-03 -7.611776393589818e-06  7.282568119659006e-06  1.742491094082772e-02  4.421092689087904e-04  8.523507739100926e-02  2.337322521526526e-01  1.859227744537346e-02  2.903981319677641e-03  6.758512196377413e-02  2.692071262929908e-02 
 2.004245790190169e-08  2.486793766463910e-03 -7.595936233715020e-06  7.022654994640643e-06  1.740796564847799e-02  4.170498014437615e-04  8.530419047544678e-02  2.336275999665087e-01  1.857649842629415e-02  2.895540634173420e-03  6.766601839088221e-02  2.695171629669942e-02 
 2.009098121836075e-08  2.485345360778188e-03 -7.373173990050933e-06  6.975984919449691e-06  1.737604353438710e-02  3.705075125235216e-04  8.546094422515800e-02  2.334464825199623e-01  1.854621444159095e-02  2.882964740087218e-03  6.782675927275776e-02  2.701316469157068e-02 
 2.016902569387405e-08  2.483247294583876e-03 -7.513236154119958e-06  7.035935825715724e-06  1.733035830540198e-02  3.052647014235667e-04  8.571141850028591e-02  2.331590146468341e-01  1.850290038512132e-02  2.867541573269731e-03  6.807578054022920e-02  2.710743345323602e-02 
 2.031451185968380e-08  2.479749630904781e-03 -7.387473997697908e-06  7.100878177773614e-06  1.725834158216782e-02  2.080689368749744e-04  8.617089054805860e-02  2.326461620287427e-01  1.843396810797675e-02  2.846323921893143e-03  6.848648951879628e-02  2.726176443677668e-02 
 2.060548419130330e-08  2.473663003439368e-03 -7.542927531597237e-06  7.259500628133995e-06  1.714921332707636e-02  8.038463028392544e-05  8.705157054985645e-02  2.316396125295401e-01  1.832784050900340e-02  2.812255937160606e-03  6.907687998342722e-02  2.748411848371438e-02 
 2.118742885454230e-08  2.462769443460281e-03 -7.482639151510171e-06  7.470441916403823e-06  1.700591606118389e-02 -3.238520347232092e-05  8.867619872347905e-02  2.296682878108231e-01  1.818371505212337e-02  2.744853050977468e-03  6.961118310428221e-02  2.769144998508603e-02 
 2.208641755255226e-08  2.445737170572125e-03 -7.708174077460617e-06  7.730856587270025e-06  1.685881465729262e-02 -6.898334627729528e-05  9.087961450086000e-02  2.266241956019823e-01  1.802963636178187e-02  2.634267173209055e-03  6.964521285372928e-02  2.771953265712679e-02 
 2.297121330779775e-08  2.427521444804381e-03 -7.668422833453497e-06  7.864801521725076e-06  1.673539745914145e-02 -6.986820245447655e-05  9.277252201326348e-02  2.236346729760134e-01  1.789828130893563e-02  2.536924074166056e-03  6.937031920535928e-02  2.763117522033345e-02 
 2.397938078255217e-08  2.405446957760241e-03 -7.872497010096114e-06  7.997908839508291e-06  1.659849335500062e-02 -6.913057653527965e-05  9.470698496869956e-02  2.202642122706135e-01  1.775250269903567e-02  2.450778252278916e-03  6.898921129305666e-02  2.750340077698199e-02 
 2.504018003061402e-08  2.381617079915289e-03 -7.822729390454436e-06  8.065710608558494e-06  1.645905783388667e-02 -6.747482730587448e-05  9.657398923947530e-02  2.168126548826633e-01  1.760366953311884e-02  2.384138141877108e-03  6.857860966433152e-02  2.736395679275784e-02 
 2.643462032106751e-08  2.350468931614185e-03 -8.029634023122717e-06  8.169917472923317e-06  1.628384356978968e-02 -6.451347449098479e-05  9.885043261860114e-02  2.124506264877262e-01  1.741625187654893e-02  2.321792985539497e-03  6.805134096460859e-02  2.718390826979181e-02 
 2.810798870220986e-08  2.314342314129253e-03 -8.000986690327109e-06  8.237192444274591e-06  1.608661405493703e-02 -6.033674524889358e-05  1.013849379329034e-01  2.075142077868233e-01  1.720466200684050e-02  2.270024567219850e-03  6.744961073040524e-02  2.697781676330507e-02 
 3.054987967083408e-08  2.265048724876941e-03 -8.245934730165204e-06  8.364445678872449e-06  1.582256058378168e-02 -5.451289688765686e-05  1.047709473048004e-01  2.008665723058650e-01  1.692072560039740e-02  2.215893897671942e-03  6.663732252901934e-02  2.669890501907811e-02 
