 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 8.376997380224446e-03  2.976612541735816e-03 -1.590159356546797e-06  1.590150102014487e-06  3.654030619636945e-02  1.393783260240588e-09  2.520923340292187e-01  2.520920394338536e-01  4.549001423850275e-02  2.976612985395382e-03  7.765458042219903e-02  3.273130609703676e-02 
 8.576997380224447e-03  2.998227413064482e-03 -1.550570360232433e-06  1.550560479797584e-06  3.693126116190453e-02  1.347798290105817e-09  2.540707393537124e-01  2.540704804670377e-01  4.600324909100165e-02  2.998227807310639e-03  7.795487805270794e-02  3.285441664937447e-02 
 8.776997380224447e-03  3.018046164598557e-03 -1.514270254983987e-06  1.514259634010960e-06  3.730848864148595e-02  1.298243406464332e-09  2.558389702034304e-01  2.558387542872591e-01  4.650031679914745e-02  3.018046505161348e-03  7.822633927849847e-02  3.296364930257135e-02 
 8.976997380224448e-03  3.035732997553290e-03 -1.481632084958253e-06  1.481620585273114e-06  3.767001652351106e-02  1.238806600024877e-09  2.573576962221648e-01  2.573575301985320e-01  4.697927192419855e-02  3.035733267541227e-03  7.846363590850895e-02  3.305644875826873e-02 
 9.176997380224448e-03  3.050890316691648e-03 -1.453104406360075e-06  1.453091866836898e-06  3.801349337028288e-02  1.173192115077147e-09  2.585802757534840e-01  2.585801695482404e-01  4.743777948969170e-02  3.050890508260127e-03  7.866045274557505e-02  3.312977743649418e-02 
 9.376997380224449e-03  3.063047071421457e-03 -1.429230030455687e-06  1.429216257536388e-06  3.833611649584596e-02  1.094622588782906e-09  2.594513857710683e-01  2.594513495017762e-01  4.787305531887233e-02  3.063047163362082e-03  7.880930257828209e-02  3.318003618753443e-02 
 9.576997380224449e-03  3.071645386890311e-03 -1.410669905953982e-06  1.410654672724928e-06  3.863449982737018e-02  1.005971037601807e-09  2.599054384033165e-01  2.599054857978767e-01  4.828175058395314e-02  3.071645366166164e-03  7.890130927681296e-02  3.320296798405359e-02 
 9.776997380224450e-03  3.076025091000272e-03 -1.398234502103373e-06  1.398217536932653e-06  3.890460581241460e-02  8.999789111969696e-10  2.598647260669507e-01  2.598648717936310e-01  4.865988572255148e-02  3.076024930258799e-03  7.892596620872315e-02  3.319352119316164e-02 
 9.976997380224450e-03  3.075405152018839e-03 -1.392925982513933e-06  1.392906965461962e-06  3.914163328442325e-02  7.787426629806928e-10  2.592371836370840e-01  2.592374469021736e-01  4.900273342511983e-02  3.075404830879235e-03  7.887084373595894e-02  3.314572186963305e-02 
 1.017699738022445e-02  3.068862707723970e-03 -1.395993453556039e-06  1.395972002256186e-06  3.933982897349730e-02  6.338303749159768e-10  2.579138411845415e-01  2.579142432506134e-01  4.930466529753560e-02  3.068862190160983e-03  7.872124636292878e-02  3.305250960589770e-02 
 1.037699738022445e-02  3.055309085162628e-03 -1.409006840731359e-06  1.408982503152283e-06  3.949229434324560e-02  4.661511237787287e-10  2.557658412490239e-01  2.557664092927076e-01  4.955900943137963e-02  3.055308340523412e-03  7.845982409791631e-02  3.290553948323364e-02 
 1.057699738022445e-02  3.033463069307632e-03 -1.433955482813714e-06  1.433927718741474e-06  3.959080770430021e-02  2.661004816350612e-10  2.526409978452342e-01  2.526417628578041e-01  4.975789137799887e-02  3.033462049491000e-03  7.806614263466730e-02  3.269498331489572e-02 
 1.077699738022445e-02  3.001822457830611e-03 -1.473378342211195e-06  1.473346510008512e-06  3.962552506030011e-02  3.277138617125833e-11  2.483599167162463e-01  2.483609178322159e-01  4.989200876103207e-02  3.001821117981565e-03  7.751620763237722e-02  3.240929860735164e-02 
 1.097699738022445e-02  2.958636640034503e-03 -1.530533460824893e-06  1.530496791582862e-06  3.958464858105618e-02 -2.453401386969582e-10  2.427117717327128e-01  2.427130548577759e-01  4.995043533658619e-02  2.958634915496043e-03  7.678197506809972e-02  3.203497591194877e-02 
 1.117699738022445e-02  2.901886692292343e-03 -1.609611839934397e-06  1.609569413220480e-06  3.945409423942275e-02 -5.710332885958541e-10  2.354499926794582e-01  2.354516159573324e-01  4.992042747196033e-02  2.901884519033009e-03  7.583093525862707e-02  3.155632989812353e-02 
 1.137699738022445e-02  2.829289622057648e-03 -1.715989984112222e-06  1.715940684871642e-06  3.921710476483409e-02 -9.577610644359330e-10  2.262886835929951e-01  2.262907179909633e-01  4.978729119031795e-02  2.829286913622847e-03  7.462596033375238e-02  3.095540197679488e-02 
 1.157699738022445e-02  2.738366541110976e-03 -1.856487195680263e-06  1.856429659879765e-06  3.885392621906530e-02 -1.409435525491573e-09  2.149017355120489e-01  2.149042738962916e-01  4.953446722735720e-02  2.738363209432661e-03  7.312586135783375e-02  3.021217340088560e-02 
 1.177699738022446e-02  2.626670156052772e-03 -2.039527610041898e-06  2.039460123111215e-06  3.834189134954499e-02 -1.937442287735683e-09  2.009294332306649e-01  2.009325980728597e-01  4.914418760899012e-02  2.626666090060937e-03  7.128776760927821e-02  2.930558234814727e-02 
 1.197699738022446e-02  2.492415677945017e-03 -2.274949519158942e-06  2.274869833319671e-06  3.765671454450548e-02 -2.534683187074220e-09  1.840049067710468e-01  1.840088745094374e-01  4.859964332206692e-02  2.492410769041461e-03  6.907413678298854e-02  2.821659449483402e-02 
 1.217699738022446e-02  2.336175195569013e-03 -2.572797192082658e-06  2.572702117382855e-06  3.677749094756793e-02 -3.175854637559020e-09  1.638339200869816e-01  1.638389646701416e-01  4.789113091731166e-02  2.336169329301366e-03  6.647196474032592e-02  2.693671380469274e-02 
 1.237699738022446e-02  2.165401104258261e-03 -2.939296853639371e-06  2.939181324868725e-06  3.570271523577871e-02 -3.743719702129049e-09  1.404172681042975e-01  1.404238722881126e-01  4.703296674625915e-02  2.165394221001915e-03  6.354436970887196e-02  2.549090997928519e-02 
 1.257699738022446e-02  2.005875372017781e-03 -3.365547151798740e-06  3.365402247647974e-06  3.449497089809903e-02 -3.917171118623821e-09  1.146169028083972e-01  1.146259864012447e-01  4.610631701036127e-02  2.005867540720427e-03  6.056069128803287e-02  2.399552724898901e-02 
 1.277699738022446e-02  1.925342021515080e-03 -3.804062530538358e-06  3.803873266801602e-06  3.337604499814350e-02 -2.969691177337014e-09  8.920630833877324e-02  8.921949499509237e-02  4.534290403971743e-02  1.925333556618435e-03  5.825403510785220e-02  2.277204198972498e-02 
 1.297699738022446e-02  2.085953908362837e-03 -4.158577916753420e-06  4.158326505820461e-06  3.284800309858024e-02  1.720631805704426e-10  6.902859682577683e-02  6.904764940089933e-02  4.522808138886355e-02  2.085944085845237e-03  5.818551160492422e-02  2.249248551442972e-02 
 1.317699738022446e-02  3.507950348889836e-03 -4.380748293195400e-06  4.380412695985821e-06  3.477372671321161e-02  1.373519633525139e-08  5.602623982652569e-02  5.604957281607071e-02  4.778455120902091e-02  3.507916357733461e-03  6.724872573525138e-02  2.589970714194203e-02 
 1.326958565140616e-02  5.592964996468742e-03 -4.498550591153152e-06  4.498154749669669e-06  3.837475646589000e-02  4.047732841879623e-08  4.931022774451254e-02  4.932915933174406e-02  5.211883220516953e-02  5.592880089641218e-03  8.202816333804400e-02  3.164435218971296e-02 
 1.333861622517179e-02  8.472151079052187e-03 -4.641181965033984e-06  4.640725717728344e-06  4.402489384286357e-02  7.273581057500282e-08  4.160155933531450e-02  4.161595443167143e-02  5.886111140319180e-02  8.472022472142748e-03  1.048801849233618e-01  4.056364047189753e-02 
 1.340812660325400e-02  1.263561731776357e-02 -4.792953137588315e-06  4.792433197868772e-06  5.254750628231027e-02  9.465855540467975e-08  3.351023588696461e-02  3.352275409400667e-02  6.862688446585928e-02  1.263544875095864e-02  1.402830871271844e-01  5.443860428182550e-02 
 1.345868576627836e-02  1.642950441475017e-02 -4.877525695408073e-06  4.877003362341286e-06  5.805512430023241e-02  4.974062445988919e-08  2.893366160827838e-02  2.894530130828128e-02  7.389799715227210e-02  1.642930162683634e-02  1.692652742307137e-01  6.583985923904279e-02 
 1.350427092562662e-02  2.039878648784866e-02 -4.946675350273382e-06  4.946122659422316e-06  6.204539743914288e-02  5.085228753787051e-08  2.517305860650912e-02  2.518145752887239e-02  7.542415629798997e-02  2.039855489783131e-02  1.966342634036988e-01  7.663034443741092e-02 
 1.355025212479590e-02  2.494927079054935e-02 -5.001227833546482e-06  5.000648961904312e-06  6.625815778677159e-02  1.254919869680801e-08  2.212666021786350e-02  2.213554300291157e-02  7.198563085326970e-02  2.494901160526323e-02  2.276122737318098e-01  8.887464237005921e-02 
 1.359538226746399e-02  2.989470277546364e-02 -5.023970935630910e-06  5.023372409184455e-06  7.025865989668752e-02 -5.501769802409729e-08  2.063084966295910e-02  2.063997539492547e-02  5.656169501755746e-02  2.989442252378086e-02  2.606003002797609e-01  1.019568148811498e-01 
 1.364931597739521e-02  3.626191783008401e-02 -5.031258937262896e-06  5.030626653585215e-06  7.851374991122501e-02 -1.335922439946023e-08  1.980384044762395e-02  1.981350836427853e-02  2.713664988184169e-02  3.626161910874029e-02  3.026407084160517e-01  1.186954106330870e-01 
 1.369096907802992e-02  4.148186003033964e-02 -5.046856908106889e-06  5.046158686205356e-06  9.293404741614303e-02  2.424454468658490e-07  1.868545986711216e-02  1.869132847554467e-02  1.887219648995190e-02  4.148154328438440e-02  3.371463658128093e-01  1.325030389595067e-01 
 1.372853846265397e-02  4.643381081433749e-02 -5.058915232942717e-06  5.058219213706611e-06  1.105633543984115e-01  1.615928603559029e-07  1.777009363396462e-02  1.777802356773563e-02  1.831702281871587e-02  4.643347322554284e-02  3.669809867104728e-01  1.445432247155843e-01 
