 time                   v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)           
 2.000000000000000e-06  1.820912062880378e-03 -9.494419204407042e-06  9.473507285040633e-06  1.711775583498651e-02  4.724940405792637e-06  1.335349249188693e-01  1.367254794501711e-01  1.749101519791492e-02  1.824252022324111e-03  5.770706423686514e-02  1.805121649140235e-02 
 2.000592151208964e-06  1.820570648784782e-03 -9.472013173303184e-06  9.472045360601805e-06  1.711520034990735e-02  1.678233231648207e-06  1.335649561873286e-01  1.366754126769349e-01  1.748828739192121e-02  1.822990461800322e-03  5.771534616715554e-02  1.805283376131798e-02 
 2.001776453626892e-06  1.819915883342270e-03 -9.474800041191239e-06  9.478455213841830e-06  1.711198397121931e-02 -1.028163307765779e-06  1.336199556744893e-01  1.365770459314575e-01  1.748460051814892e-02  1.820918786624456e-03  5.771900349379418e-02  1.805122579607626e-02 
 2.004145058462748e-06  1.818649502586457e-03 -9.479842345535870e-06  9.484469893570180e-06  1.710909987868005e-02 -5.745005624702290e-07  1.337124433409384e-01  1.363901831509950e-01  1.748053882342264e-02  1.817657429290918e-03  5.769639658558056e-02  1.803688876572107e-02 
 2.008882268134459e-06  1.816286595372440e-03 -9.486129274753449e-06  9.490001223548724e-06  1.710502748211686e-02 -4.316253058637797e-07  1.338671669610203e-01  1.360622275126837e-01  1.747426493677456e-02  1.814265624270042e-03  5.765294126625545e-02  1.800867889964143e-02 
 2.014934185350488e-06  1.813824826165729e-03 -9.493736891061571e-06  9.496618335643355e-06  1.710325404069025e-02 -4.441262499861034e-08  1.340252300174611e-01  1.357236143363795e-01  1.746985686087755e-02  1.812341859331700e-03  5.760847069521653e-02  1.797639646595180e-02 
 2.027038019782547e-06  1.810382201245051e-03 -9.503369079243300e-06  9.505101855868063e-06  1.710747044980021e-02  2.851601963996855e-07  1.342434269215985e-01  1.352406394911329e-01  1.746942034466826e-02  1.809135988060892e-03  5.754225915276187e-02  1.791942769949184e-02 
 2.051245688646665e-06  1.806969700270920e-03 -9.514604311078770e-06  9.514909867923093e-06  1.713431829116661e-02  7.531717526432435e-07  1.344491798252017e-01  1.347336932197954e-01  1.748843667207204e-02  1.806200497968662e-03  5.746713307985745e-02  1.782476514053998e-02 
 2.087589376477302e-06  1.805649491615429e-03 -9.519756991895940e-06  9.519645106204168e-06  1.719421507508074e-02  8.664330216208507e-07  1.345061865539454e-01  1.344745926978875e-01  1.753817384399425e-02  1.804965093969030e-03  5.741527064384741e-02  1.770339283335709e-02 
 2.130673936457951e-06  1.805741652982405e-03 -9.522435420890256e-06  9.522140693153779e-06  1.727308257048314e-02  9.431919948571847e-07  1.344675519947124e-01  1.343839741175146e-01  1.760549893509168e-02  1.805217219244318e-03  5.738123937163039e-02  1.756938912817088e-02 
 2.193798355186256e-06  1.806299022814799e-03 -9.524036820567966e-06  9.523905612939706e-06  1.738859559444342e-02  8.705058043879452e-07  1.343888792088334e-01  1.343032319843755e-01  1.770404415742068e-02  1.805715264885678e-03  5.733750904376947e-02  1.737650850079124e-02 
 2.299190057599361e-06  1.807335401940293e-03 -9.527833290772342e-06  9.527604027736562e-06  1.757553033560976e-02  8.857760110014378e-07  1.342597535533906e-01  1.341772753909220e-01  1.786275764714849e-02  1.806866566244619e-03  5.726696489960501e-02  1.705894413954879e-02 
 2.509973462425570e-06  1.809465288462349e-03 -9.533826713225373e-06  9.533739632205227e-06  1.792409689858884e-02  7.558704930243804e-07  1.340100537483687e-01  1.339292595426870e-01  1.815748667091817e-02  1.808918629775588e-03  5.712664402796728e-02  1.643737825361288e-02 
 2.931540272077988e-06  1.813765352712355e-03 -9.546956410257413e-06  9.546737697337711e-06  1.852389887965693e-02  6.664035903814617e-07  1.335245167294502e-01  1.334464125361620e-01  1.866489602647840e-02  1.813312959700503e-03  5.685087576116948e-02  1.524791894271676e-02 
 3.760909036017310e-06  1.822191241337124e-03 -9.570315078556920e-06  9.570224619330500e-06  1.937519808252261e-02  3.877114918139113e-07  1.326087677678141e-01  1.325347431444962e-01  1.940383669320471e-02  1.821659578986384e-03  5.632182268771223e-02  1.310774497951659e-02 
 5.419646563895955e-06  1.838877213085937e-03 -9.615168989853979e-06  9.614941769195177e-06  2.010811214884504e-02  1.377283626419222e-07  1.309067027545396e-01  1.308396710523170e-01  2.018987185578942e-02  1.838449501285524e-03  5.532136417330106e-02  9.559941140796559e-03 
 8.737121619653245e-06  1.871015521914748e-03 -9.693813636241430e-06  9.693701914486243e-06  1.945089852330342e-02 -1.730318291950040e-07  1.278742716004532e-01  1.278162435822909e-01  2.043193069953143e-02  1.870518683396867e-03  5.350245367319916e-02  4.813502418602943e-03 
 1.182078904118862e-05  1.898907003261664e-03 -9.759663232150668e-06  9.759408474850284e-06  1.776845281995324e-02 -1.611619791911640e-07  1.253724367908292e-01  1.253201784691817e-01  2.005650682933626e-02  1.898508462260577e-03  5.196338281397744e-02  2.430249255045857e-03 
 1.619906814780769e-05  1.934635142382166e-03 -9.843141599139922e-06  9.843005894854965e-06  1.525830752122937e-02 -2.027599172764760e-07  1.221610439658171e-01  1.221143623011182e-01  1.943106061520870e-02  1.934154469606050e-03  4.990732392877157e-02  7.990519079128446e-04 
 2.120088734305342e-05  1.970041612491611e-03 -9.930156742766437e-06  9.929884641064613e-06  1.269061506757326e-02 -1.241908358760880e-07  1.188542922757891e-01  1.188126849694857e-01  1.875562369170142e-02  1.969652813213809e-03  4.767403305973816e-02  1.210859921594832e-04 
 3.120452573354488e-05  2.025962159587365e-03 -1.008202949743166e-05  1.008188621786836e-05  8.668490909925256e-03 -1.315249235403089e-07  1.130353867666206e-01  1.130004858761790e-01  1.754145646369142e-02  2.025489270130955e-03  4.345251147217204e-02 -2.144916120829591e-04 
 4.359406643398794e-05  2.072676799314979e-03 -1.024379838107251e-05  1.024353011198474e-05  5.323791420578108e-03 -3.988442312646074e-08  1.068761307746066e-01  1.068470366970113e-01  1.621313461751164e-02  2.072299632615621e-03  3.860482960245758e-02 -2.422332747879745e-04 
 6.219949780922325e-05  2.106898757470914e-03 -1.044800560275127e-05  1.044787955797855e-05  2.484267080559222e-03 -5.555760415875917e-08  9.904966282145493e-02  9.902591335956253e-02  1.450012890521808e-02  2.106445242484732e-03  3.202063159494163e-02 -2.811460196410392e-04 
 8.660411590758106e-05  2.100430415027102e-03 -1.067025755178923e-05  1.067001695414874e-05  8.649188039060824e-04  1.746288104449303e-08  9.054045742980618e-02  9.052155391508357e-02  1.268334555720515e-02  2.100082363819408e-03  2.456188804933376e-02 -2.932655940583084e-04 
 1.198719508803231e-04  2.019927404111623e-03 -1.091421813426790e-05  1.091412628760728e-05  1.021725456933171e-04 -2.478717894819008e-08  8.108956482162681e-02  8.107455728113547e-02  1.084150235007490e-02  2.019517721966286e-03  1.641798991503762e-02 -2.663807488771607e-04 
 1.599359754401615e-04  1.844568689674170e-03 -1.114791802798090e-05  1.114771191436046e-05 -2.080952498199591e-04  3.017766605254500e-08  7.195071341697924e-02  7.193899928100031e-02  9.346372808270782e-03  1.844287585142801e-03  9.422331631912067e-03 -2.010627843351715e-04 
 2.000000000000000e-04  1.616418950935651e-03 -1.133412613058949e-05  1.133406082704186e-05 -3.700733465579475e-04 -2.032874356859016e-08  6.449646075181965e-02  6.448655660763433e-02  8.371142682632350e-03  1.616094364107367e-03  4.938462545366194e-03 -1.367184006119325e-04 
 2.058545367342616e-04  1.580112167158415e-03 -1.135823958717149e-05  1.135811014907167e-05 -3.871641254406272e-04  5.707115974385644e-09  6.352967883324249e-02  6.352008207038402e-02  8.262639732901603e-03  1.579838675647999e-03  4.475070137262443e-03 -1.287823126983382e-04 
 2.175636102027849e-04  1.506957960753816e-03 -1.140476850489401e-05  1.140464105857330e-05 -4.187059767373907e-04  5.963593209912127e-09  6.163956429226850e-02  6.163038414426434e-02  8.055905019477323e-03  1.506698079993575e-03  3.613522852853563e-03 -1.138007053418429e-04 
 2.409817571398314e-04  1.359187079625517e-03 -1.149112605330196e-05  1.149100173083050e-05 -4.664031906740206e-04  6.383737298109872e-09  5.809860494531794e-02  5.809012579056524e-02  7.696159839490169e-03  1.358954102702370e-03  2.237625660692221e-03 -8.828943237019756e-05 
 2.878180510139244e-04  1.073045008848850e-03 -1.164187801873820e-05  1.164175740736794e-05 -5.039646824842306e-04  6.960529653423400e-09  5.179731445151096e-02  5.178988001148944e-02  7.121842827661564e-03  1.072862516896249e-03  5.008152779739569e-04 -5.202005198794191e-05 
 3.814906387621104e-04  6.207186144359656e-04 -1.187997813748448e-05  1.187985893477673e-05 -3.750654637909730e-04  7.502706553773250e-09  4.142998717729154e-02  4.142379024169845e-02  6.243828666002573e-03  6.206123096641114e-04 -7.316687354823255e-04 -1.488064090511120e-05 
 4.894808744828479e-04  3.881077599833222e-04 -1.208030800839507e-05  1.208018565684413e-05  2.389188337063885e-05  7.492841314541357e-09  3.206621353564910e-02  3.206076645056209e-02  5.387658679260924e-03  3.880360937406352e-04 -4.531163188898516e-04  4.205544675913789e-06 
 6.351209699642044e-04  5.797367498280472e-04 -1.225992985780678e-05  1.225980059113743e-05  7.306794445206787e-04  6.751741464609973e-09  2.257072162079235e-02  2.256599199882663e-02  4.312285903150882e-03  5.796237617342159e-04  8.571204871204171e-04  2.252925829153450e-05 
 8.298238960393127e-04  1.514180873258563e-03 -1.236644721570811e-05  1.236630496013895e-05  1.692014635083327e-03  5.863143984833493e-09  1.450132229526071e-02  1.449732739947214e-02  3.148762735187174e-03  1.513899627942979e-03  3.142982982187005e-03  4.230987040500024e-05 
 1.029823896039313e-03  2.975439271920833e-03 -1.235546615071140e-05  1.235530493950834e-05  2.615357077891148e-03  5.498404066344427e-09  1.041607016233515e-02  1.041241717758192e-02  2.458669756162208e-03  2.974910117903083e-03  5.534392775958932e-03  5.984466766968218e-05 
 1.229823896039313e-03  4.699578942445815e-03 -1.227177477426321e-05  1.227158973661385e-05  3.480566473270372e-03  5.544704523223496e-09  8.908712446991608e-03  8.905013226490469e-03  2.216377080326762e-03  4.698772413960514e-03  7.815230633458266e-03  7.759905111830299e-05 
